epoch,train_objective,val_objective,train_mse_norm,train_source_depablo_low_temp_reconstruction,train_source_reid_reconstruction,train_macro_source_reconstruction,train_max_source_reconstruction,val_mse_norm,val_source_reid_reconstruction,val_source_depablo_low_temp_reconstruction,val_macro_source_reconstruction,val_max_source_reconstruction,dataset,latent_dim,target_mode,hidden_size
1,0.6756429439783096,0.5612957711443305,0.6905607540607452,0.7322320535778999,0.6190538364648819,0.6756429450213909,0.7322320535778999,0.5595356706604362,0.48315915669500825,0.6394323855936527,0.5612957711443305,0.6394323855936527,Reid + low-T 2D AE,4,normalized_delta,96
2,0.40010729897022246,0.39808072477579115,0.38293122017383574,0.3620542121529579,0.43816038471460345,0.4001072984337807,0.43816038471460345,0.3973972423709929,0.4149377113506198,0.38122373820096256,0.39808072477579115,0.4149377113506198,Reid + low-T 2D AE,4,normalized_delta,96
3,0.3319456912279129,0.34061325138807297,0.30886923837661745,0.278251423239708,0.3856399579048157,0.33194569057226186,0.3856399579048157,0.3400787935703993,0.3702133496068418,0.3110131531693041,0.34061325138807297,0.3702133496068418,Reid + low-T 2D AE,4,normalized_delta,96
4,0.27561012625694276,0.2948891191724688,0.24976116594672204,0.20307902950048445,0.3481412222981453,0.2756101258993149,0.3481412222981453,0.29604548077099024,0.4154952153712511,0.17428302297368645,0.2948891191724688,0.4154952153712511,Reid + low-T 2D AE,4,normalized_delta,96
5,0.2087080412209034,0.24442747479584068,0.186613010764122,0.14134917888045312,0.2760669045746326,0.20870804172754287,0.2760669045746326,0.245398083826527,0.3341756662838161,0.15467928330786526,0.2444274747958407,0.3341756662838161,Reid + low-T 2D AE,4,normalized_delta,96
6,0.1909534035027027,0.22418618222139775,0.17081285893917084,0.12946431185305118,0.2524424951374531,0.19095340349525214,0.2524424951374531,0.22484982042014598,0.29484955699555576,0.15352280744723976,0.22418618222139775,0.29484955699555576,Reid + low-T 2D AE,4,normalized_delta,96
7,0.18234078562259673,0.2121234626378864,0.16332428094744683,0.1248360162973404,0.23984555381536485,0.18234078505635262,0.23984555381536485,0.21261909491755068,0.27352628186158834,0.15072064341418445,0.2121234626378864,0.27352628186158834,Reid + low-T 2D AE,4,normalized_delta,96
8,0.1779273063093424,0.21225269753765313,0.15934207259118557,0.12245824465155601,0.23339636832475663,0.17792730648815633,0.23339636832475663,0.21272683794330804,0.27443858492933215,0.15006681014597417,0.21225269753765316,0.27443858492933215,Reid + low-T 2D AE,4,normalized_delta,96
9,0.1737998930066824,0.20835174731258302,0.15582839742302895,0.119237898260355,0.22836188754439354,0.17379989290237427,0.22836188754439354,0.2088041369765997,0.26872529249079524,0.1479782021343708,0.20835174731258302,0.26872529249079524,Reid + low-T 2D AE,4,normalized_delta,96
10,0.17021572068333626,0.21074427834618836,0.15252771079540253,0.11667931480705739,0.22375212681293488,0.17021572080999614,0.22375212681293488,0.21120350579824299,0.273486382458359,0.14800217423401774,0.21074427834618836,0.273486382458359,Reid + low-T 2D AE,4,normalized_delta,96
11,0.16707580357789995,0.20925675397086888,0.14998213885724546,0.11425150193274021,0.21990010537207128,0.16707580365240574,0.21990010537207128,0.20971416580956428,0.2721126034464687,0.14640090449526905,0.20925675397086888,0.2721126034464687,Reid + low-T 2D AE,4,normalized_delta,96
12,0.16415118953585625,0.21243569020088762,0.14735036304593085,0.11176402150839568,0.21653835822641848,0.16415118986740707,0.21653835822641848,0.2127733256900683,0.2801389873996377,0.14473239300213755,0.21243569020088765,0.2801389873996377,Reid + low-T 2D AE,4,normalized_delta,96
13,0.16212775200605392,0.21114875374361872,0.14560041606426238,0.11042652109265327,0.2138289838731289,0.16212775248289107,0.2138289838731289,0.21142896140925585,0.28108403575234114,0.1412134717348963,0.21114875374361872,0.28108403575234114,Reid + low-T 2D AE,4,normalized_delta,96
14,0.1587032145857811,0.2294695990923792,0.14252858498692514,0.10775001542270184,0.20965641397237778,0.1587032146975398,0.20965641397237778,0.2297752467431128,0.3159056278448552,0.14303357033990324,0.22946959909237924,0.3159056278448552,Reid + low-T 2D AE,4,normalized_delta,96
15,0.15595015054941178,0.2318334358697757,0.14008486787974833,0.10589671945571899,0.2060035811960697,0.15595015032589435,0.2060035811960697,0.23198557579005136,0.3245186399091035,0.13914823183044792,0.23183343586977573,0.3245186399091035,Reid + low-T 2D AE,4,normalized_delta,96
16,0.15350514554977418,0.2500471779210493,0.13814950865507125,0.10437476794421673,0.20263552324473857,0.15350514559447764,0.20263552324473857,0.25026709730830043,0.3597921154461801,0.1403022403959185,0.2500471779210493,0.3597921154461801,Reid + low-T 2D AE,4,normalized_delta,96
17,0.15119220465421676,0.24985186556726693,0.136167321652174,0.10303888280689716,0.19934552565217017,0.15119220422953367,0.19934552565217017,0.25012119744159284,0.3605181073062122,0.1391856238283217,0.24985186556726696,0.3605181073062122,Reid + low-T 2D AE,4,normalized_delta,96
