epoch,train_objective,val_objective,train_mse_norm,train_source_depablo_low_temp_reconstruction,train_source_lj_noisy_reconstruction,train_source_reid_reconstruction,train_macro_source_reconstruction,train_max_source_reconstruction,val_mse_norm,val_source_reid_reconstruction,val_source_depablo_low_temp_reconstruction,val_source_lj_noisy_reconstruction,val_macro_source_reconstruction,val_max_source_reconstruction,val_ae_p_ratio_r2_step_100,val_ae_source_depablo_low_temp_p_ratio_r2_step_100,val_ae_source_depablo_low_temp_position_mse_step_100,val_ae_source_depablo_low_temp_p_ratio_r2_sum_100,val_ae_source_lj_noisy_p_ratio_r2_step_100,val_ae_source_lj_noisy_position_mse_step_100,val_ae_source_lj_noisy_p_ratio_r2_sum_100,val_ae_source_reid_p_ratio_r2_step_100,val_ae_source_reid_position_mse_step_100,val_ae_source_reid_p_ratio_r2_sum_100,val_ae_mean_source_p_ratio_r2_step_100,val_ae_min_source_p_ratio_r2_sum_100,dataset,latent_dim,target_mode,hidden_size
1,0.7148049602383062,0.6119090568666395,0.7148049602383062,0.6764374683169943,0.9101121993441331,0.5359346176448622,0.7074947617686632,0.9101121993441331,0.6119090568666395,0.3831321161123924,0.6963600931048859,0.7818775841733441,0.6204565977968741,0.7818775841733441,-0.01134803225056702,-0.18634994621655032,1.2332959499872231e-05,-0.18634994621655032,-23.382432558655665,2.3570120629301527e-05,-23.382432558655665,0.03599809559884026,1.385203167956206e-05,0.03599809559884026,-7.844261469757792,-23.382432558655665,2D AE mixed-T exclusion,2,normalized_delta,96
2,0.5503500414522071,0.5815685385004863,0.5503500414522071,0.5199509679879013,0.7185836725329098,0.3810657002423939,0.5398667802544016,0.7185836725329098,0.5815685385004863,0.3541465129092103,0.6624973541474901,0.7543329707114026,0.5903256125893677,0.7543329707114026,-0.001965413715550035,-0.19014921436118914,1.0043924908131885e-05,-0.19014921436118914,-22.904624512277454,2.634455659062951e-05,-22.904624512277454,0.06028793003440969,1.0000898896578292e-05,0.06028793003440969,-7.678161932201411,-22.904624512277454,2D AE mixed-T exclusion,2,normalized_delta,96
3,0.5275570999634893,0.5528016752710468,0.5275570999634893,0.4985179598786329,0.7037217720558769,0.34975321457574243,0.5173309821700841,0.7037217720558769,0.5528016752710468,0.3141956538602244,0.6226475440926151,0.7428737268201075,0.5599056415909823,0.7428737268201075,0.035809539637156385,-0.09759588610698722,8.99518056485249e-06,-0.09759588610698722,-24.894601178241288,2.034597650890646e-05,-24.894601178241288,0.32772157449290495,9.848621152741543e-06,0.32772157449290495,-8.22149182995179,-24.894601178241288,2D AE mixed-T exclusion,2,normalized_delta,96
4,0.46591068568982574,0.4150670803887279,0.46591068568982574,0.3928601564937516,0.6755634765875967,0.3273221991564098,0.46524861074591933,0.6755634765875967,0.4150670803887279,0.35565969126764685,0.3148963467392605,0.5949587419745512,0.4218382599938195,0.5949587419745512,0.6146869714240708,0.738127348081044,8.46457022589675e-06,0.738127348081044,-11.446103884848124,1.7798973840399412e-05,-11.446103884848124,0.4256346942913005,9.893443041164573e-06,0.4256346942913005,-3.4274472808252603,-11.446103884848124,2D AE mixed-T exclusion,2,normalized_delta,96
5,0.36624299593661963,0.3697620479586093,0.36624299593661963,0.2707814104855061,0.5424470741497843,0.3298424336471056,0.3810236394274653,0.5424470741497843,0.3697620479586093,0.3238207775284536,0.28415475723159034,0.5200687508913688,0.3760147618838043,0.5200687508913688,0.6657583399944985,0.7980764486697045,8.692107314800523e-06,0.7980764486697045,-8.268596708748639,1.5967667968652678e-05,-8.268596708748639,0.21095664843466388,9.933985847965231e-06,0.21095664843466388,-2.419854537214757,-8.268596708748639,2D AE mixed-T exclusion,2,normalized_delta,96
6,0.34827729549847153,0.35068376853473876,0.34827729549847153,0.26709890957725674,0.4994200560607408,0.3171517043913666,0.3612235566764547,0.4994200560607408,0.35068376853473876,0.32396264147246256,0.26751358417095616,0.4783454646822065,0.35660723010854173,0.4783454646822065,0.731078953225256,0.7454933838829871,8.763956589064038e-06,0.7454933838829871,-4.656524998017167,1.510321221758204e-05,-4.656524998017167,0.42858056704737446,9.255086399662105e-06,0.42858056704737446,-1.1608170156956017,-4.656524998017167,2D AE mixed-T exclusion,2,normalized_delta,96
7,0.33724375516176225,0.35165443954695214,0.33724375516176225,0.260305898871861,0.4743828920157332,0.3134371370077133,0.3493753092984358,0.4743828920157332,0.35165443954695214,0.32691360998433083,0.26404291909420863,0.4781909729645122,0.35638250068101723,0.4781909729645122,0.8125056060849514,0.8317330213961489,7.782852958371222e-06,0.8317330213961489,-2.7219476304830756,1.4768542996534961e-05,-2.7219476304830756,0.5409912739334144,8.954664497196064e-06,0.5409912739334144,-0.4497411117178374,-2.7219476304830756,2D AE mixed-T exclusion,2,normalized_delta,96
8,0.3276011911662001,0.33440693707058305,0.3276011911662001,0.2526487602215064,0.45836646650966845,0.3086951476570807,0.3399034581294185,0.45836646650966845,0.33440693707058305,0.3144728493934963,0.24882912635803223,0.45409050342277624,0.33913082639143494,0.45409050342277624,0.8132070304387146,0.8412159931804883,7.3565522257013075e-06,0.8412159931804883,-3.1313008202956656,1.4656969733550796e-05,-3.1313008202956656,0.5704298202558786,8.628944453903386e-06,0.5704298202558786,-0.5732183356197663,-3.1313008202956656,2D AE mixed-T exclusion,2,normalized_delta,96
9,0.30619974073610806,0.3200528981262132,0.30619974073610806,0.22062062852476771,0.4360042898278487,0.30396846709282777,0.3201977951484814,0.4360042898278487,0.3200528981262132,0.3233445904625114,0.21362072363262996,0.4381354162469506,0.32503357678069733,0.4381354162469506,0.7542853969544459,0.8378899958344447,4.583151678616559e-06,0.8378899958344447,-5.251033157647935,1.3225603061073343e-05,-5.251033157647935,0.38942135285711577,1.0166923823362595e-05,0.38942135285711577,-1.3412406029854582,-5.251033157647935,2D AE mixed-T exclusion,2,normalized_delta,96
10,0.2665508355749281,0.2730346306178131,0.2665508355749281,0.1629796520855866,0.3910880989934269,0.2945960340139113,0.28288792836430826,0.3910880989934269,0.2730346306178131,0.30755116482032463,0.16970639481587568,0.35454677380039357,0.2772681111455313,0.35454677380039357,0.9128266248448028,0.9380499990121465,4.133502017111823e-06,0.9380499990121465,-0.48074039281353964,8.908711674848745e-06,-0.48074039281353964,0.6985072946995157,9.8497849648993e-06,0.6985072946995157,0.38527230029937415,-0.48074039281353964,2D AE mixed-T exclusion,2,normalized_delta,96
11,0.2082784970339976,0.23043404247268642,0.2082784970339976,0.11962829142024642,0.33185961101400224,0.22059256701092972,0.22402682314839276,0.33185961101400224,0.23043404247268642,0.22551524056325434,0.1448378487766604,0.3348086184996646,0.23505390261319312,0.3348086184996646,0.9436061593850695,0.9024729742796884,3.880072478068542e-06,0.9024729742796884,0.2523434785382821,8.486362435178308e-06,0.2523434785382821,0.9681171243142819,7.5682713969627e-06,0.9681171243142819,0.7076445257107508,0.2523434785382821,2D AE mixed-T exclusion,2,normalized_delta,96
12,0.18640169983631685,0.22111458994791303,0.18640169983631685,0.10482748168471613,0.31826635289349053,0.17757385706430986,0.20022256388083884,0.31826635289349053,0.22111458994791303,0.20873190987185808,0.13559969209018163,0.3319273461384,0.22541964936681325,0.3319273461384,0.9516358325142362,0.9352022542045418,3.7734972039515925e-06,0.9352022542045418,0.2723513974980438,8.40962693473557e-06,0.2723513974980438,0.9215088543242851,7.089955278161142e-06,0.9215088543242851,0.7096875020089568,0.2723513974980438,2D AE mixed-T exclusion,2,normalized_delta,96
13,0.181816993771415,0.21930712381083714,0.181816993771415,0.10014016065550478,0.31591516752776344,0.17107675275520273,0.195710693646157,0.31591516752776344,0.21930712381083714,0.21072226930846227,0.1300245309175807,0.3295467240968719,0.22343117477430496,0.3295467240968719,0.9399189701944128,0.9407922334546841,3.506559303900758e-06,0.9407922334546841,-0.23052712221969296,8.532592346455203e-06,-0.23052712221969296,0.8756700739362541,7.288842101615955e-06,0.8756700739362541,0.5286450617237484,-0.23052712221969296,2D AE mixed-T exclusion,2,normalized_delta,96
14,0.1784294368405091,0.2147607166099509,0.1784294368405091,0.09702695958120258,0.3122029474299205,0.16678560713404103,0.19200517138172135,0.3122029474299205,0.2147607166099509,0.20113611890701577,0.12732226839580107,0.3278874213428935,0.21878193621523678,0.3278874213428935,0.9550595659123579,0.9443142912298744,3.4792164200325713e-06,0.9443142912298744,0.032383316280361174,8.366357496925047e-06,0.032383316280361174,0.9513966309140128,6.797170732397717e-06,0.9513966309140128,0.6426980794747496,0.032383316280361174,2D AE mixed-T exclusion,2,normalized_delta,96
15,0.1766092195714775,0.21801036246807168,0.1766092195714775,0.09442116110340545,0.31195970612921214,0.16486137415233412,0.19041408046165056,0.31195970612921214,0.21801036246807168,0.20144801189599093,0.13393662456655875,0.33073223926476203,0.22203895857577058,0.33073223926476203,0.9537452760695091,0.9462767457330468,3.632737710290712e-06,0.9462767457330468,-0.17771412106224993,8.408899043388374e-06,-0.17771412106224993,0.9625873907609657,6.72848856879682e-06,0.9625873907609657,0.5770500051439208,-0.17771412106224993,2D AE mixed-T exclusion,2,normalized_delta,96
16,0.17493189722299576,0.21364935921309025,0.17493189722299576,0.0931506443180536,0.3090387583563202,0.16342243887484073,0.18853728051640484,0.3090387583563202,0.21364935921309025,0.2010696906800149,0.12353064125636593,0.3280120026465738,0.2175374448609849,0.3280120026465738,0.9596732156887455,0.9528494246230182,3.5304278583225825e-06,0.9528494246230182,0.16932450376338226,8.42007000301237e-06,0.16932450376338226,0.9419013726932388,6.7248750440285224e-06,0.9419013726932388,0.6880251003598797,0.16932450376338226,2D AE mixed-T exclusion,2,normalized_delta,96
17,0.17381431648605747,0.2211408008747783,0.17381431648605747,0.09245411125256826,0.30744225927873664,0.161983154949389,0.18729317516023128,0.30744225927873664,0.2211408008747783,0.213810372268199,0.12523911181779113,0.3362903703091433,0.2251132847983778,0.3362903703091433,0.9518654581338591,0.9533150659288396,3.4624558736595644e-06,0.9533150659288396,0.18342677893006687,8.5910814050294e-06,0.18342677893006687,0.8749964090353595,7.020884655162263e-06,0.8749964090353595,0.6705794179647553,0.18342677893006687,2D AE mixed-T exclusion,2,normalized_delta,96
18,0.17349151576820174,0.21375596792633203,0.17349151576820174,0.09153552964133652,0.30870104726207886,0.16112579871949398,0.1871207918743031,0.30870104726207886,0.21375596792633203,0.2020430434276932,0.12352400729287183,0.3276280901773134,0.21773171363262614,0.3276280901773134,0.9597207223511607,0.9542565046738346,3.4247475440452037e-06,0.9542565046738346,0.03564969258471551,8.425682517554378e-06,0.03564969258471551,0.9556740712555524,6.739234427755036e-06,0.9556740712555524,0.6485267561713676,0.03564969258471551,2D AE mixed-T exclusion,2,normalized_delta,96
