epoch,train_loss,val_loss,train_dz_mse_norm,train_loss_raw,train_source_depablo_low_temp_loss_norm,train_source_reid_loss_norm,val_dz_mse_norm,val_dz_mse_raw,val_source_reid_loss_norm,val_source_depablo_low_temp_loss_norm,dataset,latent_dim,target_mode,hidden_size,propagator_loss,propagator_objective,propagator_multistep_horizons,propagator_multistep_loss,propagator_step_stride,initial_velocity
1,0.8046225910205917,0.6524825786206737,0.8046225910205917,0.00037525620556485103,0.548087081995355,1.061158095856747,0.6524825786206737,0.00029502936925758744,0.8715044907480478,0.43345285975933073,Reid + low-T 2D AE,2,normalized_delta,96,delta,one_step,,final_horizon,1,zero
2,0.5427849478271591,0.5564538480164146,0.5427849478271591,0.0002304487948770631,0.30156674622053126,0.7840031478179985,0.5564538480164146,0.00023893455476853154,0.7992797374874353,0.31202732207998635,Reid + low-T 2D AE,2,normalized_delta,96,delta,one_step,,final_horizon,1,zero
3,0.48738021496309336,0.4984016187566643,0.48738021496309336,0.00020175691958527122,0.2337666541397811,0.7409937747989792,0.4984016187566643,0.00021110932813970645,0.7583275662604719,0.235517442506738,Reid + low-T 2D AE,2,normalized_delta,96,delta,one_step,,final_horizon,1,zero
4,0.45135649176965276,0.4784010851603323,0.45135649176965276,0.00018595655496189199,0.1873385231478147,0.7153744585363262,0.4784010851603323,0.0002031017974314567,0.7615531618753448,0.19199036242067813,Reid + low-T 2D AE,2,normalized_delta,96,delta,one_step,,final_horizon,1,zero
5,0.43440110757049305,0.4629462979599295,0.43440110757049305,0.00017916135922757848,0.1680558133256962,0.7007464005286435,0.4629462979599295,0.00019640250992442377,0.7415833766087889,0.18084688127785922,Reid + low-T 2D AE,2,normalized_delta,96,delta,one_step,,final_horizon,1,zero
6,0.4274605298975864,0.4594208129745231,0.4274605298975864,0.0001763399057264438,0.1641890006252082,0.6907320593195747,0.4594208129745231,0.00019545245408382478,0.7346968087460846,0.1808115770239383,Reid + low-T 2D AE,2,normalized_delta,96,delta,one_step,,final_horizon,1,zero
7,0.4237431448745919,0.449570231587555,0.4237431448745919,0.00017482772184677055,0.16325598590105891,0.6842303059725876,0.449570231587555,0.0001909327548001824,0.7194105318989604,0.17652934335917234,Reid + low-T 2D AE,2,normalized_delta,96,delta,one_step,,final_horizon,1,zero
8,0.42069833629940406,0.4560604017530848,0.42069833629940406,0.00017357414830747214,0.16574069872558356,0.6756559740228346,0.4560604017530848,0.0001940507609759035,0.732921877965331,0.17590310257300734,Reid + low-T 2D AE,2,normalized_delta,96,delta,one_step,,final_horizon,1,zero
9,0.4190267190097805,0.4406157753881007,0.4190267190097805,0.00017293657956214296,0.16032529978388285,0.6777281397317787,0.4406157753881007,0.0001870139935963964,0.7065481677390635,0.17190108832903206,Reid + low-T 2D AE,2,normalized_delta,96,delta,one_step,,final_horizon,1,zero
10,0.4171204383832863,0.4418593393082368,0.4171204383832863,0.00017224701911752881,0.1610943574802464,0.6731465201540644,0.4418593393082368,0.00018810451314654262,0.7078692030226812,0.17298978471197188,Reid + low-T 2D AE,2,normalized_delta,96,delta,one_step,,final_horizon,1,zero
11,0.41435557825258934,0.4455840160423164,0.41435557825258934,0.00017120475892139315,0.1614220951455664,0.6672890630651669,0.4455840160423164,0.0001900669587716053,0.7161185371354223,0.17200108860060573,Reid + low-T 2D AE,2,normalized_delta,96,delta,one_step,,final_horizon,1,zero
12,0.4128430095542387,0.43559184635102927,0.4128430095542387,0.00017065587406206583,0.15814081561493587,0.6675452028651793,0.43559184635102927,0.00018571796572948725,0.7006221894286573,0.16795955388247966,Reid + low-T 2D AE,2,normalized_delta,96,delta,one_step,,final_horizon,1,zero
13,0.4105179012420187,0.43887809112978476,0.4105179012420187,0.00016982875784006283,0.15817247307204818,0.6628633280954208,0.43887809112978476,0.0001876228691844243,0.7031869251402095,0.17173035975638776,Reid + low-T 2D AE,2,normalized_delta,96,delta,one_step,,final_horizon,1,zero
14,0.40799428355023565,0.4401697395285255,0.40799428355023565,0.0001688955498135314,0.15631398756101908,0.6596745791205441,0.4401697395285255,0.00018859087702729625,0.7033143117688596,0.17413712880946697,Reid + low-T 2D AE,2,normalized_delta,96,delta,one_step,,final_horizon,1,zero
15,0.4063279085369953,0.4326923970136806,0.4063279085369953,0.00016833839185435856,0.15589504237155838,0.6567607726078915,0.4326923970136806,0.00018529804803819275,0.6921344591174274,0.1706422902587801,Reid + low-T 2D AE,2,normalized_delta,96,delta,one_step,,final_horizon,1,zero
16,0.40394826727100164,0.43405095949193023,0.40394826727100164,0.00016747462921988605,0.15673356527185822,0.6511629702575714,0.43405095949193023,0.00018583814086862486,0.694021600972861,0.17126370787620546,Reid + low-T 2D AE,2,normalized_delta,96,delta,one_step,,final_horizon,1,zero
17,0.40150664686917303,0.43289572107007196,0.40150664686917303,0.0001665919441280954,0.15745718735288902,0.6455561044704483,0.43289572107007196,0.00018558606185317136,0.6967543476279825,0.16634390768408774,Reid + low-T 2D AE,2,normalized_delta,96,delta,one_step,,final_horizon,1,zero
18,0.3994755044759038,0.43174159682372654,0.3994755044759038,0.00016587533725422797,0.15451633464919037,0.6444346757239128,0.43174159682372654,0.0001857150839619665,0.692628074053675,0.16821616142522544,Reid + low-T 2D AE,2,normalized_delta,96,delta,one_step,,final_horizon,1,zero
19,0.3972606039549931,0.429497276183618,0.3972606039549931,0.00016511026803188092,0.15633946501586332,0.6381817404704401,0.429497276183618,0.0001846839938042262,0.6861471983911469,0.17017637634836139,Reid + low-T 2D AE,2,normalized_delta,96,delta,one_step,,final_horizon,1,zero
20,0.3945877070288103,0.4344969671916209,0.3945877070288103,0.00016410352070369367,0.1542765802019332,0.6348988341100245,0.4344969671916209,0.0001871645818089538,0.6885729438951239,0.1775622814949602,Reid + low-T 2D AE,2,normalized_delta,96,delta,one_step,,final_horizon,1,zero
21,0.3927388811805641,0.4308468147483,0.3927388811805641,0.00016345121855328577,0.15661164416546325,0.628866118479924,0.4308468147483,0.00018594941809852575,0.6895451684948057,0.16944444279093296,Reid + low-T 2D AE,2,normalized_delta,96,delta,one_step,,final_horizon,1,zero
22,0.39046530751698466,0.4256862258617149,0.39046530751698466,0.00016263781098055607,0.15526623670834613,0.6256643782059351,0.4256862258617149,0.0001833729413848126,0.6821514634527266,0.16664965527504683,Reid + low-T 2D AE,2,normalized_delta,96,delta,one_step,,final_horizon,1,zero
23,0.38798356651661386,0.4244450067004458,0.38798356651661386,0.00016170600335671002,0.15781969696762094,0.6181474370829552,0.4244450067004458,0.00018329009164136847,0.6808599606752396,0.16562756023462863,Reid + low-T 2D AE,2,normalized_delta,96,delta,one_step,,final_horizon,1,zero
24,0.3864891514122247,0.42191075547934925,0.3864891514122247,0.00016121557506033215,0.15456418001867203,0.618414121818351,0.42191075547934925,0.00018219957685716625,0.6745660801567137,0.16683029340021313,Reid + low-T 2D AE,2,normalized_delta,96,delta,one_step,,final_horizon,1,zero
25,0.38426787786215666,0.41684111155734127,0.38426787786215666,0.00016036159251094236,0.15569079876783862,0.6128449569265526,0.41684111155734127,0.000179845242930888,0.6656476287283003,0.16586641350761056,Reid + low-T 2D AE,2,normalized_delta,96,delta,one_step,,final_horizon,1,zero
26,0.38199302488302134,0.41683101046916443,0.38199302488302134,0.00015951501064778148,0.15637774614385333,0.6076083041159025,0.41683101046916443,0.00018012170267093646,0.664831989608705,0.16660324160568415,Reid + low-T 2D AE,2,normalized_delta,96,delta,one_step,,final_horizon,1,zero
27,0.38064103403005256,0.42454251859348313,0.38064103403005256,0.00015901009258863246,0.1568478855143589,0.6044341839520807,0.42454251859348313,0.0001839704522121774,0.6747818904556334,0.1715329762045294,Reid + low-T 2D AE,2,normalized_delta,96,delta,one_step,,final_horizon,1,zero
28,0.3783299239524397,0.4188690861803012,0.3783299239524397,0.00015814218961284962,0.15722083075937018,0.5994390154698767,0.4188690861803012,0.00018150000918573338,0.6618081132099033,0.17354413939639926,Reid + low-T 2D AE,2,normalized_delta,96,delta,one_step,,final_horizon,1,zero
29,0.37713447279001333,0.4157253078411307,0.37713447279001333,0.0001577082110008311,0.1577919785337276,0.5964769648919144,0.4157253078411307,0.00018012765866820614,0.6624475313611329,0.16670191687531768,Reid + low-T 2D AE,2,normalized_delta,96,delta,one_step,,final_horizon,1,zero
30,0.3749492293201297,0.4191357715749163,0.3749492293201297,0.00015684383578332473,0.15752015155122942,0.5923783068795759,0.4191357715749163,0.0001818121983616772,0.6651699524596334,0.17051276123337447,Reid + low-T 2D AE,2,normalized_delta,96,delta,one_step,,final_horizon,1,zero
31,0.37322839232812444,0.4157648840348749,0.37322839232812444,0.00015616548959101293,0.16089375092681632,0.5855630333703684,0.4157648840348749,0.0001804621376229616,0.6650463759973645,0.16407998359762133,Reid + low-T 2D AE,2,normalized_delta,96,delta,one_step,,final_horizon,1,zero
32,0.3719719118143181,0.41344166710976527,0.3719719118143181,0.00015573326547828364,0.15839068223553968,0.585553142739587,0.41344166710976527,0.00017944388957812223,0.6590353266373277,0.1654636769387871,Reid + low-T 2D AE,2,normalized_delta,96,delta,one_step,,final_horizon,1,zero
33,0.37028685463480204,0.4168416752454724,0.37028685463480204,0.0001550577020183314,0.15901325800153146,0.5815604516121757,0.4168416752454724,0.00018106888010816348,0.6639155060276389,0.1672779496209696,Reid + low-T 2D AE,2,normalized_delta,96,delta,one_step,,final_horizon,1,zero
34,0.36898511869600975,0.4165143000885814,0.36898511869600975,0.00015454329256013683,0.1588783197134853,0.5790919174391582,0.4165143000885814,0.00018090123555510905,0.6621988421045244,0.1681901400908828,Reid + low-T 2D AE,2,normalized_delta,96,delta,one_step,,final_horizon,1,zero
35,0.3677087041687774,0.4143092904153867,0.3677087041687774,0.00015404127189542642,0.16037855823954425,0.5750388501279325,0.4143092904153867,0.0001799723480480022,0.6559575950112194,0.17005410583131014,Reid + low-T 2D AE,2,normalized_delta,96,delta,one_step,,final_horizon,1,zero
36,0.36661140471098413,0.41287880729234977,0.36661140471098413,0.00015362485528275572,0.16033411070883993,0.5728886975461699,0.41287880729234977,0.000179501460379867,0.6572826386578381,0.16600400577578694,Reid + low-T 2D AE,2,normalized_delta,96,delta,one_step,,final_horizon,1,zero
37,0.3655491817488249,0.41793494924611174,0.3655491817488249,0.00015320310011881507,0.16041566741215177,0.5706826954122528,0.41793494924611174,0.0001817496151106816,0.6651699021365494,0.16790546147339047,Reid + low-T 2D AE,2,normalized_delta,96,delta,one_step,,final_horizon,1,zero
38,0.36405030054500304,0.41622948693368683,0.36405030054500304,0.00015261580239645726,0.16100813645914377,0.567092463673358,0.41622948693368683,0.00018095030530907734,0.664174211025238,0.16554370663454757,Reid + low-T 2D AE,2,normalized_delta,96,delta,one_step,,final_horizon,1,zero
39,0.362405762465364,0.4051014094147831,0.362405762465364,0.000151962106973218,0.16019815332200155,0.5646133720874786,0.4051014094147831,0.00017593570947039086,0.6409342690110207,0.1670719726998359,Reid + low-T 2D AE,2,normalized_delta,96,delta,one_step,,final_horizon,1,zero
40,0.361464557578286,0.416620423501623,0.361464557578286,0.00015157018453581725,0.16197290678459955,0.5609562085814266,0.416620423501623,0.00018124235609366863,0.6613709472194313,0.16913265713397413,Reid + low-T 2D AE,2,normalized_delta,96,delta,one_step,,final_horizon,1,zero
