split,source,sim_idx,frame,z0,z1
train,reid,0,0,-1.9171717166900635,-2.0376429557800293
train,reid,0,10,-2.5274078845977783,-1.8059014081954956
train,reid,0,20,-3.2843971252441406,-1.6132391691207886
train,reid,0,30,-4.1296892166137695,-1.3756860494613647
train,reid,0,40,-5.060676097869873,-1.0900686979293823
train,reid,0,50,-6.075806140899658,-0.7562482357025146
train,reid,0,60,-7.170810699462891,-0.37493470311164856
train,reid,0,70,-8.34117317199707,0.051626406610012054
train,reid,0,80,-9.581297874450684,0.5198214054107666
train,reid,0,90,-10.887356758117676,1.025735855102539
train,reid,0,100,-12.252277374267578,1.5662178993225098
train,reid,1,0,-1.885429859161377,-2.3556888103485107
train,reid,1,10,-2.4557909965515137,-2.2299814224243164
train,reid,1,20,-3.1175520420074463,-2.1822943687438965
train,reid,1,30,-3.84332013130188,-2.1197509765625
train,reid,1,40,-4.641653060913086,-2.0280137062072754
train,reid,1,50,-5.5191264152526855,-1.8988063335418701
train,reid,1,60,-6.481128215789795,-1.7240749597549438
train,reid,1,70,-7.52928352355957,-1.4986658096313477
train,reid,1,80,-8.662795066833496,-1.2185181379318237
train,reid,1,90,-9.877482414245605,-0.8819589018821716
train,reid,1,100,-11.168194770812988,-0.48947036266326904
train,reid,2,0,-2.0925331115722656,-1.3706685304641724
train,reid,2,10,-2.3162200450897217,-0.5783109664916992
train,reid,2,20,-2.6100597381591797,0.25634899735450745
train,reid,2,30,-2.9781057834625244,1.1296634674072266
train,reid,2,40,-3.421079635620117,2.035822868347168
train,reid,2,50,-3.9387893676757812,2.9697134494781494
train,reid,2,60,-4.529209613800049,3.926054000854492
train,reid,2,70,-5.190197467803955,4.898609638214111
train,reid,2,80,-5.916681289672852,5.881006240844727
train,reid,2,90,-6.703984260559082,6.867318630218506
train,reid,2,100,-7.547168731689453,7.8546857833862305
train,reid,3,0,-2.0684776306152344,-2.0455214977264404
train,reid,3,10,-2.254445791244507,-1.2036453485488892
train,reid,3,20,-2.5111701488494873,-0.31978899240493774
train,reid,3,30,-2.8424201011657715,0.5999265909194946
train,reid,3,40,-3.248262405395508,1.5474927425384521
train,reid,3,50,-3.7270593643188477,2.5178632736206055
train,reid,3,60,-4.275948524475098,3.5028839111328125
train,reid,3,70,-4.891090393066406,4.495873928070068
train,reid,3,80,-5.568370819091797,5.492023944854736
train,reid,3,90,-6.301755428314209,6.483749866485596
train,reid,3,100,-7.085352897644043,7.465691566467285
train,reid,4,0,-2.0085787773132324,-1.911006212234497
train,reid,4,10,-2.4098243713378906,-1.568322777748108
train,reid,4,20,-2.841036558151245,-1.2505580186843872
train,reid,4,30,-3.293980121612549,-0.9226417541503906
train,reid,4,40,-3.768538475036621,-0.5825501084327698
train,reid,4,50,-4.264275074005127,-0.22902177274227142
train,reid,4,60,-4.781479835510254,0.13845963776111603
train,reid,4,70,-5.320432662963867,0.519245982170105
train,reid,4,80,-5.8814287185668945,0.914828896522522
train,reid,4,90,-6.464921951293945,1.3245408535003662
train,reid,4,100,-7.071366310119629,1.7481638193130493
train,reid,5,0,-1.9157514572143555,-1.8265926837921143
train,reid,5,10,-2.6377756595611572,-1.6177940368652344
train,reid,5,20,-3.489253520965576,-1.4569897651672363
train,reid,5,30,-4.413835048675537,-1.2724803686141968
train,reid,5,40,-5.41963529586792,-1.0628304481506348
train,reid,5,50,-6.516313552856445,-0.8256711959838867
train,reid,5,60,-7.7150492668151855,-0.5559934973716736
train,reid,5,70,-9.028824806213379,-0.24881261587142944
train,reid,5,80,-10.472984313964844,0.10171523690223694
train,reid,5,90,-12.065433502197266,0.501753568649292
train,reid,5,100,-13.828019142150879,0.9583049416542053
train,reid,6,0,-1.9526125192642212,-1.6350464820861816
train,reid,6,10,-2.4833223819732666,-1.4197139739990234
train,reid,6,20,-3.0997021198272705,-1.2459092140197754
train,reid,6,30,-3.7785863876342773,-1.0646182298660278
train,reid,6,40,-4.518186569213867,-0.8749263882637024
train,reid,6,50,-5.316272258758545,-0.6736178994178772
train,reid,6,60,-6.16998291015625,-0.46175673604011536
train,reid,6,70,-7.077208518981934,-0.23866328597068787
train,reid,6,80,-8.034525871276855,-0.0037460066378116608
train,reid,6,90,-9.040510177612305,0.24319130182266235
train,reid,6,100,-10.092029571533203,0.5025339126586914
train,reid,7,0,-1.9234323501586914,-1.586607813835144
train,reid,7,10,-2.47564697265625,-1.2938857078552246
train,reid,7,20,-3.0845999717712402,-1.0285710096359253
train,reid,7,30,-3.7321407794952393,-0.7566914558410645
train,reid,7,40,-4.4173736572265625,-0.4745185375213623
train,reid,7,50,-5.140131950378418,-0.17996573448181152
train,reid,7,60,-5.899200916290283,0.12791359424591064
