epoch,train_objective,val_objective,train_mse_norm,train_source_depablo_low_temp_reconstruction,train_source_lj_noisy_reconstruction,train_source_reid_reconstruction,train_macro_source_reconstruction,train_max_source_reconstruction,val_mse_norm,val_source_lj_noisy_reconstruction,val_source_depablo_low_temp_reconstruction,val_source_reid_reconstruction,val_macro_source_reconstruction,val_max_source_reconstruction,dataset,latent_dim,target_mode,hidden_size
1,0.5700579357774634,0.4901828234132968,0.5783138412132598,0.6243008419766393,0.6653557683553613,0.4223299818342192,0.5706621973887399,0.6653557683553613,0.5020829648563736,0.4104345164408809,0.7349629468823734,0.32515100636764577,0.49018282323030005,0.7349629468823734,shared_no_mixed,2,normalized_delta,128
2,0.37618793068094214,0.42893681000722084,0.39102610444094527,0.48318040082362335,0.37141063109759176,0.2756305852480102,0.3767405390564084,0.48318040082362335,0.4329074554537472,0.376022320711299,0.6028038128034064,0.30798429731083543,0.4289368102751803,0.6028038128034064,shared_no_mixed,2,normalized_delta,128
3,0.26404863002530315,0.2528115865431334,0.25827302853004974,0.23589821183450624,0.3531024842147242,0.20383502586107505,0.26427857397010185,0.3531024842147242,0.2384821127904089,0.3574222356081009,0.1730644536253653,0.2279480726899285,0.25281158730779824,0.3574222356081009,shared_no_mixed,2,normalized_delta,128
4,0.20632961755781842,0.23828760518839484,0.19458345360400384,0.13226076803157027,0.3346892993962556,0.15178979199967887,0.20624661980916825,0.3346892993962556,0.22237846051391802,0.3572298035809868,0.15148635127238538,0.20614666317246463,0.2382876060086123,0.3572298035809868,shared_no_mixed,2,normalized_delta,128
5,0.19935478578534044,0.2356527976691723,0.18772311751779758,0.12469394945762527,0.32804743979583706,0.14473108161044748,0.19915749028796992,0.32804743979583706,0.21997415666517459,0.352975122552169,0.14906000700338107,0.20492326554499174,0.23565279836684727,0.352975122552169,shared_no_mixed,2,normalized_delta,128
6,0.1964387107444437,0.2332427787937616,0.18415856772478212,0.12309967599887874,0.32455538469285033,0.14201392077170966,0.19655632715447957,0.32455538469285033,0.21839786179755863,0.3537518062481755,0.14690419791364356,0.19907233115089568,0.2332427784375716,0.3537518062481755,shared_no_mixed,2,normalized_delta,128
7,0.19676060483121036,0.23399318240975078,0.1852972616490565,0.12168367587449685,0.3263955658726525,0.1399740825292834,0.1960177747588109,0.3263955658726525,0.21808126317827325,0.3527802450092215,0.1478064731939843,0.20139282967307065,0.23399318262542548,0.3527802450092215,shared_no_mixed,2,normalized_delta,128
8,0.19347918666245645,0.234778003276963,0.18154302647239284,0.12048977599676017,0.32028760981272186,0.1394614283583666,0.19341293805594953,0.32028760981272186,0.21894077101820394,0.3527119333806791,0.1503673806982605,0.20125469283053748,0.234778002303159,0.3527119333806791,shared_no_mixed,2,normalized_delta,128
9,0.19166688936059936,0.23506354034731264,0.17991690936972174,0.11952921773739894,0.31803762392843504,0.13778976398079018,0.1917855352155414,0.31803762392843504,0.2185664774555909,0.3542475508231866,0.15279751560209612,0.1981455517148501,0.2350635393800443,0.3542475508231866,shared_no_mixed,2,normalized_delta,128
10,0.19136357323119516,0.23596946397110036,0.17955045634717273,0.11876097191649844,0.31827901128614156,0.13698169325004544,0.19134055881756182,0.31827901128614156,0.22032018617579813,0.35149080027875146,0.15320060549205855,0.20321698673069477,0.23596946416716827,0.35149080027875146,shared_no_mixed,2,normalized_delta,128
11,0.19202171545802502,0.23341392184558668,0.17960458084156639,0.1184670148076306,0.3198141170175452,0.1364435802450763,0.19157490402341737,0.3198141170175452,0.2184514026108541,0.35195458915672806,0.14918473696238116,0.19910243560412996,0.2334139205744131,0.35195458915672806,shared_no_mixed,2,normalized_delta,128
12,0.18936752898193765,0.23310976565668456,0.1775514733863243,0.11719819633159,0.3156419078966505,0.1356489298963233,0.1894963447081879,0.3156419078966505,0.21735814452955599,0.35456188830890156,0.14669703267220605,0.19807038009166716,0.23310976702425826,0.35456188830890156,shared_no_mixed,2,normalized_delta,128
13,0.1895041737901537,0.2313559979200363,0.17759605029173064,0.11666197639325974,0.3159629729494714,0.13526582859717964,0.18929692597997028,0.3159629729494714,0.21517781254492307,0.3519176986264555,0.1449463327954474,0.19720396269112825,0.23135599803767706,0.3519176986264555,shared_no_mixed,2,normalized_delta,128
14,0.18916771589663992,0.2344820826069305,0.17753484562823646,0.11642579231935908,0.3154664658140718,0.13509236922520296,0.1889948757862113,0.3154664658140718,0.2183836765195194,0.35452676760522944,0.14960710216117531,0.19931237755441353,0.23448208244027277,0.35452676760522944,shared_no_mixed,2,normalized_delta,128
15,0.18794343463684382,0.2356191381027824,0.17599844971769735,0.11619561717806148,0.31296032942962226,0.13501485551854497,0.18805693404207624,0.31296032942962226,0.21913447387908636,0.35596974805781717,0.14956994747841043,0.20131771933091314,0.2356191382890469,0.35596974805781717,shared_no_mixed,2,normalized_delta,128
16,0.18775436786705987,0.23241916012607122,0.17612433519802595,0.11528242044937863,0.31347615151551733,0.13395137289751385,0.18756998162080327,0.31347615151551733,0.21604233862538086,0.35548643493338633,0.14430849346283234,0.19746255251137834,0.23241916030253232,0.35548643493338633,shared_no_mixed,2,normalized_delta,128
17,0.18682242301211022,0.235720305223214,0.17513620763232834,0.11478108443109922,0.311745002676259,0.13424779157758804,0.1869246262283154,0.311745002676259,0.21893221261469942,0.35668218327980294,0.14952908115167368,0.2009496527380849,0.23572030572318722,0.35668218327980294,shared_no_mixed,2,normalized_delta,128
