split,source,frame,transfer_only,networks,valid,total,coordinate_mse,zero_displacement_mse,explained_displacement_score,shuffled_same_source_coordinate_mse
mixed_transfer,depablo_mixed_temp,0,True,20,20,20,8.48098157923971e-08,0.0,,8.421217332355013e-08
mixed_transfer,depablo_mixed_temp,5,True,20,20,20,2.9921898535434364e-05,1.3693910162970723e-05,-0.8473311001875476,3.11079359590849e-05
mixed_transfer,depablo_mixed_temp,10,True,20,20,20,3.499657633909692e-05,1.584389799802466e-05,-0.5076157237496933,3.5414505985897905e-05
mixed_transfer,depablo_mixed_temp,25,True,20,20,20,2.9371201058836505e-05,1.7265989811221516e-05,-0.10886408980514102,3.009330355894235e-05
mixed_transfer,depablo_mixed_temp,50,True,20,20,20,2.9537443802496453e-05,2.7122223900732934e-05,0.2976310133221175,3.727211653767881e-05
mixed_transfer,depablo_mixed_temp,75,True,20,20,20,2.1458147577391175e-05,4.14705596085696e-05,0.6110119242337883,3.142887422313834e-05
mixed_transfer,depablo_mixed_temp,100,True,20,20,20,2.9876917665205838e-05,6.20002983851009e-05,0.6354700036261308,4.3106650934987556e-05
mixed_transfer,depablo_mixed_temp,125,True,20,20,20,2.3826373069368856e-05,8.789343846729025e-05,0.7736945422753311,4.9363967377757945e-05
mixed_transfer,depablo_mixed_temp,149,True,20,20,20,2.3920238965047248e-05,0.00011536433339642826,0.814039603289746,5.836669288328267e-05
mixed_transfer,depablo_mixed_temp,175,True,20,20,20,2.802126410870187e-05,0.0001539643588330364,0.831705795578354,6.134607733656594e-05
mixed_transfer,depablo_mixed_temp,199,True,20,20,20,3.093272474643527e-05,0.00019460193216218612,0.8538608404035173,7.654806458958773e-05
train,depablo_low_temp,0,False,5,5,5,1.0070288496422108e-07,0.0,,1.131019015332413e-07
train,depablo_low_temp,5,False,5,5,5,4.679182818989602e-08,1.0330704327543572e-07,0.5454845530909017,7.545507614281633e-08
train,depablo_low_temp,10,False,5,5,5,3.371026906506813e-08,4.2783193521245266e-07,0.9214261107473105,1.199816281882704e-07
train,depablo_low_temp,25,False,5,5,5,1.2524617787335046e-07,2.7642588065646125e-06,0.9556230834835595,7.344118955643352e-07
train,depablo_low_temp,50,False,5,5,5,4.997224266389822e-07,1.1252334661548958e-05,0.9568690714682433,3.1955709573594502e-06
train,depablo_low_temp,75,False,5,5,5,1.1356944810358983e-06,2.554690981924068e-05,0.9569310684009407,7.45675047255645e-06
train,depablo_low_temp,100,False,5,5,5,2.0401436529482455e-06,4.572098987409845e-05,0.956851478754009,1.370099143969128e-05
train,depablo_low_temp,125,False,5,5,5,3.2267808933283957e-06,7.185182621469722e-05,0.956642245330021,2.207978868682403e-05
train,depablo_low_temp,149,False,5,5,5,4.658259172174439e-06,0.00010261770803481341,0.9562290224217058,3.207173394912388e-05
train,depablo_low_temp,175,False,5,5,5,6.608620037695801e-06,0.0001423011941369623,0.955276113728486,4.4789988169213754e-05
train,depablo_low_temp,199,False,5,5,5,8.917239620132023e-06,0.00018488138739485293,0.9535995411924805,5.8005170285468924e-05
train,lj_noisy,0,False,5,5,5,1.383086797090982e-07,0.0,,1.468936289938938e-07
train,lj_noisy,5,False,5,5,5,6.859617087684456e-08,9.486441570061288e-08,0.2719469910319581,8.080632269980015e-08
train,lj_noisy,10,False,5,5,5,5.796988276074444e-08,3.9631250956517763e-07,0.8529554728299352,8.159534061746854e-08
train,lj_noisy,25,False,5,5,5,3.1528787189927245e-07,2.6223908207612114e-06,0.8787822692621934,4.608017718510382e-07
train,lj_noisy,50,False,5,5,5,1.5376185501736473e-06,1.09006710772519e-05,0.8566630420562145,2.19000862671237e-06
train,lj_noisy,75,False,5,5,5,3.849238601105753e-06,2.5082033971557394e-05,0.8437805640634644,5.493786375154741e-06
train,lj_noisy,100,False,5,5,5,7.384777654806385e-06,4.512062150752172e-05,0.8334395716496402,1.0528940219955984e-05
train,lj_noisy,125,False,5,5,5,1.2069158583472017e-05,7.115652042557485e-05,0.8276131051529481,1.6909135956666434e-05
train,lj_noisy,149,False,5,5,5,1.7613160707696807e-05,0.00010185747232753784,0.8250472367349552,2.3910773597890513e-05
train,lj_noisy,175,False,5,5,5,2.5099692720687017e-05,0.00014140228158794345,0.8214987230626735,3.3000678740791045e-05
train,lj_noisy,199,False,5,5,5,3.342656054883264e-05,0.00018346654542256147,0.8176317586970987,4.311654447519686e-05
train,reid,0,False,5,5,5,2.9697480741219807e-08,0.0,,2.898509556814588e-08
train,reid,5,False,5,5,5,1.615352509531931e-08,1.0300576320787514e-07,0.8438262548977592,2.037900532769754e-08
train,reid,10,False,5,5,5,3.145219196198923e-08,4.223456016916316e-07,0.9253502662912426,6.000763406177611e-08
train,reid,25,False,5,5,5,1.9258618095818746e-07,2.7308132757752903e-06,0.930389493306984,4.458377802052382e-07
train,reid,50,False,5,5,5,8.803421820857693e-07,1.1211941819055938e-05,0.9236704227747243,2.0177247165520385e-06
train,reid,75,False,5,5,5,2.204849985787405e-06,2.5625861235312185e-05,0.917199056901263,4.9726719453246915e-06
train,reid,100,False,5,5,5,4.237668940731965e-06,4.607020091498271e-05,0.9121566906678726,9.595089909453237e-06
train,reid,125,False,5,5,5,7.023332437938734e-06,7.261199498316273e-05,0.9081694389894792,1.6013860158636816e-05
train,reid,149,False,5,5,5,1.0424010076803824e-05,0.00010387085058027878,0.9051664603363305,2.3821643389965173e-05
