split,source,frame,transfer_only,networks,valid,total,coordinate_mse,zero_displacement_mse,explained_displacement_score,shuffled_same_source_coordinate_mse
mixed_transfer,depablo_mixed_temp,0,True,20,20,20,2.0728004784587028e-06,0.0,,2.1877498433298117e-06
mixed_transfer,depablo_mixed_temp,5,True,20,20,20,1.597244225877148e-05,1.3693910162970723e-05,-1.4991719076095509,1.650647969881902e-05
mixed_transfer,depablo_mixed_temp,10,True,20,20,20,2.0196066435573813e-05,1.584389799802466e-05,-0.5836697686522906,2.1698332898267835e-05
mixed_transfer,depablo_mixed_temp,25,True,20,20,20,1.7179201329042826e-05,1.7265989811221516e-05,0.20439919991352493,1.891588710236647e-05
mixed_transfer,depablo_mixed_temp,50,True,20,20,20,2.0860056270066708e-05,2.7122223900732934e-05,0.4686786294404118,2.372167819544302e-05
mixed_transfer,depablo_mixed_temp,75,True,20,20,20,1.9758481985832078e-05,4.14705596085696e-05,0.6380146530353995,2.5674469998193673e-05
mixed_transfer,depablo_mixed_temp,100,True,20,20,20,2.2841967631848092e-05,6.20002983851009e-05,0.7029563731252533,3.0269039075392357e-05
mixed_transfer,depablo_mixed_temp,125,True,20,20,20,2.4301618810795845e-05,8.789343846729025e-05,0.7716934716756969,3.9422336942607214e-05
mixed_transfer,depablo_mixed_temp,149,True,20,20,20,2.7265258870556865e-05,0.00011536433339642826,0.7901619522897103,4.683052243308339e-05
mixed_transfer,depablo_mixed_temp,175,True,20,20,20,2.8035897685185773e-05,0.0001539643588330364,0.8309132132700061,5.6742754566130316e-05
mixed_transfer,depablo_mixed_temp,199,True,20,20,20,3.2726759263823625e-05,0.00019460193216218612,0.8449689172400632,7.315147811368661e-05
train,depablo_low_temp,0,False,5,5,5,2.6837518561251274e-06,0.0,,3.341328879002958e-06
train,depablo_low_temp,5,False,5,5,5,2.2071281321700554e-06,1.0330704327543572e-07,-20.42928379454029,2.8980611396889342e-06
train,depablo_low_temp,10,False,5,5,5,1.7654953680334985e-06,4.2783193521245266e-07,-3.107627191141426,2.5116773002764604e-06
train,depablo_low_temp,25,False,5,5,5,9.856318627043948e-07,2.7642588065646125e-06,0.6470938478324748,2.098627589930402e-06
train,depablo_low_temp,50,False,5,5,5,8.828591887777293e-07,1.1252334661548958e-05,0.9235387708859172,3.3805905559347593e-06
train,depablo_low_temp,75,False,5,5,5,1.556075787334521e-06,2.554690981924068e-05,0.9412709672921677,6.6050287841790125e-06
train,depablo_low_temp,100,False,5,5,5,2.693567205369618e-06,4.572098987409845e-05,0.9432329928849974,1.1637530769803562e-05
train,depablo_low_temp,125,False,5,5,5,4.203407206659903e-06,7.185182621469722e-05,0.9435941552218938,1.8368981000094208e-05
train,depablo_low_temp,149,False,5,5,5,6.171568429635954e-06,0.00010261770803481341,0.9419951174121541,2.6432019876665435e-05
train,depablo_low_temp,175,False,5,5,5,9.306000833930739e-06,0.0001423011941369623,0.9368368715716666,3.719198757607955e-05
train,depablo_low_temp,199,False,5,5,5,1.3635436653203215e-05,0.00018488138739485293,0.9285749810951952,4.938806596328504e-05
train,lj_noisy,0,False,5,5,5,5.900161113459034e-07,0.0,,6.831953044184047e-07
train,lj_noisy,5,False,5,5,5,3.974289228381167e-07,9.486441570061288e-08,-3.0877462305649814,5.087143975401886e-07
train,lj_noisy,10,False,5,5,5,2.6903370837771944e-07,3.9631250956517763e-07,0.33915139820373963,4.0673524921430725e-07
train,lj_noisy,25,False,5,5,5,3.6705379784507387e-07,2.6223908207612114e-06,0.8586067621248586,6.358518305660254e-07
train,lj_noisy,50,False,5,5,5,1.721644139252021e-06,1.09006710772519e-05,0.8389100744370165,2.423721980449045e-06
train,lj_noisy,75,False,5,5,5,4.336821939432412e-06,2.5082033971557394e-05,0.8237434870624544,5.746339775214438e-06
train,lj_noisy,100,False,5,5,5,8.395788154302863e-06,4.512062150752172e-05,0.8107836454190298,1.040926217683591e-05
