epoch,train_loss,val_loss,train_dz_mse_norm,train_loss_raw,train_position_loss,train_source_depablo_low_temp_loss_norm,train_source_depablo_mixed_temp_loss_norm,train_source_lj_noisy_loss_norm,train_source_reid_loss_norm,val_dz_mse_norm,val_dz_mse_raw,val_position_loss,val_source_depablo_low_temp_loss_norm,val_source_depablo_mixed_temp_loss_norm,val_source_reid_loss_norm,val_source_lj_noisy_loss_norm,val_rollout_p_ratio_r2,val_rollout_p_ratio_pearson,val_rollout_used,val_rollout_macro_source_p_ratio_r2,val_rollout_min_source_p_ratio_r2,val_rollout_macro_source_endpoint_p_ratio_r2,val_rollout_min_source_endpoint_p_ratio_r2,val_rollout_source_reid_p_ratio_r2,val_rollout_source_depablo_low_temp_p_ratio_r2,val_rollout_source_depablo_mixed_temp_p_ratio_r2,val_rollout_source_lj_noisy_p_ratio_r2,val_rollout_source_reid_endpoint_p_ratio_r2,val_rollout_source_depablo_low_temp_endpoint_p_ratio_r2,val_rollout_source_depablo_mixed_temp_endpoint_p_ratio_r2,val_rollout_source_lj_noisy_endpoint_p_ratio_r2,val_rollout_p_ratio_r2_step_100,stage,unroll_steps,stage_epoch,dataset,latent_dim,target_mode,hidden_size,propagator_loss,propagator_objective,propagator_multistep_horizons,propagator_multistep_loss,propagator_step_stride,initial_velocity
1,0.6154366068489923,0.5622721456181765,0.6154366068489923,0.5185807036316913,0.0,0.3577810637084277,1.3683281496324038,0.3843126763240843,0.35132453773105354,0.5622721456181765,1.1539109221526556,0.0,0.30259715859376063,1.3065090978179466,0.37005442614794115,0.26992789991305804,,,,,,,,,,,,,,,,,1,8,1,shared4,8,normalized_delta,128,delta,fixed_history_one_step,"[1, 2, 3, 4, 5, 6, 7, 8]",all_steps_plus_optional_decoded_endpoint,1,zero
2,0.5580171464220212,0.520527213223977,0.5580171464220212,0.5182331282159557,0.0,0.2909196009970548,1.361257139067901,0.2972617075997486,0.28263013802338066,0.520527213223977,1.1541241449969155,0.0,0.24271891851359131,1.3087885371155359,0.3136130298318511,0.21698836743492972,0.5277486263800075,0.8056761879015153,80.0,0.35490225472926173,-0.6766681124220302,0.35490225472926173,-0.6766681124220302,0.9459882994023079,0.9910475806005056,-0.6766681124220302,0.15924125133626355,0.9459882994023079,0.9910475806005056,-0.6766681124220302,0.15924125133626355,0.5277486263800075,1,8,2,shared4,8,normalized_delta,128,delta,fixed_history_one_step,"[1, 2, 3, 4, 5, 6, 7, 8]",all_steps_plus_optional_decoded_endpoint,1,zero
3,0.5300062560736765,0.5099690179053472,0.5300062560736765,0.520775907713434,0.0,0.22473105941033153,1.3807283551128287,0.29054161841776877,0.22402399135377715,0.5099690179053472,1.154186189174652,0.0,0.1948973836377263,1.3206022944978693,0.30780616002633576,0.21657023345945742,,,,,,,,,,,,,,,,,1,8,3,shared4,8,normalized_delta,128,delta,fixed_history_one_step,"[1, 2, 3, 4, 5, 6, 7, 8]",all_steps_plus_optional_decoded_endpoint,1,zero
4,0.5165612474290691,0.4981268384702906,0.5165612474290691,0.5319538388563239,0.0,0.17450918523480363,1.3996924807941704,0.292833138428416,0.1992101852588862,0.4981268384702906,1.1528112547738212,0.0,0.1628578927791254,1.3243354604833506,0.2834297846648207,0.22188421595386568,0.5418134035008126,0.8077641872582322,80.0,0.37679174451107916,-0.6254539466732183,0.37679174451107916,-0.6254539466732183,0.938583061626908,0.9920645366731857,-0.6254539466732183,0.20197332641744126,0.938583061626908,0.9920645366731857,-0.6254539466732183,0.20197332641744126,0.5418134035008126,1,8,4,shared4,8,normalized_delta,128,delta,fixed_history_one_step,"[1, 2, 3, 4, 5, 6, 7, 8]",all_steps_plus_optional_decoded_endpoint,1,zero
5,0.4980862357236726,0.48644868179385825,0.4980862357236726,0.5316510952037313,0.0,0.14072011072074242,1.4080418058184154,0.25113430206549536,0.19244872429003743,0.48644868179385825,1.1528464342866624,0.0,0.15070714690690776,1.3299051622436806,0.26246568097320216,0.2027167370516426,,,,,,,,,,,,,,,,,1,8,5,shared4,8,normalized_delta,128,delta,fixed_history_one_step,"[1, 2, 3, 4, 5, 6, 7, 8]",all_steps_plus_optional_decoded_endpoint,1,zero
6,0.49137653978640805,0.48000660162809006,0.49137653978640805,0.5270740584186886,0.0,0.11831818240318905,1.4155985648956215,0.2337750632881203,0.19781434855870125,0.48000660162809006,1.1508919383798326,0.0,0.15205416223556809,1.3323809791864318,0.2487436857963489,0.18684757929401133,0.5155399119517879,0.8071833956140927,80.0,0.34592186306222317,-0.7208146628330494,0.34592186306222317,-0.7208146628330494,0.9383988484582614,0.9919609368815615,-0.7208146628330494,0.17414232974211907,0.9383988484582614,0.9919609368815615,-0.7208146628330494,0.17414232974211907,0.5155399119517879,1,8,6,shared4,8,normalized_delta,128,delta,fixed_history_one_step,"[1, 2, 3, 4, 5, 6, 7, 8]",all_steps_plus_optional_decoded_endpoint,1,zero
7,0.48653528589741507,0.47108966327425394,0.48653528589741507,0.5219271442164546,0.0,0.11003055741634678,1.4193313605926539,0.22917402728460728,0.1876051982960525,0.47108966327425394,1.1454846177782332,0.0,0.1399718016562474,1.3319984434680505,0.2392211853399534,0.1731672226327646,,,,,,,,,,,,,,,,,1,8,7,shared4,8,normalized_delta,128,delta,fixed_history_one_step,"[1, 2, 3, 4, 5, 6, 7, 8]",all_steps_plus_optional_decoded_endpoint,1,zero
8,0.47727017391109,0.4704396381156172,0.47727017391109,0.5222085792085399,0.0,0.1048611132786691,1.4191683034938678,0.21951487030476544,0.1655364085670577,0.4704396381156172,1.1387769835335868,0.0,0.1365239512672071,1.3349460498175838,0.24139107650950212,0.16889747486817544,0.49912650852890894,0.8030643226040665,80.0,0.32823874548291143,-0.780782959374948,0.32823874548291143,-0.780782959374948,0.9409111722657806,0.991296338713352,-0.780782959374948,0.16153043032746106,0.9409111722657806,0.991296338713352,-0.780782959374948,0.16153043032746106,0.49912650852890894,1,8,8,shared4,8,normalized_delta,128,delta,fixed_history_one_step,"[1, 2, 3, 4, 5, 6, 7, 8]",all_steps_plus_optional_decoded_endpoint,1,zero
9,0.4747742298830238,0.4683310440140634,0.4747742298830238,0.5189567402653072,0.0,0.10030496346082114,1.421009548369207,0.22363771522347203,0.15414469247859527,0.4683310440140634,1.1297259373324258,0.0,0.13454626518164745,1.3344269053333184,0.23678344454568684,0.16756756099560086,,,,,,,,,,,,,,,,,1,8,9,shared4,8,normalized_delta,128,delta,fixed_history_one_step,"[1, 2, 3, 4, 5, 6, 7, 8]",all_steps_plus_optional_decoded_endpoint,1,zero
10,0.47272644081426146,0.46027185763731804,0.47272644081426146,0.5137484306874482,0.0,0.09688095750673184,1.4220808732875607,0.2190301424690743,0.15291378999367897,0.46027185763731804,1.1193496073995317,0.0,0.12342561331897742,1.3289937072602862,0.22555925440048502,0.1631088555695235,0.4875934098876239,0.7984836284144076,80.0,0.317875456321159,-0.8227519894775579,0.317875456321159,-0.8227519894775579,0.9413594658130452,0.9906741946176567,-0.8227519894775579,0.16222015433149217,0.9413594658130452,0.9906741946176567,-0.8227519894775579,0.16222015433149217,0.4875934098876239,1,8,10,shared4,8,normalized_delta,128,delta,fixed_history_one_step,"[1, 2, 3, 4, 5, 6, 7, 8]",all_steps_plus_optional_decoded_endpoint,1,zero
