split,source,frame,transfer_only,networks,valid,total,coordinate_mse,zero_displacement_mse,explained_displacement_score,shuffled_same_source_coordinate_mse
mixed_transfer,depablo_mixed_temp,0,True,20,20,20,1.2712632972977645e-07,0.0,,1.256141505479036e-07
mixed_transfer,depablo_mixed_temp,5,True,20,20,20,2.358769172161601e-05,1.3693910162970723e-05,-0.3344494134473368,2.4538070101698394e-05
mixed_transfer,depablo_mixed_temp,10,True,20,20,20,3.0005071278793592e-05,1.584389799802466e-05,-0.20181717678785355,3.0384237248881618e-05
mixed_transfer,depablo_mixed_temp,25,True,20,20,20,2.3407265517505492e-05,1.7265989811221516e-05,0.09440461301182086,2.473215252365435e-05
mixed_transfer,depablo_mixed_temp,50,True,20,20,20,2.8347640707693245e-05,2.7122223900732934e-05,0.3351491367421954,3.3292238111926056e-05
mixed_transfer,depablo_mixed_temp,75,True,20,20,20,2.5963642855231228e-05,4.14705596085696e-05,0.5509629233828727,3.36863410012711e-05
mixed_transfer,depablo_mixed_temp,100,True,20,20,20,2.9476521632432195e-05,6.20002983851009e-05,0.6409424133801112,4.4000447087455544e-05
mixed_transfer,depablo_mixed_temp,125,True,20,20,20,2.5920393812839394e-05,8.789343846729025e-05,0.7594779862281386,4.739701245171091e-05
mixed_transfer,depablo_mixed_temp,149,True,20,20,20,2.5145404595150467e-05,0.00011536433339642826,0.8056087576938685,5.2196568537965506e-05
mixed_transfer,depablo_mixed_temp,175,True,20,20,20,3.0869897932461755e-05,0.0001539643588330364,0.8158948248862294,6.234274909502346e-05
mixed_transfer,depablo_mixed_temp,199,True,20,20,20,3.141234527674897e-05,0.00019460193216218612,0.8523209900196502,7.456434126424938e-05
train,depablo_low_temp,0,False,5,5,5,1.1861990287798107e-07,0.0,,1.278466250198562e-07
train,depablo_low_temp,5,False,5,5,5,5.923177397448853e-08,1.0330704327543572e-07,0.42473986198471625,8.736340717518942e-08
train,depablo_low_temp,10,False,5,5,5,4.8558075249616194e-08,4.2783193521245266e-07,0.8860581542939385,1.2727545168900177e-07
train,depablo_low_temp,25,False,5,5,5,1.4323178021413696e-07,2.7642588065646125e-06,0.9488205410373173,6.881870490360597e-07
train,depablo_low_temp,50,False,5,5,5,5.361049773000559e-07,1.1252334661548958e-05,0.9536492084023568,3.1310314170696076e-06
train,depablo_low_temp,75,False,5,5,5,1.2197335507835306e-06,2.554690981924068e-05,0.9537418570225922,7.5229476806271124e-06
train,depablo_low_temp,100,False,5,5,5,2.193439536313235e-06,4.572098987409845e-05,0.953641861564862,1.3842587850376731e-05
train,depablo_low_temp,125,False,5,5,5,3.4314470440222065e-06,7.185182621469722e-05,0.9539636024473197,2.1925597502558956e-05
train,depablo_low_temp,149,False,5,5,5,4.8986605634127045e-06,0.00010261770803481341,0.9540567976473946,3.126657684333622e-05
train,depablo_low_temp,175,False,5,5,5,6.926256469341752e-06,0.0001423011941369623,0.9531584087384466,4.318116116337478e-05
train,depablo_low_temp,199,False,5,5,5,9.39772428409924e-06,0.00018488138739485293,0.9509953174356388,5.594167887466028e-05
train,lj_noisy,0,False,5,5,5,9.587478757566715e-08,0.0,,9.7259389519877e-08
train,lj_noisy,5,False,5,5,5,3.320533146222715e-08,9.486441570061288e-08,0.6493539538722322,3.869829221514465e-08
train,lj_noisy,10,False,5,5,5,4.2665947574960227e-08,3.9631250956517763e-07,0.8927651216540893,5.8622959642207204e-08
train,lj_noisy,25,False,5,5,5,3.0713532339632366e-07,2.6223908207612114e-06,0.8823206129492535,4.2646594806683423e-07
