source,split,index,original_index,target,z0_0,z0_1,z1_0,z1_1,z5_0,z5_1
reid,calibration,1,45,-0.232251246533386,-0.36534103751182556,-1.6209666728973389,-0.41382697224617004,-1.708838701248169,-0.6560977697372437,-2.148028612136841
reid,calibration,2,43,0.34530588309025634,-0.3872015178203583,-1.578766107559204,-0.4271426498889923,-1.6510462760925293,-0.5795777440071106,-1.926905632019043
reid,calibration,3,73,0.3546914498807752,-0.4623529314994812,-1.713050365447998,-0.501334011554718,-1.7835866212844849,-0.6506391167640686,-2.053723096847534
reid,calibration,4,85,-0.04034466635495291,-0.3377288281917572,-1.5497052669525146,-0.3851349353790283,-1.6355983018875122,-0.593024730682373,-2.0123066902160645
reid,calibration,5,22,-0.41202700293673356,-0.4155496060848236,-1.711746335029602,-0.469017893075943,-1.808459758758545,-0.7563602924346924,-2.3284523487091064
reid,calibration,6,47,-0.2000712201151801,-0.34221649169921875,-1.5769826173782349,-0.3920225501060486,-1.6671617031097412,-0.6266588568687439,-2.092087984085083
reid,calibration,7,27,-0.16419202194022636,-0.38284832239151,-1.6509548425674438,-0.436309278011322,-1.7476452589035034,-0.6857726573944092,-2.198941469192505
reid,calibration,8,87,0.27845350203017877,-0.4331722855567932,-1.6944079399108887,-0.4747748374938965,-1.7697809934616089,-0.632653534412384,-2.055785655975342
reid,calibration,9,67,0.2827574554363437,-0.3686927855014801,-1.5650720596313477,-0.4110706150531769,-1.6417635679244995,-0.5719866752624512,-1.932929515838623
reid,calibration,10,71,0.3225968972047046,-0.3771156370639801,-1.5605394840240479,-0.4162692725658417,-1.631414771080017,-0.566583514213562,-1.9034730195999146
reid,calibration,11,36,-0.19027884597049458,-0.39389699697494507,-1.6698442697525024,-0.44173917174339294,-1.7565526962280273,-0.6783739328384399,-2.185511350631714
reid,calibration,12,65,0.38860791826309066,-0.387494832277298,-1.5798938274383545,-0.42568832635879517,-1.648990273475647,-0.5669195652008057,-1.904465675354004
reid,calibration,13,9,-0.058598285749740735,-0.3744807839393616,-1.6485174894332886,-0.42747583985328674,-1.7443443536758423,-0.6685395836830139,-2.180352210998535
reid,calibration,14,81,-0.10988731840817481,-0.3658491373062134,-1.6157625913619995,-0.41364049911499023,-1.7023078203201294,-0.6332737803459167,-2.1001291275024414
reid,calibration,15,90,0.0028081485416824783,-0.4018690884113312,-1.655426025390625,-0.44960591197013855,-1.7418313026428223,-0.6521187424659729,-2.108445405960083
reid,calibration,16,68,0.21534159724725252,-0.34199726581573486,-1.5180493593215942,-0.38728269934654236,-1.600030779838562,-0.5589824318885803,-1.910866379737854
reid,calibration,17,21,-0.14768180964121552,-0.3414798080921173,-1.582977294921875,-0.39126360416412354,-1.6731438636779785,-0.6266440749168396,-2.099546194076538
reid,calibration,18,24,-0.1309780478243826,-0.38673651218414307,-1.6442333459854126,-0.43602046370506287,-1.7334641218185425,-0.6576322913169861,-2.134770154953003
reid,calibration,19,48,-0.17123836165231263,-0.3549850583076477,-1.6150270700454712,-0.406836599111557,-1.7087899446487427,-0.6535303592681885,-2.1550703048706055
