source,probe,total,valid,true_valid,p_ratio_r2,p_ratio_mae,target_variance
depablo_low_temp,constant,20,20,20,-0.02259338538615574,0.34299813620176817,0.1309363081666797
depablo_low_temp,initial_pc1,20,20,20,0.8696509673596429,0.11433821888809623,0.1309363081666797
depablo_low_temp,initial_z,20,20,20,0.8704423035694491,0.11409200768897858,0.1309363081666797
depablo_low_temp,observed_prefix,20,20,20,0.9043809437152984,0.09525376670217878,0.1309363081666797
depablo_mixed_temp,constant,20,20,20,-0.02573579434740081,0.3235672229246395,0.12643548055144446
depablo_mixed_temp,initial_pc1,20,20,20,0.8681855272295815,0.10286553478295608,0.12643548055144446
depablo_mixed_temp,initial_z,20,20,20,0.8706110148518256,0.10318946684225302,0.12643548055144446
depablo_mixed_temp,observed_prefix,20,20,20,0.8786173711743962,0.08631607413820877,0.12643548055144446
lj_noisy,constant,20,20,20,-0.013843335966787329,0.06518608005387856,0.005310082358180217
lj_noisy,initial_pc1,20,20,20,0.01945153095461305,0.06531234323395553,0.005310082358180217
lj_noisy,initial_z,20,20,20,-0.0029626857025115694,0.0661753428020196,0.005310082358180217
lj_noisy,observed_prefix,20,20,20,0.007960722441425538,0.06835114890284652,0.005310082358180217
reid,constant,20,20,20,-0.09034610605757853,0.17800487846322086,0.039261933802947645
reid,initial_pc1,20,20,20,-0.13732776443504746,0.17848020354411073,0.039261933802947645
reid,initial_z,20,20,20,0.8547588805834776,0.0666297443149383,0.039261933802947645
reid,observed_prefix,20,20,20,0.9532091953248905,0.03598267425125041,0.039261933802947645
