epoch,train_objective,val_objective,train_mse_norm,train_source_depablo_low_temp_reconstruction,train_source_lj_noisy_reconstruction,train_source_reid_reconstruction,train_macro_source_reconstruction,train_max_source_reconstruction,val_mse_norm,val_source_reid_reconstruction,val_source_depablo_low_temp_reconstruction,val_source_lj_noisy_reconstruction,val_macro_source_reconstruction,val_max_source_reconstruction,val_ae_p_ratio_r2_step_100,val_ae_source_depablo_low_temp_p_ratio_r2_step_100,val_ae_source_depablo_low_temp_position_mse_step_100,val_ae_source_depablo_low_temp_p_ratio_r2_sum_100,val_ae_source_lj_noisy_p_ratio_r2_step_100,val_ae_source_lj_noisy_position_mse_step_100,val_ae_source_lj_noisy_p_ratio_r2_sum_100,val_ae_source_reid_p_ratio_r2_step_100,val_ae_source_reid_position_mse_step_100,val_ae_source_reid_p_ratio_r2_sum_100,val_ae_mean_source_p_ratio_r2_step_100,val_ae_min_source_p_ratio_r2_sum_100,dataset,latent_dim,target_mode,hidden_size
1,0.690450016762081,0.6125628051102946,0.7052453158717407,0.6874086928995032,0.8579438223650581,0.5259975367470792,0.6904500173372136,0.8579438223650581,0.6053066364440479,0.3959018154127989,0.7219378401641734,0.7252220609225333,0.6143539054998352,0.7252220609225333,0.0010797127960359143,-0.2799098979306245,1.17225910344132e-05,-0.2799098979306245,-19.968276811554716,2.3082599909685086e-05,-19.968276811554716,-0.012755011563041263,1.2913508192013978e-05,-0.012755011563041263,-6.753647240349461,-19.968276811554716,2D AE mixed-T exclusion,2,normalized_delta,96
2,0.5431302142770666,0.601834047046539,0.5577408607068814,0.5547151921611083,0.6832469399822386,0.3914285134720175,0.5431302152051215,0.6832469399822386,0.5930604629463663,0.3671129049034789,0.6931629367754795,0.7492673135711811,0.6031810517500465,0.7492673135711811,0.00887726480736406,-0.23735033942531913,1.0069009425706099e-05,-0.23735033942531913,-20.846443146789557,3.173418181177112e-05,-20.846443146789557,0.027443028986760654,1.0506957892175706e-05,0.027443028986760654,-7.018783485742706,-20.846443146789557,2D AE mixed-T exclusion,2,normalized_delta,96
3,0.5225099071076041,0.5596290046545236,0.539469820966846,0.5336900722039374,0.6770654785789941,0.3567741685399884,0.5225099064409733,0.6770654785789941,0.554489554513834,0.33200205097091384,0.6748344675288536,0.6754333145800047,0.5607566110265907,0.6754333145800047,0.08565444757176677,-0.1145652430265367,9.157192585007578e-06,-0.1145652430265367,-20.800269055733995,1.691756388026988e-05,-20.800269055733995,0.23559776680210565,9.606323180832987e-06,0.23559776680210565,-6.893078843986142,-20.800269055733995,2D AE mixed-T exclusion,2,normalized_delta,96
4,0.45162826305941534,0.41587841117656543,0.4502488823313462,0.3810449528851007,0.6329637835684575,0.3408760531168235,0.4516282631901272,0.6329637835684575,0.4113658087720212,0.3573129196593072,0.33945328803383745,0.5558227493893355,0.41752965236082673,0.5558227493893355,0.6916204452082662,0.8451756553640901,6.535649799843668e-06,0.8451756553640901,-6.899778835707478,1.6826660930746586e-05,-6.899778835707478,0.07890610385588825,9.666667256169604e-06,0.07890610385588825,-1.991899025495833,-6.899778835707478,2D AE mixed-T exclusion,2,normalized_delta,96
5,0.38274881447616377,0.371853010376033,0.37166390058241394,0.2827913426254925,0.5292226606293728,0.3362324408794704,0.38274881471144523,0.5292226606293728,0.3655694188844216,0.35176684669568203,0.27894824283430353,0.49269327527144924,0.3744694549338116,0.49269327527144924,0.6228174583952496,0.8116248980740591,6.375887380727363e-06,0.8116248980740591,-9.528099091861836,1.4497335814667168e-05,-9.528099091861836,-0.012813753690672947,9.976871001526889e-06,-0.012813753690672947,-2.9097626491594837,-9.528099091861836,2D AE mixed-T exclusion,2,normalized_delta,96
6,0.3587367951085693,0.35542859034122604,0.3488170844159628,0.2766242591174025,0.4736951558997757,0.3258909734456163,0.35873679615426485,0.4736951558997757,0.35001476539887094,0.3322430411935784,0.26358526121475734,0.4762699524872005,0.35736608496517874,0.4762699524872005,0.6547411611563965,0.7459655964251088,7.743799551462871e-06,0.7459655964251088,-6.4295645317288725,1.5087193196450243e-05,-6.4295645317288725,0.04649457694849479,9.91855029042199e-06,0.04649457694849479,-1.8790347861184227,-6.4295645317288725,2D AE mixed-T exclusion,2,normalized_delta,96
7,0.35345626347943354,0.34937607372963897,0.34365992569609694,0.27331807385934026,0.4656419680306786,0.32140874721502005,0.35345626303501293,0.4656419680306786,0.3438047477583352,0.340409469397855,0.25985634134849533,0.45405208418378606,0.35143929831004544,0.45405208418378606,0.6760688988548818,0.7236179012338719,7.5529751370595475e-06,0.7236179012338719,-4.51689121552358,1.4773077782592737e-05,-4.51689121552358,0.035644687487936366,9.583467942775314e-06,0.035644687487936366,-1.2525428756005905,-4.51689121552358,2D AE mixed-T exclusion,2,normalized_delta,96
8,0.34801302552223207,0.34335894799350125,0.33871682278419796,0.27391313753629987,0.4515229258882372,0.31860301984768163,0.3480130277574063,0.4515229258882372,0.33854941151251916,0.3257801453873981,0.24774611659813672,0.46039380255388096,0.3446400215131386,0.46039380255388096,0.7283157267796224,0.7645903542119812,8.552818121643213e-06,0.7645903542119812,-4.7262080976887395,1.5221672992993262e-05,-4.7262080976887395,0.3518641302641764,9.682178995262802e-06,0.3518641302641764,-1.203251204404194,-4.7262080976887395,2D AE mixed-T exclusion,2,normalized_delta,96
9,0.3442399070451134,0.3422522368938907,0.3349230439255112,0.26927890918756786,0.4505931311139935,0.312847679226022,0.3442399065091945,0.4505931311139935,0.33770182379766517,0.3282244222209556,0.2542202700278722,0.44815831651794724,0.34353433625559165,0.44815831651794724,0.769162039746078,0.8110338153271062,8.20741106508649e-06,0.8110338153271062,-2.593154327320907,1.4628330336563523e-05,-2.593154327320907,0.2403990253780005,9.532495141684194e-06,0.2403990253780005,-0.5139071622052668,-2.593154327320907,2D AE mixed-T exclusion,2,normalized_delta,96
10,0.342933268217664,0.3392934168149766,0.33406855707105837,0.2702662200519913,0.4496084951256451,0.30892509531817935,0.34293327016527186,0.4496084951256451,0.3350800933169299,0.3300930770346895,0.2529252138338052,0.43778533255681396,0.34026787447510287,0.43778533255681396,0.8120413612279362,0.826238858268043,8.29228417842387e-06,0.826238858268043,-2.0661026433507956,1.4299363147074474e-05,-2.0661026433507956,0.46684014254653794,9.370169470912515e-06,0.46684014254653794,-0.2576745475120716,-2.0661026433507956,2D AE mixed-T exclusion,2,normalized_delta,96
11,0.33974921130820324,0.33798798929507795,0.33115391903801966,0.27090854197740555,0.43977984519381275,0.3085592438515864,0.3397492103409349,0.43977984519381275,0.33330642606474853,0.3205204638070427,0.24853260154486634,0.4482217585318722,0.3390916079612604,0.4482217585318722,0.7787808654325197,0.8215756146056661,8.299466526295873e-06,0.8215756146056661,-3.5190863002402226,1.4768064511372359e-05,-3.5190863002402226,0.4086340758421019,9.717635293782223e-06,0.4086340758421019,-0.7629588699308183,-3.5190863002402226,2D AE mixed-T exclusion,2,normalized_delta,96
12,0.3359408785638056,0.33903987938048025,0.3276408104520095,0.267393017991593,0.4376493342612919,0.3027802835169591,0.335940878589948,0.4376493342612919,0.333975629091851,0.3160898780624848,0.24737689763423987,0.45775248456629924,0.34040642008767463,0.45775248456629924,0.7347463619525881,0.7543919512040712,8.591893561060715e-06,0.7543919512040712,-3.348424531558014,1.5253505625878461e-05,-3.348424531558014,0.2517877682651015,9.780053801478061e-06,0.2517877682651015,-0.7807482706962805,-3.348424531558014,2D AE mixed-T exclusion,2,normalized_delta,96
13,0.3331392717204596,0.3312450038661298,0.3251749901395095,0.26758614958901156,0.43277031057759335,0.29906135562219116,0.3331392719295987,0.43277031057759335,0.3273294693251189,0.31530046528496314,0.2505265825748211,0.43026377391652204,0.33203027392543544,0.43026377391652204,0.8230974601656054,0.8493155125811147,7.672231674860086e-06,0.8493155125811147,-1.20434404124794,1.3894145968151862e-05,-1.20434404124794,0.3631703925816212,9.012459224777558e-06,0.3631703925816212,0.0027139546382652924,-1.20434404124794,2D AE mixed-T exclusion,2,normalized_delta,96
