split,source,sim_idx,frame,z0,z1
train,reid,0,0,3.219123601913452,-1.7672837972640991
train,reid,0,10,3.2195732593536377,-1.772619366645813
train,reid,0,20,3.220054864883423,-1.7783148288726807
train,reid,0,30,3.2205989360809326,-1.7840752601623535
train,reid,0,40,3.221204996109009,-1.789867877960205
train,reid,0,50,3.221867084503174,-1.7956809997558594
train,reid,0,60,3.2225847244262695,-1.8015086650848389
train,reid,0,70,3.2233638763427734,-1.8073474168777466
train,reid,0,80,3.22420072555542,-1.8131901025772095
train,reid,0,90,3.2250990867614746,-1.8190348148345947
train,reid,0,100,3.2260537147521973,-1.8248779773712158
train,depablo_low_temp,1,0,3.3542802333831787,-1.828833818435669
train,depablo_low_temp,1,10,3.3538150787353516,-1.83119535446167
train,depablo_low_temp,1,20,3.353339195251465,-1.833472728729248
train,depablo_low_temp,1,30,3.3528828620910645,-1.8357394933700562
train,depablo_low_temp,1,40,3.3524439334869385,-1.8379924297332764
train,depablo_low_temp,1,50,3.3520185947418213,-1.8402317762374878
train,depablo_low_temp,1,60,3.351616621017456,-1.8424618244171143
train,depablo_low_temp,1,70,3.351233959197998,-1.8446789979934692
train,depablo_low_temp,1,80,3.3508639335632324,-1.8468804359436035
train,depablo_low_temp,1,90,3.350520133972168,-1.8490681648254395
train,depablo_low_temp,1,100,3.350191116333008,-1.8512414693832397
train,depablo_mixed_temp,2,0,3.3713884353637695,-1.8371999263763428
train,depablo_mixed_temp,2,10,3.3791680335998535,-1.842954397201538
train,depablo_mixed_temp,2,20,3.382678508758545,-1.8469130992889404
train,depablo_mixed_temp,2,30,3.376183032989502,-1.8479965925216675
train,depablo_mixed_temp,2,40,3.3768389225006104,-1.85139799118042
train,depablo_mixed_temp,2,50,3.374861717224121,-1.8526626825332642
train,depablo_mixed_temp,2,60,3.3732943534851074,-1.8550468683242798
train,depablo_mixed_temp,2,70,3.378391742706299,-1.8607237339019775
train,depablo_mixed_temp,2,80,3.3734748363494873,-1.8609647750854492
train,depablo_mixed_temp,2,90,3.3743929862976074,-1.8650881052017212
train,depablo_mixed_temp,2,100,3.3786253929138184,-1.8714059591293335
train,lj_noisy,3,0,0.7414271831512451,-0.6306450963020325
train,lj_noisy,3,10,0.743272066116333,-0.6348174810409546
train,lj_noisy,3,20,0.7447271943092346,-0.6387198567390442
train,lj_noisy,3,30,0.7461698651313782,-0.6425926685333252
train,lj_noisy,3,40,0.7477372884750366,-0.6464817523956299
train,lj_noisy,3,50,0.7493723630905151,-0.6502813696861267
train,lj_noisy,3,60,0.7511630654335022,-0.6540951728820801
train,lj_noisy,3,70,0.7530814409255981,-0.6578885912895203
train,lj_noisy,3,80,0.7551535367965698,-0.661776602268219
train,lj_noisy,3,90,0.7574403285980225,-0.6657660603523254
train,lj_noisy,3,100,0.7598686218261719,-0.6698009967803955
val,reid,0,0,3.2178730964660645,-1.7638671398162842
val,reid,0,10,3.215629816055298,-1.7672510147094727
val,reid,0,50,3.2075212001800537,-1.7806493043899536
val,reid,0,100,3.199233055114746,-1.7970930337905884
val,reid,1,0,3.230319023132324,-1.769042730331421
val,reid,1,10,3.2299587726593018,-1.7740237712860107
val,reid,1,50,3.2291922569274902,-1.795154094696045
val,reid,1,100,3.2308101654052734,-1.821903944015503
val,reid,2,0,3.2408711910247803,-1.7737232446670532
val,reid,2,10,3.2408695220947266,-1.7792283296585083
val,reid,2,50,3.241374969482422,-1.8021403551101685
val,reid,2,100,3.2447147369384766,-1.8303133249282837
val,reid,3,0,3.1000449657440186,-1.7068641185760498
val,reid,3,10,3.0984010696411133,-1.708319902420044
val,reid,3,50,3.0919723510742188,-1.7138886451721191
val,reid,3,100,3.084078073501587,-1.720723032951355
val,reid,4,0,3.1777801513671875,-1.7438567876815796
val,reid,4,10,3.176051139831543,-1.746166467666626
val,reid,4,50,3.1691620349884033,-1.7553364038467407
val,reid,4,100,3.160674571990967,-1.766754150390625
val,reid,5,0,3.178602933883667,-1.7428745031356812
val,reid,5,10,3.1766316890716553,-1.7451502084732056
val,reid,5,50,3.1687397956848145,-1.754228115081787
val,reid,5,100,3.1590652465820312,-1.765541911125183
val,reid,6,0,3.163137197494507,-1.7358739376068115
val,reid,6,10,3.161625862121582,-1.7380802631378174
val,reid,6,50,3.1556644439697266,-1.7468273639678955
val,reid,6,100,3.1483068466186523,-1.757714033126831
val,reid,7,0,3.2233479022979736,-1.7659841775894165
val,reid,7,10,3.222825050354004,-1.7703783512115479
val,reid,7,50,3.2208986282348633,-1.7882394790649414
val,reid,7,100,3.219376564025879,-1.8103766441345215
val,reid,8,0,3.232133388519287,-1.7715108394622803
val,reid,8,10,3.2306783199310303,-1.775214672088623
val,reid,8,50,3.2250311374664307,-1.7905949354171753
val,reid,8,100,3.2199110984802246,-1.8096673488616943
val,reid,9,0,3.1284523010253906,-1.7204763889312744
val,reid,9,10,3.128359794616699,-1.7238788604736328
val,reid,9,50,3.1279661655426025,-1.7372572422027588
val,reid,9,100,3.127567768096924,-1.7538739442825317
val,reid,10,0,3.121758460998535,-1.7176036834716797
val,reid,10,10,3.1215474605560303,-1.721259355545044
val,reid,10,50,3.1207387447357178,-1.7357347011566162
val,reid,10,100,3.1198348999023438,-1.7537176609039307
val,reid,11,0,3.1954994201660156,-1.751612901687622
val,reid,11,10,3.1954898834228516,-1.7558484077453613
val,reid,11,50,3.195671796798706,-1.7726800441741943
val,reid,11,100,3.1962034702301025,-1.7937374114990234
val,reid,12,0,3.232740879058838,-1.7670857906341553
val,reid,12,10,3.230923652648926,-1.770720362663269
val,reid,12,50,3.2239460945129395,-1.7856030464172363
val,reid,12,100,3.217020034790039,-1.8036056756973267
val,reid,13,0,3.1733498573303223,-1.7417476177215576
val,reid,13,10,3.1722888946533203,-1.7446887493133545
