source,probe,total,valid,true_valid,p_ratio_r2,p_ratio_mae,target_variance
depablo_low_temp,constant,20,20,20,-0.02259338538615574,0.34299813620176817,0.1309363081666797
depablo_low_temp,initial_pc1,20,20,20,0.9756650601657743,0.04432886033617742,0.1309363081666797
depablo_low_temp,initial_z,20,20,20,0.976737878922746,0.0429191866000392,0.1309363081666797
depablo_low_temp,observed_prefix,20,20,20,0.9765782071886159,0.043577155197372805,0.1309363081666797
depablo_mixed_temp,constant,20,20,20,-0.02573579434740081,0.3235672229246395,0.12643548055144446
depablo_mixed_temp,initial_pc1,20,20,20,0.9513113189479452,0.06519105366998915,0.12643548055144446
depablo_mixed_temp,initial_z,20,20,20,0.9503773751498708,0.06569165845765539,0.12643548055144446
depablo_mixed_temp,observed_prefix,20,20,20,0.8837572147267703,0.0877502797117563,0.12643548055144446
reid,constant,20,20,20,-0.09034610605757853,0.17800487846322086,0.039261933802947645
reid,initial_pc1,20,20,20,-0.09053379986883137,0.17583242115324674,0.039261933802947645
reid,initial_z,20,20,20,0.04005784762798448,0.1640727887178028,0.039261933802947645
reid,observed_prefix,20,20,20,0.9394230115251548,0.04241124422836288,0.039261933802947645
