epoch,train_loss,val_loss,train_dz_mse_norm,train_loss_raw,train_source_depablo_low_temp_loss_norm,train_source_reid_loss_norm,val_dz_mse_norm,val_dz_mse_raw,val_source_reid_loss_norm,val_source_depablo_low_temp_loss_norm,dataset,latent_dim,target_mode,hidden_size,propagator_loss,propagator_objective,propagator_multistep_horizons,propagator_multistep_loss,propagator_step_stride,initial_velocity
1,0.8239737442698345,0.7912427027257212,0.8239737442698345,0.00031613070083207946,0.7205428990973047,0.9274045909983087,0.7912427027257212,0.00030662064394832616,1.062952045559883,0.5555600110441447,Reid + low-T 2D AE,4,normalized_delta,96,delta,one_step,,final_horizon,1,zero
2,0.42735372082775375,0.5048376636679685,0.42735372082775375,0.00016791654515653346,0.30766674810384653,0.5470406936713491,0.5048376636679685,0.00019610250793485114,0.7353406489035115,0.29061993916146456,Reid + low-T 2D AE,4,normalized_delta,96,delta,one_step,,final_horizon,1,zero
3,0.32200367641018096,0.4018389983708132,0.32200367641018096,0.00012589922726439988,0.1981004412813359,0.44590691291543855,0.4018389983708132,0.00015533452367414983,0.5985673191766254,0.21120194196142256,Reid + low-T 2D AE,4,normalized_delta,96,delta,one_step,,final_horizon,1,zero
4,0.2900727515718544,0.3718304831032495,0.2900727515718544,0.00011299755911078176,0.16843572923217912,0.4117097749588001,0.3718304831032495,0.00014331190140521804,0.5552410368686542,0.19130131429806352,Reid + low-T 2D AE,4,normalized_delta,96,delta,one_step,,final_horizon,1,zero
5,0.2808436706482646,0.3596018655926932,0.2808436706482646,0.00010922874298192612,0.15815128323184438,0.40353605842374896,0.3596018655926932,0.00013840681277786253,0.5386646317839623,0.18274102155677974,Reid + low-T 2D AE,4,normalized_delta,96,delta,one_step,,final_horizon,1,zero
6,0.27466484649952155,0.3539279642798676,0.27466484649952155,0.0001067118126770199,0.15428692652997242,0.3950427661100066,0.3539279642798676,0.000136081295609421,0.5324274911149405,0.17705688627436758,Reid + low-T 2D AE,4,normalized_delta,96,delta,one_step,,final_horizon,1,zero
7,0.2702797464278328,0.3477841505825699,0.2702797464278328,0.00010490510110129942,0.1498177753364944,0.3907417179231184,0.3477841505825699,0.00013361122443002278,0.5230525248441845,0.17367337347380818,Reid + low-T 2D AE,4,normalized_delta,96,delta,one_step,,final_horizon,1,zero
8,0.26671198854245337,0.34336090120126916,0.26671198854245337,0.0001034331350773386,0.14585071781193876,0.3875732579563995,0.34336090120126916,0.00013187596816481868,0.5140778365395963,0.17365124170994387,Reid + low-T 2D AE,4,normalized_delta,96,delta,one_step,,final_horizon,1,zero
9,0.2640333988041763,0.33921842450270406,0.2640333988041763,0.00010231654965924192,0.14497927149914833,0.3830875274407337,0.33921842450270406,0.00013022646788247029,0.5074286839626729,0.17165533190686255,Reid + low-T 2D AE,4,normalized_delta,96,delta,one_step,,final_horizon,1,zero
10,0.26167937718242046,0.34047058388828316,0.26167937718242046,0.00010133233711139362,0.14446224052324352,0.37889651245022393,0.34047058388828316,0.00013062099478693161,0.5125401131212711,0.16927416857238858,Reid + low-T 2D AE,4,normalized_delta,96,delta,one_step,,final_horizon,1,zero
