epoch,train_loss,val_loss,train_dz_mse_norm,train_loss_raw,train_source_depablo_low_temp_loss_norm,train_source_reid_loss_norm,val_dz_mse_norm,val_dz_mse_raw,val_source_reid_loss_norm,val_source_depablo_low_temp_loss_norm,dataset,latent_dim,target_mode,hidden_size,propagator_loss,propagator_objective,propagator_multistep_horizons,propagator_multistep_loss,propagator_step_stride,initial_velocity
1,0.8327233496918736,0.5450292944638844,0.8327233496918736,0.00017295321247430076,0.8188037179320692,0.8466429828879345,0.5450292944638844,0.00011520809647185065,0.6408553119003773,0.4503057687878609,Reid + low-T 2D AE,4,normalized_delta,96,delta,one_step,,final_horizon,1,zero
2,0.41842028839760514,0.38943843582895654,0.41842028839760514,9.302008101327652e-05,0.258736542609322,0.5781040344851084,0.38943843582895654,8.460397973044929e-05,0.5182977176662534,0.2602631546147168,Reid + low-T 2D AE,4,normalized_delta,96,delta,one_step,,final_horizon,1,zero
3,0.37044210881593237,0.34836883983391537,0.37044210881593237,8.202467299167938e-05,0.2049456686379919,0.5359385504301293,0.34836883983391537,7.539132001935846e-05,0.4818054323978722,0.2134647080488503,Reid + low-T 2D AE,4,normalized_delta,96,delta,one_step,,final_horizon,1,zero
4,0.29814833288930026,0.3119808137033464,0.29814833288930026,6.549578284031018e-05,0.13188497524663625,0.4644116914595466,0.3119808137033464,6.725790938888342e-05,0.45376857605949045,0.16780229163356125,Reid + low-T 2D AE,4,normalized_delta,96,delta,one_step,,final_horizon,1,zero
5,0.22458894975692872,0.2697887890448562,0.22458894975692872,4.918670881406103e-05,0.08225645741305677,0.3669214434173691,0.2697887890448562,5.7972286409594236e-05,0.3722688332796097,0.16524311451241375,Reid + low-T 2D AE,4,normalized_delta,96,delta,one_step,,final_horizon,1,zero
6,0.17815689748549557,0.24661127453081752,0.17815689748549557,3.905424209843188e-05,0.08068872323955398,0.275625071282607,0.24661127453081752,5.292170100286269e-05,0.31969339410960673,0.17168014024710282,Reid + low-T 2D AE,4,normalized_delta,96,delta,one_step,,final_horizon,1,zero
7,0.15505166151317726,0.2249995127982314,0.15505166151317726,3.399343939192301e-05,0.0771750133619251,0.23292830930536532,0.2249995127982314,4.8377362082326356e-05,0.27699255833774805,0.17142214691266416,Reid + low-T 2D AE,4,normalized_delta,96,delta,one_step,,final_horizon,1,zero
8,0.14048860575180935,0.2089429568993975,0.14048860575180935,3.081594808186109e-05,0.07148176298502937,0.20949544862331634,0.2089429568993975,4.497380631592826e-05,0.25160583937168124,0.16495216113422065,Reid + low-T 2D AE,4,normalized_delta,96,delta,one_step,,final_horizon,1,zero
9,0.13115689415768925,0.19527040225856687,0.13115689415768925,2.8783662910646822e-05,0.06695062904263356,0.19536315914557642,0.19527040225856687,4.205718447406573e-05,0.23024581197090446,0.15924806005461142,Reid + low-T 2D AE,4,normalized_delta,96,delta,one_step,,final_horizon,1,zero
10,0.1255913642066789,0.18668654410263905,0.1255913642066789,2.757758500366439e-05,0.06371011999417021,0.18747260785066938,0.18668654410263905,4.0271137331594137e-05,0.21803981254063548,0.1543512472519651,Reid + low-T 2D AE,4,normalized_delta,96,delta,one_step,,final_horizon,1,zero
