epoch,train_objective,val_objective,train_mse_norm,train_source_lj_noisy_reconstruction,train_source_depablo_low_temp_reconstruction,train_source_reid_reconstruction,train_macro_source_reconstruction,train_max_source_reconstruction,val_mse_norm,val_source_reid_reconstruction,val_source_depablo_low_temp_reconstruction,val_source_lj_noisy_reconstruction,val_macro_source_reconstruction,val_max_source_reconstruction,dataset,latent_dim,target_mode,hidden_size
1,0.467244190355142,0.39376997987677653,0.49139898135264715,0.5837724920610586,0.4703503608852625,0.34760971809923646,0.46724419034851916,0.5837724920610586,0.39167928271119795,0.2971119100153446,0.504194616176188,0.380003413438797,0.3937699798767766,0.504194616176188,shared Reid + low-T + noisy-LJ,2,normalized_delta,96
2,0.2969344780643781,0.26353775977219146,0.30620058395465216,0.3817513772249222,0.26014034017920495,0.24891171603401502,0.2969344778127141,0.3817513772249222,0.2623469173188011,0.25326066875830294,0.16517829363048075,0.3721743169277906,0.26353775977219146,0.3721743169277906,shared Reid + low-T + noisy-LJ,2,normalized_delta,96
3,0.21357874011993408,0.23247982273995876,0.23381271281838417,0.3643688950836658,0.10618952154864868,0.17017780427634716,0.21357874030288723,0.3643688950836658,0.23140427946423492,0.21506103054061532,0.11891435431316495,0.36346408336609604,0.2324798227399588,0.36346408336609604,shared Reid + low-T + noisy-LJ,2,normalized_delta,96
4,0.20275470436612766,0.227521836904188,0.2237840368747711,0.35478849107027055,0.09772643525898457,0.15574918617059788,0.20275470416661767,0.35478849107027055,0.2264037692764153,0.20887402372434735,0.11496759013459086,0.35872389685362577,0.227521836904188,0.35872389685362577,shared Reid + low-T + noisy-LJ,2,normalized_delta,96
5,0.19959140277902285,0.22601794981583953,0.22067273263136547,0.35115077981352805,0.0954543768192331,0.1521690510958433,0.19959140257620148,0.35115077981352805,0.22496523294535775,0.20614704607985915,0.113125363772735,0.3587814395949244,0.22601794981583953,0.3587814395949244,shared Reid + low-T + noisy-LJ,2,normalized_delta,96
6,0.1974844355682532,0.22495069871284068,0.21852991581956546,0.3486089191834132,0.09360337480902672,0.1502410131767392,0.1974844357230597,0.3486089191834132,0.22385076855806013,0.20539678422547877,0.11418555108085275,0.35526976083219053,0.22495069871284068,0.35526976083219053,shared Reid + low-T + noisy-LJ,2,normalized_delta,96
7,0.19495121858517328,0.22483977727529902,0.2160372094810009,0.34619835507869723,0.09059927616268397,0.14805602320904532,0.19495121815014219,0.34619835507869723,0.22379389783677955,0.20514901256747545,0.11574313114210963,0.35362718811631205,0.22483977727529902,0.35362718811631205,shared Reid + low-T + noisy-LJ,2,normalized_delta,96
8,0.19248921061555543,0.22502679704595357,0.21366531029343605,0.34330186125636103,0.08779458299030861,0.14637118877967198,0.19248921100878055,0.34330186125636103,0.22397347293794156,0.2062165683545172,0.11496698266174644,0.35389684012159706,0.22502679704595355,0.35389684012159706,shared Reid + low-T + noisy-LJ,2,normalized_delta,96
9,0.19049799483021101,0.2232828655578196,0.2114075383245945,0.3404825049241384,0.0859833136163652,0.14502816594516238,0.1904979948285553,0.3404825049241384,0.2222847619332994,0.2025914819929749,0.11431577135063707,0.35294134332984683,0.22328286555781962,0.35294134332984683,shared Reid + low-T + noisy-LJ,2,normalized_delta,96
10,0.18908550716439884,0.22183737524723013,0.2100771038432916,0.33824037475387253,0.08471562800308069,0.14430051804209748,0.18908550693301693,0.33824037475387253,0.22089399057005843,0.20042282820865512,0.11294603430479765,0.35214326322823764,0.22183737524723013,0.35214326322823764,shared Reid + low-T + noisy-LJ,2,normalized_delta,96
11,0.1876299014389515,0.22267400383049002,0.20860643057028452,0.33678603225946424,0.08332934197659293,0.14277433098107575,0.18762990173904429,0.33678603225946424,0.22165733218193054,0.20358796632755546,0.11123339876718819,0.3532006463967264,0.22267400383049005,0.3532006463967264,shared Reid + low-T + noisy-LJ,2,normalized_delta,96
12,0.18652808571855228,0.2249621930218612,0.2075959195792675,0.33566204342246053,0.08213857610151172,0.14178363762795926,0.1865280857173105,0.33566204342246053,0.22395263457950204,0.20528629290964454,0.11433221508562565,0.35526807107031344,0.22496219302186118,0.35526807107031344,shared Reid + low-T + noisy-LJ,2,normalized_delta,96
13,0.18511801759401958,0.22605151911855986,0.2062697710096836,0.33382971477508544,0.08112210693955421,0.1404022325767825,0.1851180180971407,0.33382971477508544,0.22505918012931944,0.20712744861189275,0.11482856169715523,0.35619854704663156,0.22605151911855983,0.35619854704663156,shared Reid + low-T + noisy-LJ,2,normalized_delta,96
14,0.18387069628636044,0.22672907123838862,0.20518104299902917,0.3324874960283438,0.08022837510084113,0.1388962172617515,0.18387069613031215,0.3324874960283438,0.22573682859074323,0.20772820386476815,0.11510388656519353,0.3573551232852042,0.22672907123838862,0.3573551232852042,shared Reid + low-T + noisy-LJ,2,normalized_delta,96
15,0.18254916750391326,0.22544420147438843,0.2039852271080017,0.33067624260981876,0.07944434010982514,0.13752692173793912,0.18254916815252767,0.33067624260981876,0.22446815355960278,0.20905026583652944,0.1133988777557388,0.3538834608308971,0.22544420147438846,0.3538834608308971,shared Reid + low-T + noisy-LJ,2,normalized_delta,96
16,0.18162321532766024,0.22885954951681198,0.20309294894337654,0.32905664108196897,0.07911987511689464,0.1366931306210657,0.1816232156066431,0.32905664108196897,0.22783750865484279,0.20856868299469353,0.11858222285844386,0.35942774269729855,0.22885954951681198,0.35942774269729855,shared Reid + low-T + noisy-LJ,2,normalized_delta,96
