epoch,train_loss,val_loss,train_dz_mse_norm,train_loss_raw,train_position_loss,train_source_depablo_low_temp_loss_norm,train_source_depablo_mixed_temp_loss_norm,train_source_lj_noisy_loss_norm,train_source_reid_loss_norm,val_dz_mse_norm,val_dz_mse_raw,val_position_loss,val_source_reid_loss_norm,val_source_depablo_low_temp_loss_norm,val_source_depablo_mixed_temp_loss_norm,val_source_lj_noisy_loss_norm,val_rollout_p_ratio_r2,val_rollout_p_ratio_pearson,val_rollout_used,val_rollout_macro_source_p_ratio_r2,val_rollout_min_source_p_ratio_r2,val_rollout_macro_source_endpoint_p_ratio_r2,val_rollout_min_source_endpoint_p_ratio_r2,val_rollout_source_reid_p_ratio_r2,val_rollout_source_depablo_low_temp_p_ratio_r2,val_rollout_source_depablo_mixed_temp_p_ratio_r2,val_rollout_source_lj_noisy_p_ratio_r2,val_rollout_source_reid_endpoint_p_ratio_r2,val_rollout_source_depablo_low_temp_endpoint_p_ratio_r2,val_rollout_source_depablo_mixed_temp_endpoint_p_ratio_r2,val_rollout_source_lj_noisy_endpoint_p_ratio_r2,val_rollout_p_ratio_r2_step_100,stage,unroll_steps,stage_epoch,dataset,latent_dim,target_mode,hidden_size,propagator_loss,propagator_objective,propagator_multistep_horizons,propagator_multistep_loss,propagator_step_stride,initial_velocity
1,0.48648491983495407,0.48505596060699285,0.48648491983495407,3.7808047249203636,0.0,0.0037227365751126246,1.9314977310597896,0.006981600077950023,0.003737611626963895,0.48505596060699285,2.8452071973255704,0.0,0.0031147231181007967,0.0020659596893189947,1.9300028353760188,0.005040324244532712,,,,,,,,,,,,,,,,,1,8,1,shared4,8,normalized_delta,128,delta,history_one_step,"[1, 2, 3, 4, 5, 6, 7, 8]",all_steps_plus_optional_decoded_endpoint,1,three_frames
2,0.485092266240686,0.4846366409777834,0.485092266240686,3.7664114861261275,0.0,0.0020018078370330015,1.9306807634505359,0.005568854498918,0.0021176391762572056,0.4846366409777834,2.839197874069214,0.0,0.0029842357784011916,0.00253207571813205,1.9282475535842505,0.004782698830349959,0.19962949434984045,0.6088880609781455,80.0,0.07293787024746276,-1.88615445261774,0.07293787024746276,-1.88615445261774,0.9321361190588942,0.9932660825395817,-1.88615445261774,0.25250373200911536,0.9321361190588942,0.9932660825395817,-1.88615445261774,0.25250373200911536,0.19962949434984045,1,8,2,shared4,8,normalized_delta,128,delta,history_one_step,"[1, 2, 3, 4, 5, 6, 7, 8]",all_steps_plus_optional_decoded_endpoint,1,three_frames
3,0.4846050081278906,0.4843803135427508,0.4846050081278906,3.7859889552706765,0.0,0.0022998148107621036,1.9284836302200954,0.005589793108417022,0.0020467943722878496,0.4843803135427508,2.8241808584758212,0.0,0.0033792287300994676,0.004430962991781681,1.924301516738805,0.005409545710317203,,,,,,,,,,,,,,,,,1,8,3,shared4,8,normalized_delta,128,delta,history_one_step,"[1, 2, 3, 4, 5, 6, 7, 8]",all_steps_plus_optional_decoded_endpoint,1,three_frames
4,0.48394568199926785,0.48359542510458736,0.48394568199926785,3.730941306977045,0.0,0.0037396197165642,1.9234276690040575,0.006274697269164983,0.0023407420072847646,0.48359542510458736,2.7934725284576416,0.0,0.004683829809705871,0.006244285740583357,1.9173996343870054,0.006053950481054926,0.2635473974969271,0.6245554966373548,80.0,0.04131409508921602,-1.5786082364385279,0.04131409508921602,-1.5786082364385279,0.8819070734367704,0.9524118659161008,-1.5786082364385279,-0.0904543225574792,0.8819070734367704,0.9524118659161008,-1.5786082364385279,-0.0904543225574792,0.2635473974969271,1,8,4,shared4,8,normalized_delta,128,delta,history_one_step,"[1, 2, 3, 4, 5, 6, 7, 8]",all_steps_plus_optional_decoded_endpoint,1,three_frames
5,0.4827947271060035,0.4819414050487583,0.4827947271060035,3.6730617455073764,0.0,0.006532803412559671,1.9142684361135418,0.007233187971001881,0.0031444809269108496,0.4819414050487583,2.7346653597695485,0.0,0.005777000842888149,0.010720777891609403,1.9037545728581873,0.007513268602348366,,,,,,,,,,,,,,,,,1,8,5,shared4,8,normalized_delta,128,delta,history_one_step,"[1, 2, 3, 4, 5, 6, 7, 8]",all_steps_plus_optional_decoded_endpoint,1,three_frames
6,0.48100049299186054,0.48126978232882395,0.48100049299186054,3.601638975597563,0.0,0.011626384398005719,1.8977836348455062,0.009403079333938105,0.005188873389992102,0.48126978232882395,2.642028663839613,0.0,0.010842355043473617,0.021503311816526215,1.8839747585356235,0.008758703919672619,0.2929305895226709,0.709289852840979,80.0,0.04812547041181514,-1.4415616896050878,0.04812547041181514,-1.4415616896050878,0.81171623630565,0.9469287690692365,-1.4415616896050878,-0.12458143412253819,0.81171623630565,0.9469287690692365,-1.4415616896050878,-0.12458143412253819,0.2929305895226709,1,8,6,shared4,8,normalized_delta,128,delta,history_one_step,"[1, 2, 3, 4, 5, 6, 7, 8]",all_steps_plus_optional_decoded_endpoint,1,three_frames
7,0.47801280288686704,0.48073607207767544,0.47801280288686704,3.5154035034633817,0.0,0.01851064910789098,1.8744633988223292,0.011923977376351435,0.007153186240896392,0.48073607207767544,2.514006929738181,0.0,0.01888714271885254,0.03523978574964779,1.858032176034017,0.010785183808184228,,,,,,,,,,,,,,,,,1,8,7,shared4,8,normalized_delta,128,delta,history_one_step,"[1, 2, 3, 4, 5, 6, 7, 8]",all_steps_plus_optional_decoded_endpoint,1,three_frames
8,0.4742769378863161,0.478602546427728,0.4742769378863161,3.293635890597389,0.0,0.029545808315412037,1.840834048695185,0.01619145422716401,0.01053644030750313,0.478602546427728,2.308344738824027,0.0,0.03206736642616141,0.0612670600903915,1.8082444755191154,0.012831283675243619,0.16205258946535106,0.6112261096965445,80.0,-0.038235751081430236,-1.9100388997899587,-0.038235751081430236,-1.9100388997899587,0.7435225086357533,0.9468816834657957,-1.9100388997899587,0.06669170336268881,0.7435225086357533,0.9468816834657957,-1.9100388997899587,0.06669170336268881,0.16205258946535106,1,8,8,shared4,8,normalized_delta,128,delta,history_one_step,"[1, 2, 3, 4, 5, 6, 7, 8]",all_steps_plus_optional_decoded_endpoint,1,three_frames
9,0.4687150441082918,0.47988800696586403,0.4687150441082918,3.0526243107659474,0.0,0.04356346395581402,1.791615871588389,0.023400993846743486,0.016279847042220685,0.47988800696586403,2.076135218143463,0.0,0.0566798741960714,0.08658635873261201,1.7614835949953307,0.014802199939442123,,,,,,,,,,,,,,,,,1,8,9,shared4,8,normalized_delta,128,delta,history_one_step,"[1, 2, 3, 4, 5, 6, 7, 8]",all_steps_plus_optional_decoded_endpoint,1,three_frames
10,0.46292728217316675,0.4758798601254512,0.46292728217316675,2.7684863805770874,0.0,0.058834076822864574,1.7411782001907175,0.030533008424547668,0.0211638432545373,0.4758798601254512,1.839072849069323,0.0,0.0692146369812194,0.09483148541929619,1.7209346347911791,0.018538683310109924,0.10971910787157557,0.5714826672186286,80.0,-0.2619505267507284,-2.0026232202739154,-0.2619505267507284,-2.0026232202739154,0.5368883123024601,0.9359757386486838,-2.0026232202739154,-0.5180429376801421,0.5368883123024601,0.9359757386486838,-2.0026232202739154,-0.5180429376801421,0.10971910787157557,1,8,10,shared4,8,normalized_delta,128,delta,history_one_step,"[1, 2, 3, 4, 5, 6, 7, 8]",all_steps_plus_optional_decoded_endpoint,1,three_frames
11,0.4609391555144563,0.4871745635432469,0.4609391555144563,2.545175853229704,0.0,0.07147347123257008,1.697686172570243,0.0417054078509285,0.03289157040408375,0.4871745635432469,1.6720764807292394,0.0,0.09004760782459843,0.13546927445267185,1.6908893076025626,0.03229206429315458,,,,,,,,,,,,,,,,,1,8,11,shared4,8,normalized_delta,128,delta,history_one_step,"[1, 2, 3, 4, 5, 6, 7, 8]",all_steps_plus_optional_decoded_endpoint,1,three_frames
12,0.4522559011750108,0.4762039706665085,0.4522559011750108,2.3794375317437306,0.0,0.0738654888083147,1.6659098160424919,0.0403965693820062,0.028851730467230288,0.4762039706665085,1.5056746516908919,0.0,0.08358652041124515,0.12821850377192526,1.659253539906984,0.03375731857587942,0.09576863236326638,0.5955290858108202,80.0,-0.15705446279106267,-2.112730946951945,-0.15705446279106267,-2.112730946951945,0.6619570731338895,0.9389295408124287,-2.112730946951945,-0.11637351815862407,0.6619570731338895,0.9389295408124287,-2.112730946951945,-0.11637351815862407,0.09576863236326638,1,8,12,shared4,8,normalized_delta,128,delta,history_one_step,"[1, 2, 3, 4, 5, 6, 7, 8]",all_steps_plus_optional_decoded_endpoint,1,three_frames
