source,coordinate,n,pearson,spearman
depablo_low_temp,z0_0,20,0.4965591367342798,0.33684210526315783
depablo_low_temp,z0_1,20,-0.029707991453359117,0.022556390977443608
depablo_low_temp,pc1,20,0.02410018053381977,-0.0631578947368421
depablo_mixed_temp,z0_0,20,0.19138845418623734,0.030075187969924807
depablo_mixed_temp,z0_1,20,0.21462739747034684,0.24360902255639094
depablo_mixed_temp,pc1,20,-0.2167867549937669,-0.24360902255639094
reid,z0_0,20,-0.37053522572325504,-0.306766917293233
reid,z0_1,20,0.4312749543186208,0.39999999999999997
reid,pc1,20,-0.4297285809505747,-0.39999999999999997
