epoch,train_objective,val_objective,train_mse_norm,train_source_depablo_low_temp_reconstruction,train_source_reid_reconstruction,train_macro_source_reconstruction,train_max_source_reconstruction,val_mse_norm,val_source_reid_reconstruction,val_source_depablo_low_temp_reconstruction,val_macro_source_reconstruction,val_max_source_reconstruction,dataset,latent_dim,target_mode,hidden_size
1,0.6372170773744583,0.5463230102993548,0.64949090218544,0.6831865041255951,0.5912476521730423,0.6372170781493187,0.6831865041255951,0.5443765921033918,0.42051159466058013,0.6721344259381294,0.5463230102993548,0.6721344259381294,Reid + low-T 2D AE,2,normalized_delta,96
2,0.37532760655879976,0.367041040148586,0.3582780505418777,0.3367979793548584,0.41385723480582237,0.3753276070803404,0.41385723480582237,0.36627391378954055,0.39166628908365964,0.3424157912135124,0.367041040148586,0.39166628908365964,Reid + low-T 2D AE,2,normalized_delta,96
3,0.3221566532254219,0.34216299090720714,0.29823798483610153,0.26469206166267395,0.37962124490737914,0.3221566532850265,0.37962124490737914,0.3412932698111981,0.3773546995446086,0.3069712822698057,0.34216299090720714,0.3773546995446086,Reid + low-T 2D AE,2,normalized_delta,96
4,0.27003356194496153,0.27101492473855615,0.24539690816402435,0.20191717997193337,0.33814994496107104,0.27003356246650223,0.33814994496107104,0.27029009055159986,0.3582583220377564,0.18377152743935585,0.27101492473855615,0.3582583220377564,Reid + low-T 2D AE,2,normalized_delta,96
5,0.20086943328380585,0.23419435067288577,0.18101195520162583,0.14027233159542082,0.261466533690691,0.2008694326430559,0.261466533690691,0.2343039893740788,0.3136161244958639,0.15477257684990764,0.23419435067288577,0.3136161244958639,Reid + low-T 2D AE,2,normalized_delta,96
6,0.1802645593583584,0.22502392620034517,0.16153629726171492,0.12377978886663914,0.23674932911992072,0.18026455899327992,0.23674932911992072,0.22504546037781983,0.30094057516381145,0.14910727723687886,0.22502392620034517,0.30094057516381145,Reid + low-T 2D AE,2,normalized_delta,96
7,0.17177800261974335,0.23946904329862445,0.15419938081502915,0.11697790215909482,0.22657810297608375,0.1717780025675893,0.22657810297608375,0.2394873477416113,0.3340587351769209,0.144879351420328,0.23946904329862445,0.3340587351769209,Reid + low-T 2D AE,2,normalized_delta,96
8,0.16522703167796135,0.23025458062440157,0.14817181524634362,0.11283183865249156,0.21762222397327424,0.1652270313128829,0.21762222397327424,0.2302966893017292,0.3206199510730803,0.13988921017572284,0.23025458062440157,0.3206199510730803,Reid + low-T 2D AE,2,normalized_delta,96
9,0.16051532670855523,0.2174133249744773,0.14406669956445695,0.10909916557371617,0.211931487634778,0.16051532660424708,0.211931487634778,0.2175976342074573,0.2963941731993109,0.13843247674964368,0.2174133249744773,0.2963941731993109,Reid + low-T 2D AE,2,normalized_delta,96
10,0.15737600636482238,0.22612957834638656,0.1409406051337719,0.1065522371083498,0.2081997764930129,0.15737600680068137,0.2081997764930129,0.22603803427470848,0.31538204569742084,0.13687711099535227,0.22612957834638656,0.31538204569742084,Reid + low-T 2D AE,2,normalized_delta,96
