epoch,train_objective,val_objective,train_mse_norm,train_source_depablo_low_temp_reconstruction,train_source_reid_reconstruction,train_source_lj_noisy_reconstruction,train_macro_source_reconstruction,train_max_source_reconstruction,val_mse_norm,val_source_reid_reconstruction,val_source_depablo_low_temp_reconstruction,val_source_lj_noisy_reconstruction,val_macro_source_reconstruction,val_max_source_reconstruction,dataset,latent_dim,target_mode,hidden_size
11,0.15467489170034726,0.20007189977091427,0.17551760641733805,0.0616381635752817,0.10992283499116699,0.29246367638309795,0.15467489164984888,0.29246367638309795,0.19893776941206306,0.17544392777327447,0.09660644233273342,0.3281653292067349,0.20007189977091425,0.3281653292067349,shared Reid + low-T + noisy-LJ,8,normalized_delta,96
12,0.1516574028134346,0.20401552926873168,0.17173773978153864,0.06085459274550279,0.10870385193514327,0.2854137633840243,0.15165740268822345,0.2854137633840243,0.2028043350886243,0.17469533927552403,0.09664961322210729,0.34070163530856373,0.20401552926873168,0.34070163530856373,shared Reid + low-T + noisy-LJ,8,normalized_delta,96
13,0.1487885394046704,0.20720633829943835,0.16856713671485582,0.060089204313233495,0.10691635358628507,0.279360061109066,0.1487885396695282,0.279360061109066,0.20580634138422707,0.17712063213810325,0.10089652992412448,0.34360185283608735,0.20720633829943835,0.34360185283608735,shared Reid + low-T + noisy-LJ,8,normalized_delta,96
14,0.1460117349922657,0.2111135589699261,0.16550898642341297,0.059422236813232304,0.1047170018851757,0.2738959650595983,0.14601173458600208,0.2738959650595983,0.20958266465179623,0.17800586222019046,0.10198081374866888,0.3533540009409189,0.2111135589699261,0.3533540009409189,shared Reid + low-T + noisy-LJ,8,normalized_delta,96
15,0.14257621709505716,0.2147783856326714,0.1617252564529578,0.05874563511709372,0.10135675444329778,0.2676262608766556,0.14257621681234903,0.2676262608766556,0.21316093111177906,0.1804460657723248,0.10540458301920444,0.358484508106485,0.2147783856326714,0.358484508106485,shared Reid + low-T + noisy-LJ,8,normalized_delta,96
16,0.13886603734393915,0.21852492354158312,0.15790221739312013,0.05788441662242015,0.09696844750580688,0.2617452488442262,0.1388660376574844,0.2617452488442262,0.2169471279292678,0.18494212773349136,0.11164458009600639,0.3589880627952516,0.21852492354158312,0.3589880627952516,shared Reid + low-T + noisy-LJ,8,normalized_delta,96
17,0.1347233687142531,0.22000244253206377,0.1539291568696499,0.05649144018565615,0.0919367627526323,0.25574190298716226,0.13472336864181692,0.25574190298716226,0.21831198613438754,0.18295741396490484,0.10643012179946527,0.3706197918318212,0.22000244253206377,0.3706197918318212,shared Reid + low-T + noisy-LJ,8,normalized_delta,96
18,0.13119882254799206,0.2250334843271412,0.15037623375654222,0.055600992295270164,0.08786185620973508,0.25013361890117325,0.13119882246872616,0.25013361890117325,0.22324961043195798,0.18788027558801695,0.11396999287605286,0.37325018451735376,0.22503348432714118,0.37325018451735376,shared Reid + low-T + noisy-LJ,8,normalized_delta,96
19,0.12707797593871753,0.22218775806343183,0.14620691932241123,0.05438526337097088,0.08354746312027177,0.2433012016415596,0.12707797604426743,0.2433012016415596,0.22054177079256623,0.18894300375366582,0.10866407452896237,0.36895619590766726,0.22218775806343183,0.36895619590766726,shared Reid + low-T + noisy-LJ,8,normalized_delta,96
20,0.12323776458700499,0.22510713959283507,0.14219717888037364,0.05322259692351023,0.07982681207793454,0.23666388428211213,0.1232377644278523,0.23666388428211213,0.22347484097800527,0.19468136902712285,0.10947562091751024,0.3711644288338721,0.22510713959283504,0.3711644288338721,shared Reid + low-T + noisy-LJ,8,normalized_delta,96
21,0.11938754127422968,0.2301552086820205,0.13822157444556554,0.05200293652899563,0.07625026838233073,0.22990941894054412,0.11938754128395683,0.22990941894054412,0.22849506874615327,0.1976603304538876,0.11347855769097805,0.37932673790119587,0.23015520868202052,0.37932673790119587,shared Reid + low-T + noisy-LJ,8,normalized_delta,96
22,0.11545391377309958,0.22775463779379304,0.1340402930577596,0.050834010641401015,0.0728054419197142,0.22272228901584942,0.11545391385898822,0.22272228901584942,0.22620727563385543,0.19841693724505605,0.10929633352858946,0.37555064260773363,0.22775463779379304,0.37555064260773363,shared Reid + low-T + noisy-LJ,8,normalized_delta,96
