source,frame,total,valid,true_valid,p_ratio_r2,p_ratio_mae,target_variance,position_mse,strain_x_error,strain_y_error,variant,latent_dim,seed,job_id
depablo_mixed_temp,5,20,20,20,0.202281183339861,0.3744054786992482,0.2267994575756468,2.1284933076515244e-05,0.0042306695046136,0.0008853042520058,orientation_corrected,2,123,4670360.zeus-master
depablo_mixed_temp,10,20,20,20,0.4421310323647902,0.2494088222189701,0.1792210970466572,2.723957671193489e-05,0.0049153417407069,0.0011650512522464,orientation_corrected,2,123,4670360.zeus-master
depablo_mixed_temp,25,20,20,20,0.3579939916053661,0.2323488086901238,0.1814265265332104,2.6948905208712404e-05,0.0052239608601666,0.0006520908063976,orientation_corrected,2,123,4670360.zeus-master
depablo_mixed_temp,50,20,20,20,0.4886630588154599,0.1646170099471799,0.1290510646927359,2.397158618805406e-05,0.0038725869031623,0.0012340598717855,orientation_corrected,2,123,4670360.zeus-master
depablo_mixed_temp,75,20,20,20,0.5234399578408422,0.1741532023252748,0.1721180025747532,2.8339028003188104e-05,0.0035798692144453,0.0018681523855775,orientation_corrected,2,123,4670360.zeus-master
depablo_mixed_temp,100,20,20,20,0.5120142880510308,0.142060802492872,0.1264354805514444,3.353870808382453e-05,0.0036803756374865,0.0016354835868696,orientation_corrected,2,123,4670360.zeus-master
lj_noisy,5,20,20,20,-2.8053823151979054,0.0534185780214906,0.0012192600578043,9.768130384557594e-08,0.0005632078711641,0.0002158769937523,orientation_corrected,2,123,4670360.zeus-master
lj_noisy,10,20,20,20,-0.8290780478773911,0.0512312577485963,0.0021538442446725,8.16395221647781e-08,0.0003488178772386,0.0001521469384897,orientation_corrected,2,123,4670360.zeus-master
lj_noisy,25,20,20,20,0.1864831228428849,0.0467900188541792,0.0041168599721615,3.409682207689002e-07,0.0004111654940061,0.0001521314552519,orientation_corrected,2,123,4670360.zeus-master
lj_noisy,50,20,20,20,0.2948832414618124,0.0503441086777521,0.0047651600463273,1.7358580635118417e-06,0.0006610687589272,0.0003209016751497,orientation_corrected,2,123,4670360.zeus-master
lj_noisy,75,20,20,20,0.2941551815309335,0.0505640111703669,0.0050961142073924,4.487646049256e-06,0.0009864598046988,0.0005522678606212,orientation_corrected,2,123,4670360.zeus-master
lj_noisy,100,20,20,20,0.1070914205055132,0.0601318883403778,0.0053100823581802,8.692313076608116e-06,0.0015310030896216,0.0008418567245826,orientation_corrected,2,123,4670360.zeus-master
reid,5,20,20,20,-0.9200776217336506,0.1770820003112001,0.0215407678341569,4.6576436441014844e-08,0.0004037542734295,0.000209666644514,orientation_corrected,2,123,4670360.zeus-master
reid,10,20,20,20,-0.1039991741731154,0.1523599165032835,0.0283466184553629,7.307960627755961e-08,0.0004131392226554,0.0002733577450271,orientation_corrected,2,123,4670360.zeus-master
reid,25,20,20,20,0.7274339767877641,0.0808363307459957,0.0340742914742546,3.125750270172034e-07,0.0003953417413868,0.0003189646522514,orientation_corrected,2,123,4670360.zeus-master
reid,50,20,20,20,0.8770383449409338,0.0555573348021272,0.03674579830514,1.3929843646565133e-06,0.0006907955277711,0.0003902416618075,orientation_corrected,2,123,4670360.zeus-master
reid,75,20,20,20,0.915780002684102,0.0469048909470561,0.0381454871288846,3.4638244358120573e-06,0.0009135638363659,0.0004854821178014,orientation_corrected,2,123,4670360.zeus-master
reid,100,20,20,20,0.932525182500435,0.0428302830695028,0.0392619338029476,6.765880539205682e-06,0.0014108256436884,0.0006196991787874,orientation_corrected,2,123,4670360.zeus-master
depablo_low_temp,5,20,20,20,0.8190841963915114,0.0832831933881332,0.0635535199374179,3.299049004423793e-07,0.0010917105464613,0.0002345154243812,orientation_corrected,2,456,4670361.zeus-master
depablo_low_temp,10,20,20,20,0.8828869757537536,0.0863638312578207,0.0890919672458267,2.462137232761564e-07,0.0009326968254754,0.0001839761738665,orientation_corrected,2,456,4670361.zeus-master
depablo_low_temp,25,20,20,20,0.9552359125393404,0.0521000305078622,0.1113451632350467,2.3841925997913906e-07,0.0006447215680964,0.0001642358707613,orientation_corrected,2,456,4670361.zeus-master
depablo_low_temp,50,20,20,20,0.9613036034763588,0.0521108319947228,0.121923909291221,5.988433510850655e-07,0.0005830587120726,0.0003002374956849,orientation_corrected,2,456,4670361.zeus-master
depablo_low_temp,75,20,20,20,0.9571158322977452,0.0551332594444734,0.1271388104990921,1.414643256225645e-06,0.0009292770642787,0.0004929974937113,orientation_corrected,2,456,4670361.zeus-master
depablo_low_temp,100,20,20,20,0.9336888552649464,0.065992862551904,0.1309363081666797,2.822247415679158e-06,0.0014015325345098,0.000837400034652,orientation_corrected,2,456,4670361.zeus-master
depablo_mixed_temp,5,20,20,20,0.0054631873653371,0.3847962316869776,0.2267994575756468,2.743774017730516e-05,0.0058656018431065,0.0018361203532549,orientation_corrected,2,456,4670361.zeus-master
depablo_mixed_temp,10,20,20,20,0.1515875091504039,0.2601334944877575,0.1792210970466572,2.8863207829488148e-05,0.0057777269976213,0.0018002288306888,orientation_corrected,2,456,4670361.zeus-master
depablo_mixed_temp,25,20,20,20,0.2957245310589818,0.2236499089781633,0.1814265265332104,2.679922044777072e-05,0.0052277462789788,0.0016194993266253,orientation_corrected,2,456,4670361.zeus-master
depablo_mixed_temp,50,20,20,20,0.4962692605815038,0.1863917054047308,0.1290510646927359,3.427971377192307e-05,0.0053667922271415,0.0019796739230514,orientation_corrected,2,456,4670361.zeus-master
depablo_mixed_temp,75,20,20,20,0.3786776385379439,0.2026294699142125,0.1721180025747532,3.3199280676399215e-05,0.0044513729400932,0.0024708817945793,orientation_corrected,2,456,4670361.zeus-master
depablo_mixed_temp,100,20,20,20,0.3476311218402311,0.1857357386456078,0.1264354805514444,5.321689337733915e-05,0.0048220232594758,0.0032312987284967,orientation_corrected,2,456,4670361.zeus-master
lj_noisy,5,20,20,20,-5.917626835430673,0.0761349762035496,0.0012192600578043,1.4053331267582792e-07,0.0007806395704392,0.000184911841643,orientation_corrected,2,456,4670361.zeus-master
lj_noisy,10,20,20,20,-2.226841830698912,0.0693120571461716,0.0021538442446725,1.0576347690971489e-07,0.0005546352476812,0.0001505825304775,orientation_corrected,2,456,4670361.zeus-master
lj_noisy,25,20,20,20,-0.0161847912739991,0.0537248493434566,0.0041168599721615,3.3285317400100214e-07,0.0003734745434485,0.0001862561068264,orientation_corrected,2,456,4670361.zeus-master
lj_noisy,50,20,20,20,0.5709963294337769,0.0352916953687808,0.0047651600463273,1.6380587965159069e-06,0.0005136192776262,0.000211948773358,orientation_corrected,2,456,4670361.zeus-master
lj_noisy,75,20,20,20,0.2974060164066038,0.0477418702557296,0.0050961142073924,4.27681925430079e-06,0.0007172533310949,0.0004229716374538,orientation_corrected,2,456,4670361.zeus-master
lj_noisy,100,20,20,20,-0.2254065369405165,0.0666560702778925,0.0053100823581802,8.502721880176977e-06,0.0011968859937041,0.0006786991842091,orientation_corrected,2,456,4670361.zeus-master
reid,5,20,20,20,-1.4126289904368372,0.1903602345899976,0.0215407678341569,5.24250626465772e-08,0.0004192340304143,0.0002163884908441,orientation_corrected,2,456,4670361.zeus-master
