epoch,train_objective,val_objective,train_mse_norm,train_source_depablo_low_temp_reconstruction,train_source_depablo_mixed_temp_reconstruction,train_source_lj_noisy_reconstruction,train_source_reid_reconstruction,train_macro_source_reconstruction,train_max_source_reconstruction,val_mse_norm,val_source_lj_noisy_reconstruction,val_source_reid_reconstruction,val_source_depablo_low_temp_reconstruction,val_source_depablo_mixed_temp_reconstruction,val_macro_source_reconstruction,val_max_source_reconstruction,dataset,latent_dim,target_mode,hidden_size
1,0.6894199650803468,0.5295573575458979,0.6872569194412483,0.2938166481877694,1.8900511738178283,0.3320840759532118,0.24172796391560095,0.6894199654686026,1.8900511738178283,0.612007897950915,0.19410495783971704,0.17760419688765475,0.29433233398399333,1.4521879471337842,0.5295573589612873,1.4521879471337842,shared4,8,normalized_delta,128
2,0.5810200868464397,0.5074566292904111,0.5788250036321404,0.19246059148953268,1.7856317398416022,0.18021997827102768,0.16576803366513554,0.5810200858168245,1.7856317398416022,0.590550806505878,0.1745493781454714,0.17282194655992297,0.25230643681799,1.430148757493543,0.5074566297542318,1.430148757493543,shared4,8,normalized_delta,128
3,0.5649414261051092,0.4969071542085866,0.5629756634263691,0.17988631233455007,1.7574296542553913,0.16982716763770517,0.15262256877737657,0.5649414257512557,1.7574296542553913,0.5808224985486434,0.17280316930043368,0.16194541419565442,0.22668650039571075,1.4261935296737158,0.4969071533913787,1.4261935296737158,shared4,8,normalized_delta,128
4,0.49662110429640494,0.42884954238833173,0.493917065591485,0.1081802938895246,1.563471880075485,0.1663988037010296,0.14843344200884132,0.49662110491872014,1.563471880075485,0.5053387482764693,0.1683427801083317,0.16024481534604498,0.09270541473722504,1.2941051614378751,0.4288495429073692,1.2941051614378751,shared4,8,normalized_delta,128
5,0.45389177270803727,0.39674960577440826,0.4489598079611569,0.06521570737815234,1.4712101526971229,0.16054647566264096,0.11859475628603103,0.45389177300598677,1.4712101526971229,0.4709356001361085,0.16489884160135104,0.11829595462135646,0.06926277325867781,1.2345408585231765,0.3967496070011405,1.2345408585231765,shared4,8,normalized_delta,128
6,0.43493548715806574,0.3919353316070534,0.43197212670991164,0.05670716884327281,1.4438032776431862,0.15279249388891664,0.08643900653676653,0.43493548672803556,1.4438032776431862,0.4658219185271282,0.16523843807841948,0.10799999874482749,0.06823811338470859,1.226264770146415,0.39193533008859266,1.226264770146415,shared4,8,normalized_delta,128
7,0.4291413857314077,0.39022012202164874,0.4270652563244812,0.05587673239105216,1.4299161556056432,0.14941230058512775,0.08136035919454843,0.4291413869440929,1.4299161556056432,0.4630191199510936,0.16657195288849913,0.1046155714779621,0.07315162776899432,1.2165413359879504,0.3902201220308515,1.2165413359879504,shared4,8,normalized_delta,128
8,0.4260877549726919,0.3882207349237246,0.42514060268615983,0.055758032999382326,1.42073139784204,0.14837653287698693,0.07948505637140105,0.4260877550224526,1.42073139784204,0.46090038441740006,0.1641757232376297,0.10314220267719784,0.06938135275330115,1.2161836643581805,0.3882207357565773,1.2161836643581805,shared4,8,normalized_delta,128
9,0.4237895848372052,0.38972515003247693,0.42256002641211715,0.055692419992135665,1.4140061975154525,0.14729928113225269,0.07816044185408895,0.4237895851234824,1.4140061975154525,0.46293466308489145,0.16674895548508337,0.10196707540526692,0.0692068725758096,1.2209777009228002,0.38972515109724004,1.2209777009228002,shared4,8,normalized_delta,128
10,0.42241190401419487,0.3881776695666106,0.42170426851054926,0.05594572669637235,1.4090470710184455,0.1469852319896457,0.07766958883174727,0.4224119046340527,1.4090470710184455,0.46102984087622684,0.16387879768231875,0.10122988136713448,0.06957421146642431,1.218027787599639,0.3881776695288791,1.218027787599639,shared4,8,normalized_delta,128
11,0.42111770065604537,0.38849904974223126,0.4204587568000627,0.05595369835317843,1.4045346218080192,0.14660005278315266,0.07738242980515422,0.42111770068737614,1.4045346218080192,0.4614013209939003,0.1651376914417025,0.10356857325778648,0.06872803836383602,1.216561887751926,0.3884990477038127,1.216561887751926,shared4,8,normalized_delta,128
12,0.4201104441033504,0.3895430590206455,0.41900161643927836,0.05625865448973975,1.4009357753718434,0.14614602216669312,0.07710132552163386,0.4201104443874775,1.4009357753718434,0.46107280604806344,0.1710383592416411,0.10086901047130818,0.06986622750140697,1.2163986379921201,0.3895430588016191,1.2163986379921201,shared4,8,normalized_delta,128
13,0.419002012558537,0.3885215898983092,0.41879984811144955,0.056814989215131645,1.3955297524350299,0.14615543071170753,0.07750788274267811,0.4190020137761368,1.3955297524350299,0.46118793916325324,0.16538664370245143,0.10346416751725282,0.06897045565555572,1.2162650911939945,0.38852158951731364,1.2162650911939945,shared4,8,normalized_delta,128
14,0.417361385392954,0.3895625431429256,0.4175716397158389,0.05652428393333285,1.390115258797492,0.14601392736830465,0.07679207260550877,0.4173613856761596,1.390115258797492,0.4627317514108575,0.16393289651368328,0.10248708639205563,0.06856861768710047,1.2232615733335142,0.38956254348158836,1.2232615733335142,shared4,8,normalized_delta,128
15,0.41639239901288516,0.38773784795297467,0.41706379029241275,0.05692973556021587,1.385950199375052,0.14563412871457498,0.07705553025400419,0.41639239847596177,1.385950199375052,0.4606598055233126,0.16453213788745666,0.10177684783670507,0.06709705389623821,1.217545360326767,0.3877378499867917,1.217545360326767,shared4,8,normalized_delta,128
16,0.4140755556582775,0.3876245079539981,0.41489726922285586,0.05616512444204501,1.3788742338919073,0.1449200271783608,0.07634284610474251,0.41407555790426387,1.3788742338919073,0.4608275245713151,0.16231950521174626,0.10256610522893342,0.06680444552537362,1.218807970935648,0.38762450672542537,1.218807970935648,shared4,8,normalized_delta,128
