split,source,frame,transfer_only,networks,valid,total,coordinate_mse,zero_displacement_mse,explained_displacement_score,shuffled_same_source_coordinate_mse
mixed_transfer,depablo_mixed_temp,0,True,2,2,2,8.02644756214832e-11,0.0,,8.027230963270071e-11
mixed_transfer,depablo_mixed_temp,1,True,2,2,2,2.1742474018537905e-05,2.1740996089647524e-05,-8.103199253339799e-05,2.174249129893724e-05
mixed_transfer,depablo_mixed_temp,3,True,2,2,2,2.914247670560144e-05,2.9141388040443417e-05,-3.6972301351467785e-05,2.914245123974979e-05
train,depablo_low_temp,0,False,2,2,2,7.892512338125712e-11,0.0,,7.892514072849188e-11
train,depablo_low_temp,1,False,2,2,2,4.181142543302485e-09,3.999188091796668e-09,-0.04540650602109875,4.181164525718373e-09
train,depablo_low_temp,3,False,2,2,2,3.595060782402015e-08,3.5567428113836286e-08,-0.01076612532988741,3.595043729376357e-08
train,lj_noisy,0,False,2,2,2,4.186008137341268e-11,0.0,,4.186169640096882e-11
train,lj_noisy,1,False,2,2,2,3.512191093513195e-09,3.355921429637476e-09,-0.04718058477775233,3.512230173363662e-09
train,lj_noisy,3,False,2,2,2,3.362421807651117e-08,3.3227172124838944e-08,-0.012030904954768218,3.36243139997805e-08
train,reid,0,False,2,2,2,7.457957168499618e-11,0.0,,7.458092476930744e-11
train,reid,1,False,2,2,2,4.04507738416271e-09,3.891990729698591e-09,-0.03914380780963478,4.045075829850475e-09
train,reid,3,False,2,2,2,3.622840338834976e-08,3.591311603656777e-08,-0.008623124267253313,3.6228481548050695e-08
validation,depablo_low_temp,0,False,2,2,2,8.128598141809995e-11,0.0,,8.1286772452005e-11
validation,depablo_low_temp,1,False,2,2,2,4.306781820062611e-09,4.117647556256543e-09,-0.04610754477443313,4.3068031363446835e-09
validation,depablo_low_temp,3,False,2,2,2,3.747104670992485e-08,3.7066380187411596e-08,-0.010973075753146544,3.7470938352157646e-08
validation,lj_noisy,0,False,2,2,2,4.212049459217937e-11,0.0,,4.2121816451468064e-11
validation,lj_noisy,1,False,2,2,2,3.323054165171868e-09,3.1689240120869044e-09,-0.04878101500925336,3.3230391771610357e-09
validation,lj_noisy,3,False,2,2,2,3.377622270761549e-08,3.337553877713617e-08,-0.011980685201779306,3.377621915490181e-08
validation,reid,0,False,2,2,2,7.639081381349833e-11,0.0,,7.638975216273103e-11
validation,reid,1,False,2,2,2,4.098725137069437e-09,3.8913590127975795e-09,-0.053396424665979714,4.098727579560091e-09
validation,reid,3,False,2,2,2,3.754660404808874e-08,3.706975348904962e-08,-0.012902081284313138,3.754662891708449e-08
