split,source,original_index,frame,coordinate_mse,zero_displacement_mse,explained_displacement_score,shuffled_same_source_coordinate_mse,shuffled_original_index,valid,total,control,transfer_only
train,reid,60,0,7.323982392781758e-11,0.0,,7.324333500813296e-11,45,1,1,same_source_cyclic_next_latent,False
train,reid,60,1,3.931936998213814e-09,3.823601435470891e-09,-0.028333382694627263,3.931936998213814e-09,45,1,1,same_source_cyclic_next_latent,False
train,reid,60,3,3.436959516989191e-08,3.418571381530455e-08,-0.005378894692116498,3.436959161717823e-08,45,1,1,same_source_cyclic_next_latent,False
train,reid,45,0,7.591931944217478e-11,0.0,,7.591851453048193e-11,60,1,1,same_source_cyclic_next_latent,False
train,reid,45,1,4.158217770111605e-09,3.960380023926291e-09,-0.049954232924642294,4.158214661487136e-09,60,1,1,same_source_cyclic_next_latent,False
train,reid,45,3,3.8087211606807614e-08,3.764051825783099e-08,-0.011867353842390127,3.808737147892316e-08,60,1,1,same_source_cyclic_next_latent,False
train,depablo_low_temp,99,0,7.999200607455847e-11,0.0,,7.9992040769028e-11,145,1,1,same_source_cyclic_next_latent,False
train,depablo_low_temp,99,1,4.102916228987397e-09,3.963324779476807e-09,-0.035220794983402026,4.102930883931322e-09,145,1,1,same_source_cyclic_next_latent,False
train,depablo_low_temp,99,3,3.5751359206415145e-08,3.54952298664557e-08,-0.007215880582351009,3.575092222263265e-08,145,1,1,same_source_cyclic_next_latent,False
train,depablo_low_temp,145,0,7.785824068795577e-11,0.0,,7.785824068795577e-11,99,1,1,same_source_cyclic_next_latent,False
train,depablo_low_temp,145,1,4.259368857617574e-09,4.03505140411653e-09,-0.05559221705879547,4.259398167505424e-09,99,1,1,same_source_cyclic_next_latent,False
train,depablo_low_temp,145,3,3.614985644162516e-08,3.563962636121687e-08,-0.014316370077423812,3.614995236489449e-08,99,1,1,same_source_cyclic_next_latent,False
train,lj_noisy,178,0,4.2194327892763894e-11,0.0,,4.219753713119445e-11,199,1,1,same_source_cyclic_next_latent,False
train,lj_noisy,178,1,3.2318683285126326e-09,3.0654494498350005e-09,-0.05428857379676888,3.2319464882135662e-09,199,1,1,same_source_cyclic_next_latent,False
train,lj_noisy,178,3,3.2105319291986234e-08,3.1669280531332333e-08,-0.013768508577973515,3.2105312186558876e-08,199,1,1,same_source_cyclic_next_latent,False
train,lj_noisy,199,0,4.152583485406147e-11,0.0,,4.1525855670743184e-11,178,1,1,same_source_cyclic_next_latent,False
train,lj_noisy,199,1,3.7925138585137574e-09,3.646393409439952e-09,-0.040072595758735785,3.7925138585137574e-09,178,1,1,same_source_cyclic_next_latent,False
train,lj_noisy,199,3,3.5143116861036106e-08,3.4785063718345555e-08,-0.01029330133156292,3.514331581300212e-08,178,1,1,same_source_cyclic_next_latent,False
validation,reid,41,0,7.515658234646949e-11,0.0,,7.51544590449349e-11,49,1,1,same_source_cyclic_next_latent,False
validation,reid,41,1,4.182806545571793e-09,3.987294494578464e-09,-0.04903376243193658,4.182811430553102e-09,49,1,1,same_source_cyclic_next_latent,False
validation,reid,41,3,3.8542232516647346e-08,3.810321302921693e-08,-0.011521849537827089,3.8542236069361024e-08,49,1,1,same_source_cyclic_next_latent,False
validation,reid,49,0,7.762504528052716e-11,0.0,,7.762504528052716e-11,41,1,1,same_source_cyclic_next_latent,False
validation,reid,49,1,4.01464372856708e-09,3.795423531016695e-09,-0.05775908690002285,4.01464372856708e-09,41,1,1,same_source_cyclic_next_latent,False
validation,reid,49,3,3.655097557953013e-08,3.60362939488823e-08,-0.014282313030799187,3.6551021764807956e-08,41,1,1,same_source_cyclic_next_latent,False
validation,depablo_low_temp,161,0,7.865418732988516e-11,0.0,,7.865659512606982e-11,47,1,1,same_source_cyclic_next_latent,False
validation,depablo_low_temp,161,1,4.321380586702617e-09,4.178329238158085e-09,-0.03423649511343729,4.321380586702617e-09,47,1,1,same_source_cyclic_next_latent,False
validation,depablo_low_temp,161,3,3.788153080108714e-08,3.761137534752379e-08,-0.007182812408936146,3.788131408555273e-08,47,1,1,same_source_cyclic_next_latent,False
validation,depablo_low_temp,47,0,8.391777550631474e-11,0.0,,8.391694977794018e-11,161,1,1,same_source_cyclic_next_latent,False
validation,depablo_low_temp,47,1,4.292183053422605e-09,4.056965874355001e-09,-0.057978594435428965,4.29222568598675e-09,161,1,1,same_source_cyclic_next_latent,False
validation,depablo_low_temp,47,3,3.706056261876256e-08,3.65213850272994e-08,-0.014763339097356942,3.706056261876256e-08,161,1,1,same_source_cyclic_next_latent,False
validation,lj_noisy,15,0,4.1616127210986065e-11,0.0,,4.161878133790431e-11,79,1,1,same_source_cyclic_next_latent,False
validation,lj_noisy,15,1,3.4167044749011666e-09,3.2715596898214017e-09,-0.04436562338487815,3.4167044749011666e-09,79,1,1,same_source_cyclic_next_latent,False
validation,lj_noisy,15,3,3.260623415712871e-08,3.224334932383499e-08,-0.01125456383730783,3.260622705170135e-08,79,1,1,same_source_cyclic_next_latent,False
validation,lj_noisy,79,0,4.2624861973372674e-11,0.0,,4.262485156503182e-11,15,1,1,same_source_cyclic_next_latent,False
validation,lj_noisy,79,1,3.2294038554425697e-09,3.0662883343524072e-09,-0.05319640663362857,3.229373879420905e-09,15,1,1,same_source_cyclic_next_latent,False
validation,lj_noisy,79,3,3.4946211258102267e-08,3.450772823043735e-08,-0.012706806566250783,3.4946211258102267e-08,15,1,1,same_source_cyclic_next_latent,False
mixed_transfer,depablo_mixed_temp,268,0,8.18599493745964e-11,0.0,,8.185642441649321e-11,161,1,1,same_source_cyclic_next_latent,True
mixed_transfer,depablo_mixed_temp,268,1,2.6435513063916005e-05,2.6434969186084345e-05,-2.057418065559702e-05,2.643554034875706e-05,161,1,1,same_source_cyclic_next_latent,True
mixed_transfer,depablo_mixed_temp,268,3,4.075328979524784e-05,4.0751743654254824e-05,-3.794048682026485e-05,4.075327524333261e-05,161,1,1,same_source_cyclic_next_latent,True
mixed_transfer,depablo_mixed_temp,161,0,7.866900186837e-11,0.0,,7.868819484890821e-11,268,1,1,same_source_cyclic_next_latent,True
mixed_transfer,depablo_mixed_temp,161,1,1.7049434973159805e-05,1.7047022993210703e-05,-0.00014148980441119896,1.704944224911742e-05,268,1,1,same_source_cyclic_next_latent,True
mixed_transfer,depablo_mixed_temp,161,3,1.753166361595504e-05,1.753103242663201e-05,-3.600411588267072e-05,1.753162723616697e-05,268,1,1,same_source_cyclic_next_latent,True
