split,source,frame,transfer_only,networks,valid,total,coordinate_mse,zero_displacement_mse,explained_displacement_score,shuffled_same_source_coordinate_mse
train,lj_noisy,0,False,5,5,5,1.6217692518694093e-06,0.0,,1.6287812513837708e-06
train,lj_noisy,5,False,5,5,5,1.3080631333650672e-06,9.486441570061288e-08,-12.83727124235464,1.3425419865598086e-06
train,lj_noisy,10,False,5,5,5,1.0581567039480434e-06,3.9631250956517763e-07,-1.7017615500576795,1.1220802889511105e-06
train,lj_noisy,25,False,5,5,5,8.568221119276132e-07,2.6223908207612114e-06,0.6678334616524711,1.0614078348680779e-06
train,lj_noisy,50,False,5,5,5,2.0110281639063033e-06,1.09006710772519e-05,0.8127717063894785,2.611193872326112e-06
train,lj_noisy,75,False,5,5,5,4.625489600584842e-06,2.5082033971557394e-05,0.8118114416343234,5.63433468414587e-06
train,lj_noisy,100,False,5,5,5,8.464922757411841e-06,4.512062150752172e-05,0.8083857463691475,9.87964685918996e-06
train,lj_noisy,125,False,5,5,5,1.3478588152793236e-05,7.115652042557485e-05,0.8070645894636387,1.5476502812816762e-05
train,lj_noisy,149,False,5,5,5,1.9455095389275813e-05,0.00010185747232753784,0.8066997392615065,2.1920917788520455e-05
train,lj_noisy,175,False,5,5,5,2.760476418188773e-05,0.00014140228158794345,0.8041029462051161,3.0441736089414918e-05
train,lj_noisy,199,False,5,5,5,3.687864627863746e-05,0.00018346654542256147,0.799733639857728,4.0051599717116916e-05
validation,lj_noisy,0,False,20,20,20,1.6516751088602178e-06,0.0,,1.7384139340492767e-06
validation,lj_noisy,5,False,20,20,20,1.3311772590895998e-06,9.562797735895856e-08,-12.991828784981678,1.4466078965824636e-06
validation,lj_noisy,10,False,20,20,20,1.0645138473819315e-06,4.023101709549337e-07,-1.6695631713956771,1.210713111277073e-06
validation,lj_noisy,25,False,20,20,20,8.143219417888758e-07,2.700515562992223e-06,0.6960657684053617,1.0897309962842883e-06
validation,lj_noisy,50,False,20,20,20,1.8765985657864804e-06,1.1352922138030408e-05,0.8358332288675449,2.522817334238425e-06
validation,lj_noisy,75,False,20,20,20,4.368739814708533e-06,2.626361301736324e-05,0.8352484386918627,5.459678311581228e-06
validation,lj_noisy,100,False,20,20,20,8.05029212642694e-06,4.754355759359896e-05,0.8323563755700123,9.71931483491062e-06
validation,lj_noisy,125,False,20,20,20,1.3213441116022296e-05,7.53616273868829e-05,0.8271422325579719,1.602576676305034e-05
validation,lj_noisy,149,False,20,20,20,1.9934136571464477e-05,0.00010829863385879435,0.8194216023960248,2.4275723171740536e-05
validation,lj_noisy,175,False,20,20,20,2.9465826901287074e-05,0.00015109891755855643,0.809454647026406,3.5493478117132325e-05
validation,lj_noisy,199,False,20,20,20,4.031181324535282e-05,0.00019709730695467443,0.8003424104706209,4.814318153876229e-05
