epoch,train_objective,val_objective,train_mse_norm,train_source_reid_reconstruction,train_source_depablo_low_temp_reconstruction,train_source_lj_noisy_reconstruction,train_macro_source_reconstruction,train_max_source_reconstruction,val_mse_norm,val_source_reid_reconstruction,val_source_depablo_low_temp_reconstruction,val_source_lj_noisy_reconstruction,val_macro_source_reconstruction,val_max_source_reconstruction,dataset,latent_dim,target_mode,hidden_size
1,0.462314699391524,0.41315172766707836,0.4845524253050486,0.3419454448620478,0.4854203570683797,0.5595782943765323,0.4623146987689866,0.5595782943765323,0.4111187049001455,0.29055686802603303,0.5661532084718347,0.3827451065033674,0.41315172766707836,0.5661532084718347,shared Reid + low-T + noisy-LJ,6,normalized_delta,96
2,0.29892485704024635,0.26943660045042633,0.3102271030942599,0.2410051208982865,0.2687409151295821,0.3870285358826319,0.29892485730350016,0.3870285358826319,0.2682051834197094,0.2408928887564689,0.18671859375573693,0.3806983188390732,0.26943660045042633,0.3806983188390732,shared Reid + low-T + noisy-LJ,6,normalized_delta,96
3,0.21535936416188875,0.23377756113993625,0.23596564300855,0.16764151388406753,0.10882649379471938,0.3696100845138232,0.2153593640642034,0.3696100845138232,0.2328803046649943,0.2144843993112445,0.12017076117359102,0.36667752293497324,0.23377756113993628,0.36667752293497324,shared Reid + low-T + noisy-LJ,6,normalized_delta,96
4,0.2016712470849355,0.22922631977933147,0.22351464180151623,0.15207278364151716,0.09531196938330928,0.3576289879779021,0.20167124700090952,0.3576289879779021,0.22829084370968242,0.20745042454078794,0.11849453185684979,0.36173400294035674,0.22922631977933147,0.36173400294035674,shared Reid + low-T + noisy-LJ,6,normalized_delta,96
5,0.19776257121562957,0.22804487531073392,0.21950905012091002,0.1484278728067875,0.09263178333640099,0.35222805628180504,0.19776257080833118,0.35222805628180504,0.22704626510074982,0.2036051370445639,0.12078294147923589,0.35974654740840195,0.22804487531073392,0.35974654740840195,shared Reid + low-T + noisy-LJ,6,normalized_delta,96
6,0.1950591344535351,0.23240204772818834,0.21689520093798637,0.14604073303937912,0.09069367831200362,0.3484429922501246,0.1950591345338358,0.3484429922501246,0.23152640879278383,0.21206470170151442,0.12584586606547238,0.35929557541757823,0.23240204772818837,0.35929557541757823,shared Reid + low-T + noisy-LJ,6,normalized_delta,96
7,0.1925707615017891,0.23162523765613635,0.2144116760790348,0.14390790841480097,0.08819834200292825,0.3456060324907303,0.19257076096948653,0.3456060324907303,0.23058555827724436,0.21036125485226512,0.1266983468979597,0.35781611121818424,0.23162523765613638,0.35781611121818424,shared Reid + low-T + noisy-LJ,6,normalized_delta,96
8,0.19044703979293506,0.2275943152445058,0.21230410959323248,0.14244831096505126,0.08625569935142995,0.3426371093491713,0.19044703988855083,0.3426371093491713,0.22655109279726943,0.2044258779771626,0.12173821298033,0.35661885477602484,0.22759431524450582,0.35661885477602484,shared Reid + low-T + noisy-LJ,6,normalized_delta,96
9,0.1883436654607455,0.22755267709276328,0.21031334411104521,0.14066707725947103,0.08439932842055957,0.3399645903209845,0.18834366533367172,0.3399645903209845,0.22664207851172735,0.20843401974905282,0.1175985759049654,0.3566254356242716,0.22755267709276328,0.3566254356242716,shared Reid + low-T + noisy-LJ,6,normalized_delta,96
10,0.18655717706680297,0.22880080730623256,0.20852089483539263,0.13931434759497643,0.0831433584416906,0.3372138264477253,0.18655717749479742,0.3372138264477253,0.22767227593343706,0.2063007811792195,0.11936704447958618,0.36073459625989196,0.22880080730623256,0.36073459625989196,shared Reid + low-T + noisy-LJ,6,normalized_delta,96
11,0.18453793768584728,0.22704164770555993,0.20668959278861682,0.1378386570289731,0.08101902196928859,0.3347561347484589,0.18453793791557352,0.3347561347484589,0.2258492857174327,0.20306799554266036,0.12120849903672934,0.3568484485372901,0.2270416477055599,0.3568484485372901,shared Reid + low-T + noisy-LJ,6,normalized_delta,96
12,0.18206172482172647,0.2255376010518521,0.20427896804610887,0.13531623567144077,0.07938738444944222,0.33148155454794564,0.18206172488960956,0.33148155454794564,0.22433610178592303,0.1986753673683852,0.1203338508233428,0.3576035849638283,0.22553760105185208,0.3576035849638283,shared Reid + low-T + noisy-LJ,6,normalized_delta,96
13,0.1795006014406681,0.22748274520163736,0.20164033471544585,0.13252235460405548,0.0781952110355099,0.32778423990805944,0.17950060184920827,0.32778423990805944,0.22610806768822173,0.20540061088465153,0.11465373785607516,0.36239388686418533,0.22748274520163733,0.36239388686418533,shared Reid + low-T + noisy-LJ,6,normalized_delta,96
14,0.17734408915042876,0.2261644821744412,0.19947278109192848,0.1303472011561195,0.07696836828937133,0.32471669725577035,0.1773440889004204,0.32471669725577035,0.2248006095526119,0.20384212370961904,0.11283047665841878,0.3618208461552858,0.2261644821744412,0.3618208461552858,shared Reid + low-T + noisy-LJ,6,normalized_delta,96
15,0.17567407702406249,0.22669522449094803,0.1979080942074458,0.128748980289946,0.07648164018740257,0.32179161167144776,0.1756740773829321,0.32179161167144776,0.22537818611506372,0.20211182116530835,0.11253487375285476,0.36543897855468094,0.226695224490948,0.36543897855468094,shared Reid + low-T + noisy-LJ,6,normalized_delta,96
16,0.17409754078586898,0.22680203742471833,0.19626634080211322,0.12742978991940618,0.07565813724696636,0.3192046949664752,0.17409754071094927,0.3192046949664752,0.22518005306677272,0.19737030153162777,0.11307936192303895,0.3699564488194883,0.22680203742471836,0.3699564488194883,shared Reid + low-T + noisy-LJ,6,normalized_delta,96
17,0.17221084200342496,0.22632694031313683,0.19436987978219986,0.12563135023849706,0.07466621865083774,0.316334956596295,0.17221084182854327,0.316334956596295,0.2246206140893822,0.19715142163354904,0.11039315809262916,0.37143624121323227,0.22632694031313683,0.37143624121323227,shared Reid + low-T + noisy-LJ,6,normalized_delta,96
18,0.17042827212810516,0.22612170258676634,0.19243726019064586,0.1236128464092811,0.0740960614780585,0.31357590945561725,0.17042827244765227,0.31357590945561725,0.2244101804437426,0.1921395691242069,0.10895802931720391,0.3772675093188882,0.22612170258676634,0.3772675093188882,shared Reid + low-T + noisy-LJ,6,normalized_delta,96
19,0.16835697785019874,0.2331211344503487,0.1904187509516875,0.12180257672133545,0.073124096767356,0.31014426045616467,0.16835697798161872,0.31014426045616467,0.23105221143411472,0.19973028590343891,0.11552409795578569,0.3841090194918215,0.23312113445034868,0.3841090194918215,shared Reid + low-T + noisy-LJ,6,normalized_delta,96
20,0.1662053862909476,0.2454969107476063,0.1883464849293232,0.11950217496479551,0.07218067411830027,0.30693330931663515,0.16620538613324365,0.30693330931663515,0.24076466129844387,0.19944980000518261,0.10717131107626483,0.42986962116137145,0.2454969107476063,0.42986962116137145,shared Reid + low-T + noisy-LJ,6,normalized_delta,96
