epoch,train_objective,val_objective,train_mse_norm,train_source_depablo_low_temp_reconstruction,train_source_lj_noisy_reconstruction,train_source_reid_reconstruction,train_macro_source_reconstruction,train_max_source_reconstruction,val_mse_norm,val_source_reid_reconstruction,val_source_depablo_low_temp_reconstruction,val_source_lj_noisy_reconstruction,val_macro_source_reconstruction,val_max_source_reconstruction,val_ae_p_ratio_r2_step_100,val_ae_source_depablo_low_temp_p_ratio_r2_step_100,val_ae_source_depablo_low_temp_position_mse_step_100,val_ae_source_depablo_low_temp_p_ratio_r2_sum_100,val_ae_source_lj_noisy_p_ratio_r2_step_100,val_ae_source_lj_noisy_position_mse_step_100,val_ae_source_lj_noisy_p_ratio_r2_sum_100,val_ae_source_reid_p_ratio_r2_step_100,val_ae_source_reid_position_mse_step_100,val_ae_source_reid_p_ratio_r2_sum_100,val_ae_mean_source_p_ratio_r2_step_100,val_ae_min_source_p_ratio_r2_sum_100,dataset,latent_dim,target_mode,hidden_size
1,0.6722851256006642,0.492773601804909,0.6854597563806333,0.6845182936442525,0.8174383276387265,0.5148987588521682,0.6722851267117158,0.8174383276387265,0.4872293463466983,0.34524713549762964,0.6965311847161502,0.44898496731184423,0.49692109584187466,0.6965311847161502,0.4436114564632154,-0.10470334107862533,1.3185215925659577e-05,-0.10470334107862533,-0.281413994341873,1.2558199864542985e-05,-0.281413994341873,0.33629300767421055,1.4036658694749348e-05,0.33629300767421055,-0.016608109248762586,-0.281413994341873,2D AE mixed-T exclusion,2,normalized_delta,96
2,0.4038531943371421,0.42410879790978995,0.41659293033574757,0.4804672766672938,0.4111672315942614,0.31992507623998745,0.4038531948338475,0.4804672766672938,0.41622011848774393,0.3451568073069211,0.5639359210035764,0.38357486738823354,0.4308891985662437,0.5639359210035764,0.4979685352732963,0.03836654310759291,9.064965490779287e-06,0.03836654310759291,-0.24499754181149402,9.804744104258134e-06,-0.24499754181149402,0.29593611319387747,1.2713452781554224e-05,0.29593611319387747,0.029768371496658785,-0.24499754181149402,2D AE mixed-T exclusion,2,normalized_delta,96
3,0.3465534715276015,0.3510377830286559,0.34643447987343134,0.3596623689720505,0.37756850609653875,0.3024295401024191,0.3465534717236694,0.37756850609653875,0.34389564374363735,0.31935030029853806,0.38996814732672647,0.35929123597452417,0.35620322786659625,0.38996814732672647,0.728096766768529,0.4881305355597916,8.417125343385123e-06,0.4881305355597916,-0.2987454636400184,8.703091134520946e-06,-0.2987454636400184,0.6732589060104779,9.49546069932694e-06,0.6732589060104779,0.287547992643417,-0.2987454636400184,2D AE mixed-T exclusion,2,normalized_delta,96
4,0.3075979241415074,0.32901110059434646,0.2994754085415288,0.28460581341856406,0.3531830034757915,0.2850049553340987,0.30759792407615144,0.3531830034757915,0.3231105714693273,0.2908965674287174,0.3661062611063244,0.34271903173066676,0.33324062008856953,0.3661062611063244,0.74545991371214,0.5597054660275298,7.663234259780439e-06,0.5597054660275298,-0.26494554432846873,8.367818622900813e-06,-0.26494554432846873,0.5710798145331164,8.213503338083684e-06,0.5710798145331164,0.2886132454107258,-0.26494554432846873,2D AE mixed-T exclusion,2,normalized_delta,96
5,0.2966583155487713,0.32616016350588517,0.28802081362197274,0.2710547842085361,0.34198803505615183,0.27693212620521845,0.2966583151566355,0.34198803505615183,0.31979840515965696,0.29091647738823667,0.3583499226224376,0.34315276466077194,0.3308063882238154,0.3583499226224376,0.6764053310162256,0.4486832034655043,8.244120647304953e-06,0.4486832034655043,-0.45336191605979814,8.609912765678018e-06,-0.45336191605979814,0.4056874239444238,8.860508307861891e-06,0.4056874239444238,0.13366957045004332,-0.45336191605979814,2D AE mixed-T exclusion,2,normalized_delta,96
6,0.2891453655926805,0.3223643698925643,0.2803659839849723,0.2607845742843653,0.33461734178034885,0.27203418451704475,0.2891453668605863,0.33461734178034885,0.3159426886441284,0.28375137675902806,0.35675362175970804,0.3399024539103266,0.3268024841430209,0.35675362175970804,0.6831114127446041,0.45191298886933784,7.778995473017858e-06,0.45191298886933784,-0.16908250200321917,8.517070364177926e-06,-0.16908250200321917,0.41096087464642794,8.55487631952201e-06,0.41096087464642794,0.23126378717084886,-0.16908250200321917,2D AE mixed-T exclusion,2,normalized_delta,96
7,0.28289246033681065,0.31286922309939796,0.2734508352060067,0.2537630415668613,0.32997903494458447,0.264935306302811,0.2828924609380856,0.32997903494458447,0.30626513610937095,0.27979644782317337,0.3311973333620699,0.34014052886050195,0.3170447700152484,0.34014052886050195,0.6716732312034781,0.43497505183068186,8.13752242265764e-06,0.43497505183068186,-0.38200981527248645,8.752123403610312e-06,-0.38200981527248645,0.40330072626931435,9.119899891629757e-06,0.40330072626931435,0.1520886542758366,-0.38200981527248645,2D AE mixed-T exclusion,2,normalized_delta,96
8,0.2433634991316419,0.24566099814041273,0.23282625945775132,0.19589641417719816,0.3203034786409453,0.21389060418464637,0.24336349900092993,0.3203034786409453,0.24264268387403143,0.21537196223653154,0.18482720224710647,0.33955289430741686,0.24658401959701828,0.33955289430741686,0.9542917319244025,0.9627178426170846,4.813381514168213e-06,0.9627178426170846,-0.37649976936138163,9.200218732985377e-06,-0.37649976936138163,0.9390829792257764,7.31942639333738e-06,0.9390829792257764,0.5084336841604932,-0.37649976936138163,2D AE mixed-T exclusion,2,normalized_delta,96
9,0.20781731056539635,0.2311493428497526,0.19609998790057082,0.13988022161157507,0.3135854319914391,0.16998627650502482,0.207817310036013,0.3135854319914391,0.2285711948024599,0.2062145094605512,0.1566943996003829,0.3340461284533376,0.23231834583809055,0.3340461284533376,0.9676444219333213,0.9742477573724312,4.145378511566378e-06,0.9742477573724312,0.10041609813361219,8.591298842475225e-06,0.10041609813361219,0.9446317903920292,7.169812693064159e-06,0.9446317903920292,0.6730985486326908,0.10041609813361219,2D AE mixed-T exclusion,2,normalized_delta,96
10,0.20209062409244086,0.22810562427621334,0.1907103785166615,0.1306168380732599,0.3096193628875833,0.16603567268895475,0.20209062454993265,0.3096193628875833,0.2255887202293563,0.2022156089260534,0.15642468923761044,0.32909328369714785,0.22924452728693723,0.32909328369714785,0.9533761980404581,0.942474445967773,3.994342773694371e-06,0.942474445967773,-0.0939270569562809,8.458741422145977e-06,-0.0939270569562809,0.9609367660834638,6.914612103514628e-06,0.9609367660834638,0.603161385031652,-0.0939270569562809,2D AE mixed-T exclusion,2,normalized_delta,96
