epoch,train_loss,val_loss,train_dz_mse_norm,train_loss_raw,train_position_loss,val_dz_mse_norm,val_dz_mse_raw,val_position_loss,val_rollout_p_ratio_r2,val_rollout_p_ratio_pearson,val_rollout_used,val_rollout_macro_source_p_ratio_r2,val_rollout_min_source_p_ratio_r2,val_rollout_macro_source_endpoint_p_ratio_r2,val_rollout_min_source_endpoint_p_ratio_r2,val_rollout_source_reid_p_ratio_r2,val_rollout_source_depablo_low_temp_p_ratio_r2,val_rollout_source_lj_noisy_p_ratio_r2,val_rollout_source_reid_endpoint_p_ratio_r2,val_rollout_source_depablo_low_temp_endpoint_p_ratio_r2,val_rollout_source_lj_noisy_endpoint_p_ratio_r2,val_rollout_p_ratio_r2_step_100,stage,unroll_steps,stage_epoch,dataset,latent_dim,target_mode,hidden_size,propagator_loss,propagator_objective,propagator_multistep_horizons,propagator_multistep_loss,propagator_step_stride,initial_velocity
1,1.10014405671288,1.3250263532002766,1.10014405671288,0.0006984341239063617,0.0,1.3250263532002766,0.0008349504156891877,0.0,,,,,,,,,,,,,,,1,1,1,shared4,8,normalized_delta,128,delta,fixed_history_one_step,[1],all_steps_plus_optional_decoded_endpoint,1,zero
2,1.0890604608199175,1.3022633691628773,1.0890604608199175,0.0006910692797699833,0.0,1.3022633691628773,0.0008202634635381401,0.0,0.9357413154405744,0.9837848881541175,60.0,0.43016420061070626,-0.5404912020144605,0.43016420061070626,-0.5404912020144605,0.8929953449119549,0.9379884589346245,-0.5404912020144605,0.8929953449119549,0.9379884589346245,-0.5404912020144605,0.9357413154405744,1,1,2,shared4,8,normalized_delta,128,delta,fixed_history_one_step,[1],all_steps_plus_optional_decoded_endpoint,1,zero
3,1.0564148916917688,1.2514697114626567,1.0564148916917688,0.0006699081654112567,0.0,1.2514697114626567,0.0007876271023026978,0.0,,,,,,,,,,,,,,,1,1,3,shared4,8,normalized_delta,128,delta,fixed_history_one_step,[1],all_steps_plus_optional_decoded_endpoint,1,zero
4,0.9860163401154911,1.1345538198947906,0.9860163401154911,0.0006253817084464518,0.0,1.1345538198947906,0.0007131368377789234,0.0,0.941384985818424,0.9849917968237535,60.0,0.41370701474247445,-0.6125596431692284,0.41370701474247445,-0.6125596431692284,0.9015977086256901,0.9520829787709617,-0.6125596431692284,0.9015977086256901,0.9520829787709617,-0.6125596431692284,0.941384985818424,1,1,4,shared4,8,normalized_delta,128,delta,fixed_history_one_step,[1],all_steps_plus_optional_decoded_endpoint,1,zero
5,0.8301659541971543,0.9157548596461614,0.8301659541971543,0.0005268127544481746,0.0,0.9157548596461614,0.0005751811841037124,0.0,,,,,,,,,,,,,,,1,1,5,shared4,8,normalized_delta,128,delta,fixed_history_one_step,[1],all_steps_plus_optional_decoded_endpoint,1,zero
6,0.6022308942149667,0.6485162327686945,0.6022308942149667,0.0003830810361678767,0.0,0.6485162327686945,0.00040873126514876884,0.0,0.963957602383776,0.9866993511124466,60.0,0.6021484997830907,-0.11049256676647756,0.6021484997830907,-0.11049256676647756,0.9424728397778169,0.9744652263379329,-0.11049256676647756,0.9424728397778169,0.9744652263379329,-0.11049256676647756,0.963957602383776,1,1,6,shared4,8,normalized_delta,128,delta,fixed_history_one_step,[1],all_steps_plus_optional_decoded_endpoint,1,zero
7,0.40907535482855406,0.47473351409037906,0.40907535482855406,0.00026312970422783536,0.0,0.47473351409037906,0.0003025934396040005,0.0,,,,,,,,,,,,,,,1,1,7,shared4,8,normalized_delta,128,delta,fixed_history_one_step,[1],all_steps_plus_optional_decoded_endpoint,1,zero
8,0.3151552957646987,0.3691982527573903,0.3151552957646987,0.00020411115324617748,0.0,0.3691982527573903,0.00023608911578776315,0.0,0.9669354089291159,0.9856459259803195,60.0,0.7047273169574311,0.20407032088236743,0.7047273169574311,0.20407032088236743,0.9405802237029176,0.9695314062870083,0.20407032088236743,0.9405802237029176,0.9695314062870083,0.20407032088236743,0.9669354089291159,1,1,8,shared4,8,normalized_delta,128,delta,fixed_history_one_step,[1],all_steps_plus_optional_decoded_endpoint,1,zero
9,0.24991392738678875,0.2960810276369254,0.24991392738678875,0.00016287864898057545,0.0,0.2960810276369254,0.00019010493148622723,0.0,,,,,,,,,,,,,,,1,1,9,shared4,8,normalized_delta,128,delta,fixed_history_one_step,[1],all_steps_plus_optional_decoded_endpoint,1,zero
10,0.19801045077688553,0.23775656645496687,0.19801045077688553,0.00012984169520410325,0.0,0.23775656645496687,0.00015365820824323842,0.0,0.9674151300742794,0.9858916988015594,60.0,0.6970376594966483,0.17947212370552146,0.6970376594966483,0.17947212370552146,0.9396700864070846,0.9719707683773388,0.17947212370552146,0.9396700864070846,0.9719707683773388,0.17947212370552146,0.9674151300742794,1,1,10,shared4,8,normalized_delta,128,delta,fixed_history_one_step,[1],all_steps_plus_optional_decoded_endpoint,1,zero
11,0.15938369842136607,0.1979032630721728,0.15938369842136607,0.0001058841495678815,0.0,0.1979032630721728,0.00012869844249507878,0.0,,,,,,,,,,,,,,,1,1,11,shared4,8,normalized_delta,128,delta,fixed_history_one_step,[1],all_steps_plus_optional_decoded_endpoint,1,zero
12,0.13575549861964056,0.1757492609322071,0.13575549861964056,9.085182896609801e-05,0.0,0.1757492609322071,0.00011521935205867824,0.0,0.9689843623578247,0.986350647431638,60.0,0.6970909929010429,0.17245812926463955,0.6970909929010429,0.17245812926463955,0.9440491520521788,0.9747656973863106,0.17245812926463955,0.9440491520521788,0.9747656973863106,0.17245812926463955,0.9689843623578247,1,1,12,shared4,8,normalized_delta,128,delta,fixed_history_one_step,[1],all_steps_plus_optional_decoded_endpoint,1,zero
13,0.12301025364328833,0.16382005562384924,0.12301025364328833,8.305856317747384e-05,0.0,0.16382005562384924,0.00010764511353045236,0.0,,,,,,,,,,,,,,,1,1,13,shared4,8,normalized_delta,128,delta,fixed_history_one_step,[1],all_steps_plus_optional_decoded_endpoint,1,zero
