epoch,train_objective,val_objective,train_mse_norm,train_source_depablo_low_temp_reconstruction,train_source_depablo_mixed_temp_reconstruction,train_source_lj_noisy_reconstruction,train_source_reid_reconstruction,train_macro_source_reconstruction,train_max_source_reconstruction,val_mse_norm,val_source_lj_noisy_reconstruction,val_source_depablo_low_temp_reconstruction,val_source_reid_reconstruction,val_source_depablo_mixed_temp_reconstruction,val_macro_source_reconstruction,val_max_source_reconstruction,dataset,latent_dim,target_mode,hidden_size
1,0.6805284772274677,0.5337939401978089,0.6835933058746257,0.2972963600171273,1.8629472017445476,0.33323349955056775,0.22863685076265033,0.6805284780187233,1.8629472017445476,0.6229757107058062,0.18596889346602405,0.2842282020880771,0.18398157816394986,1.480997094759357,0.533793942119352,1.480997094759357,shared4,6,normalized_delta,128
2,0.5510343316362527,0.4920332175587477,0.5592493131796099,0.18914163068408701,1.687830393421304,0.18213317573738916,0.14503212774413243,0.5510343318967281,1.687830393421304,0.5763600254247311,0.1768693870500378,0.2365267537534237,0.14910917471829258,1.4056275517572998,0.4920332168197635,1.4056275517572998,shared4,6,normalized_delta,128
3,0.5070849675537729,0.4356233660764845,0.5072045016414571,0.12282151586344185,1.5956937186321671,0.17377780290384406,0.1360468317344195,0.5070849672834682,1.5956937186321671,0.5156138697749542,0.17373541319971028,0.1026406565776809,0.16010716165095684,1.3060102263104774,0.43562336443470634,1.3060102263104774,shared4,6,normalized_delta,128
4,0.4631403170349101,0.41159706315386435,0.4580920668107539,0.07026741243063381,1.4936063388721295,0.16448851965741307,0.12419900899669425,0.4631403199892176,1.4936063388721295,0.48935017004432413,0.16837835582819852,0.07526312751894294,0.13938889439353946,1.2633578811473998,0.4115970647220202,1.2633578811473998,shared4,6,normalized_delta,128
5,0.44676508736799136,0.4071707502301974,0.4423260372672672,0.0614087335042911,1.4676480846857962,0.15810633014327302,0.09989720241395182,0.44676508768682804,1.4676480846857962,0.4861629334068581,0.16552497086523785,0.07640721125292625,0.11644341921794556,1.2703074120839122,0.40717075335500547,1.2703074120839122,shared4,6,normalized_delta,128
6,0.4389698312748076,0.40439576025419083,0.43594542770870126,0.059007158060619576,1.4556913091592234,0.15365005138091803,0.08753080401166605,0.43896983065310674,1.4556913091592234,0.48338538820564514,0.16255157115490068,0.0766290799814015,0.11518084267043903,1.2632215429436078,0.40439575918758724,1.2632215429436078,shared4,6,normalized_delta,128
7,0.4343610872811881,0.39842866414149286,0.43184389606472057,0.05810622198600568,1.4458623902778827,0.15080889056886407,0.08266684431140373,0.4343610867860391,1.4458623902778827,0.47640343193008966,0.16139515922239175,0.06949914844795001,0.10650376097589967,1.2563165838539365,0.3984286631250445,1.2563165838539365,shared4,6,normalized_delta,128
8,0.4321187864939896,0.40177872503110074,0.4292664719760261,0.05703830565411922,1.441049370098869,0.14987434711218825,0.0805131171616212,0.43211878500669937,1.441049370098869,0.48106099553258996,0.16099855780837094,0.07123358675790399,0.1050102793512196,1.2698724749884587,0.4017787247264883,1.2698724749884587,shared4,6,normalized_delta,128
9,0.4296059509773682,0.399108442039829,0.427801834149065,0.05686557703309921,1.4340125406873572,0.14854385266891412,0.07900183270427356,0.42960595077341107,1.4340125406873572,0.47701073190558096,0.16299930861286024,0.07095254835462853,0.10702421442557701,1.2554576925256036,0.39910844097966736,1.2554576925256036,shared4,6,normalized_delta,128
10,0.42771738763692196,0.3943089186379561,0.4262312375461206,0.05682958572572171,1.427377751524656,0.14839384621770998,0.07826837120789022,0.42771738866899445,1.427377751524656,0.4702942269475093,0.15999913819340378,0.07343692321094718,0.10467239693101688,1.2391272148949355,0.39430891830757586,1.2391272148949355,shared4,6,normalized_delta,128
11,0.4260337481319433,0.3965826123776172,0.4237788408837406,0.05662598760459464,1.4216217750137903,0.14790232000395773,0.07798490844824225,0.42603374776764624,1.4216217750137903,0.47402570010880707,0.16234959345384548,0.06898589950448764,0.10304320030827296,1.2519517557423105,0.3965826122522291,1.2519517557423105,shared4,6,normalized_delta,128
12,0.42356452479526047,0.39994879638253467,0.4221609805496827,0.05666996555103083,1.4129187203648852,0.14724625404776714,0.0774231603698397,0.4235645250833807,1.4129187203648852,0.4771565984890395,0.16327686677042674,0.07173110352527247,0.10484973635347818,1.2599374799742529,0.3999487966558576,1.2599374799742529,shared4,6,normalized_delta,128
13,0.42018189094469227,0.395521779717664,0.41860431067075454,0.05575722211475501,1.4021700206642729,0.1463262876520292,0.07647403398415659,0.42018189110380344,1.4021700206642729,0.4730344363175362,0.16126637697484889,0.06931761092517393,0.10416350975676841,1.247339621775235,0.3955217798580066,1.247339621775235,shared4,6,normalized_delta,128
14,0.4167539070810051,0.3943353648418966,0.4157795420894522,0.05550666416363697,1.3904181213209057,0.14499502455555197,0.076095819694425,0.41675390743362994,1.3904181213209057,0.47140805632347177,0.16129957004026932,0.0694937141420754,0.10683205264359123,1.2397161233919882,0.3943353650544811,1.2397161233919882,shared4,6,normalized_delta,128
15,0.4129882699620755,0.3954850828105753,0.4118640869855881,0.054191531873944564,1.37821533817965,0.1440162116312729,0.0755300065133927,0.412988272049565,1.37821533817965,0.47392468719849945,0.15887774206079514,0.06679652797301179,0.10673201195858861,1.2495340525279404,0.39548508363008394,1.2495340525279404,shared4,6,normalized_delta,128
16,0.4089854233025875,0.40191502250701544,0.40865390101020127,0.053201535500409104,1.3649073926471469,0.1426722663589864,0.0751604973842294,0.40898542297269297,1.3649073926471469,0.48325433847107907,0.16120526688578335,0.06512088409768557,0.10284854240509361,1.2784853957505093,0.40191502228476794,1.2784853957505093,shared4,6,normalized_delta,128
17,0.405349916943145,0.39429430563459283,0.4052660917779701,0.05271250328250564,1.3519077413472147,0.14174401902625616,0.07503539715994316,0.4053499152039799,1.3519077413472147,0.47224061697603686,0.15932803278560695,0.06650633076868451,0.10519526248959743,1.2461475966711761,0.3942943056787662,1.2461475966711761,shared4,6,normalized_delta,128
18,0.4010935034946905,0.3973491823838162,0.4009705704482061,0.051974408682386605,1.3373448523179208,0.14098485782840792,0.07406989468807124,0.4010935033791966,1.3373448523179208,0.47636514922729123,0.1598576694034894,0.06791981833843375,0.1047213689659689,1.256897870613181,0.39734918183026824,1.256897870613181,shared4,6,normalized_delta,128
