epoch,train_loss,val_loss,train_dz_mse_norm,train_loss_raw,train_source_depablo_low_temp_loss_norm,train_source_reid_loss_norm,val_dz_mse_norm,val_dz_mse_raw,val_source_reid_loss_norm,val_source_depablo_low_temp_loss_norm,dataset,latent_dim,target_mode,hidden_size,propagator_loss,propagator_objective,propagator_multistep_horizons,propagator_multistep_loss,propagator_step_stride,initial_velocity
1,0.8684128617426478,0.6950752991045933,0.8684128617426478,0.0003118786188712097,0.7389534413814545,0.9978722840188498,0.6950752991045933,0.00023980331301039453,0.7287251132577658,0.6667927723824978,Reid + low-T 2D AE,4,normalized_delta,96,delta,one_step,,final_horizon,1,zero
2,0.4981852732149951,0.40225349345812983,0.4981852732149951,0.00016388175610488424,0.31673118795257016,0.6796393593750805,0.40225349345812983,0.00012951129943588287,0.5824807018190622,0.22065339629538358,Reid + low-T 2D AE,4,normalized_delta,96,delta,one_step,,final_horizon,1,zero
3,0.3957870694169079,0.35971296967772104,0.3957870694169079,0.00012412033513729297,0.19220161967607866,0.5993725173923385,0.35971296967772104,0.00011502117005092767,0.5344290460757911,0.18331844239588826,Reid + low-T 2D AE,4,normalized_delta,96,delta,one_step,,final_horizon,1,zero
4,0.37151975403109705,0.33895498202846247,0.37151975403109705,0.00011541975929657088,0.1847692649646935,0.5582702439652389,0.33895498202846247,0.00010832154024218613,0.5049775680340827,0.17128586181346328,Reid + low-T 2D AE,4,normalized_delta,96,delta,one_step,,final_horizon,1,zero
5,0.35745474073781547,0.32230770337604825,0.35745474073781547,0.000110357724732451,0.17938962448612752,0.5355198577525146,0.32230770337604825,0.00010313768188676516,0.47608431651815775,0.1666278646532446,Reid + low-T 2D AE,4,normalized_delta,96,delta,one_step,,final_horizon,1,zero
6,0.3479966459623781,0.3147787703589226,0.3479966459623781,0.0001070910764530387,0.1823600341666894,0.5136332575336517,0.3147787703589226,0.00010109499696723269,0.4702247045598924,0.15779435837175698,Reid + low-T 2D AE,4,normalized_delta,96,delta,one_step,,final_horizon,1,zero
7,0.34016306551704445,0.3051559472480886,0.34016306551704445,0.0001045168365566219,0.17701182041661329,0.5033143073858986,0.3051559472480886,9.811358389615305e-05,0.45145703565515577,0.15724771165847778,Reid + low-T 2D AE,4,normalized_delta,96,delta,one_step,,final_horizon,1,zero
8,0.33416836286883755,0.2949212587739614,0.33416836286883755,0.00010264483364927769,0.1760686783935411,0.4922680481370673,0.2949212587739614,9.512373460538985e-05,0.44053440913371744,0.1475578877106309,Reid + low-T 2D AE,4,normalized_delta,96,delta,one_step,,final_horizon,1,zero
9,0.3276753804111576,0.2881494616607137,0.3276753804111576,0.00010070716689004614,0.174373218183776,0.4809775436259657,0.2881494616607137,9.323667229299203e-05,0.42713256763108076,0.14752472792752086,Reid + low-T 2D AE,4,normalized_delta,96,delta,one_step,,final_horizon,1,zero
10,0.3215746392447307,0.28177876565343585,0.3215746392447307,9.886156519668983e-05,0.17351470760492435,0.46963457071996595,0.28177876565343585,9.151321852500934e-05,0.4196544714923948,0.14194020557962359,Reid + low-T 2D AE,4,normalized_delta,96,delta,one_step,,final_horizon,1,zero
11,0.3164539514894945,0.27664860140300357,0.3164539514894945,9.736328257462168e-05,0.17298770145359768,0.4599202026025837,0.27664860140300357,8.984834139838828e-05,0.41318320121988655,0.1387040039151907,Reid + low-T 2D AE,4,normalized_delta,96,delta,one_step,,final_horizon,1,zero
12,0.3119482676008619,0.27065438925509294,0.3119482676008619,9.60000760382954e-05,0.1743474083926424,0.449549127205548,0.27065438925509294,8.804101357768504e-05,0.40237154557183386,0.13736437617242336,Reid + low-T 2D AE,4,normalized_delta,96,delta,one_step,,final_horizon,1,zero
13,0.30651792659457905,0.2622429157278115,0.30651792659457905,9.432213379062682e-05,0.17304920930280743,0.43998664162723894,0.2622429157278115,8.526207456915322e-05,0.392075868781656,0.13076673546433448,Reid + low-T 2D AE,4,normalized_delta,96,delta,one_step,,final_horizon,1,zero
14,0.30198172791056843,0.2579055156738284,0.30198172791056843,9.290338010280805e-05,0.1765330029000719,0.4274304523525468,0.2579055156738284,8.397392899080086e-05,0.3864578076042235,0.12774141808226705,Reid + low-T 2D AE,4,normalized_delta,96,delta,one_step,,final_horizon,1,zero
15,0.2984936403103143,0.251759455641208,0.2984936403103143,9.180459752117833e-05,0.17569959208548788,0.42128768865482874,0.251759455641208,8.168212439633943e-05,0.3728912397660315,0.12894482878409327,Reid + low-T 2D AE,4,normalized_delta,96,delta,one_step,,final_horizon,1,zero
16,0.29479570638941954,0.24705601101984312,0.29479570638941954,9.062094958714138e-05,0.17869113556232796,0.41090027859292355,0.24705601101984312,8.030832748512106e-05,0.3651423502229154,0.12716894222982228,Reid + low-T 2D AE,4,normalized_delta,96,delta,one_step,,final_horizon,1,zero
17,0.29191457312628927,0.24373204573843044,0.29191457312628927,8.966385494241114e-05,0.1793194035718958,0.4045097438027581,0.24373204573843044,7.886129957474243e-05,0.35566137559711936,0.13002696003951134,Reid + low-T 2D AE,4,normalized_delta,96,delta,one_step,,final_horizon,1,zero
18,0.28931412184573563,0.2424010132728369,0.28931412184573563,8.884044901317549e-05,0.1826827568282564,0.39594548614508657,0.2424010132728369,7.874208589729062e-05,0.3584098375532776,0.12467303538229317,Reid + low-T 2D AE,4,normalized_delta,96,delta,one_step,,final_horizon,1,zero
19,0.28679428058096684,0.23718696197305048,0.28679428058096684,8.801579367929048e-05,0.18083944702782784,0.39274911564516735,0.23718696197305048,7.684713371755591e-05,0.34974487163126466,0.1228348603756167,Reid + low-T 2D AE,4,normalized_delta,96,delta,one_step,,final_horizon,1,zero
20,0.28466129045649224,0.23631996325222798,0.28466129045649224,8.732397439318053e-05,0.1846237241413938,0.38469885684639576,0.23631996325222798,7.665302257715762e-05,0.35351156644150616,0.11732582693267614,Reid + low-T 2D AE,4,normalized_delta,96,delta,one_step,,final_horizon,1,zero
21,0.2830379125643447,0.23453601533533017,0.2830379125643447,8.679257416405741e-05,0.18321618476665644,0.3828596398982418,0.23453601533533017,7.602138650925674e-05,0.34428016465716066,0.12299349988857285,Reid + low-T 2D AE,4,normalized_delta,96,delta,one_step,,final_horizon,1,zero
22,0.2812763643731554,0.23271358508035075,0.2812763643731554,8.620829563537645e-05,0.18515029389515938,0.37740243381884203,0.23271358508035075,7.554663712570468e-05,0.34621171331778167,0.11741410881187767,Reid + low-T 2D AE,4,normalized_delta,96,delta,one_step,,final_horizon,1,zero
23,0.2800634356746712,0.22948678989612298,0.2800634356746712,8.579288756832047e-05,0.1850788913756968,0.3750479804972808,0.22948678989612298,7.443763589323915e-05,0.3410639478135854,0.11610210373811423,Reid + low-T 2D AE,4,normalized_delta,96,delta,one_step,,final_horizon,1,zero
24,0.2785069113933896,0.2285219056976643,0.2785069113933896,8.528785762306019e-05,0.18343224537270855,0.37358157941136494,0.2285219056976643,7.41464799457376e-05,0.3360836564674973,0.11919054015423171,Reid + low-T 2D AE,4,normalized_delta,96,delta,one_step,,final_horizon,1,zero
