split,source,original_index,frame,coordinate_mse_shared,zero_displacement_mse_shared,explained_displacement_score_shared,shuffled_same_source_coordinate_mse_shared,shuffled_original_index_shared,valid_shared,total_shared,control_shared,transfer_only_shared,variant_shared,seed,coordinate_mse_ljonly,zero_displacement_mse_ljonly,explained_displacement_score_ljonly,shuffled_same_source_coordinate_mse_ljonly,shuffled_original_index_ljonly,valid_ljonly,total_ljonly,control_ljonly,transfer_only_ljonly,variant_ljonly,latent_dim,shared_minus_ljonly_mse
validation,lj_noisy,142,199,3.4635962947504595e-05,0.000161461342941,0.7854844861524979,3.790150003624149e-05,157,1,1,same_source_cyclic_next_latent,False,r16_d4,3456456,3.5447221307549626e-05,0.000161461342941,0.7804600119020806,3.937858127756044e-05,157,1,1,same_source_cyclic_next_latent,False,ljonly_r16_d4,4,-8.112583600450307e-07
validation,lj_noisy,157,0,5.6390167202380326e-08,0.0,,9.246944614460516e-07,12,1,1,same_source_cyclic_next_latent,False,r16_d4,3456456,7.021195074230491e-07,0.0,,1.2173352388344938e-06,12,1,1,same_source_cyclic_next_latent,False,ljonly_r16_d4,4,-6.457293402206687e-07
validation,lj_noisy,157,5,3.656654357087064e-08,9.083687757538429e-08,0.5974482550820336,8.397852866437461e-07,12,1,1,same_source_cyclic_next_latent,False,r16_d4,3456456,4.860407329942973e-07,9.083687757538429e-08,-4.350698372375677,1.0530533245400877e-06,12,1,1,same_source_cyclic_next_latent,False,ljonly_r16_d4,4,-4.4947418942342665e-07
validation,lj_noisy,157,10,4.446925672141333e-08,3.649991242582473e-07,0.8781661276262404,8.022241786420636e-07,12,1,1,same_source_cyclic_next_latent,False,r16_d4,3456456,3.372722972017073e-07,3.649991242582473e-07,0.0759640920040195,9.723762559588067e-07,12,1,1,same_source_cyclic_next_latent,False,ljonly_r16_d4,4,-2.92803040480294e-07
validation,lj_noisy,157,25,2.4876968041098735e-07,2.373865527260932e-06,0.8952048136028883,1.0815833775268402e-06,12,1,1,same_source_cyclic_next_latent,False,r16_d4,3456456,3.267478518864664e-07,2.373865527260932e-06,0.8623562084144327,1.4382235349330583e-06,12,1,1,same_source_cyclic_next_latent,False,ljonly_r16_d4,4,-7.797817147547903e-08
validation,lj_noisy,157,50,1.140590484283166e-06,9.819269507715944e-06,0.883841615367936,3.070430238949484e-06,12,1,1,same_source_cyclic_next_latent,False,r16_d4,3456456,1.354986920887313e-06,9.819269507715944e-06,0.862007360137883,5.558031716645928e-06,12,1,1,same_source_cyclic_next_latent,False,ljonly_r16_d4,4,-2.143964366041471e-07
validation,lj_noisy,157,75,3.0054848139116075e-06,2.281349952681921e-05,0.8682584927236436,6.944304004719015e-06,12,1,1,same_source_cyclic_next_latent,False,r16_d4,3456456,3.481724206721992e-06,2.281349952681921e-05,0.8473831600176497,1.2444836102076806e-05,12,1,1,same_source_cyclic_next_latent,False,ljonly_r16_d4,4,-4.762393928103843e-07
validation,lj_noisy,157,100,6.25907978246687e-06,4.15882641391363e-05,0.8494988932087499,1.2338154192548243e-05,12,1,1,same_source_cyclic_next_latent,False,r16_d4,3456456,6.871554887766251e-06,4.15882641391363e-05,0.8347717792505835,1.7997821487369947e-05,12,1,1,same_source_cyclic_next_latent,False,ljonly_r16_d4,4,-6.124751052993815e-07
validation,lj_noisy,157,125,1.103016529668821e-05,6.644261884503067e-05,0.8339896065443366,1.883483855635859e-05,12,1,1,same_source_cyclic_next_latent,False,r16_d4,3456456,1.1350441127433442e-05,6.644261884503067e-05,0.829169269292245,2.4990544261527248e-05,12,1,1,same_source_cyclic_next_latent,False,ljonly_r16_d4,4,-3.2027583074523136e-07
validation,lj_noisy,157,149,1.7118138202931732e-05,9.61377882049419e-05,0.8219416264659625,2.612548269098625e-05,12,1,1,same_source_cyclic_next_latent,False,r16_d4,3456456,1.7085258150473237e-05,9.61377882049419e-05,0.8222836361280571,3.488614675006829e-05,12,1,1,same_source_cyclic_next_latent,False,ljonly_r16_d4,4,3.28800524584949e-08
validation,lj_noisy,157,175,2.457187838444952e-05,0.0001335744454991,0.8160435681193694,3.51623457390815e-05,12,1,1,same_source_cyclic_next_latent,False,r16_d4,3456456,2.4530794689781036e-05,0.0001335744454991,0.816351139635126,4.7890407586237416e-05,12,1,1,same_source_cyclic_next_latent,False,ljonly_r16_d4,4,4.1083694668483326e-08
validation,lj_noisy,157,199,3.311456021037884e-05,0.0001735624682623,0.8092066761788803,4.619991159415804e-05,12,1,1,same_source_cyclic_next_latent,False,r16_d4,3456456,3.3315511245746166e-05,0.0001735624682623,0.8080488738188475,6.363003194564953e-05,12,1,1,same_source_cyclic_next_latent,False,ljonly_r16_d4,4,-2.0095103536732495e-07
validation,lj_noisy,12,0,4.530227499799367e-07,0.0,,7.03804374779793e-08,152,1,1,same_source_cyclic_next_latent,False,r16_d4,3456456,6.34309458291682e-07,0.0,,3.204928589184419e-07,152,1,1,same_source_cyclic_next_latent,False,ljonly_r16_d4,4,-1.8128670831174526e-07
validation,lj_noisy,12,5,3.102392724940728e-07,1.0223686786048348e-07,-2.0345146421879603,3.0390154392989643e-08,152,1,1,same_source_cyclic_next_latent,False,r16_d4,3456456,4.333261927058629e-07,1.0223686786048348e-07,-3.2384533268096325,1.548181387533987e-07,152,1,1,same_source_cyclic_next_latent,False,ljonly_r16_d4,4,-1.2308692021179013e-07
validation,lj_noisy,12,10,2.381152484076665e-07,4.424935866609303e-07,0.4618786450567764,7.03691753756175e-08,152,1,1,same_source_cyclic_next_latent,False,r16_d4,3456456,3.157396122333012e-07,4.424935866609303e-07,0.2864538114193211,9.514715770819748e-08,152,1,1,same_source_cyclic_next_latent,False,ljonly_r16_d4,4,-7.76243638256347e-08
validation,lj_noisy,12,25,6.619220016546024e-07,3.1844713248574408e-06,0.7921406933428001,7.906046448624693e-07,152,1,1,same_source_cyclic_next_latent,False,r16_d4,3456456,6.824180900366628e-07,3.1844713248574408e-06,0.7857044324092909,6.5421886574768e-07,152,1,1,same_source_cyclic_next_latent,False,ljonly_r16_d4,4,-2.0496088382060407e-08
validation,lj_noisy,12,50,3.5510020097717643e-06,1.4166832443152089e-05,0.7493439677485396,4.1184184738085605e-06,152,1,1,same_source_cyclic_next_latent,False,r16_d4,3456456,3.634467020674492e-06,1.4166832443152089e-05,0.7434523888625995,3.65178175343317e-06,152,1,1,same_source_cyclic_next_latent,False,ljonly_r16_d4,4,-8.346501090272753e-08
validation,lj_noisy,12,75,8.971284842118621e-06,3.3046842872863635e-05,0.7285282325869205,1.0108559763466474e-05,152,1,1,same_source_cyclic_next_latent,False,r16_d4,3456456,9.167926691588946e-06,3.3046842872863635e-05,0.7225778351396716,9.06564309843816e-06,152,1,1,same_source_cyclic_next_latent,False,ljonly_r16_d4,4,-1.9664184947032481e-07
validation,lj_noisy,12,100,1.4873489817546217e-05,5.7156557886628434e-05,0.7397763202072423,1.6734347809688188e-05,152,1,1,same_source_cyclic_next_latent,False,r16_d4,3456456,1.4623006791225636e-05,5.7156557886628434e-05,0.7441587224298782,1.5349171007983387e-05,152,1,1,same_source_cyclic_next_latent,False,ljonly_r16_d4,4,2.504830263205804e-07
validation,lj_noisy,12,125,2.2178068320499733e-05,8.803003584034741e-05,0.7480624867548367,2.492233761586249e-05,152,1,1,same_source_cyclic_next_latent,False,r16_d4,3456456,2.15004947676789e-05,8.803003584034741e-05,0.7557595590819419,2.3936498109833337e-05,152,1,1,same_source_cyclic_next_latent,False,ljonly_r16_d4,4,6.775735528208315e-07
validation,lj_noisy,12,149,3.058827860513702e-05,0.0001241997088072,0.7537169861436619,3.443921741563827e-05,152,1,1,same_source_cyclic_next_latent,False,r16_d4,3456456,3.004725294886157e-05,0.0001241997088072,0.7580730805457426,3.4572716685943305e-05,152,1,1,same_source_cyclic_next_latent,False,ljonly_r16_d4,4,5.410256562754512e-07
validation,lj_noisy,12,175,3.958863453590311e-05,0.0001689234195509,0.7656415277340951,4.523401366895996e-05,152,1,1,same_source_cyclic_next_latent,False,r16_d4,3456456,4.0116785385180265e-05,0.0001689234195509,0.762514958009891,4.6916506107663736e-05,152,1,1,same_source_cyclic_next_latent,False,ljonly_r16_d4,4,-5.281508492771536e-07
validation,lj_noisy,12,199,4.728547719423659e-05,0.000215836931602,0.7809203603699815,5.521280399989337e-05,152,1,1,same_source_cyclic_next_latent,False,r16_d4,3456456,4.969736255588941e-05,0.000215836931602,0.7697457882346659,5.852930553373881e-05,152,1,1,same_source_cyclic_next_latent,False,ljonly_r16_d4,4,-2.4118853616528213e-06
validation,lj_noisy,152,0,1.260186195395363e-07,0.0,,1.6061380847531836e-07,29,1,1,same_source_cyclic_next_latent,False,r16_d4,3456456,5.693082698599028e-07,0.0,,5.56836198484234e-07,29,1,1,same_source_cyclic_next_latent,False,ljonly_r16_d4,4,-4.432896503203665e-07
validation,lj_noisy,152,5,7.057659701104059e-08,9.695842351220565e-08,0.2720942187951722,8.83889299529983e-08,29,1,1,same_source_cyclic_next_latent,False,r16_d4,3456456,3.652585292002186e-07,9.695842351220565e-08,-2.7671665438561712,3.280900386926078e-07,29,1,1,same_source_cyclic_next_latent,False,ljonly_r16_d4,4,-2.9468193218917804e-07
validation,lj_noisy,152,10,5.535460445571516e-08,4.1400659256396477e-07,0.8662953550741761,6.683166731136225e-08,29,1,1,same_source_cyclic_next_latent,False,r16_d4,3456456,2.298599213190755e-07,4.1400659256396477e-07,0.4447916399216232,1.7891521508772715e-07,29,1,1,same_source_cyclic_next_latent,False,ljonly_r16_d4,4,-1.7450531686336035e-07
validation,lj_noisy,152,25,2.409709622952505e-07,2.7664339086186374e-06,0.9128947337059014,3.0410478757403325e-07,29,1,1,same_source_cyclic_next_latent,False,r16_d4,3456456,2.5482859200565144e-07,2.7664339086186374e-06,0.9078855304615264,2.241791321466735e-07,29,1,1,same_source_cyclic_next_latent,False,ljonly_r16_d4,4,-1.3857629710400943e-08
validation,lj_noisy,152,50,1.209742549690418e-06,1.1517513485159723e-05,0.8949649547839326,1.4186850876285462e-06,29,1,1,same_source_cyclic_next_latent,False,r16_d4,3456456,1.239699372490577e-06,1.1517513485159723e-05,0.8923639747339628,1.1960153187828837e-06,29,1,1,same_source_cyclic_next_latent,False,ljonly_r16_d4,4,-2.995682280015899e-08
validation,lj_noisy,152,75,3.0788630738243228e-06,2.6382193027529866e-05,0.8832976822430371,3.421050678298343e-06,29,1,1,same_source_cyclic_next_latent,False,r16_d4,3456456,3.2794409889902454e-06,2.6382193027529866e-05,0.8756949058189308,2.962382495752536e-06,29,1,1,same_source_cyclic_next_latent,False,ljonly_r16_d4,4,-2.005779151659226e-07
validation,lj_noisy,152,100,5.826463166158646e-06,4.726915722130798e-05,0.8767385858207729,6.389323516486911e-06,29,1,1,same_source_cyclic_next_latent,False,r16_d4,3456456,5.89717546972679e-06,4.726915722130798e-05,0.8752426356552754,5.555382358579664e-06,29,1,1,same_source_cyclic_next_latent,False,ljonly_r16_d4,4,-7.07123035681434e-08
validation,lj_noisy,152,125,9.141442205873318e-06,7.386328070424497e-05,0.8762383403673003,1.02026560853119e-05,29,1,1,same_source_cyclic_next_latent,False,r16_d4,3456456,8.970921953732613e-06,7.386328070424497e-05,0.8785469333584983,8.900841748982202e-06,29,1,1,same_source_cyclic_next_latent,False,ljonly_r16_d4,4,1.7052025214070454e-07
validation,lj_noisy,152,149,1.2797088857041672e-05,0.0001050939827109,0.8782319546092715,1.5087813153513707e-05,29,1,1,same_source_cyclic_next_latent,False,r16_d4,3456456,1.301571410294855e-05,0.0001050939827109,0.8761516714163874,1.3129199032846373e-05,29,1,1,same_source_cyclic_next_latent,False,ljonly_r16_d4,4,-2.1862524590687826e-07
validation,lj_noisy,152,175,1.7388521882821806e-05,0.0001450929412385,0.8801559763390996,2.2244141291594133e-05,29,1,1,same_source_cyclic_next_latent,False,r16_d4,3456456,1.9096736650681123e-05,0.0001450929412385,0.8683827311813571,1.8817372620105743e-05,29,1,1,same_source_cyclic_next_latent,False,ljonly_r16_d4,4,-1.7082147678593174e-06
validation,lj_noisy,152,199,2.2876927687320855e-05,0.0001877725881058,0.8781668404420027,3.1229123123921454e-05,29,1,1,same_source_cyclic_next_latent,False,r16_d4,3456456,2.679538920347113e-05,0.0001877725881058,0.8572987171675824,2.5203455152222887e-05,29,1,1,same_source_cyclic_next_latent,False,ljonly_r16_d4,4,-3.918461516150277e-06
validation,lj_noisy,29,0,1.7877708557989538e-07,0.0,,7.690060783716035e-07,95,1,1,same_source_cyclic_next_latent,False,r16_d4,3456456,5.81137783228769e-07,0.0,,1.5474832935069571e-06,95,1,1,same_source_cyclic_next_latent,False,ljonly_r16_d4,4,-4.023606976488736e-07
validation,lj_noisy,29,5,1.0436129826985054e-07,9.255531097096537e-08,-0.1275560221777949,6.637386036345561e-07,95,1,1,same_source_cyclic_next_latent,False,r16_d4,3456456,3.629367029134301e-07,9.255531097096537e-08,-2.921295267726813,1.353121547253977e-06,95,1,1,same_source_cyclic_next_latent,False,ljonly_r16_d4,4,-2.585754046435796e-07
validation,lj_noisy,29,10,7.157210291097726e-08,3.9399358797709283e-07,0.8183419601358118,5.749647584707418e-07,95,1,1,same_source_cyclic_next_latent,False,r16_d4,3456456,2.1748121525888567e-07,3.9399358797709283e-07,0.4480082369474241,1.185533960779139e-06,95,1,1,same_source_cyclic_next_latent,False,ljonly_r16_d4,4,-1.459091123479084e-07
validation,lj_noisy,29,25,2.294111709488789e-07,2.62467051470594e-06,0.9125942972028316,5.697125970982597e-07,95,1,1,same_source_cyclic_next_latent,False,r16_d4,3456456,2.3200711041226898e-07,2.62467051470594e-06,0.9116052437392272,1.113488224291359e-06,95,1,1,same_source_cyclic_next_latent,False,ljonly_r16_d4,4,-2.5959394633900956e-09
validation,lj_noisy,29,50,1.0570190625003306e-06,1.0715701137087308e-05,0.9013579187233992,1.377657554257894e-06,95,1,1,same_source_cyclic_next_latent,False,r16_d4,3456456,1.051025492415647e-06,1.0715701137087308e-05,0.9019172447075794,2.2201918454811675e-06,95,1,1,same_source_cyclic_next_latent,False,ljonly_r16_d4,4,5.993570084683597e-09
validation,lj_noisy,29,75,2.7441849397291662e-06,2.4163142370525748e-05,0.8864309576275754,3.4365596093266504e-06,95,1,1,same_source_cyclic_next_latent,False,r16_d4,3456456,2.8228473638591822e-06,2.4163142370525748e-05,0.883175486012014,4.861396519117989e-06,95,1,1,same_source_cyclic_next_latent,False,ljonly_r16_d4,4,-7.8662424130016e-08
validation,lj_noisy,29,100,5.57479734197841e-06,4.288870331947692e-05,0.8700171161517316,6.9965481088729575e-06,95,1,1,same_source_cyclic_next_latent,False,r16_d4,3456456,5.7206339079129975e-06,4.288870331947692e-05,0.8666167670003886,8.855849046085496e-06,95,1,1,same_source_cyclic_next_latent,False,ljonly_r16_d4,4,-1.4583656593458727e-07
validation,lj_noisy,29,125,9.517252692603506e-06,6.650677823927253e-05,0.8568980043152424,1.2209099622850772e-05,95,1,1,same_source_cyclic_next_latent,False,r16_d4,3456456,9.634632988309022e-06,6.650677823927253e-05,0.8551330669838442,1.4546382772095969e-05,95,1,1,same_source_cyclic_next_latent,False,ljonly_r16_d4,4,-1.1738029570551589e-07
validation,lj_noisy,29,149,1.447070826543495e-05,9.352853521704674e-05,0.8452802855101543,1.9015942598343827e-05,95,1,1,same_source_cyclic_next_latent,False,r16_d4,3456456,1.4458700206887444e-05,9.352853521704674e-05,0.8454086747607679,2.3120366677176207e-05,95,1,1,same_source_cyclic_next_latent,False,ljonly_r16_d4,4,1.2008058547506277e-08
validation,lj_noisy,29,175,2.155455149477348e-05,0.0001277870032936,0.8313243840201443,2.9190341592766345e-05,95,1,1,same_source_cyclic_next_latent,False,r16_d4,3456456,2.110691275447607e-05,0.0001277870032936,0.8348273908108177,3.739127714652568e-05,95,1,1,same_source_cyclic_next_latent,False,ljonly_r16_d4,4,4.476387402974103e-07
validation,lj_noisy,29,199,2.995276008732617e-05,0.0001640301925363,0.8173948367420392,4.23607270931825e-05,95,1,1,same_source_cyclic_next_latent,False,r16_d4,3456456,2.8610309527721256e-05,0.0001640301925363,0.8255790041739454,5.605260957963765e-05,95,1,1,same_source_cyclic_next_latent,False,ljonly_r16_d4,4,1.342450559604913e-06
validation,lj_noisy,95,0,4.6880259674253466e-07,0.0,,4.92010201469384e-08,183,1,1,same_source_cyclic_next_latent,False,r16_d4,3456456,1.0260826002195245e-06,0.0,,3.423114662837179e-07,183,1,1,same_source_cyclic_next_latent,False,ljonly_r16_d4,4,-5.572800034769898e-07
validation,lj_noisy,95,5,3.367795784470218e-07,9.315184712477277e-08,-2.615382720172156,2.4103099960370852e-08,183,1,1,same_source_cyclic_next_latent,False,r16_d4,3456456,8.159555022757559e-07,9.315184712477277e-08,-7.759413017144144,1.832410561064535e-07,183,1,1,same_source_cyclic_next_latent,False,ljonly_r16_d4,4,-4.791759238287341e-07
validation,lj_noisy,95,10,2.315258882390481e-07,4.062233927015768e-07,0.4300527926289722,5.4518459080554755e-08,183,1,1,same_source_cyclic_next_latent,False,r16_d4,3456456,6.36214110727451e-07,4.062233927015768e-07,-0.5661680793327231,1.0313435439002205e-07,183,1,1,same_source_cyclic_next_latent,False,ljonly_r16_d4,4,-4.0468822248840297e-07
validation,lj_noisy,95,25,2.840176023255481e-07,2.82183304989303e-06,0.89934996248757,5.146351327312004e-07,183,1,1,same_source_cyclic_next_latent,False,r16_d4,3456456,5.557244548981544e-07,2.82183304989303e-06,0.8030626032538598,3.746830827822123e-07,183,1,1,same_source_cyclic_next_latent,False,ljonly_r16_d4,4,-2.7170685257260624e-07
validation,lj_noisy,95,50,1.7799236502469284e-06,1.2093249097233638e-05,0.8528167545433187,2.643904508659034e-06,183,1,1,same_source_cyclic_next_latent,False,r16_d4,3456456,1.994323611143045e-06,1.2093249097233638e-05,0.835087858100992,2.242399432361708e-06,183,1,1,same_source_cyclic_next_latent,False,ljonly_r16_d4,4,-2.1439996089611668e-07
validation,lj_noisy,95,75,5.258688361209352e-06,2.818343091348652e-05,0.8134120584058157,6.843567462055944e-06,183,1,1,same_source_cyclic_next_latent,False,r16_d4,3456456,5.529675490834052e-06,2.818343091348652e-05,0.8037969362989105,6.209635557752336e-06,183,1,1,same_source_cyclic_next_latent,False,ljonly_r16_d4,4,-2.7098712962469933e-07
validation,lj_noisy,95,100,1.1122213436465245e-05,5.138449341757223e-05,0.783549224742153,1.360259011562448e-05,183,1,1,same_source_cyclic_next_latent,False,r16_d4,3456456,1.1505189831950702e-05,5.138449341757223e-05,0.7760960736062018,1.3288112313603053e-05,183,1,1,same_source_cyclic_next_latent,False,ljonly_r16_d4,4,-3.8297639548545703e-07
validation,lj_noisy,95,125,1.8839944459614344e-05,8.035653445404023e-05,0.7655455827255739,2.2290028937277384e-05,183,1,1,same_source_cyclic_next_latent,False,r16_d4,3456456,1.96054570551496e-05,8.035653445404023e-05,0.7560191316318786,2.312503602297511e-05,183,1,1,same_source_cyclic_next_latent,False,ljonly_r16_d4,4,-7.65512595535256e-07
validation,lj_noisy,95,149,3.00100236927392e-05,0.0001155957506853,0.7403881759076509,3.481608291622251e-05,183,1,1,same_source_cyclic_next_latent,False,r16_d4,3456456,3.178819679305889e-05,0.0001155957506853,0.7250054902139493,3.715966158779338e-05,183,1,1,same_source_cyclic_next_latent,False,ljonly_r16_d4,4,-1.7781731003196876e-06
validation,lj_noisy,95,175,4.7810888645472005e-05,0.0001621420669835,0.7051296462728851,5.503167994902469e-05,183,1,1,same_source_cyclic_next_latent,False,r16_d4,3456456,5.238717494648881e-05,0.0001621420669835,0.6769057165663375,5.853689071955159e-05,183,1,1,same_source_cyclic_next_latent,False,ljonly_r16_d4,4,-4.5762863010168076e-06
validation,lj_noisy,95,199,7.021765486570075e-05,0.0002128292690031,0.6700751959794102,8.093470387393609e-05,183,1,1,same_source_cyclic_next_latent,False,r16_d4,3456456,7.940503564896062e-05,0.0002128292690031,0.6269073515081451,8.40133216115646e-05,183,1,1,same_source_cyclic_next_latent,False,ljonly_r16_d4,4,-9.187380783259869e-06
validation,lj_noisy,183,0,7.632632303966602e-08,0.0,,3.932828462893667e-07,147,1,1,same_source_cyclic_next_latent,False,r16_d4,3456456,6.151375941954029e-07,0.0,,1.1559661743376637e-06,147,1,1,same_source_cyclic_next_latent,False,ljonly_r16_d4,4,-5.388112711557369e-07
validation,lj_noisy,183,5,4.5489883859772824e-08,9.035466774776069e-08,0.4965408540180236,3.469366163244559e-07,147,1,1,same_source_cyclic_next_latent,False,r16_d4,3456456,4.243829323513637e-07,9.035466774776069e-08,-3.6968567637932734,1.0324328059141408e-06,147,1,1,same_source_cyclic_next_latent,False,ljonly_r16_d4,4,-3.788930484915909e-07
validation,lj_noisy,183,10,4.4930065001835835e-08,3.734352276296704e-07,0.8796844494639048,3.378834207978798e-07,147,1,1,same_source_cyclic_next_latent,False,r16_d4,3456456,3.032760673704616e-07,3.734352276296704e-07,0.1878750451705766,9.841465953286388e-07,147,1,1,same_source_cyclic_next_latent,False,ljonly_r16_d4,4,-2.5834600236862576e-07
validation,lj_noisy,183,25,2.275139081575617e-07,2.431817392789526e-06,0.9064428485328904,6.404627583833644e-07,147,1,1,same_source_cyclic_next_latent,False,r16_d4,3456456,3.1159433433458616e-07,2.431817392789526e-06,0.8718677087932339,1.5028825828267145e-06,147,1,1,same_source_cyclic_next_latent,False,ljonly_r16_d4,4,-8.408042617702447e-08
validation,lj_noisy,183,50,1.2253527756911351e-06,1.020561103359796e-05,0.8799334237159203,2.601257619971875e-06,147,1,1,same_source_cyclic_next_latent,False,r16_d4,3456456,1.3228109310148284e-06,1.020561103359796e-05,0.8703839557807961,4.960041223966982e-06,147,1,1,same_source_cyclic_next_latent,False,ljonly_r16_d4,4,-9.745815532369327e-08
validation,lj_noisy,183,75,3.38106701747165e-06,2.3695167328696695e-05,0.8573098484357646,6.53813640383305e-06,147,1,1,same_source_cyclic_next_latent,False,r16_d4,3456456,3.7032682485005353e-06,2.3695167328696695e-05,0.8437120870627662,1.0275095519318713e-05,147,1,1,same_source_cyclic_next_latent,False,ljonly_r16_d4,4,-3.2220123102888507e-07
validation,lj_noisy,183,100,6.998024218773935e-06,4.307867129682563e-05,0.8375524590683092,1.197762230731314e-05,147,1,1,same_source_cyclic_next_latent,False,r16_d4,3456456,7.465518592653098e-06,4.307867129682563e-05,0.8267003515216772,1.5807336239959113e-05,147,1,1,same_source_cyclic_next_latent,False,ljonly_r16_d4,4,-4.674943738791626e-07
validation,lj_noisy,183,125,1.1074825124524068e-05,6.872970698168501e-05,0.8388640718710576,1.688176234893035e-05,147,1,1,same_source_cyclic_next_latent,False,r16_d4,3456456,1.1706097211572342e-05,6.872970698168501e-05,0.8296792213199489,2.142507401003968e-05,147,1,1,same_source_cyclic_next_latent,False,ljonly_r16_d4,4,-6.312720870482735e-07
validation,lj_noisy,183,149,1.541464007459581e-05,9.890592627925798e-05,0.8441484686056827,2.1205118173384108e-05,147,1,1,same_source_cyclic_next_latent,False,r16_d4,3456456,1.6432872143923305e-05,9.890592627925798e-05,0.8338535135141896,2.838865293597337e-05,147,1,1,same_source_cyclic_next_latent,False,ljonly_r16_d4,4,-1.018232069327496e-06
validation,lj_noisy,183,175,2.1032823497080244e-05,0.00013746204786,0.8469917782797958,2.6237226848024875e-05,147,1,1,same_source_cyclic_next_latent,False,r16_d4,3456456,2.2579621145268906e-05,0.00013746204786,0.8357392349613395,3.8578175008296967e-05,147,1,1,same_source_cyclic_next_latent,False,ljonly_r16_d4,4,-1.5467976481886614e-06
validation,lj_noisy,183,199,2.8358810595818795e-05,0.0001797954901121,0.8422718468737526,3.244969411753118e-05,147,1,1,same_source_cyclic_next_latent,False,r16_d4,3456456,3.0012779461685568e-05,0.0001797954901121,0.8330726791702967,5.19838031323161e-05,147,1,1,same_source_cyclic_next_latent,False,ljonly_r16_d4,4,-1.6539688658667728e-06
validation,lj_noisy,147,0,2.488569634806481e-07,0.0,,3.4055229747309574e-08,43,1,1,same_source_cyclic_next_latent,False,r16_d4,3456456,8.137985219036636e-07,0.0,,4.426023281212111e-07,43,1,1,same_source_cyclic_next_latent,False,ljonly_r16_d4,4,-5.649415584230155e-07
validation,lj_noisy,147,5,1.6961347171218224e-07,1.0630814983869641e-07,-0.5954888874422168,2.3730743592409453e-08,43,1,1,same_source_cyclic_next_latent,False,r16_d4,3456456,6.299427468547947e-07,1.0630814983869641e-07,-4.925629858205792,2.524623710087326e-07,43,1,1,same_source_cyclic_next_latent,False,ljonly_r16_d4,4,-4.6032927514261246e-07
validation,lj_noisy,147,10,1.397200009023436e-07,4.434336347003409e-07,0.6849133895836247,6.54767049468319e-08,43,1,1,same_source_cyclic_next_latent,False,r16_d4,3456456,5.26446910953382e-07,4.434336347003409e-07,-0.1872056374549462,1.6299333083225065e-07,43,1,1,same_source_cyclic_next_latent,False,ljonly_r16_d4,4,-3.8672691005103843e-07
validation,lj_noisy,147,25,3.532390451255196e-07,2.912094714702107e-06,0.8786993282388296,4.411316751884442e-07,43,1,1,same_source_cyclic_next_latent,False,r16_d4,3456456,7.335095801863645e-07,2.912094714702107e-06,0.7481161665233135,3.3761853046598844e-07,43,1,1,same_source_cyclic_next_latent,False,ljonly_r16_d4,4,-3.8027053506084485e-07
validation,lj_noisy,147,50,1.5887263771219295e-06,1.199792586703552e-05,0.8675832477439306,1.7622239738557257e-06,43,1,1,same_source_cyclic_next_latent,False,r16_d4,3456456,2.562089321145322e-06,1.199792586703552e-05,0.7864556466226633,1.572036012476019e-06,43,1,1,same_source_cyclic_next_latent,False,ljonly_r16_d4,4,-9.733629440233926e-07
validation,lj_noisy,147,75,3.851374003716046e-06,2.723287980188616e-05,0.8585763227490433,3.9149804251792375e-06,43,1,1,same_source_cyclic_next_latent,False,r16_d4,3456456,5.27212250744924e-06,2.723287980188616e-05,0.8064059862268371,3.77497894987755e-06,43,1,1,same_source_cyclic_next_latent,False,ljonly_r16_d4,4,-1.4207485037331943e-06
validation,lj_noisy,147,100,7.076138899719808e-06,4.869244003202766e-05,0.8546768472669382,7.0203982431849e-06,43,1,1,same_source_cyclic_next_latent,False,r16_d4,3456456,8.430381967627909e-06,4.869244003202766e-05,0.8268646639584546,7.161092526075663e-06,43,1,1,same_source_cyclic_next_latent,False,ljonly_r16_d4,4,-1.3542430679081008e-06
validation,lj_noisy,147,125,1.1209698641323484e-05,7.65042204875499e-05,0.8534760753081887,1.137010804086458e-05,43,1,1,same_source_cyclic_next_latent,False,r16_d4,3456456,1.3002301784581505e-05,7.65042204875499e-05,0.8300446471878311,1.2393999895721208e-05,43,1,1,same_source_cyclic_next_latent,False,ljonly_r16_d4,4,-1.7926031432580203e-06
validation,lj_noisy,147,149,1.6000622053979896e-05,0.0001096505948225,0.8540762858617663,1.7037400539265946e-05,43,1,1,same_source_cyclic_next_latent,False,r16_d4,3456456,1.9335851902724244e-05,0.0001096505948225,0.8236593979813093,1.9427769075264223e-05,43,1,1,same_source_cyclic_next_latent,False,ljonly_r16_d4,4,-3.3352298487443477e-06
validation,lj_noisy,147,175,2.2933043510420248e-05,0.0001528372813481,0.8499512467892195,2.5779521820368245e-05,43,1,1,same_source_cyclic_next_latent,False,r16_d4,3456456,2.936600321845617e-05,0.0001528372813481,0.8078609946511905,2.9631306460942145e-05,43,1,1,same_source_cyclic_next_latent,False,ljonly_r16_d4,4,-6.4329597080359235e-06
validation,lj_noisy,147,199,3.204964741598815e-05,0.0001997498766286,0.8395511028245886,3.716656283359043e-05,43,1,1,same_source_cyclic_next_latent,False,r16_d4,3456456,4.293761230655946e-05,0.0001997498766286,0.7850431097567683,4.201092087896541e-05,43,1,1,same_source_cyclic_next_latent,False,ljonly_r16_d4,4,-1.0887964890571311e-05
