split,source,original_index,frame,coordinate_mse,zero_displacement_mse,explained_displacement_score,shuffled_same_source_coordinate_mse,shuffled_original_index,valid,total,control,transfer_only,variant,seed,affine_x0_to_xt_mse,last_increment_extrapolation_mse,last_increment_extrapolation_valid,nodes,pca_in_sample_rank2_mse,pca_in_sample_rank4_mse,pca_in_sample_rank8_mse,persistence_mse,persistence_valid,zero_motion_mse,_merge,matched_motion_audit
train,depablo_low_temp,133,149,1.5420476984218112e-06,9.396969107910992e-05,0.9835899460697002,6.116759323049337e-05,198,1,1,same_source_cyclic_next_latent,False,r96_d8,456,7.323382391979846e-07,8.597982149952228e-13,1,244,7.923345321430581e-13,2.5105855787276763e-13,1.537625838478124e-13,4.234207516392477e-09,1,9.396968904167427e-05,both,True
train,depablo_low_temp,133,175,1.666583671067201e-06,0.0001296565606025,0.9871461678196498,8.587864431319758e-05,198,1,1,same_source_cyclic_next_latent,False,r96_d8,456,1.033846374085058e-06,8.627357887143431e-13,1,244,3.897879739063266e-13,1.6196009372231401e-13,1.49012940684249e-13,4.247208639085286e-09,1,0.000129656561956,both,True
train,depablo_low_temp,133,199,1.948869567058864e-06,0.0001676967658568,0.9883786097060284,0.0001152827971964,198,1,1,same_source_cyclic_next_latent,False,r96_d8,456,1.364181838023239e-06,9.016255183315438e-13,1,244,4.797494641104371e-12,3.005925604451423e-13,1.33803468215828e-13,4.2204275945489945e-09,1,0.000167696769925,both,True
train,depablo_low_temp,198,0,2.153891273337649e-06,0.0,,1.314321934842155e-06,99,1,1,same_source_cyclic_next_latent,False,r96_d8,456,5.441766059482278e-32,,0,152,2.536831275086736e-09,8.087066374342349e-11,8.490460499161e-15,,0,0.0,both,True
train,depablo_low_temp,198,5,1.7241590057892608e-06,1.0731390176488277e-07,-15.066501892427436,1.0624298738548532e-06,99,1,1,same_source_cyclic_next_latent,False,r96_d8,456,6.71041577716353e-09,5.19953423893371e-12,1,152,2.371314790049845e-10,1.409006258300925e-11,2.028897826634808e-13,4.8575929332526255e-09,1,1.073139081788024e-07,both,True
train,depablo_low_temp,198,10,1.3281407973408932e-06,4.575125842620764e-07,-1.9029601436713608,8.650499694340397e-07,99,1,1,same_source_cyclic_next_latent,False,r96_d8,456,3.893322340273689e-08,1.3890832493699122e-12,1,152,6.787835672556121e-11,1.366721463847934e-12,1.630170836812158e-13,4.9584447641884015e-09,1,4.575126201504191e-07,both,True
train,depablo_low_temp,198,25,7.277645863723592e-07,3.006710130648571e-06,0.7579531931083179,7.693873271819029e-07,99,1,1,same_source_cyclic_next_latent,False,r96_d8,456,3.083060827154727e-07,1.430290987717864e-12,1,152,5.115760373017699e-11,2.528768282068407e-12,2.399471395131599e-13,5.0174881160070264e-09,1,3.0067101549520495e-06,both,True
train,depablo_low_temp,198,50,9.688344562164275e-07,1.2325030184001662e-05,0.9213929343983264,1.8605645664138135e-06,99,1,1,same_source_cyclic_next_latent,False,r96_d8,456,1.3537217504245538e-06,1.5712437373619358e-12,1,152,4.391362553339622e-11,4.923755446705426e-13,2.271542623237306e-13,5.1113273135183434e-09,1,1.2325030369865461e-05,both,True
train,depablo_low_temp,198,75,2.0217030396452174e-06,2.8102962460252456e-05,0.9280608568401064,4.127341981075006e-06,99,1,1,same_source_cyclic_next_latent,False,r96_d8,456,3.170705575018903e-06,1.503553314617638e-12,1,152,1.385091337675952e-11,1.16044682987291e-12,2.655831799302692e-13,5.188709177761216e-09,1,2.810296152503546e-05,both,True
train,depablo_low_temp,198,100,3.608344286476495e-06,5.048274033470079e-05,0.9285232088719204,7.476120117644314e-06,99,1,1,same_source_cyclic_next_latent,False,r96_d8,456,5.788275606097089e-06,1.319986659873369e-12,1,152,5.948362008603306e-12,3.5515262793575983e-13,2.56922336910442e-13,5.266227394612242e-09,1,5.048274203964641e-05,both,True
train,depablo_low_temp,198,125,5.8101609283767175e-06,7.960081711644307e-05,0.9270087778134564,1.185588462249143e-05,99,1,1,same_source_cyclic_next_latent,False,r96_d8,456,9.234681642670534e-06,1.109853166351317e-12,1,152,2.93490905666316e-11,5.393022970201616e-13,1.973899079528661e-13,5.33226218099407e-09,1,7.960081363630298e-05,both,True
train,depablo_low_temp,198,149,8.575127139920369e-06,0.0001140237072831,0.9247952259732904,1.704215901554562e-05,99,1,1,same_source_cyclic_next_latent,False,r96_d8,456,1.3348512539737003e-05,1.055598358639318e-12,1,152,2.799875761205561e-11,9.716648675518379e-13,2.914871389639037e-13,5.419695967565381e-09,1,0.00011402371219200001,both,True
train,depablo_low_temp,198,175,1.273422094527632e-05,0.0001585888385307,0.9197029181671518,2.39798264374258e-05,99,1,1,same_source_cyclic_next_latent,False,r96_d8,456,1.8718539540227802e-05,2.6489296909902328e-12,1,152,1.044285846930339e-12,3.1830936654409073e-13,2.608813795540688e-13,5.450700131741509e-09,1,0.00015858884103200002,both,True
train,depablo_low_temp,198,199,1.978179170691874e-05,0.0002065740845864,0.9042387541180712,3.193552038283087e-05,99,1,1,same_source_cyclic_next_latent,False,r96_d8,456,2.4542582506181294e-05,2.835816947141945e-12,1,152,1.603654637020155e-10,3.516013185211284e-12,2.799214965617868e-13,5.520798069416605e-09,1,0.00020657408839600002,both,True
train,lj_noisy,178,0,2.0046613258273285e-07,0.0,,5.816114025947172e-07,199,1,1,same_source_cyclic_next_latent,False,r96_d8,456,3.946855055936275e-32,,0,183,7.70798053859457e-08,3.3638434211772043e-09,5.243204028732543e-10,,0,0.0,both,True
train,lj_noisy,178,5,1.1176047109984213e-07,8.898146575120337e-08,-0.2559971917335009,4.5079178789819707e-07,199,1,1,same_source_cyclic_next_latent,False,r96_d8,456,3.3914476183969563e-09,8.260514099509928e-12,1,183,4.771997431049224e-08,1.8484296623076971e-10,5.000015419289076e-11,3.6450648949444803e-09,1,8.898146347565509e-08,both,True
train,lj_noisy,178,10,7.77092026282844e-08,3.5017228583456017e-07,0.7780829443909838,3.6730850183630537e-07,199,1,1,same_source_cyclic_next_latent,False,r96_d8,456,2.63149394232534e-08,1.619319615009169e-12,1,183,2.6212303393504532e-08,2.112409425713982e-10,8.97177162674178e-11,3.473717036953728e-09,1,3.501723176220628e-07,both,True
train,lj_noisy,178,25,2.513649235424964e-07,2.1434675545606297e-06,0.8827297744686313,5.041563326813048e-07,199,1,1,same_source_cyclic_next_latent,False,r96_d8,456,3.091855744290968e-07,3.8318533121403424e-13,1,183,3.4631009407503875e-09,3.9659994413954415e-10,7.43271167910083e-11,3.493589530993933e-09,1,2.143467522143216e-06,both,True
train,lj_noisy,178,50,1.41945133691479e-06,8.785852514847647e-06,0.8384389751004824,2.243533572254819e-06,199,1,1,same_source_cyclic_next_latent,False,r96_d8,456,1.697338994724475e-06,2.8766309701327924e-13,1,183,1.419397966548137e-08,2.6695514761135296e-10,4.1600809305427425e-11,3.812874803588988e-09,1,8.785852129238566e-06,both,True
train,lj_noisy,178,75,3.965889391110977e-06,2.023533670580946e-05,0.804011692576759,6.059002771507949e-06,199,1,1,same_source_cyclic_next_latent,False,r96_d8,456,4.3390063019949336e-06,1.3441416648131178e-12,1,183,2.706227050351135e-08,7.852314507698206e-10,4.339724884400854e-11,3.7988360817694345e-09,1,2.023533666056726e-05,both,True
train,lj_noisy,178,100,7.528832156822318e-06,3.592209759517573e-05,0.7904122347846017,1.1250865100009833e-05,199,1,1,same_source_cyclic_next_latent,False,r96_d8,456,7.881904110917419e-06,2.266345102440865e-13,1,183,3.821764562108941e-09,8.193834200820414e-10,9.598921453487598e-12,3.590633379436036e-09,1,3.5922101417283005e-05,both,True
train,lj_noisy,178,125,1.1885497769981155e-05,5.6316977861570194e-05,0.7889535585663656,1.7353162547806278e-05,199,1,1,same_source_cyclic_next_latent,False,r96_d8,456,1.2249747493045911e-05,3.677621679895698e-13,1,183,1.0133804787779641e-08,7.103828509774799e-10,5.124115245719898e-11,3.855627560232954e-09,1,5.631698501521272e-05,both,True
train,lj_noisy,178,149,1.568435982335359e-05,8.071761840255931e-05,0.8056885208736996,2.178091199311893e-05,199,1,1,same_source_cyclic_next_latent,False,r96_d8,456,1.615537004519606e-05,2.4606481700947903e-13,1,183,1.23098506941333e-08,9.81810008650199e-10,1.550681658233889e-11,4.148490320715051e-09,1,8.07176098802416e-05,both,True
train,lj_noisy,178,175,1.9428816813160665e-05,0.0001124141563195,0.8271675254322242,2.5218660084647126e-05,199,1,1,same_source_cyclic_next_latent,False,r96_d8,456,2.006302410765975e-05,3.814240596703942e-12,1,183,2.470580864173045e-10,2.2956735101893441e-10,1.100332509348503e-11,4.094819068712237e-09,1,0.000112414153453,both,True
train,lj_noisy,178,199,2.4110569938784465e-05,0.0001466976100346,0.8356444257469733,2.8649876185227185e-05,199,1,1,same_source_cyclic_next_latent,False,r96_d8,456,2.4054689464574643e-05,1.829417415302424e-12,1,183,1.5160464592915672e-08,2.8875959731006053e-09,1.2559917519977291e-10,4.285518756398404e-09,1,0.000146697609924,both,True
train,lj_noisy,199,0,3.663943743958953e-07,0.0,,1.886692615471475e-07,42,1,1,same_source_cyclic_next_latent,False,r96_d8,456,5.329004670412336e-32,,0,124,1.234979963930016e-07,5.781540961478181e-09,1.001158246096218e-09,,0,0.0,both,True
train,lj_noisy,199,5,2.3480568245304315e-07,9.910389309197853e-08,-1.3692881795785707,9.885891927297052e-08,42,1,1,same_source_cyclic_next_latent,False,r96_d8,456,3.921627149288393e-09,7.199949454972166e-12,1,124,6.596309394646588e-08,9.40315932163428e-10,1.175542112608525e-10,4.1919768633440905e-09,1,9.910389316271181e-08,both,True
train,lj_noisy,199,10,1.6409855163601605e-07,4.115824481232266e-07,0.6012984703689663,6.695412224644316e-08,42,1,1,same_source_cyclic_next_latent,False,r96_d8,456,2.844845611031817e-08,1.424218800497443e-12,1,124,3.021294882349797e-08,2.042487680817879e-10,1.7475880897167212e-10,4.400575321268389e-09,1,4.1158246020513276e-07,both,True
train,lj_noisy,199,25,3.4919642644126725e-07,2.667711441972642e-06,0.8691026244641161,2.768169622413552e-07,42,1,1,same_source_cyclic_next_latent,False,r96_d8,456,3.059806539703343e-07,4.915061013405986e-13,1,124,1.0150084973155102e-09,7.085851630473689e-10,1.5876291260639728e-11,4.448325855441494e-09,1,2.667711492651892e-06,both,True
train,lj_noisy,199,50,1.8576405409476136e-06,1.0994632248184644e-05,0.8310411390745394,1.702294980532315e-06,42,1,1,same_source_cyclic_next_latent,False,r96_d8,456,1.747898664642275e-06,3.7045296672640254e-13,1,124,1.47206054603313e-08,7.709344369949343e-11,1.172740303017395e-11,4.789811179412984e-09,1,1.0994631939050691e-05,both,True
train,lj_noisy,199,75,5.236103788774926e-06,2.538395165174734e-05,0.7937238511713565,4.804251148016192e-06,42,1,1,same_source_cyclic_next_latent,False,r96_d8,456,4.852281464566342e-06,1.436916721685236e-12,1,124,1.379029084333814e-08,3.587689664095285e-10,3.0143569127444173e-12,4.95269742133058e-09,1,2.538395023684518e-05,both,True
train,lj_noisy,199,100,1.065530796040548e-05,4.609454845194705e-05,0.7688380010596373,9.774095815373585e-06,42,1,1,same_source_cyclic_next_latent,False,r96_d8,456,9.903439139780502e-06,5.812908420433345e-12,1,124,2.5060011539419633e-09,4.775600804500786e-10,3.929730317680499e-11,5.113907166872388e-09,1,4.6094550043561184e-05,both,True
train,lj_noisy,199,125,1.6690941265551373e-05,7.323205500142649e-05,0.772081484464334,1.557890573167242e-05,42,1,1,same_source_cyclic_next_latent,False,r96_d8,456,1.5719124078176783e-05,6.994745156463235e-12,1,124,6.2719829286766216e-09,5.14792501771188e-10,1.1051817998303458e-11,5.13648927808819e-09,1,7.323205129083091e-05,both,True
train,lj_noisy,199,149,2.2555368559551425e-05,0.0001047892219503,0.7847548808956681,2.1975796698825437e-05,42,1,1,same_source_cyclic_next_latent,False,r96_d8,456,2.1611274312832964e-05,4.815690251346056e-12,1,124,3.054760455572152e-09,2.1230152777943633e-10,6.284959835961047e-12,5.038654049333978e-09,1,0.000104789215444,both,True
train,lj_noisy,199,175,3.020675467269029e-05,0.0001456237077945,0.7925698010979112,3.1257091904990375e-05,42,1,1,same_source_cyclic_next_latent,False,r96_d8,456,2.8881955930159344e-05,9.75832011496005e-13,1,124,3.648144407855156e-10,2.9647694967948944e-10,7.105955168097488e-12,5.1085307364764305e-09,1,0.00014562371321500002,both,True
train,lj_noisy,199,199,4.005400478490628e-05,0.0001901433715829,0.789348403515449,4.347459616838023e-05,42,1,1,same_source_cyclic_next_latent,False,r96_d8,456,3.6973367682176636e-05,7.752042244379041e-12,1,124,9.035106206443904e-09,2.2065345367617812e-09,1.584083700957866e-11,5.335251259251159e-09,1,0.000190143375524,both,True
train,lj_noisy,42,0,2.89249612706044e-07,0.0,,9.10986614144349e-07,102,1,1,same_source_cyclic_next_latent,False,r96_d8,456,1.315839398633833e-32,,0,182,4.109714969599825e-08,4.464457938612873e-09,3.566729316374297e-10,,0,0.0,both,True
train,lj_noisy,42,5,1.924291552768409e-07,9.799599354209933e-08,-0.9636430870428684,7.830473691683437e-07,102,1,1,same_source_cyclic_next_latent,False,r96_d8,456,2.660812357118708e-09,5.0881533724965845e-12,1,182,2.285018773634569e-08,2.837962244930496e-10,4.703748504829223e-11,4.07414551980313e-09,1,9.7995998089278e-08,both,True
train,lj_noisy,42,10,1.4651496371698158e-07,4.02869886784174e-07,0.6363218782954787,7.126143373170635e-07,102,1,1,same_source_cyclic_next_latent,False,r96_d8,456,1.839130034623168e-08,1.286903451214218e-12,1,182,1.3823617155672121e-08,4.2559852195794047e-10,5.594895200554889e-11,4.249228116847058e-09,1,4.0286990140280865e-07,both,True
train,lj_noisy,42,25,2.961519953714742e-07,2.683668753888924e-06,0.8896465910920197,8.902597983251326e-07,102,1,1,same_source_cyclic_next_latent,False,r96_d8,456,2.225384085403809e-07,8.032382911745112e-13,1,182,2.2321488277643462e-09,4.518659850191644e-10,4.070890726569952e-11,4.825966025007064e-09,1,2.6836686646340906e-06,both,True
train,lj_noisy,42,50,1.4507626246995642e-06,1.129412430600496e-05,0.8715471350064555,2.415153403489967e-06,102,1,1,same_source_cyclic_next_latent,False,r96_d8,456,1.1666943234190749e-06,4.341714947247331e-13,1,182,1.228075516139131e-08,3.004104054563623e-10,2.6603274162568818e-11,4.708677950568754e-09,1,1.1294124317180662e-05,both,True
train,lj_noisy,42,75,3.346372750456794e-06,2.5744931917870417e-05,0.8700181938281233,5.0316311899223365e-06,102,1,1,same_source_cyclic_next_latent,False,r96_d8,456,2.7396718612886922e-06,1.3011330693590542e-12,1,182,1.071730761843564e-08,1.4321024808053071e-10,1.297634640175682e-11,4.817499996048904e-09,1,2.574493083056026e-05,both,True
train,lj_noisy,42,100,5.890893589821644e-06,4.618121238308959e-05,0.8724396072377965,8.672485819261055e-06,102,1,1,same_source_cyclic_next_latent,False,r96_d8,456,5.107303100005573e-06,2.7736524080768866e-13,1,182,1.7294663200212312e-09,5.260730821595262e-10,1.916546152938208e-11,4.7645561195010385e-09,1,4.6181210315193575e-05,both,True
train,lj_noisy,42,125,8.54389145388268e-06,7.250723137985915e-05,0.8821649745647856,1.1912648005818482e-05,102,1,1,same_source_cyclic_next_latent,False,r96_d8,456,7.968612869268677e-06,3.199622788184256e-13,1,182,1.0840498711245039e-08,1.5871708636011782e-10,3.811388471602321e-12,4.789387690301528e-09,1,7.250723005851415e-05,both,True
train,lj_noisy,42,149,1.118453928938834e-05,0.0001034081433317,0.8918408267566975,1.4485255633189809e-05,102,1,1,same_source_cyclic_next_latent,False,r96_d8,456,1.108221695122706e-05,3.039834136472439e-13,1,182,3.473634501115447e-09,2.698311442494772e-10,6.580035166485218e-12,4.861592440602387e-09,1,0.00010340813519400001,both,True
train,lj_noisy,42,175,1.5134687600948382e-05,0.000143292825669,0.8943793066381179,1.792215152818244e-05,102,1,1,same_source_cyclic_next_latent,False,r96_d8,456,1.5125870254797832e-05,9.070767959987293e-13,1,182,8.259394083206236e-10,2.8095544195223463e-10,1.15973745588991e-11,5.03892895814076e-09,1,0.000143292824936,both,True
train,lj_noisy,42,199,2.051351839327253e-05,0.0001860245247371,0.8897268066011301,2.2707828975399025e-05,102,1,1,same_source_cyclic_next_latent,False,r96_d8,456,1.9460967338386053e-05,7.166591191806403e-12,1,182,9.741140062640192e-09,1.865759864694341e-09,4.555005714163179e-11,4.946397021861843e-09,1,0.000186024526729,both,True
train,lj_noisy,102,0,4.863520075559791e-07,0.0,,2.8750301339641737e-07,99,1,1,same_source_cyclic_next_latent,False,r96_d8,456,3.9955354229781495e-32,,0,118,2.719232094298341e-08,3.3377942344029016e-09,7.183422117124942e-10,,0,0.0,both,True
train,lj_noisy,102,5,3.441185469910124e-07,1.047859115033134e-07,-2.2840153991515466,1.8408984203688306e-07,99,1,1,same_source_cyclic_next_latent,False,r96_d8,456,4.776046261161051e-09,1.1342502558480999e-11,1,118,1.126837130148227e-08,7.115528741630996e-10,1.309034666587408e-10,4.858571242749073e-09,1,1.0478591292016849e-07,both,True
train,lj_noisy,102,10,2.569914840933052e-07,4.6877312342985533e-07,0.451778544356415,1.807700868994289e-07,99,1,1,same_source_cyclic_next_latent,False,r96_d8,456,3.6841636934373356e-08,1.845787739130732e-12,1,118,5.949000619924982e-09,1.9157622443593082e-10,8.73604636236283e-11,5.488563423260622e-09,1,4.6877311933873855e-07,both,True
train,lj_noisy,102,25,4.4569773649527633e-07,3.25413498103444e-06,0.863036493847715,7.871540788073617e-07,99,1,1,same_source_cyclic_next_latent,False,r96_d8,456,3.736438363594758e-07,1.985311785817328e-12,1,118,1.9504459264964363e-09,2.1736740165687213e-10,2.623112532067997e-11,5.659354974290311e-09,1,3.2541349314988e-06,both,True
train,lj_noisy,102,50,1.838765911088558e-06,1.3549693903769366e-05,0.8642946531377336,2.749516397670959e-06,99,1,1,same_source_cyclic_next_latent,False,r96_d8,456,1.847772958139811e-06,4.247676495726397e-12,1,118,9.615009390171369e-09,8.528523161948211e-10,2.756623142692732e-11,5.6835382742374746e-09,1,1.3549692814541031e-05,both,True
train,lj_noisy,102,75,4.488841568672797e-06,3.12767515424639e-05,0.8564799300663186,5.606883405562257e-06,99,1,1,same_source_cyclic_next_latent,False,r96_d8,456,4.577698395740857e-06,9.90741560661586e-13,1,118,9.657829758242157e-09,1.3009934528643571e-10,9.840033391087171e-12,5.862028714959897e-09,1,3.127675259941034e-05,both,True
train,lj_noisy,102,100,8.460824574285652e-06,5.606986815109849e-05,0.849102113964577,9.903447789838538e-06,99,1,1,same_source_cyclic_next_latent,False,r96_d8,456,8.508986493335976e-06,3.653052763572151e-13,1,118,6.077272975345852e-10,5.460710804746822e-10,5.11881440222122e-12,5.8347683869809965e-09,1,5.606987116345944e-05,both,True
train,lj_noisy,102,125,1.3972032320452854e-05,8.798276394372806e-05,0.8411958013800399,1.5926980267977342e-05,99,1,1,same_source_cyclic_next_latent,False,r96_d8,456,1.3875120729610532e-05,2.4883792377925678e-12,1,118,1.020630689806552e-08,9.326425118154381e-10,1.239868062689805e-11,5.75069808410345e-09,1,8.798275801573431e-05,both,True
train,lj_noisy,102,149,2.088101246044971e-05,0.000124813261209,0.8327019720646904,2.350491013203282e-05,99,1,1,same_source_cyclic_next_latent,False,r96_d8,456,2.0497744076586353e-05,2.299172861446272e-11,1,118,1.187126990654702e-08,1.114151972582756e-09,3.049538376236573e-11,5.876996725131322e-09,1,0.000124813264439,both,True
train,lj_noisy,102,175,3.0738443456357345e-05,0.0001706574548734,0.8198822109520272,3.3609936508582905e-05,99,1,1,same_source_cyclic_next_latent,False,r96_d8,456,2.906754611963883e-05,2.16812360392592e-12,1,118,5.525969430587213e-10,5.122556099626406e-10,2.121697177219035e-11,5.514404735323328e-09,1,0.000170657466629,both,True
train,lj_noisy,102,199,4.326674388721585e-05,0.0002185022167395,0.8019848744199106,4.597259248839691e-05,99,1,1,same_source_cyclic_next_latent,False,r96_d8,456,3.8802359461694885e-05,1.726380159884311e-12,1,118,5.0304192037710886e-08,5.9446143682336894e-09,4.012252365489666e-11,5.432383235173701e-09,1,0.00021850220978200002,both,True
train,lj_noisy,99,0,3.553695364644227e-07,0.0,,1.1280133094260238e-07,178,1,1,same_source_cyclic_next_latent,False,r96_d8,456,4.913382486876501e-32,,0,126,7.004808274426052e-08,6.721814231901146e-09,2.315486266114816e-10,,0,0.0,both,True
train,lj_noisy,99,5,2.463645785155677e-07,8.34548146144698e-08,-1.952071485074653,5.6932293546196895e-08,178,1,1,same_source_cyclic_next_latent,False,r96_d8,456,4.044597363093289e-09,8.216032199079563e-12,1,126,3.705394652435202e-08,1.15849277323383e-09,4.053984214880429e-11,3.5548560400610033e-09,1,8.3454820437548e-08,both,True
train,lj_noisy,99,10,2.072627722782272e-07,3.481648036540719e-07,0.4046992398342525,6.34858281500783e-08,178,1,1,same_source_cyclic_next_latent,False,r96_d8,456,2.8637425579692872e-08,1.8967208639820893e-12,1,126,1.750734840320878e-08,6.117924490085879e-10,2.980802387103477e-11,3.802999545740158e-09,1,3.481647710313303e-07,both,True
train,lj_noisy,99,25,4.975622118763567e-07,2.362971372349421e-06,0.7894336691088865,4.601160128459014e-07,178,1,1,same_source_cyclic_next_latent,False,r96_d8,456,3.14521251933342e-07,1.0363100171646971e-12,1,126,2.7300030195110975e-09,1.37537870231558e-09,2.5549008517683068e-11,4.104195033633815e-09,1,2.3629715786892757e-06,both,True
train,lj_noisy,99,50,1.735430259941495e-06,9.879052413452882e-06,0.8243323157615544,1.942505377883208e-06,178,1,1,same_source_cyclic_next_latent,False,r96_d8,456,1.569048780155404e-06,1.0502534224671021e-12,1,126,1.4264275221418541e-08,1.670645105321467e-10,1.9722809964015557e-11,4.296476581634994e-09,1,9.879052441320144e-06,both,True
train,lj_noisy,99,75,4.05197579311789e-06,2.276919803989585e-05,0.822041347876281,4.510005510383053e-06,178,1,1,same_source_cyclic_next_latent,False,r96_d8,456,4.114897587865242e-06,4.3457965113702433e-13,1,126,9.852057552712197e-09,5.970437757740428e-10,9.142910343577156e-11,4.439309202482747e-09,1,2.2769198230668864e-05,both,True
train,lj_noisy,99,100,8.007738870219328e-06,4.133538095629774e-05,0.8062739792168458,8.811782208795194e-06,178,1,1,same_source_cyclic_next_latent,False,r96_d8,456,8.281961742919874e-06,2.2342597060693857e-12,1,126,2.800163662138472e-09,3.097231848288924e-10,9.757285609616762e-11,4.677679928501633e-09,1,4.1335382576068044e-05,both,True
train,lj_noisy,99,125,1.4014431144460104e-05,6.574357394129038e-05,0.7868319243341544,1.536652234790381e-05,178,1,1,same_source_cyclic_next_latent,False,r96_d8,456,1.4506429379385291e-05,6.602084552903219e-11,1,126,1.126484546729079e-08,1.0437195256092492e-09,1.985616006387011e-11,5.291706945453994e-09,1,6.574358151259742e-05,both,True
train,lj_noisy,99,149,2.218212284788024e-05,9.555911674397066e-05,0.7678701561535747,2.453176603012253e-05,178,1,1,same_source_cyclic_next_latent,False,r96_d8,456,2.3333536541527172e-05,7.319626479847203e-13,1,126,1.438132065801828e-08,1.9223578209421883e-10,1.667894006774425e-11,5.7838817201368925e-09,1,9.555910942824115e-05,both,True
train,lj_noisy,99,175,3.436397309997119e-05,0.000135023263283,0.7454959074131713,3.820780693786219e-05,178,1,1,same_source_cyclic_next_latent,False,r96_d8,456,3.659752021812155e-05,2.363072889785633e-12,1,126,2.9092160800955595e-09,1.4086084796584032e-09,3.4765880368848216e-11,5.542630249141759e-09,1,0.000135023255061,both,True
train,lj_noisy,99,199,4.742315650219098e-05,0.0001759650040185,0.7304966588856325,5.2655839681392536e-05,178,1,1,same_source_cyclic_next_latent,False,r96_d8,456,5.028484868009028e-05,1.3206203248792828e-11,1,126,4.994455787452401e-08,9.67961818779742e-09,2.508220638189051e-10,5.005019017596874e-09,1,0.000175964999642,both,True
train,reid,60,0,2.803883489832515e-07,0.0,,1.931235082963667e-08,45,1,1,same_source_cyclic_next_latent,False,r96_d8,786,1.072962089538052e-31,,0,108,9.36058187197493e-09,6.678067423208076e-10,4.3623681321799544e-14,,0,0.0,both,True
train,reid,60,5,1.935719069479092e-07,9.641969000995233e-08,-1.0075972752860842,4.6384293739265565e-08,45,1,1,same_source_cyclic_next_latent,False,r96_d8,786,7.294562261660138e-09,1.05860723711674e-11,1,108,1.3841827757341062e-09,1.0904887329774631e-10,5.990249622314625e-13,4.1193137326503675e-09,1,9.641968935044394e-08,both,True
train,reid,60,10,1.9115636007427386e-07,3.993454527062568e-07,0.5213258125794131,1.4329668829304865e-07,45,1,1,same_source_cyclic_next_latent,False,r96_d8,786,4.76390060471321e-08,2.598945614854279e-12,1,108,3.1970231040043513e-10,2.781024923548326e-11,3.526050666682384e-13,4.2751354901628865e-09,1,3.993454736876624e-07,both,True
train,reid,60,25,5.69807639294595e-07,2.613964852571371e-06,0.7820140394259425,8.030943376979849e-07,45,1,1,same_source_cyclic_next_latent,False,r96_d8,786,4.386347058664685e-07,1.889550127603387e-12,1,108,5.813896561046959e-10,1.7801870516554298e-11,4.0182280323621747e-13,4.425950871123648e-09,1,2.6139648721740156e-06,both,True
train,reid,60,50,2.5539452508382965e-06,1.078044169844361e-05,0.7630945630727715,2.789925019897055e-06,45,1,1,same_source_cyclic_next_latent,False,r96_d8,786,2.163545579581615e-06,1.824954733105211e-12,1,108,4.963032252724482e-10,1.345753372504761e-12,4.309443755268344e-13,4.558951508052634e-09,1,1.0780441611380553e-05,both,True
train,reid,60,75,6.349574050545925e-06,2.4720842702663504e-05,0.7431489643408555,6.039329491613898e-06,45,1,1,same_source_cyclic_next_latent,False,r96_d8,786,5.4385347200654785e-06,1.86652254243221e-12,1,108,6.863813402881245e-11,5.987987524570116e-12,5.021998886433548e-13,4.658170086187797e-09,1,2.4720844453003553e-05,both,True
train,reid,60,100,1.155504196503898e-05,4.460650961846113e-05,0.7409561504839925,1.1094759429397529e-05,45,1,1,same_source_cyclic_next_latent,False,r96_d8,786,1.042360369940494e-05,1.966508643197091e-12,1,108,1.9099469527482841e-10,3.687315625762977e-12,3.585807375611707e-13,4.7406721889685496e-09,1,4.460651040282046e-05,both,True
train,reid,60,125,1.78805785253644e-05,7.057588663883507e-05,0.7466474829162765,1.8196618839283477e-05,45,1,1,same_source_cyclic_next_latent,False,r96_d8,786,1.722347554794474e-05,2.123601386015749e-12,1,108,4.583464913446829e-10,1.158049629671982e-12,4.143506869856732e-13,4.862046353425866e-09,1,7.057588609540902e-05,both,True
train,reid,60,149,2.530263373046182e-05,0.0001013229702948,0.7502774182712093,2.709392356337048e-05,45,1,1,same_source_cyclic_next_latent,False,r96_d8,786,2.551722821735739e-05,3.024148893197761e-12,1,108,2.7715110915529283e-10,4.556137510037832e-12,4.0982842343460283e-13,4.909065598187649e-09,1,0.00010132297035600001,both,True
train,reid,60,175,3.569823456928134e-05,0.0001411672856193,0.7471210527802352,3.938263762393035e-05,45,1,1,same_source_cyclic_next_latent,False,r96_d8,786,3.6517861886340905e-05,1.4747234166040709e-12,1,108,4.217311197675151e-11,1.574201128479331e-12,4.59162232171376e-13,4.96189813138896e-09,1,0.000141167281778,both,True
train,reid,60,199,4.805191565537825e-05,0.000184061442269,0.7389354605558904,5.3591440519085154e-05,45,1,1,same_source_cyclic_next_latent,False,r96_d8,786,4.8574893833187864e-05,2.0063387995857027e-12,1,108,1.908263701291507e-09,1.9144240243780812e-11,4.799306701348277e-13,5.005542182096871e-09,1,0.000184061451012,both,True
train,reid,45,0,5.4027655238542145e-08,0.0,,3.206630765362206e-07,43,1,1,same_source_cyclic_next_latent,False,r96_d8,786,7.870793181462765e-32,,0,168,1.4133510914115851e-08,4.896606028046222e-10,4.63422990154803e-14,,0,0.0,both,True
