epoch,train_objective,val_objective,train_mse_norm,train_source_depablo_low_temp_reconstruction,train_source_lj_noisy_reconstruction,train_source_reid_reconstruction,train_macro_source_reconstruction,train_max_source_reconstruction,val_mse_norm,val_source_reid_reconstruction,val_source_depablo_low_temp_reconstruction,val_source_lj_noisy_reconstruction,val_macro_source_reconstruction,val_max_source_reconstruction,val_ae_p_ratio_r2_step_100,val_ae_source_depablo_low_temp_p_ratio_r2_step_100,val_ae_source_depablo_low_temp_position_mse_step_100,val_ae_source_depablo_low_temp_p_ratio_r2_sum_100,val_ae_source_lj_noisy_p_ratio_r2_step_100,val_ae_source_lj_noisy_position_mse_step_100,val_ae_source_lj_noisy_p_ratio_r2_sum_100,val_ae_source_reid_p_ratio_r2_step_100,val_ae_source_reid_position_mse_step_100,val_ae_source_reid_p_ratio_r2_sum_100,val_ae_mean_source_p_ratio_r2_step_100,val_ae_min_source_p_ratio_r2_sum_100,dataset,latent_dim,target_mode,hidden_size
1,0.7114930177989759,0.6147614203589528,0.7248890315231524,0.7036631991204463,0.8887256678782012,0.5420901754969045,0.711493014165184,0.8887256678782012,0.60844586841566,0.3923778746393509,0.7293392169522122,0.7270754472119734,0.6162641796011789,0.7293392169522122,0.012601891656811692,-0.27284717889372345,1.2697775980541337e-05,-0.27284717889372345,-19.801105364932948,2.180442284043238e-05,-19.801105364932948,0.0347093471829536,1.35818922785802e-05,0.0347093471829536,-6.679747732214572,-19.801105364932948,2D AE mixed-T exclusion,4,normalized_delta,96
2,0.5419443991623427,0.5988702544550363,0.5560326602898146,0.5534644951161586,0.6879514697350954,0.38441723526308413,0.5419444000381127,0.6879514697350954,0.5902238245073118,0.35361951222876087,0.6897206256981008,0.7567759618978016,0.6000386999415545,0.7567759618978016,0.02723797625906188,-0.19876267481021315,9.658756789576728e-06,-0.19876267481021315,-21.54649417386396,3.106585199930123e-05,-21.54649417386396,0.14263223994591023,9.98274940684496e-06,0.14263223994591023,-7.2008748695760865,-21.54649417386396,2D AE mixed-T exclusion,4,normalized_delta,96
3,0.4978414653947479,0.460886544695026,0.5077227857552077,0.47532307827158976,0.6745195140179835,0.34368179628723544,0.4978414628589362,0.6745195140179835,0.45627847856989034,0.3673962446046062,0.4118063865462318,0.6077999763656408,0.4623342025054929,0.6077999763656408,0.6476363014826477,0.6920268077633414,6.749487818069611e-06,0.6920268077633414,-10.304060774766597,1.9188179840057275e-05,-10.304060774766597,0.6926605554728302,9.115884961374831e-06,0.6926605554728302,-2.973124470510142,-10.304060774766597,2D AE mixed-T exclusion,4,normalized_delta,96
4,0.39613039948438344,0.3974002431784021,0.3845678209474212,0.2961356687702631,0.5552412411099986,0.3370142803380364,0.39613039673943273,0.5552412411099986,0.39119074331890596,0.3701490988605656,0.28626844254904427,0.5449875562335365,0.4004683658810488,0.5449875562335365,0.20449031159629794,0.43949107219383654,1.0834524209712981e-05,0.43949107219383654,-11.378122708568338,1.7668616828814264e-05,-11.378122708568338,-1.9208270157523843,1.2996709165236097e-05,-1.9208270157523843,-4.286486217375629,-11.378122708568338,2D AE mixed-T exclusion,4,normalized_delta,96
5,0.3635349581116124,0.3667985956135549,0.3533077527033655,0.2819695318215772,0.48642352764543734,0.32221181467175486,0.3635349580462564,0.48642352764543734,0.3622128146651544,0.32395403578993864,0.28183453300152905,0.49879322620108724,0.36819393166418496,0.49879322620108724,0.7313101236675045,0.778163002517505,7.954890554628946e-06,0.778163002517505,-4.099339252191312,1.5394868751172907e-05,-4.099339252191312,0.24614967785520991,9.319314540334744e-06,0.24614967785520991,-1.0250088572728657,-4.099339252191312,2D AE mixed-T exclusion,4,normalized_delta,96
6,0.3540228242936887,0.35676064427549903,0.3449292061360259,0.2811808959433907,0.4613512995995973,0.31953627937718443,0.3540228249733908,0.4613512995995973,0.3518275519636901,0.3359889599378221,0.2633118686208036,0.47607927952776663,0.35846003602879745,0.47607927952776663,0.6719183708594761,0.7598486879437703,8.57647969496611e-06,0.7598486879437703,-4.61037450422917,1.5100118162081344e-05,-4.61037450422917,-0.1062661544566239,1.0092188381349842e-05,-0.1062661544566239,-1.3189306569140078,-4.61037450422917,2D AE mixed-T exclusion,4,normalized_delta,96
7,0.3485338449478149,0.34882104984778717,0.33955903814027183,0.2770991741042388,0.45157640952813,0.3169259449761165,0.3485338428694951,0.45157640952813,0.34401189791969955,0.33138291464274516,0.2651925192330964,0.45503571338485926,0.35053704908690025,0.45503571338485926,0.7125166866227423,0.7892137625980467,7.481459579139482e-06,0.7892137625980467,-4.091885686823493,1.4088829948377679e-05,-4.091885686823493,0.05557502965299088,9.444132706448726e-06,0.05557502965299088,-1.0823656315241517,-4.091885686823493,2D AE mixed-T exclusion,4,normalized_delta,96
8,0.3448839394669784,0.3500186382988958,0.3355248295162853,0.2750946428430708,0.4433351329674846,0.3162220433354378,0.344883939715331,0.4433351329674846,0.34504711563257795,0.33420189209573437,0.2626436763384845,0.4579972951905802,0.35161428787493304,0.4579972951905802,0.6956862303082462,0.7579713201565803,9.269943734580011e-06,0.7579713201565803,-4.678685177653263,1.5203691509668715e-05,-4.678685177653263,0.10236801286059372,1.0797979666676837e-05,0.10236801286059372,-1.2727819482120297,-4.678685177653263,2D AE mixed-T exclusion,4,normalized_delta,96
9,0.3423616210096761,0.34700762818224334,0.33319484803237415,0.2743007713634717,0.44016900501753153,0.31261508931454857,0.34236162189851727,0.44016900501753153,0.3419711921118984,0.329718165579834,0.25502132836845703,0.4614494967099745,0.3487296635527552,0.4614494967099745,0.6529924505678332,0.7526418609283869,7.783219143675523e-06,0.7526418609283869,-4.782133452498421,1.481727886130102e-05,-4.782133452498421,-0.2127912701657375,1.0284266932103491e-05,-0.2127912701657375,-1.4140942872452573,-4.782133452498421,2D AE mixed-T exclusion,4,normalized_delta,96
10,0.3384777754545212,0.3432859342055101,0.32951732152386715,0.27022037415912276,0.43704486736341525,0.30816808444888966,0.33847777532380924,0.43704486736341525,0.3390986168953149,0.33107433043187484,0.2704821089282632,0.43156764379818924,0.34437469438610907,0.43156764379818924,0.7895327818004902,0.8449270281271113,7.595007696181711e-06,0.8449270281271113,-2.1574289741164674,1.3590356820714078e-05,-2.1574289741164674,0.23396617017130494,9.352569009024592e-06,0.23396617017130494,-0.3595119252726837,-2.1574289741164674,2D AE mixed-T exclusion,4,normalized_delta,96
