epoch,train_objective,val_objective,train_mse_norm,train_source_depablo_low_temp_reconstruction,train_source_reid_reconstruction,train_macro_source_reconstruction,train_max_source_reconstruction,val_mse_norm,val_source_reid_reconstruction,val_source_depablo_low_temp_reconstruction,val_macro_source_reconstruction,val_max_source_reconstruction,dataset,latent_dim,target_mode,hidden_size
1,0.6169936141967773,0.5182106691338122,0.6260001204013824,0.659321976006031,0.5746652517318726,0.6169936138689518,0.659321976006031,0.5172369058839977,0.5271213409975171,0.5092999972701072,0.5182106691338122,0.5271213409975171,Reid + low-T 2D AE,4,normalized_delta,96
2,0.36363380950689317,0.3651739840954542,0.34294211500883104,0.30911725300550463,0.4181503658294678,0.36363380941748624,0.4181503658294678,0.36462902634963396,0.3982408984079957,0.3321070697829127,0.3651739840954542,0.3982408984079957,Reid + low-T 2D AE,4,normalized_delta,96
3,0.3289491828083992,0.34724676788039505,0.30499151730537416,0.26705940324068067,0.39083896136283874,0.32894918230175973,0.39083896136283874,0.34692972141318024,0.38076286438480017,0.3137306713759899,0.34724676788039505,0.38076286438480017,Reid + low-T 2D AE,4,normalized_delta,96
4,0.3003204398751259,0.3145678983926773,0.2749256827235222,0.23172825336456299,0.36891262644529343,0.3003204399049282,0.36891262644529343,0.31467021323926747,0.38041227001696826,0.24872352676838635,0.3145678983926773,0.38041227001696826,Reid + low-T 2D AE,4,normalized_delta,96
5,0.2549100993871689,0.26524216868542133,0.22738891053199767,0.1682375603020191,0.3415826376378536,0.2549100989699364,0.3415826376378536,0.2656120358519256,0.35167750737071035,0.1788068300001323,0.26524216868542133,0.35167750737071035,Reid + low-T 2D AE,4,normalized_delta,96
6,0.20221619135141372,0.2305379246287048,0.179716155230999,0.12975040784478187,0.2746819748580456,0.20221619135141372,0.2746819748580456,0.23138533602189273,0.31161610140651463,0.14945974785089494,0.2305379246287048,0.31161610140651463,Reid + low-T 2D AE,4,normalized_delta,96
7,0.17681410539150239,0.22532756260968745,0.15741777867078782,0.11530657437443734,0.23832163728773595,0.17681410583108664,0.23832163728773595,0.22604275485500694,0.3044284650348127,0.1462266601845622,0.22532756260968745,0.3044284650348127,Reid + low-T 2D AE,4,normalized_delta,96
8,0.169393260627985,0.21138902737013995,0.150560150295496,0.11002100761234761,0.22876551288366317,0.16939326024800538,0.22876551288366317,0.21192658610176296,0.2804754559956491,0.1423025987446308,0.21138902737013995,0.2804754559956491,Reid + low-T 2D AE,4,normalized_delta,96
9,0.16529641738533973,0.21588370505906643,0.14713118702173233,0.10754899930208922,0.22304383626580238,0.1652964177839458,0.22304383626580238,0.216442771400325,0.2910218624509871,0.14074554766714573,0.2158837050590664,0.2910218624509871,Reid + low-T 2D AE,4,normalized_delta,96
10,0.16157914239168167,0.2125984236006625,0.14375181125104428,0.10482606951147318,0.21833221450448037,0.16157914200797677,0.21833221450448037,0.2131578141953796,0.2835068690506741,0.14168997815065085,0.2125984236006625,0.2835068690506741,Reid + low-T 2D AE,4,normalized_delta,96
11,0.15856882792711258,0.22360506154503673,0.1414177051782608,0.10306369756162166,0.21407395789027214,0.1585688277259469,0.21407395789027214,0.22404847050225363,0.3106674003377557,0.1365427227523178,0.22360506154503673,0.3106674003377557,Reid + low-T 2D AE,4,normalized_delta,96
12,0.1563023090362549,0.23618733989587054,0.1394892143905163,0.10152667327225208,0.21107794515788555,0.15630230921506882,0.21107794515788555,0.23641802992206068,0.3313737688707188,0.1410009109210223,0.23618733989587054,0.3313737688707188,Reid + low-T 2D AE,4,normalized_delta,96
13,0.15409313905239105,0.22752599732810633,0.13739024113118647,0.10017220515012741,0.20801407252252102,0.15409313883632422,0.20801407252252102,0.22771283495565878,0.3207864198340103,0.13426557482220233,0.2275259973281063,0.3207864198340103,Reid + low-T 2D AE,4,normalized_delta,96
14,0.1526462968289852,0.24041419472452252,0.13606195221841336,0.0991132497638464,0.2061793444752693,0.15264629711955785,0.2061793444752693,0.24078403012268246,0.34734437869675455,0.1334840107522905,0.24041419472452252,0.34734437869675455,Reid + low-T 2D AE,4,normalized_delta,96
15,0.14997088354825974,0.22766463329596445,0.1338395973742008,0.09765429498255253,0.20228747177124023,0.14997088337689637,0.20228747177124023,0.22807204964989797,0.318759720955044,0.13656954563688486,0.22766463329596442,0.318759720955044,Reid + low-T 2D AE,4,normalized_delta,96
16,0.1477911162674427,0.23754680849798024,0.13205266918241979,0.09646072120964527,0.19912151105701922,0.14779111613333223,0.19912151105701922,0.2380910256113857,0.33970522980578244,0.13538838719017804,0.23754680849798024,0.33970522980578244,Reid + low-T 2D AE,4,normalized_delta,96
