epoch,train_objective,val_objective,train_mse_norm,train_source_reid_reconstruction,train_macro_source_reconstruction,train_max_source_reconstruction,val_mse_norm,val_source_reid_reconstruction,val_macro_source_reconstruction,val_max_source_reconstruction,dataset,latent_dim,target_mode,hidden_size
1,0.8600258484090629,0.6774595596361905,0.8527313254773616,0.8600258484090629,0.8600258484090629,0.8600258484090629,0.6750636431970634,0.6774595596361905,0.6774595596361905,0.6774595596361905,reid,4,normalized_delta,128
2,0.6195886426850369,0.6148482236021664,0.6127992675100502,0.6195886426850369,0.6195886426850369,0.6195886426850369,0.6119816373684444,0.6148482236021664,0.6148482236021664,0.6148482236021664,reid,4,normalized_delta,128
3,0.5908127172997123,0.6193454197491519,0.5837994366492095,0.5908127172997123,0.5908127172997123,0.5908127172997123,0.6166264529747423,0.6193454197491519,0.6193454197491519,0.6193454197491519,reid,4,normalized_delta,128
4,0.5805577752229415,0.6278472852427512,0.5734923292147486,0.5805577752229415,0.5805577752229415,0.5805577752229415,0.6252312569413334,0.6278472852427512,0.6278472852427512,0.6278472852427512,reid,4,normalized_delta,128
5,0.5773504534246106,0.6309579995286185,0.5702688411662453,0.5773504534246106,0.5773504534246106,0.5773504534246106,0.6283928716729861,0.6309579995286185,0.6309579995286185,0.6309579995286185,reid,4,normalized_delta,128
6,0.5750963888082065,0.6303938714117976,0.5680192165664937,0.5750963888082065,0.5750963888082065,0.5750963888082065,0.6278624201513594,0.6303938714117976,0.6303938714117976,0.6303938714117976,reid,4,normalized_delta,128
7,0.5719587339774559,0.6280802318797214,0.5648894901730512,0.5719587339774559,0.5719587339774559,0.5719587339774559,0.6255771985452157,0.6280802318797214,0.6280802318797214,0.6280802318797214,reid,4,normalized_delta,128
8,0.5675226188607906,0.6239047305571148,0.5604875808287608,0.5675226188607906,0.5675226188607906,0.5675226188607906,0.6214445379882818,0.6239047305571148,0.6239047305571148,0.6239047305571148,reid,4,normalized_delta,128
9,0.5599493944723355,0.6168548139103223,0.5530635502385466,0.5599493944723355,0.5599493944723355,0.5599493944723355,0.6145333562599262,0.6168548139103223,0.6168548139103223,0.6168548139103223,reid,4,normalized_delta,128
10,0.5451347417345173,0.6026027502957731,0.5386059970643959,0.5451347417345173,0.5451347417345173,0.5451347417345173,0.6007346483238507,0.6026027502957731,0.6026027502957731,0.6026027502957731,reid,4,normalized_delta,128
11,0.5235989094564789,0.5880890602711588,0.5173299458073942,0.5235989094564789,0.5235989094564789,0.5235989094564789,0.5865514451143099,0.5880890602711588,0.5880890602711588,0.5880890602711588,reid,4,normalized_delta,128
12,0.5018968645875391,0.5737537728564348,0.49592508365841287,0.5018968645875391,0.5018968645875391,0.5018968645875391,0.5723168397089466,0.5737537728564348,0.5737537728564348,0.5737537728564348,reid,4,normalized_delta,128
13,0.4791086737654711,0.558558794320561,0.47355043862603213,0.4791086737654711,0.4791086737654711,0.4791086737654711,0.5572781482478604,0.558558794320561,0.558558794320561,0.558558794320561,reid,4,normalized_delta,128
14,0.4587712336527674,0.5460465368523728,0.4536864361088527,0.4587712336527674,0.4587712336527674,0.4587712336527674,0.5447996993316337,0.5460465368523728,0.5460465368523728,0.5460465368523728,reid,4,normalized_delta,128
15,0.44351930947680224,0.5340087973163463,0.43888263137717,0.44351930947680224,0.44351930947680224,0.44351930947680224,0.5328001472807955,0.5340087973163463,0.5340087973163463,0.5340087973163463,reid,4,normalized_delta,128
16,0.43078262300083514,0.5255681052221917,0.4265011618796148,0.43078262300083514,0.43078262300083514,0.43078262300083514,0.5243696988909505,0.5255681052221917,0.5255681052221917,0.5255681052221917,reid,4,normalized_delta,128
17,0.41996637288677063,0.5179801512276754,0.415963245693006,0.41996637288677063,0.41996637288677063,0.41996637288677063,0.5167797330650501,0.5179801512276754,0.5179801512276754,0.5179801512276754,reid,4,normalized_delta,128
18,0.4107431617222334,0.5119219262851402,0.4068980478142437,0.4107431617222334,0.4107431617222334,0.4107431617222334,0.5107193803414702,0.5119219262851402,0.5119219262851402,0.5119219262851402,reid,4,normalized_delta,128
