epoch,train_loss,val_loss,train_dz_mse_norm,train_loss_raw,train_position_loss,val_dz_mse_norm,val_dz_mse_raw,val_position_loss,val_rollout_p_ratio_r2,val_rollout_p_ratio_pearson,val_rollout_used,val_rollout_macro_source_p_ratio_r2,val_rollout_min_source_p_ratio_r2,val_rollout_macro_source_endpoint_p_ratio_r2,val_rollout_min_source_endpoint_p_ratio_r2,val_rollout_source_reid_p_ratio_r2,val_rollout_source_depablo_low_temp_p_ratio_r2,val_rollout_source_lj_noisy_p_ratio_r2,val_rollout_source_reid_endpoint_p_ratio_r2,val_rollout_source_depablo_low_temp_endpoint_p_ratio_r2,val_rollout_source_lj_noisy_endpoint_p_ratio_r2,val_rollout_p_ratio_r2_step_100,stage,unroll_steps,stage_epoch,dataset,latent_dim,target_mode,hidden_size,propagator_loss,propagator_objective,propagator_multistep_horizons,propagator_multistep_loss,propagator_step_stride,initial_velocity
1,1.3416805758195764,2.184662719567617,1.3416805758195764,0.0017859438667073846,0.0,2.184662719567617,0.0031231557368300855,0.0,,,,,,,,,,,,,,,1,1,1,shared4,6,normalized_delta,128,delta,fixed_history_one_step,[1],all_steps_plus_optional_decoded_endpoint,1,zero
2,1.3299797352622538,2.1646008590857186,1.3299797352622538,0.0017705972114687458,0.0,2.1646008590857186,0.003097720987473925,0.0,0.628113124545254,0.8505798217420705,60.0,0.027998119257838867,-0.33762403737989555,0.027998119257838867,-0.33762403737989555,-0.03763596613789488,0.45925436129130703,-0.33762403737989555,-0.03763596613789488,0.45925436129130703,-0.33762403737989555,0.628113124545254,1,1,2,shared4,6,normalized_delta,128,delta,fixed_history_one_step,[1],all_steps_plus_optional_decoded_endpoint,1,zero
3,1.3063969752367806,2.124253729979197,1.3063969752367806,0.001744001405313611,0.0,2.124253729979197,0.0030475840321742,0.0,,,,,,,,,,,,,,,1,1,3,shared4,6,normalized_delta,128,delta,fixed_history_one_step,[1],all_steps_plus_optional_decoded_endpoint,1,zero
4,1.2579506355173447,2.0386020143826804,1.2579506355173447,0.0016834573299788376,0.0,2.0386020143826804,0.0029440837679430842,0.0,0.6483277210951719,0.8492741917139799,60.0,0.08660459539430694,-0.21979537362615575,0.08660459539430694,-0.21979537362615575,-0.018333195471958996,0.4979423552810356,-0.21979537362615575,-0.018333195471958996,0.4979423552810356,-0.21979537362615575,0.6483277210951719,1,1,4,shared4,6,normalized_delta,128,delta,fixed_history_one_step,[1],all_steps_plus_optional_decoded_endpoint,1,zero
5,1.1644955522873823,1.8800385495026906,1.1644955522873823,0.0015753788996816559,0.0,1.8800385495026906,0.002762425302838286,0.0,,,,,,,,,,,,,,,1,1,5,shared4,6,normalized_delta,128,delta,fixed_history_one_step,[1],all_steps_plus_optional_decoded_endpoint,1,zero
6,1.0182277840726517,1.660751074552536,1.0182277840726517,0.001422048792900408,0.0,1.660751074552536,0.0025374692825910947,0.0,0.6669864969422775,0.8435902352708142,60.0,0.17247383845792633,-0.022771305299710498,0.17247383845792633,-0.022771305299710498,0.01467463702167826,0.5255181836518112,-0.022771305299710498,0.01467463702167826,0.5255181836518112,-0.022771305299710498,0.6669864969422775,1,1,6,shared4,6,normalized_delta,128,delta,fixed_history_one_step,[1],all_steps_plus_optional_decoded_endpoint,1,zero
7,0.8679779697867,1.4549211263656616,0.8679779697867,0.0012969310080413433,0.0,1.4549211263656616,0.0023464489301356175,0.0,,,,,,,,,,,,,,,1,1,7,shared4,6,normalized_delta,128,delta,fixed_history_one_step,[1],all_steps_plus_optional_decoded_endpoint,1,zero
8,0.7623782473451951,1.3220600585142772,0.7623782473451951,0.0012073143494918065,0.0,1.3220600585142772,0.0022040033945813775,0.0,0.6572979707472995,0.829557708461361,60.0,0.15121350349446264,-0.06411855770439612,0.15121350349446264,-0.06411855770439612,0.013955239323012791,0.5038038288647713,-0.06411855770439612,0.013955239323012791,0.5038038288647713,-0.06411855770439612,0.6572979707472995,1,1,8,shared4,6,normalized_delta,128,delta,fixed_history_one_step,[1],all_steps_plus_optional_decoded_endpoint,1,zero
9,0.6917671245687148,1.2489187618096669,0.6917671245687148,0.0011227412854650004,0.0,1.2489187618096669,0.0021209855719159045,0.0,,,,,,,,,,,,,,,1,1,9,shared4,6,normalized_delta,128,delta,fixed_history_one_step,[1],all_steps_plus_optional_decoded_endpoint,1,zero
10,0.6432478427886963,1.1833234131336212,0.6432478427886963,0.001056773728444515,0.0,1.1833234131336212,0.002015745674725622,0.0,0.6789300508102754,0.8397435654241522,60.0,0.0964813601871249,-0.28351203767692557,0.0964813601871249,-0.28351203767692557,0.004801792643183811,0.5681543255951165,-0.28351203767692557,0.004801792643183811,0.5681543255951165,-0.28351203767692557,0.6789300508102754,1,1,10,shared4,6,normalized_delta,128,delta,fixed_history_one_step,[1],all_steps_plus_optional_decoded_endpoint,1,zero
11,0.6078419895733104,1.1063461403052013,0.6078419895733104,0.0010014038930154022,0.0,1.1063461403052013,0.0018820690165739506,0.0,,,,,,,,,,,,,,,1,1,11,shared4,6,normalized_delta,128,delta,fixed_history_one_step,[1],all_steps_plus_optional_decoded_endpoint,1,zero
12,0.5652136697488672,1.0154951860507329,0.5652136697488672,0.0009297856218729387,0.0,1.0154951860507329,0.0017261065174049388,0.0,0.656018042669874,0.839916110080707,60.0,0.045888047239691344,-0.2562441308365151,0.045888047239691344,-0.2562441308365151,-0.16961213248232854,0.5635204050379177,-0.2562441308365151,-0.16961213248232854,0.5635204050379177,-0.2562441308365151,0.656018042669874,1,1,12,shared4,6,normalized_delta,128,delta,fixed_history_one_step,[1],all_steps_plus_optional_decoded_endpoint,1,zero
