source,frame,total,valid,true_valid,p_ratio_r2,p_ratio_mae,target_variance,position_mse,strain_x_error,strain_y_error
depablo_low_temp,5,20,20,20,0.6691057976254662,0.1230200691846629,0.0635535199374179,4.927960231881912e-07,0.0015730336104752495,0.00025460179240326396
depablo_low_temp,10,20,20,20,0.7840746976672337,0.12211753469265978,0.08909196724582674,3.927825567018317e-07,0.0013182819355279207,0.00019296345344628208
depablo_low_temp,25,20,20,20,0.8750089322470018,0.09836159019130941,0.1113451632350467,3.725329975168279e-07,0.0010261625051498414,0.00019826812349492683
depablo_low_temp,50,20,20,20,0.9354762210740162,0.07286841766987281,0.12192390929122102,7.689533802590632e-07,0.0008650861913338303,0.0003584081379813142
depablo_low_temp,75,20,20,20,0.9560626703246986,0.06065507436600417,0.1271388104990921,1.5968738594551723e-06,0.0008920019492506981,0.0004828709250432439
depablo_low_temp,100,20,20,20,0.9648015457143222,0.05405812476673878,0.1309363081666797,2.8748795358524148e-06,0.0010236911941319704,0.0005839467630721629
depablo_low_temp,125,20,20,20,0.9684523042759294,0.04749141359173985,0.1341610869454215,4.711881049956901e-06,0.0011661970987915994,0.0006841137947048992
depablo_low_temp,149,20,20,20,0.9547505096002324,0.05273250295481039,0.13699498132137658,7.560104992876404e-06,0.001634201966226101,0.000873422174481675
depablo_low_temp,150,20,20,20,0.9536840665935093,0.0535008900972065,0.13710567759410502,7.714438385164613e-06,0.0016621320508420467,0.0008905146562028677
depablo_mixed_temp,5,20,20,20,-0.067750752982211,0.40529657749258263,0.22679945757564682,1.56298425558532e-05,0.0022763459928683005,0.0005861280929821078
depablo_mixed_temp,10,20,20,20,0.31650049494714116,0.24987031821972586,0.17922109704665723,2.0000858534530152e-05,0.003114004840608686,0.0005569549064603052
depablo_mixed_temp,25,20,20,20,0.6009645317195176,0.218200672589262,0.18142652653321048,1.793817341706472e-05,0.002512026415206492,0.0005878317373571917
depablo_mixed_temp,50,20,20,20,0.8737647748829952,0.10027236547882327,0.12905106469273595,2.144565099513329e-05,0.0030199302826076748,0.0008351806878636126
depablo_mixed_temp,75,20,20,20,0.8700795388877808,0.09805148866912104,0.1721180025747532,2.3341544920185698e-05,0.0032418641727417707,0.000714460908784531
depablo_mixed_temp,100,20,20,20,0.8867224787964156,0.0869352379017109,0.12643548055144446,2.5429934407839027e-05,0.0025871075689792634,0.001061670365743339
depablo_mixed_temp,125,20,20,20,0.7815866639451113,0.10012184297959041,0.15482135978229525,3.0240962360039703e-05,0.0035881245508790015,0.0015148847218370066
depablo_mixed_temp,149,20,20,20,0.8765529917971189,0.09237052893044265,0.13202052126728464,2.8924134073804453e-05,0.002673440286889672,0.001453857304295525
depablo_mixed_temp,150,20,20,20,0.8824351029080146,0.08493641564253909,0.13788865110405393,2.7530943032161304e-05,0.00260310173034668,0.0013411362830083816
lj_noisy,5,20,20,20,-11.45380361593143,0.09902807215708084,0.0012192600578043978,1.5523059850863775e-07,0.000840259634424001,0.0002459422001265921
lj_noisy,10,20,20,20,-4.037425981805482,0.08326791774626761,0.002153844244672589,1.3142977728364258e-07,0.0006303742411546409,0.00021926115005044267
lj_noisy,25,20,20,20,-0.4444512257720288,0.060850696520934534,0.004116859972161529,3.386619717105077e-07,0.0003726189024746418,0.0002291449811309576
lj_noisy,50,20,20,20,0.22765544269312887,0.04439937501766336,0.004765160046327359,1.5671445936504824e-06,0.0005258766235783696,0.0002844395115971565
lj_noisy,75,20,20,20,0.15219477441936224,0.048427822557910935,0.005096114207392416,4.036353720948682e-06,0.000735122337937355,0.0004957644734531641
lj_noisy,100,20,20,20,0.16077014087699892,0.048287643385556835,0.005310082358180217,7.774990376674395e-06,0.0008283627219498157,0.0006245883647352457
lj_noisy,125,20,20,20,0.2879657097299947,0.04380055085205572,0.005569300277656472,1.2988672278879675e-05,0.0008000434376299381,0.0006893565412610769
lj_noisy,149,20,20,20,0.2073360138412288,0.05305498321382211,0.0058612530060078456,1.978260379473795e-05,0.0011575096286833286,0.0008220633724704384
lj_noisy,150,20,20,20,0.19242032988428304,0.053944956230711036,0.005877561133984836,2.011944288824452e-05,0.001189700700342655,0.0008334264624863863
reid,5,20,20,20,-0.6951326870600041,0.16499067367754888,0.02154076783415691,1.3887245131627424e-07,0.0007551221526227892,0.00019890476505679544
reid,10,20,20,20,0.13245320765226465,0.13591022568460145,0.028346618455362994,1.1929464189819327e-07,0.0005431192694231868,0.00022992997692199423
reid,25,20,20,20,0.7200695796472386,0.08292304703375644,0.034074291474254684,3.4662604946333887e-07,0.00042618183651939036,0.00031320305206463674
reid,50,20,20,20,0.8993691222816531,0.04800384764602504,0.03674579830514,1.4472908468121658e-06,0.0006447019055485726,0.00038228796183830126
reid,75,20,20,20,0.9361672382402252,0.03873447604129291,0.03814548712888468,3.4313977636202254e-06,0.0008027090225368738,0.00048646657523931935
reid,100,20,20,20,0.9498432639881054,0.03521195735395683,0.039261933802947645,6.372084551742318e-06,0.0007142098154872655,0.0006017499486915767
reid,125,20,20,20,0.95090221145096,0.03512844863412086,0.040278386785974486,1.0439213554036542e-05,0.0007747323252260685,0.0007212855489342473
reid,149,20,20,20,0.9229611406384931,0.04179052929536431,0.04122426506644665,1.633569173691285e-05,0.001723844837397337,0.0008698652643943205
reid,150,20,20,20,0.921090974287503,0.04228589377543185,0.041262728129658005,1.664365877900309e-05,0.0017805094830691814,0.0008765028876950964
