epoch,train_objective,val_objective,train_mse_norm,train_source_depablo_mixed_temp_reconstruction,train_macro_source_reconstruction,train_max_source_reconstruction,val_mse_norm,val_source_depablo_mixed_temp_reconstruction,val_macro_source_reconstruction,val_max_source_reconstruction,dataset,latent_dim,target_mode,hidden_size
1,0.9759402869367286,0.7104521255241707,0.9620456607326081,0.9759402869367286,0.9759402869367286,0.9759402869367286,0.7166162884386722,0.7104521255241707,0.7104521255241707,0.7104521255241707,depablo_mixed_temp,6,normalized_delta,128
2,0.8780563807016925,0.707810023392085,0.8651930324733257,0.8780563807016925,0.8780563807016925,0.8780563807016925,0.7138715479522943,0.707810023392085,0.707810023392085,0.707810023392085,depablo_mixed_temp,6,normalized_delta,128
3,0.8739389917568157,0.7071893202955835,0.8611800107124604,0.8739389917568157,0.8739389917568157,0.8739389917568157,0.7132480125874281,0.7071893202955835,0.7071893202955835,0.7071893202955835,depablo_mixed_temp,6,normalized_delta,128
4,0.8708848177210281,0.705790486827027,0.8581784009541336,0.8708848177210281,0.8708848177210281,0.8708848177210281,0.7118784812046215,0.705790486827027,0.705790486827027,0.705790486827027,depablo_mixed_temp,6,normalized_delta,128
5,0.8668094853429418,0.7032877909950912,0.8541290600048869,0.8668094853429418,0.8668094853429418,0.8668094853429418,0.7094595961971208,0.7032877909950912,0.7032877909950912,0.7032877909950912,depablo_mixed_temp,6,normalized_delta,128
6,0.8589742898156768,0.6988891047076322,0.8462944276630878,0.8589742898156768,0.8589742898156768,0.8589742898156768,0.7053866648930125,0.6988891047076322,0.6988891047076322,0.6988891047076322,depablo_mixed_temp,6,normalized_delta,128
7,0.8444424464122245,0.6623506685136817,0.8316439149411101,0.8444424464122245,0.8444424464122245,0.8444424464122245,0.6689575702766888,0.6623506685136817,0.6623506685136817,0.6623506685136817,depablo_mixed_temp,6,normalized_delta,128
8,0.8265526816248894,0.6437425771728158,0.8135328617143004,0.8265526816248894,0.8265526816248894,0.8265526816248894,0.6500712021370418,0.6437425771728158,0.6437425771728158,0.6437425771728158,depablo_mixed_temp,6,normalized_delta,128
9,0.8177398153237606,0.6390760614885949,0.8043745681643486,0.8177398153237606,0.8177398153237606,0.8177398153237606,0.6454041509423405,0.6390760614885949,0.6390760614885949,0.6390760614885949,depablo_mixed_temp,6,normalized_delta,128
10,0.8113111819287664,0.6360589852556586,0.7980584292035354,0.8113111819287664,0.8113111819287664,0.8113111819287664,0.6424078786512837,0.6360589852556586,0.6360589852556586,0.6360589852556586,depablo_mixed_temp,6,normalized_delta,128
11,0.8064786111445803,0.6337250519136433,0.7932604730717445,0.8064786111445803,0.8064786111445803,0.8064786111445803,0.6401090682193171,0.6337250519136433,0.6337250519136433,0.6337250519136433,depablo_mixed_temp,6,normalized_delta,128
12,0.8024737396914708,0.6319512227491941,0.789267766710959,0.8024737396914708,0.8024737396914708,0.8024737396914708,0.6383486133127008,0.6319512227491941,0.6319512227491941,0.6319512227491941,depablo_mixed_temp,6,normalized_delta,128
13,0.7995863504511745,0.6307004656700883,0.7863918432475705,0.7995863504511745,0.7995863504511745,0.7995863504511745,0.6370964138477575,0.6307004656700883,0.6307004656700883,0.6307004656700883,depablo_mixed_temp,6,normalized_delta,128
14,0.7973372565680429,0.629377857723739,0.784143677628354,0.7973372565680429,0.7973372565680429,0.7973372565680429,0.6357637677865569,0.629377857723739,0.629377857723739,0.629377857723739,depablo_mixed_temp,6,normalized_delta,128
15,0.7954476375917071,0.627893398370361,0.7822498964832018,0.7954476375917071,0.7954476375917071,0.7954476375917071,0.6342615486937575,0.627893398370361,0.627893398370361,0.627893398370361,depablo_mixed_temp,6,normalized_delta,128
16,0.7937629031115456,0.6264472655602731,0.7805655623541067,0.7937629031115456,0.7937629031115456,0.7937629031115456,0.6327963800285943,0.6264472655602731,0.6264472655602731,0.6264472655602731,depablo_mixed_temp,6,normalized_delta,128
17,0.7923049356788396,0.625054897624068,0.7791130371587841,0.7923049356788396,0.7923049356788396,0.7923049356788396,0.6313897651270963,0.625054897624068,0.625054897624068,0.625054897624068,depablo_mixed_temp,6,normalized_delta,128
18,0.7909435894732413,0.6236770311079454,0.7777560130938104,0.7909435894732413,0.7909435894732413,0.7909435894732413,0.6299892649403773,0.6236770311079454,0.6236770311079454,0.6236770311079454,depablo_mixed_temp,6,normalized_delta,128
19,0.7896134376918015,0.6223251400515437,0.7764346899170624,0.7896134376918015,0.7896134376918015,0.7896134376918015,0.6286116986884736,0.6223251400515437,0.6223251400515437,0.6223251400515437,depablo_mixed_temp,6,normalized_delta,128
20,0.7882869200486886,0.6210167932440527,0.7751197368690842,0.7882869200486886,0.7882869200486886,0.7882869200486886,0.6272795356344432,0.6210167932440527,0.6210167932440527,0.6210167932440527,depablo_mixed_temp,6,normalized_delta,128
21,0.7869298341831095,0.6197201926843263,0.7737748914839406,0.7869298341831095,0.7869298341831095,0.7869298341831095,0.6259625572129153,0.6197201926843263,0.6197201926843263,0.6197201926843263,depablo_mixed_temp,6,normalized_delta,128
22,0.785487954730266,0.618367450486403,0.7723450468362947,0.785487954730266,0.785487954730266,0.785487954730266,0.6245928549033124,0.618367450486403,0.618367450486403,0.618367450486403,depablo_mixed_temp,6,normalized_delta,128
23,0.7838933586682144,0.6169073049095459,0.7707644151229608,0.7838933586682144,0.7838933586682144,0.7838933586682144,0.6231179714668542,0.6169073049095459,0.6169073049095459,0.6169073049095459,depablo_mixed_temp,6,normalized_delta,128
24,0.7820973095925231,0.6152682510728482,0.7689863783748526,0.7820973095925231,0.7820973095925231,0.7820973095925231,0.6214662148267962,0.6152682510728482,0.6152682510728482,0.6152682510728482,depablo_mixed_temp,6,normalized_delta,128
25,0.7800439626762742,0.6133236133609898,0.766956213195073,0.7800439626762742,0.7800439626762742,0.7800439626762742,0.6195088911626954,0.6133236133609898,0.6133236133609898,0.6133236133609898,depablo_mixed_temp,6,normalized_delta,128
26,0.7775471550853629,0.6109790994669311,0.764490619674325,0.7775471550853629,0.7775471550853629,0.7775471550853629,0.6171528463019058,0.6109790994669311,0.6109790994669311,0.6109790994669311,depablo_mixed_temp,6,normalized_delta,128
27,0.7739976687258796,0.6075187995156739,0.7609874521823305,0.7739976687258796,0.7739976687258796,0.7739976687258796,0.6136830193281639,0.6075187995156739,0.6075187995156739,0.6075187995156739,depablo_mixed_temp,6,normalized_delta,128
28,0.7668783903514084,0.5996945399965625,0.7539905105374362,0.7668783903514084,0.7668783903514084,0.7668783903514084,0.6058728163188789,0.5996945399965625,0.5996945399965625,0.5996945399965625,depablo_mixed_temp,6,normalized_delta,128
29,0.7526330311733641,0.5880832188413478,0.7401888106606509,0.7526330311733641,0.7526330311733641,0.7526330311733641,0.5941579830541741,0.5880832188413478,0.5880832188413478,0.5880832188413478,depablo_mixed_temp,6,normalized_delta,128
30,0.7398639875219056,0.5883874911960447,0.7279002695295371,0.7398639875219056,0.7398639875219056,0.7398639875219056,0.594550312118372,0.5883874911960447,0.5883874911960447,0.5883874911960447,depablo_mixed_temp,6,normalized_delta,128
31,0.7330292991313495,0.58845834954991,0.7212979393570047,0.7330292991313495,0.7330292991313495,0.7330292991313495,0.5947102231584722,0.58845834954991,0.58845834954991,0.58845834954991,depablo_mixed_temp,6,normalized_delta,128
32,0.7288882062819443,0.5860328524140641,0.7173905337523473,0.7288882062819443,0.7288882062819443,0.7288882062819443,0.5922535935824271,0.5860328524140641,0.5860328524140641,0.5860328524140641,depablo_mixed_temp,6,normalized_delta,128
33,0.7255061403112976,0.5842142754408997,0.7142515069167865,0.7255061403112976,0.7255061403112976,0.7255061403112976,0.5904057135630865,0.5842142754408997,0.5842142754408997,0.5842142754408997,depablo_mixed_temp,6,normalized_delta,128
34,0.7224618419416641,0.58373375008523,0.7114250930908479,0.7224618419416641,0.7224618419416641,0.7224618419416641,0.5899278960423544,0.58373375008523,0.58373375008523,0.58373375008523,depablo_mixed_temp,6,normalized_delta,128
35,0.7196073890908768,0.58379388951289,0.7087353095216187,0.7196073890908768,0.7196073890908768,0.7196073890908768,0.5899975478823762,0.58379388951289,0.58379388951289,0.58379388951289,depablo_mixed_temp,6,normalized_delta,128
36,0.7168947301412883,0.5835571248753695,0.7061655782163143,0.7168947301412883,0.7168947301412883,0.7168947301412883,0.5897552922106115,0.5835571248753695,0.5835571248753695,0.5835571248753695,depablo_mixed_temp,6,normalized_delta,128
37,0.7144159424461817,0.5829912767367205,0.7038213788678772,0.7144159424461817,0.7144159424461817,0.7144159424461817,0.589173266722355,0.5829912767367205,0.5829912767367205,0.5829912767367205,depablo_mixed_temp,6,normalized_delta,128
38,0.7121748158806249,0.5823653107217979,0.7017079838992734,0.7121748158806249,0.7121748158806249,0.7121748158806249,0.5885311425226973,0.5823653107217979,0.5823653107217979,0.5823653107217979,depablo_mixed_temp,6,normalized_delta,128
39,0.710137581295873,0.5816148507146863,0.69978469941569,0.710137581295873,0.710137581295873,0.710137581295873,0.5877627167792525,0.5816148507146863,0.5816148507146863,0.5816148507146863,depablo_mixed_temp,6,normalized_delta,128
40,0.7082129733440907,0.5808042732969625,0.6979682968047104,0.7082129733440907,0.7082129733440907,0.7082129733440907,0.5869348245614674,0.5808042732969625,0.5808042732969625,0.5808042732969625,depablo_mixed_temp,6,normalized_delta,128
