epoch,train_objective,val_objective,train_mse_norm,train_source_lj_noisy_reconstruction,train_source_reid_reconstruction,train_source_depablo_low_temp_reconstruction,train_macro_source_reconstruction,train_max_source_reconstruction,val_mse_norm,val_source_reid_reconstruction,val_source_depablo_low_temp_reconstruction,val_source_lj_noisy_reconstruction,val_macro_source_reconstruction,val_max_source_reconstruction,dataset,latent_dim,target_mode,hidden_size
1,0.4175411482055982,0.2471592164983352,0.4324869669477145,0.5055803453922272,0.3402201485509674,0.4068229524940252,0.4175411488124066,0.5055803453922272,0.24600740514695643,0.24255388783663512,0.1417112922668457,0.3572124693915248,0.2471592164983352,0.3572124693915248,shared Reid + low-T + noisy-LJ,8,normalized_delta,96
2,0.1953939029276371,0.21871104787414272,0.2162922254105409,0.3501732933918635,0.15268540468687813,0.08332301153987647,0.19539390320620606,0.3501732933918635,0.21776536600477994,0.2060571042029187,0.1027464548619464,0.3473295845575631,0.21871104787414275,0.3473295845575631,shared Reid + low-T + noisy-LJ,8,normalized_delta,96
3,0.18475294378399848,0.21328062892022231,0.20582828387618066,0.3385306201974551,0.1415074842919906,0.0742207269333303,0.184752943807592,0.3385306201974551,0.2124022843139246,0.19717585446871816,0.09825755137205124,0.34440848091989756,0.21328062892022234,0.34440848091989756,shared Reid + low-T + noisy-LJ,8,normalized_delta,96
4,0.1804806744058927,0.21300200454238802,0.20161156379183134,0.3319281942844391,0.13739048013091087,0.07212335006768504,0.18048067482767835,0.3319281942844391,0.212185889123939,0.1985567936496809,0.09696704676933586,0.3434821732081473,0.21300200454238802,0.3434821732081473,shared Reid + low-T + noisy-LJ,8,normalized_delta,96
5,0.17793127299348513,0.2134261531078567,0.19940786947806677,0.32902957434455554,0.13335836921446026,0.07140587480304142,0.1779312727873524,0.32902957434455554,0.21257624533151587,0.19732287698797882,0.0990590554755181,0.3438965268600732,0.21342615310785673,0.3438965268600732,shared Reid + low-T + noisy-LJ,8,normalized_delta,96
6,0.1736434638003508,0.20817443990986795,0.19611171910166741,0.32509821527202926,0.12543856756730626,0.07039360788588722,0.17364346357507424,0.32509821527202926,0.20730433806311338,0.18981804516213013,0.09417206908063963,0.340533205486834,0.20817443990986795,0.340533205486834,shared Reid + low-T + noisy-LJ,8,normalized_delta,96
7,0.16774925169845423,0.20683860100340098,0.19043803587555885,0.3170444459120432,0.11830457958082358,0.0678987284215788,0.16774925130481522,0.3170444459120432,0.205887098460303,0.18719707904197275,0.09759089437965304,0.33572782958857716,0.20683860100340098,0.33572782958857716,shared Reid + low-T + noisy-LJ,8,normalized_delta,96
8,0.1644627913137277,0.20353982944708937,0.1869882016380628,0.3115605555276076,0.11544548351565997,0.06638233569202323,0.16446279157843027,0.3115605555276076,0.20265785058696445,0.18496271896082908,0.09402342082606628,0.33163334855437276,0.20353982944708937,0.33163334855437276,shared Reid + low-T + noisy-LJ,8,normalized_delta,96
9,0.1620408094127973,0.2035348472838911,0.18400206937392552,0.3064399479329586,0.11426409694800774,0.06541838215912382,0.1620408090133634,0.3064399479329586,0.2026875987779349,0.18636777162831278,0.09358166373847053,0.33065510648489,0.20353484728389107,0.33065510648489,shared Reid + low-T + noisy-LJ,8,normalized_delta,96
10,0.159100929175814,0.20230345114925877,0.18053310190637906,0.3002483101387819,0.11279334585803251,0.06426113122391204,0.15910092907357548,0.3002483101387819,0.2013966522840783,0.18674276896333322,0.08947366431541741,0.33069392016902566,0.20230345114925874,0.33069392016902566,shared Reid + low-T + noisy-LJ,8,normalized_delta,96
11,0.15631983336806296,0.20120408912561835,0.17752241009473801,0.2946390344897906,0.11103661066790421,0.06328385515573125,0.1563198334378087,0.2946390344897906,0.2003198206407639,0.1869071460715495,0.09076367153273895,0.32594144977256656,0.20120408912561835,0.32594144977256656,shared Reid + low-T + noisy-LJ,8,normalized_delta,96
12,0.15404204079508782,0.20151435780137156,0.17501957179109257,0.28999002526203793,0.10952166507517298,0.06261443285892407,0.1540420410653783,0.28999002526203793,0.20063438736111858,0.1866934132212773,0.0906751927942969,0.3271744673885405,0.20151435780137159,0.3271744673885405,shared Reid + low-T + noisy-LJ,8,normalized_delta,96
13,0.1515735952158769,0.20489550288052608,0.17222608782847723,0.28520222355922065,0.1076781891764452,0.06184037236931424,0.15157359503499335,0.28520222355922065,0.20397144265798853,0.18782515272404998,0.09210404833219946,0.33475730758532884,0.20489550288052608,0.33475730758532884,shared Reid + low-T + noisy-LJ,8,normalized_delta,96
14,0.14889075831572215,0.2069313811811929,0.16919582749406498,0.2797713163991769,0.10564349999744445,0.06125745922885835,0.14889075854182657,0.2797713163991769,0.2059339701468901,0.18476505923550576,0.09444677325338126,0.34158231105469167,0.2069313811811929,0.34158231105469167,shared Reid + low-T + noisy-LJ,8,normalized_delta,96
15,0.1456796000947555,0.210539349335401,0.16561447662115097,0.27377859594424564,0.1026996492370963,0.06056055451122423,0.14567959989752205,0.27377859594424564,0.20955076667076597,0.1923029885631986,0.09495978328119964,0.3443552761618048,0.210539349335401,0.3443552761618048,shared Reid + low-T + noisy-LJ,8,normalized_delta,96
16,0.14257446768383186,0.21336854268005118,0.16236451058586437,0.26820281660556794,0.09938245891407133,0.06013812782801688,0.14257446778255203,0.26820281660556794,0.21239179060018312,0.19296262482134624,0.09693399029504508,0.3502090129237622,0.2133685426800512,0.3502090129237622,shared Reid + low-T + noisy-LJ,8,normalized_delta,96
17,0.1390226749877135,0.214631541482949,0.15847403409083685,0.26159711681803066,0.09613159364958604,0.059339314435298246,0.13902267496763832,0.26159711681803066,0.21376893986202777,0.1934628149587661,0.09983281692070886,0.35059899256937205,0.21463154148294902,0.35059899256937205,shared Reid + low-T + noisy-LJ,8,normalized_delta,96
18,0.1355144622127215,0.2132642289097421,0.15446238460143408,0.25495663189888,0.09287446991416315,0.058712285648410516,0.13551446248715124,0.25495663189888,0.21232896830607206,0.1915418169181794,0.09852550215879455,0.3497253676522523,0.2132642289097421,0.3497253676522523,shared Reid + low-T + noisy-LJ,8,normalized_delta,96
