source,split,index,original_index,target,z0_0,z0_1,z1_0,z1_1,z5_0,z5_1
reid,calibration,1,45,-0.232251246533386,-0.4421257972717285,-1.8631315231323242,-0.4801167845726013,-1.881794810295105,-0.5976861119270325,-2.023843765258789
reid,calibration,2,43,0.34530588309025634,-0.4319715201854706,-1.9376171827316284,-0.47700464725494385,-1.9435597658157349,-0.6593583226203918,-1.964931607246399
reid,calibration,3,73,0.3546914498807752,-0.5544682145118713,-1.9943606853485107,-0.600333571434021,-2.0013129711151123,-0.7846754193305969,-2.0274829864501953
reid,calibration,4,85,-0.04034466635495291,-0.4998832941055298,-1.9186772108078003,-0.5376406311988831,-1.9352295398712158,-0.6723243594169617,-2.032884359359741
reid,calibration,5,22,-0.41202700293673356,-1.089624285697937,-2.2858572006225586,-1.1322135925292969,-2.3050954341888428,-1.2864512205123901,-2.4552814960479736
reid,calibration,6,47,-0.2000712201151801,-0.5922931432723999,-1.9874629974365234,-0.6302762031555176,-2.0052406787872314,-0.7669772505760193,-2.1231653690338135
reid,calibration,7,27,-0.16419202194022636,-0.9675562381744385,-2.1837544441223145,-1.0101890563964844,-2.2028543949127197,-1.1670677661895752,-2.3221864700317383
reid,calibration,8,87,0.27845350203017877,-0.4632788598537445,-1.920790672302246,-0.5066189169883728,-1.9319676160812378,-0.6812436580657959,-1.9741894006729126
reid,calibration,9,67,0.2827574554363437,-0.45718395709991455,-1.9132969379425049,-0.4999971389770508,-1.92170250415802,-0.6732648611068726,-1.9515814781188965
reid,calibration,10,71,0.3225968972047046,-0.5054104328155518,-1.9932940006256104,-0.549133837223053,-1.9990564584732056,-0.7262306809425354,-2.0213570594787598
reid,calibration,11,36,-0.19027884597049458,-0.3246999680995941,-1.8203089237213135,-0.36303430795669556,-1.8389737606048584,-0.4888790249824524,-1.9705915451049805
reid,calibration,12,65,0.38860791826309066,-0.5334703326225281,-1.9894176721572876,-0.578951895236969,-1.9944583177566528,-0.7636516690254211,-2.010193347930908
reid,calibration,13,9,-0.058598285749740735,-1.0902963876724243,-2.2750093936920166,-1.1326091289520264,-2.2939627170562744,-1.2933917045593262,-2.404817581176758
reid,calibration,14,81,-0.10988731840817481,-0.7544040679931641,-2.072793483734131,-0.7936163544654846,-2.0900676250457764,-0.9286361932754517,-2.1984362602233887
reid,calibration,15,90,0.0028081485416824783,-0.6642608642578125,-2.0021796226501465,-0.7061119675636292,-2.019076108932495,-0.8575731515884399,-2.111339807510376
reid,calibration,16,68,0.21534159724725252,-0.4956359267234802,-1.9759633541107178,-0.5352742075920105,-1.9877912998199463,-0.6922715306282043,-2.032741069793701
reid,calibration,17,21,-0.14768180964121552,-0.6544392704963684,-1.9914233684539795,-0.6942742466926575,-2.010268211364746,-0.8276046514511108,-2.1386847496032715
reid,calibration,18,24,-0.1309780478243826,-0.6386136412620544,-1.9824163913726807,-0.6775133609771729,-2.0005972385406494,-0.8133118748664856,-2.1037802696228027
reid,calibration,19,48,-0.17123836165231263,-1.0830141305923462,-2.1905922889709473,-1.1252321004867554,-2.207491636276245,-1.2752313613891602,-2.322451114654541
reid,calibration,20,1,0.3378457170934105,-0.7231175899505615,-2.092273235321045,-0.7695872187614441,-2.0996012687683105,-0.9564798474311829,-2.1259288787841797
reid,calibration,21,76,0.18335712828880277,-0.497362345457077,-1.9744279384613037,-0.5376964807510376,-1.987257957458496,-0.6957703828811646,-2.0421290397644043
reid,calibration,22,78,0.1293664497277195,-0.16690415143966675,-1.756432294845581,-0.20532384514808655,-1.770703673362732,-0.35281506180763245,-1.8360354900360107
reid,calibration,23,72,-0.037977481086243575,-0.7288596630096436,-2.0140745639801025,-0.7678899168968201,-2.03065824508667,-0.9106122255325317,-2.1262881755828857
reid,calibration,24,55,0.27125756726885086,-0.7266152501106262,-2.1331586837768555,-0.7676078677177429,-2.142954111099243,-0.933157742023468,-2.1814465522766113
reid,calibration,25,82,-0.07218477062664293,-0.23764611780643463,-1.7772163152694702,-0.2756432592868805,-1.7956206798553467,-0.4091376066207886,-1.905497431755066
reid,calibration,26,34,0.2423286065533074,-0.12050464004278183,-1.7293953895568848,-0.16194435954093933,-1.7402300834655762,-0.33102697134017944,-1.784611463546753
reid,calibration,27,23,-0.31124485724577994,-0.7646017670631409,-2.0658371448516846,-0.8042514324188232,-2.084709644317627,-0.9338626861572266,-2.22747540473938
reid,calibration,28,94,0.16401048126396411,0.305450439453125,-1.4181183576583862,0.2657027840614319,-1.4307053089141846,0.11014135926961899,-1.486523985862732
reid,calibration,29,75,0.1204822732587641,-0.5919658541679382,-1.9958244562149048,-0.6323545575141907,-2.011460304260254,-0.7890651226043701,-2.085905075073242
depablo_low_temp,calibration,1,145,-0.4569532518665687,-0.6165604591369629,-2.266477108001709,-0.6531887650489807,-2.276505947113037,-0.686218798160553,-2.3878114223480225
depablo_low_temp,calibration,2,7,-0.09727260084400499,-0.9681698083877563,-2.4416286945343018,-1.0061548948287964,-2.4517059326171875,-1.0891807079315186,-2.5301053524017334
depablo_low_temp,calibration,3,133,0.3439682334342666,-0.17080898582935333,-1.5937626361846924,-0.21737977862358093,-1.5991233587265015,-0.4080706238746643,-1.6175651550292969
depablo_low_temp,calibration,4,198,-0.3206296495113327,-0.7547265291213989,-2.2719106674194336,-0.7911121845245361,-2.2820308208465576,-0.8412083983421326,-2.3804750442504883
depablo_low_temp,calibration,5,13,0.3636117579426061,-1.1718480587005615,-2.2579243183135986,-1.2136118412017822,-2.2646143436431885,-1.3816179037094116,-2.2905874252319336
depablo_low_temp,calibration,6,21,-0.11422681948022362,-0.19245508313179016,-1.8190958499908447,-0.23117727041244507,-1.8299648761749268,-0.3203163146972656,-1.9188333749771118
depablo_low_temp,calibration,7,107,-0.4553419205041738,-0.4184359908103943,-2.020310640335083,-0.45954644680023193,-2.03096866607666,-0.48878973722457886,-2.1585330963134766
depablo_low_temp,calibration,8,14,-0.020264705234645113,-0.0891726091504097,-1.6530108451843262,-0.1305162012577057,-1.6652488708496094,-0.24972113966941833,-1.74089777469635
depablo_low_temp,calibration,9,77,0.1607695438424218,-0.22738751769065857,-1.7400981187820435,-0.2676750421524048,-1.750788927078247,-0.4175865650177002,-1.802551031112671
