split,source,sim_idx,frame,z0,z1,z2,z3,z4,z5
train,reid,0,0,0.8062048554420471,-1.9090211391448975,-0.2762656807899475,-0.2609557509422302,0.6316262483596802,-1.5368380546569824
train,reid,0,10,0.8387928009033203,-1.7478560209274292,0.26878026127815247,0.29768967628479004,-0.060677625238895416,-0.8342980146408081
train,reid,0,20,0.9091972708702087,-1.6491904258728027,0.8330330848693848,0.8745614886283875,-0.7666619420051575,-0.1621064394712448
train,reid,0,30,0.9885923266410828,-1.5720752477645874,1.3845592737197876,1.43871009349823,-1.4542570114135742,0.4793887138366699
train,reid,0,40,1.072966456413269,-1.5087637901306152,1.9239592552185059,1.9909507036209106,-2.125457286834717,1.0970488786697388
train,reid,0,50,1.15989351272583,-1.453936219215393,2.4531543254852295,2.53340220451355,-2.783489227294922,1.6971560716629028
train,reid,0,60,1.2466994524002075,-1.4021975994110107,2.973078489303589,3.067138195037842,-3.4303579330444336,2.2850053310394287
train,reid,0,70,1.3313804864883423,-1.3490698337554932,3.4854438304901123,3.5940651893615723,-4.068916320800781,2.865987777709961
train,reid,0,80,1.4119198322296143,-1.290412187576294,3.9911270141601562,4.115185737609863,-4.700916290283203,3.4443626403808594
train,reid,0,90,1.4867112636566162,-1.2228978872299194,4.490891933441162,4.631356716156006,-5.327816963195801,4.023582935333252
train,reid,0,100,1.5545196533203125,-1.1436376571655273,4.9861955642700195,5.144157409667969,-5.9518890380859375,4.607508182525635
train,reid,1,0,0.8026269674301147,-1.9167019128799438,-0.32195574045181274,-0.29005131125450134,0.6781197190284729,-1.5687923431396484
train,reid,1,10,0.871819257736206,-1.8293697834014893,0.20514845848083496,0.2491241693496704,0.02049293927848339,-0.9451702833175659
train,reid,1,20,0.9833470582962036,-1.8276264667510986,0.7178678512573242,0.7718812227249146,-0.6056046485900879,-0.40529823303222656
train,reid,1,30,1.1058183908462524,-1.8618953227996826,1.192713975906372,1.2556681632995605,-1.179735541343689,0.06604240089654922
train,reid,1,40,1.2360526323318481,-1.9246898889541626,1.6332364082336426,1.7042336463928223,-1.7074648141860962,0.4785223603248596
train,reid,1,50,1.37256920337677,-2.0114521980285645,2.043769121170044,2.1220405101776123,-2.194821834564209,0.8403158783912659
train,reid,1,60,1.5136137008666992,-2.1167044639587402,2.4295806884765625,2.5145628452301025,-2.649160385131836,1.1612962484359741
train,reid,1,70,1.657641053199768,-2.235867977142334,2.794712781906128,2.885997772216797,-3.076169967651367,1.44936203956604
train,reid,1,80,1.8031730651855469,-2.3645293712615967,3.1431665420532227,3.2405142784118652,-3.481478691101074,1.712237000465393
train,reid,1,90,1.9488887786865234,-2.499021530151367,3.4778475761413574,3.5811681747436523,-3.8692660331726074,1.9559041261672974
train,reid,1,100,2.093369960784912,-2.6352219581604004,3.8022327423095703,3.9116051197052,-4.244472980499268,2.1873176097869873
train,reid,2,0,-2.6027462482452393,3.490877389907837,-3.2558367252349854,-3.181234359741211,3.3607349395751953,-0.405316561460495
train,reid,2,10,-2.7940995693206787,3.9722492694854736,-2.962481737136841,-2.8677656650543213,2.9220199584960938,0.29155728220939636
train,reid,2,20,-2.990448236465454,4.460411548614502,-2.6755781173706055,-2.56044864654541,2.490013837814331,0.9871684908866882
train,reid,2,30,-3.1918957233428955,4.9563398361206055,-2.3931665420532227,-2.2572920322418213,2.0621767044067383,1.6843817234039307
train,reid,2,40,-3.397958755493164,5.459244251251221,-2.1149532794952393,-1.958024024963379,1.6382865905761719,2.382864475250244
train,reid,2,50,-3.608858585357666,5.969906330108643,-1.8400534391403198,-1.661722183227539,1.2171220779418945,3.0841636657714844
train,reid,2,60,-3.8247060775756836,6.487855911254883,-1.570125699043274,-1.3700616359710693,0.800780177116394,3.786184787750244
train,reid,2,70,-4.045279502868652,7.013254165649414,-1.3037700653076172,-1.081636905670166,0.3875349164009094,4.490501403808594
train,reid,2,80,-4.270509719848633,7.545928955078125,-1.041108250617981,-0.7965564131736755,-0.022452732548117638,5.196852684020996
train,reid,2,90,-4.500223636627197,8.08561897277832,-0.7819918394088745,-0.5146685242652893,-0.4293253421783447,5.905187129974365
train,reid,2,100,-4.735243797302246,8.633260726928711,-0.5278717279434204,-0.2374134659767151,-0.8314727544784546,6.614743232727051
train,reid,3,0,-2.6374411582946777,3.545947551727295,-3.280970811843872,-3.1949024200439453,3.3753561973571777,-0.3734355568885803
train,reid,3,10,-2.8445844650268555,4.048092842102051,-3.0100674629211426,-2.9036757946014404,2.9608631134033203,0.31660857796669006
train,reid,3,20,-3.0571272373199463,4.558144569396973,-2.744598865509033,-2.617647647857666,2.551693916320801,1.0073667764663696
train,reid,3,30,-3.2740159034729004,5.0747833251953125,-2.4829843044281006,-2.3352482318878174,2.146146774291992,1.6994355916976929
train,reid,3,40,-3.4945485591888428,5.596886157989502,-2.224773406982422,-2.0560548305511475,1.7438597679138184,2.3923721313476562
train,reid,3,50,-3.7192273139953613,6.125220775604248,-1.9703727960586548,-1.7804539203643799,1.3452004194259644,3.0863723754882812
train,reid,3,60,-3.9477157592773438,6.659200668334961,-1.7196773290634155,-1.5083494186401367,0.9501318335533142,3.781078577041626
train,reid,3,70,-4.179971218109131,7.198586463928223,-1.47307288646698,-1.2401326894760132,0.5591628551483154,4.475901126861572
train,reid,3,80,-4.416237831115723,7.744022846221924,-1.2301273345947266,-0.9753414392471313,0.17165422439575195,5.1718058586120605
train,reid,3,90,-4.656063079833984,8.294526100158691,-0.9911583065986633,-0.714328408241272,-0.2118428647518158,5.867664813995361
train,reid,3,100,-4.899342060089111,8.84986686706543,-0.7562549114227295,-0.45717307925224304,-0.5911919474601746,6.563211917877197
train,reid,4,0,-0.3223356604576111,-0.16461068391799927,-1.3731502294540405,-1.3320989608764648,1.6715947389602661,-1.2985042333602905
train,reid,4,10,-0.35506781935691833,0.08317715674638748,-0.9220200777053833,-0.8654099106788635,1.079044222831726,-0.6248840093612671
train,reid,4,20,-0.37121614813804626,0.29755109548568726,-0.476164847612381,-0.40461447834968567,0.49822598695755005,0.016442418098449707
train,reid,4,30,-0.3838764429092407,0.499504417181015,-0.04499628022313118,0.041290104389190674,-0.06284826993942261,0.6324135065078735
train,reid,4,40,-0.39387643337249756,0.6909769773483276,0.37241363525390625,0.4732808470726013,-0.605616569519043,1.2255548238754272
train,reid,4,50,-0.4014551639556885,0.8727343678474426,0.7768816351890564,0.8922170400619507,-1.1312085390090942,1.797356367111206
train,reid,4,60,-0.4068503677845001,1.0457161664962769,1.1695969104766846,1.299323558807373,-1.6412283182144165,2.3498148918151855
train,reid,4,70,-0.4104498028755188,1.2110251188278198,1.5514576435089111,1.6955313682556152,-2.136945962905884,2.884756326675415
train,reid,4,80,-0.4125076234340668,1.3695147037506104,1.9233784675598145,2.081814765930176,-2.619633436203003,3.4038338661193848
train,reid,4,90,-0.41289660334587097,1.5213453769683838,2.2863457202911377,2.4591681957244873,-3.0905187129974365,3.908215045928955
train,reid,4,100,-0.41221755743026733,1.667975902557373,2.6411619186401367,2.8284454345703125,-3.5508158206939697,4.399903774261475
train,reid,5,0,0.8271076679229736,-1.9461214542388916,-0.2902166545391083,-0.2764531075954437,0.6556756496429443,-1.586471676826477
train,reid,5,10,0.8881096839904785,-1.7966985702514648,0.3541738986968994,0.3841409981250763,-0.15662948787212372,-0.7891652584075928
train,reid,5,20,0.994910478591919,-1.736717939376831,0.9893843531608582,1.0347485542297363,-0.9443551898002625,-0.07345786690711975
train,reid,5,30,1.1105307340621948,-1.7128053903579712,1.57475745677948,1.6357617378234863,-1.6669526100158691,0.5610229969024658
train,reid,5,40,1.2318607568740845,-1.7161558866500854,2.117694854736328,2.1947810649871826,-2.3348207473754883,1.129080891609192
train,reid,5,50,1.3562283515930176,-1.7385427951812744,2.6262197494506836,2.719949722290039,-2.9589438438415527,1.6457068920135498
train,reid,5,60,1.48158597946167,-1.7722820043563843,3.1099965572357178,3.2210354804992676,-3.5521888732910156,2.1271820068359375
train,reid,5,70,1.6065435409545898,-1.8122105598449707,3.5753748416900635,3.7044286727905273,-4.123002529144287,2.584303855895996
train,reid,5,80,1.7302770614624023,-1.8541606664657593,4.028890132904053,4.176717281341553,-4.679928779602051,3.0272789001464844
train,reid,5,90,1.8523168563842773,-1.8955680131912231,4.474808692932129,4.642160415649414,-5.228472709655762,3.4626379013061523
train,reid,5,100,1.9720232486724854,-1.9336719512939453,4.917044639587402,5.104704856872559,-5.7737884521484375,3.8967132568359375
train,reid,6,0,0.5557212829589844,-1.523287057876587,-0.5404510498046875,-0.5171797275543213,0.8867107629776001,-1.507629156112671
train,reid,6,10,0.5816584229469299,-1.3428634405136108,0.019661882892251015,0.057611092925071716,0.17313280701637268,-0.774754524230957
train,reid,6,20,0.6547777056694031,-1.244593858718872,0.5960988402366638,0.6480721235275269,-0.5477108359336853,-0.09107761830091476
train,reid,6,30,0.7435779571533203,-1.1871641874313354,1.1440575122833252,1.2099227905273438,-1.228070855140686,0.5298678874969482
train,reid,6,40,0.8412911891937256,-1.1601040363311768,1.6579532623291016,1.7377004623413086,-1.8628060817718506,1.0906267166137695
train,reid,6,50,0.9432726502418518,-1.1543843746185303,2.138489246368408,2.2323343753814697,-2.4542675018310547,1.5991305112838745
train,reid,6,60,1.0466359853744507,-1.163979172706604,2.58713436126709,2.695507526397705,-3.005284309387207,2.0617551803588867
train,reid,6,70,1.1495707035064697,-1.1848090887069702,3.005629062652588,3.1290931701660156,-3.518679141998291,2.4835610389709473
train,reid,6,80,1.2504388093948364,-1.2129874229431152,3.3959834575653076,3.5353128910064697,-3.9976351261138916,2.869755744934082
train,reid,6,90,1.3482537269592285,-1.2461384534835815,3.759489059448242,3.915571451187134,-4.444190979003906,3.2235617637634277
train,reid,6,100,1.4425654411315918,-1.2828948497772217,4.097466945648193,4.271320819854736,-4.860272407531738,3.5474467277526855
train,reid,7,0,0.82907634973526,-1.940748691558838,-0.26695775985717773,-0.25324979424476624,0.6267321705818176,-1.5588487386703491
train,reid,7,10,0.8606975078582764,-1.7780354022979736,0.28121882677078247,0.31058239936828613,-0.07017776370048523,-0.8501880168914795
train,reid,7,20,0.9252551794052124,-1.6875543594360352,0.8036137819290161,0.8473550081253052,-0.7244215607643127,-0.22645322978496552
train,reid,7,30,0.998410165309906,-1.6287994384765625,1.2865688800811768,1.343886375427246,-1.3257848024368286,0.33037370443344116
train,reid,7,40,1.0752571821212769,-1.5908827781677246,1.7342363595962524,1.804530143737793,-1.8810174465179443,0.8333247303962708
train,reid,7,50,1.15427565574646,-1.5689183473587036,2.151709794998169,2.2345786094665527,-2.3971283435821533,1.2916717529296875
train,reid,7,60,1.2339770793914795,-1.558379888534546,2.543257713317871,2.6384758949279785,-2.8800694942474365,1.713538646697998
train,reid,7,70,1.3128055334091187,-1.554782748222351,2.91274094581604,3.0202460289001465,-3.3352863788604736,2.106564521789551
train,reid,7,80,1.3902748823165894,-1.5558505058288574,3.2635138034820557,3.3833630084991455,-3.7672479152679443,2.4761245250701904
train,reid,7,90,1.46566641330719,-1.5585349798202515,3.599675416946411,3.732085704803467,-4.181488037109375,2.8289504051208496
