split,source,frame,transfer_only,networks,valid,total,coordinate_mse,zero_displacement_mse,explained_displacement_score,shuffled_same_source_coordinate_mse
mixed_transfer,depablo_mixed_temp,0,True,20,20,20,1.4638545025036366e-07,0.0,,1.4975735371791643e-07
mixed_transfer,depablo_mixed_temp,5,True,20,20,20,1.887655925401077e-05,1.3693910162970723e-05,-0.2423858066489788,1.9433290682968617e-05
mixed_transfer,depablo_mixed_temp,10,True,20,20,20,2.1451371966918487e-05,1.584389799802466e-05,-0.001425056040787409,2.218358320149605e-05
mixed_transfer,depablo_mixed_temp,25,True,20,20,20,1.9496250832418127e-05,1.7265989811221516e-05,0.21550799093022704,2.02011779791178e-05
mixed_transfer,depablo_mixed_temp,50,True,20,20,20,2.1093483587719676e-05,2.7122223900732934e-05,0.4720209844262985,2.3939871184097683e-05
mixed_transfer,depablo_mixed_temp,75,True,20,20,20,1.9283891680288436e-05,4.14705596085696e-05,0.6456424932538005,2.7641713029424863e-05
mixed_transfer,depablo_mixed_temp,100,True,20,20,20,2.3516829458003485e-05,6.20002983851009e-05,0.7001268402732433,3.668412230126705e-05
mixed_transfer,depablo_mixed_temp,125,True,20,20,20,2.097700036074457e-05,8.789343846729025e-05,0.7968423297628285,4.278274387843339e-05
mixed_transfer,depablo_mixed_temp,149,True,20,20,20,2.217595051661192e-05,0.00011536433339642826,0.8273511733178687,5.0264897538454534e-05
mixed_transfer,depablo_mixed_temp,175,True,20,20,20,2.520029428296766e-05,0.0001539643588330364,0.8478636134194515,6.161071804626772e-05
mixed_transfer,depablo_mixed_temp,199,True,20,20,20,2.7794906714007084e-05,0.00019460193216218612,0.8682832519671283,7.484680238576403e-05
train,depablo_low_temp,0,False,5,5,5,1.5198205147726184e-07,0.0,,1.6814464345316083e-07
train,depablo_low_temp,5,False,5,5,5,6.681733708546744e-08,1.0330704327543572e-07,0.35517707998117193,1.0689509224448557e-07
train,depablo_low_temp,10,False,5,5,5,4.025514890315662e-08,4.2783193521245266e-07,0.9069351828584808,1.3691374789459587e-07
train,depablo_low_temp,25,False,5,5,5,1.2781838520936617e-07,2.7642588065646125e-06,0.9545633023789779,7.179800718404294e-07
train,depablo_low_temp,50,False,5,5,5,5.39612132399725e-07,1.1252334661548958e-05,0.9532212423559707,3.212522324247402e-06
train,depablo_low_temp,75,False,5,5,5,1.2242040213550353e-06,2.554690981924068e-05,0.9534400700531196,7.509574334108038e-06
train,depablo_low_temp,100,False,5,5,5,2.167677968145654e-06,4.572098987409845e-05,0.9540629267916529,1.3785274131805635e-05
train,depablo_low_temp,125,False,5,5,5,3.3795792205637553e-06,7.185182621469722e-05,0.954513008455123,2.211273294960847e-05
train,depablo_low_temp,149,False,5,5,5,4.817093781639414e-06,0.00010261770803481341,0.9546655567446812,3.1897353619569915e-05
train,depablo_low_temp,175,False,5,5,5,6.7567285896075194e-06,0.0001423011941369623,0.9542044618698885,4.428084976098035e-05
train,depablo_low_temp,199,False,5,5,5,9.07034439023846e-06,0.00018488138739485293,0.9527377889612076,5.727518000639975e-05
train,lj_noisy,0,False,5,5,5,1.5032727702646297e-07,0.0,,1.6110263203472642e-07
train,lj_noisy,5,False,5,5,5,7.56631649778683e-08,9.486441570061288e-08,0.1975415225818904,9.00758323041373e-08
train,lj_noisy,10,False,5,5,5,6.239418439690781e-08,3.9631250956517763e-07,0.843071405253278,8.819562680173476e-08
train,lj_noisy,25,False,5,5,5,3.1717130752895175e-07,2.6223908207612114e-06,0.8783453378754391,4.634846277440374e-07
train,lj_noisy,50,False,5,5,5,1.572937117089168e-06,1.09006710772519e-05,0.853339360199058,2.2753714574719197e-06
train,lj_noisy,75,False,5,5,5,3.980381552537437e-06,2.5082033971557394e-05,0.8386089149175197,5.653157768392703e-06
train,lj_noisy,100,False,5,5,5,7.59241811465472e-06,4.512062150752172e-05,0.8290076832832686,1.0644099711498712e-05
train,lj_noisy,125,False,5,5,5,1.2284102194826118e-05,7.115652042557485e-05,0.8246930165511532,1.6868600869202056e-05
train,lj_noisy,149,False,5,5,5,1.776614626578521e-05,0.00010185747232753784,0.8234527486086002,2.3571052588522433e-05
train,lj_noisy,175,False,5,5,5,2.514445259294007e-05,0.00014140228158794345,0.8208774914133461,3.203781416232232e-05
train,lj_noisy,199,False,5,5,5,3.333063832542393e-05,0.00018346654542256147,0.8176991969456893,4.115066767553799e-05
train,reid,0,False,5,5,5,6.155046534672693e-08,0.0,,6.093835835940808e-08
train,reid,5,False,5,5,5,1.990981570720862e-08,1.0300576320787514e-07,0.8059950544340435,2.3096261858590594e-08
train,reid,10,False,5,5,5,4.0467150697054424e-08,4.223456016916316e-07,0.904475780829871,6.548111279869317e-08
train,reid,25,False,5,5,5,2.497833122561133e-07,2.7308132757752903e-06,0.9101664274466419,4.926743287114732e-07
train,reid,50,False,5,5,5,9.59143784484695e-07,1.1211941819055938e-05,0.9168120099726134,2.1776703079012806e-06
train,reid,75,False,5,5,5,2.246049282916829e-06,2.5625861235312185e-05,0.9156402372404864,5.163133118912811e-06
train,reid,100,False,5,5,5,4.207846927783976e-06,4.607020091498271e-05,0.9129423925345612,9.585800296463275e-06
train,reid,125,False,5,5,5,6.9234086481628765e-06,7.261199498316273e-05,0.9098116374456078,1.5597891774632444e-05
train,reid,149,False,5,5,5,1.0293509808434464e-05,0.00010387085058027878,0.9067971888948932,2.287128684201889e-05
train,reid,175,False,5,5,5,1.4870799736854678e-05,0.0001441765867639333,0.903443877707738,3.234663290641038e-05
train,reid,199,False,5,5,5,2.0083488266209315e-05,0.00018736525962594896,0.8999631435120067,4.253863762642141e-05
validation,depablo_low_temp,0,False,20,20,20,1.6348468356852663e-07,0.0,,1.7312889397658182e-07
validation,depablo_low_temp,5,False,20,20,20,7.075884482787842e-08,1.0374946519675632e-07,0.3171774340151015,1.1376498871840113e-07
validation,depablo_low_temp,10,False,20,20,20,4.0432247017108124e-08,4.3081104337261424e-07,0.9074459031815711,1.6876320554359837e-07
validation,depablo_low_temp,25,False,20,20,20,1.250483506076705e-07,2.7970711698799277e-06,0.9568081999777508,9.580501156847276e-07
validation,depablo_low_temp,50,False,20,20,20,5.540859390862352e-07,1.1410252727728221e-05,0.9537061265818535,4.159166620354426e-06
validation,depablo_low_temp,75,False,20,20,20,1.2821294589571154e-06,2.5913254285114816e-05,0.9534199888167185,9.296388979862513e-06
validation,depablo_low_temp,100,False,20,20,20,2.3139654814485766e-06,4.636267858586507e-05,0.9534358384911263,1.644549401760287e-05
validation,depablo_low_temp,125,False,20,20,20,3.6738515461820497e-06,7.281413381861057e-05,0.9531832898128032,2.577362968736452e-05
validation,depablo_low_temp,149,False,20,20,20,5.3014078872593014e-06,0.00010390844217909035,0.9528573454606214,3.6744095871199535e-05
validation,depablo_low_temp,175,False,20,20,20,7.473299552884782e-06,0.00014395233920367901,0.9522816824078275,5.066812476570703e-05
validation,depablo_low_temp,199,False,20,20,20,9.999771219781905e-06,0.00018684058959479445,0.9511044401004328,6.524972415036245e-05
validation,lj_noisy,0,False,20,20,20,1.745258316532272e-07,0.0,,1.8188119774720234e-07
validation,lj_noisy,5,False,20,20,20,8.789293834965405e-08,9.562797735895856e-08,0.07872420635507557,1.0033269095544029e-07
validation,lj_noisy,10,False,20,20,20,6.164723851398434e-08,4.023101709549337e-07,0.8475113615099714,8.332030603241946e-08
validation,lj_noisy,25,False,20,20,20,2.90445943562645e-07,2.700515562992223e-06,0.8938388204556376,4.0160173142567146e-07
validation,lj_noisy,50,False,20,20,20,1.4939514500156293e-06,1.1352922138030408e-05,0.8710799942312173,2.0275513293199767e-06
validation,lj_noisy,75,False,20,20,20,3.927269938230893e-06,2.626361301736324e-05,0.8537326698356825,5.101843999000266e-06
validation,lj_noisy,100,False,20,20,20,7.711629928053299e-06,4.754355759359896e-05,0.8409027329679422,9.827017402130878e-06
validation,lj_noisy,125,False,20,20,20,1.2952132738064393e-05,7.53616273868829e-05,0.8315420916433375,1.6455331706310972e-05
validation,lj_noisy,149,False,20,20,20,1.9348629484738923e-05,0.00010829863385879435,0.8249418694277354,2.467861040713615e-05
validation,lj_noisy,175,False,20,20,20,2.821005591613357e-05,0.00015109891755855643,0.8169464930827187,3.583340139812208e-05
validation,lj_noisy,199,False,20,20,20,3.816350181296002e-05,0.00019709730695467443,0.8098777489339593,4.783807316925959e-05
validation,reid,0,False,20,20,20,7.071668264302389e-08,0.0,,7.305077520669556e-08
validation,reid,5,False,20,20,20,2.990522096624204e-08,1.0172996844914906e-07,0.7068970870024786,3.73064643066634e-08
validation,reid,10,False,20,20,20,5.851979580917543e-08,4.1971166808707494e-07,0.8644123819426192,8.202168191306925e-08
validation,reid,25,False,20,20,20,3.83695178829413e-07,2.7402936780163147e-06,0.8678288927348408,5.684311746634308e-07
validation,reid,50,False,20,20,20,1.476652753495955e-06,1.1289792837487767e-05,0.8785413605264036,2.2537598155736306e-06
validation,reid,75,False,20,20,20,3.425484941033119e-06,2.5800835919653765e-05,0.8785592538724446,5.142580712913514e-06
validation,reid,100,False,20,20,20,6.402085102763522e-06,4.6367003233172e-05,0.8748376132614304,9.465571986311261e-06
validation,reid,125,False,20,20,20,1.0425018163573441e-05,7.307437172130449e-05,0.8713738887798608,1.527092817354969e-05
validation,reid,149,False,20,20,20,1.5227276236373655e-05,0.00010457381868036463,0.8691308164955271,2.21542533495267e-05
validation,reid,175,False,20,20,20,2.1467518189410838e-05,0.00014527933526551351,0.8674927206247423,3.0964690404289284e-05
validation,reid,199,False,20,20,20,2.836589032995107e-05,0.00018904373064287938,0.8656913415983712,4.045771204346238e-05
