variant,seed,split,source,frame,control,transfer_only,valid,total,coordinate_mse,zero_displacement_mse,explained_displacement_score,shuffled_same_source_coordinate_mse
mp2_r16_d8,786,train,reid,100,same_source_cyclic_next_latent,False,5,5,4.1973769839387385e-06,4.607020091498271e-05,0.9133280661858825,9.633662057240144e-06
mp2_r16_d8,786,train,reid,125,same_source_cyclic_next_latent,False,5,5,6.886962114549533e-06,7.261199498316273e-05,0.9104581948755948,1.5975039787008427e-05
mp2_r16_d8,786,train,reid,149,same_source_cyclic_next_latent,False,5,5,1.0202508985912572e-05,0.00010387085058025612,0.9077931807347961,2.3787787472429046e-05
mp2_r16_d8,786,train,reid,175,same_source_cyclic_next_latent,False,5,5,1.468078226025682e-05,0.00014417658676388,0.9048697869028726,3.4051928901135396e-05
mp2_r16_d8,786,train,reid,199,same_source_cyclic_next_latent,False,5,5,1.972317425043002e-05,0.0001873652596259,0.9020059941401491,4.5005101310372574e-05
mp2_r16_d8,786,validation,depablo_low_temp,0,same_source_cyclic_next_latent,False,20,20,1.4872149112221678e-07,0.0,,1.4983812919311392e-07
mp2_r16_d8,786,validation,depablo_low_temp,5,same_source_cyclic_next_latent,False,20,20,8.231783232837132e-08,1.0374946519675632e-07,0.21224745149149352,1.053069275336327e-07
mp2_r16_d8,786,validation,depablo_low_temp,10,same_source_cyclic_next_latent,False,20,20,5.518488288558389e-08,4.3081104337261424e-07,0.8757109253385001,1.5845921979007472e-07
mp2_r16_d8,786,validation,depablo_low_temp,25,same_source_cyclic_next_latent,False,20,20,1.3626222123974684e-07,2.7970711698799277e-06,0.9532061413052147,9.711836312931155e-07
mp2_r16_d8,786,validation,depablo_low_temp,50,same_source_cyclic_next_latent,False,20,20,5.296510245500486e-07,1.1410252727728221e-05,0.9563171756939859,3.936569461870931e-06
mp2_r16_d8,786,validation,depablo_low_temp,75,same_source_cyclic_next_latent,False,20,20,1.2222086247959396e-06,2.5913254285114816e-05,0.9562406348540172,8.845138671631502e-06
mp2_r16_d8,786,validation,depablo_low_temp,100,same_source_cyclic_next_latent,False,20,20,2.271191087288571e-06,4.636267858586507e-05,0.9548864186739262,1.610670132663472e-05
mp2_r16_d8,786,validation,depablo_low_temp,125,same_source_cyclic_next_latent,False,20,20,3.6859351098428307e-06,7.281413381861057e-05,0.9536198644681292,2.5776683349931774e-05
mp2_r16_d8,786,validation,depablo_low_temp,149,same_source_cyclic_next_latent,False,20,20,5.412722003939052e-06,0.00010390844217907658,0.9524485249204163,3.7224077863129425e-05
mp2_r16_d8,786,validation,depablo_low_temp,175,same_source_cyclic_next_latent,False,20,20,7.803608389167493e-06,0.000143952339203645,0.9507114482867737,5.176467660702711e-05
mp2_r16_d8,786,validation,depablo_low_temp,199,same_source_cyclic_next_latent,False,20,20,1.0735870205280662e-05,0.000186840589594735,0.9480281896758702,6.678498082236345e-05
mp2_r16_d8,786,validation,lj_noisy,0,same_source_cyclic_next_latent,False,20,20,9.660599165073336e-08,0.0,,9.435853733918976e-08
mp2_r16_d8,786,validation,lj_noisy,5,same_source_cyclic_next_latent,False,20,20,3.764691438590262e-08,9.562797735895856e-08,0.6056002724285189,3.7310195732942474e-08
mp2_r16_d8,786,validation,lj_noisy,10,same_source_cyclic_next_latent,False,20,20,4.694160971041584e-08,4.023101709549337e-07,0.8832774266065128,5.261915534404693e-08
mp2_r16_d8,786,validation,lj_noisy,25,same_source_cyclic_next_latent,False,20,20,3.207601423582673e-07,2.700515562992223e-06,0.882209322812383,4.1789388021129527e-07
mp2_r16_d8,786,validation,lj_noisy,50,same_source_cyclic_next_latent,False,20,20,1.4745999720844339e-06,1.1352922138030408e-05,0.8724568087681206,2.163617705264187e-06
mp2_r16_d8,786,validation,lj_noisy,75,same_source_cyclic_next_latent,False,20,20,3.831155970601685e-06,2.626361301736324e-05,0.856894328724082,5.640257825234585e-06
mp2_r16_d8,786,validation,lj_noisy,100,same_source_cyclic_next_latent,False,20,20,7.427476498378383e-06,4.754355759359896e-05,0.8460095410678713,1.0847805788216646e-05
mp2_r16_d8,786,validation,lj_noisy,125,same_source_cyclic_next_latent,False,20,20,1.2368466263978916e-05,7.536162738688264e-05,0.8380637401416309,1.7706566950437264e-05
mp2_r16_d8,786,validation,lj_noisy,149,same_source_cyclic_next_latent,False,20,20,1.8544204203863045e-05,0.00010829863385876113,0.8310656580320617,2.5857128866846325e-05
mp2_r16_d8,786,validation,lj_noisy,175,same_source_cyclic_next_latent,False,20,20,2.7227122427575522e-05,0.00015109891755851,0.8222306942331106,3.664484620458097e-05
mp2_r16_d8,786,validation,lj_noisy,199,same_source_cyclic_next_latent,False,20,20,3.7074362535349795e-05,0.00019709730695462,0.8142671823029707,4.832382956010406e-05
mp2_r16_d8,786,validation,reid,0,same_source_cyclic_next_latent,False,20,20,5.442956592105475e-08,0.0,,5.599842687331602e-08
mp2_r16_d8,786,validation,reid,5,same_source_cyclic_next_latent,False,20,20,3.944818125489747e-08,1.0172996844914906e-07,0.6122851809032368,4.5939592263621874e-08
mp2_r16_d8,786,validation,reid,10,same_source_cyclic_next_latent,False,20,20,6.96096802421664e-08,4.1971166808707494e-07,0.8367641045152066,9.235792362005669e-08
mp2_r16_d8,786,validation,reid,25,same_source_cyclic_next_latent,False,20,20,3.2984413724790327e-07,2.7402936780163147e-06,0.8858340925094487,4.957851281517378e-07
mp2_r16_d8,786,validation,reid,50,same_source_cyclic_next_latent,False,20,20,1.3898041789417447e-06,1.1289792837487767e-05,0.8861247344060939,2.120954538042952e-06
mp2_r16_d8,786,validation,reid,75,same_source_cyclic_next_latent,False,20,20,3.4202091171664507e-06,2.5800835919653765e-05,0.879023519986422,5.213889636479507e-06
mp2_r16_d8,786,validation,reid,100,same_source_cyclic_next_latent,False,20,20,6.555938114161108e-06,4.6367003233172e-05,0.872135913211386,9.992192752861229e-06
mp2_r16_d8,786,validation,reid,125,same_source_cyclic_next_latent,False,20,20,1.0767421122181986e-05,7.307437172130449e-05,0.867473924261296,1.6445768744688392e-05
mp2_r16_d8,786,validation,reid,149,same_source_cyclic_next_latent,False,20,20,1.5691859749722427e-05,0.00010457381868034193,0.865353867734657,2.4012370056425424e-05
mp2_r16_d8,786,validation,reid,175,same_source_cyclic_next_latent,False,20,20,2.1991678471522393e-05,0.00014527933526545998,0.8642818415757402,3.357938722956427e-05
mp2_r16_d8,786,validation,reid,199,same_source_cyclic_next_latent,False,20,20,2.8978135276247485e-05,0.00018904373064282,0.8626850896199176,4.384630701679004e-05
mp2_r16_d8,2026,mixed_transfer,depablo_mixed_temp,0,same_source_cyclic_next_latent,True,20,20,7.492460696312266e-08,0.0,,7.990892649800685e-08
mp2_r16_d8,2026,mixed_transfer,depablo_mixed_temp,5,same_source_cyclic_next_latent,True,20,20,4.3101767398915016e-05,1.3693910162970723e-05,-1.6281100413041507,4.473285545429002e-05
mp2_r16_d8,2026,mixed_transfer,depablo_mixed_temp,10,same_source_cyclic_next_latent,True,20,20,3.770044954052099e-05,1.584389799802466e-05,-0.86883261273963,3.7067594060147255e-05
mp2_r16_d8,2026,mixed_transfer,depablo_mixed_temp,25,same_source_cyclic_next_latent,True,20,20,3.2519057837981784e-05,1.7265989811221516e-05,-0.283044375397313,3.2102256665207844e-05
mp2_r16_d8,2026,mixed_transfer,depablo_mixed_temp,50,same_source_cyclic_next_latent,True,20,20,3.7207617047838645e-05,2.7122223900732934e-05,0.13359816637209015,4.062984969550305e-05
mp2_r16_d8,2026,mixed_transfer,depablo_mixed_temp,75,same_source_cyclic_next_latent,True,20,20,2.6545186383936457e-05,4.14705596085696e-05,0.5257306862922652,3.529219071083359e-05
mp2_r16_d8,2026,mixed_transfer,depablo_mixed_temp,100,same_source_cyclic_next_latent,True,20,20,3.179252316271812e-05,6.200029838509884e-05,0.6011233509821791,4.266527996605342e-05
mp2_r16_d8,2026,mixed_transfer,depablo_mixed_temp,125,same_source_cyclic_next_latent,True,20,20,2.7801188343798586e-05,8.78934384672806e-05,0.7373160074211936,4.915550504165037e-05
mp2_r16_d8,2026,mixed_transfer,depablo_mixed_temp,149,same_source_cyclic_next_latent,True,20,20,2.5981305861932923e-05,0.00011536433339638725,0.7969815604487422,5.543851988249443e-05
mp2_r16_d8,2026,mixed_transfer,depablo_mixed_temp,175,same_source_cyclic_next_latent,True,20,20,3.116519230843077e-05,0.00015396435883299,0.813633229137775,6.546925854990105e-05
mp2_r16_d8,2026,mixed_transfer,depablo_mixed_temp,199,same_source_cyclic_next_latent,True,20,20,3.17795446221656e-05,0.00019460193216213,0.850496933786068,7.665743137293766e-05
mp2_r16_d8,2026,train,depablo_low_temp,0,same_source_cyclic_next_latent,False,5,5,9.989197025106478e-08,0.0,,1.1723145938447033e-07
mp2_r16_d8,2026,train,depablo_low_temp,5,same_source_cyclic_next_latent,False,5,5,4.683542833561205e-08,1.0330704327543572e-07,0.5456325629502867,8.029259213060413e-08
mp2_r16_d8,2026,train,depablo_low_temp,10,same_source_cyclic_next_latent,False,5,5,3.554206262634807e-08,4.2783193521245266e-07,0.9171136055436839,1.2528466299954744e-07
mp2_r16_d8,2026,train,depablo_low_temp,25,same_source_cyclic_next_latent,False,5,5,1.2779964926323827e-07,2.7642588065646125e-06,0.9547419393500294,7.510998443649441e-07
mp2_r16_d8,2026,train,depablo_low_temp,50,same_source_cyclic_next_latent,False,5,5,5.239937777901105e-07,1.1252334661548958e-05,0.9549151418375141,3.2438920925415006e-06
mp2_r16_d8,2026,train,depablo_low_temp,75,same_source_cyclic_next_latent,False,5,5,1.1854117417442466e-06,2.554690981924068e-05,0.9551877656790907,7.491549604310422e-06
mp2_r16_d8,2026,train,depablo_low_temp,100,same_source_cyclic_next_latent,False,5,5,2.0914251308568055e-06,4.572098987409845e-05,0.9558503487931935,1.3638831387652316e-05
mp2_r16_d8,2026,train,depablo_low_temp,125,same_source_cyclic_next_latent,False,5,5,3.2627391647110925e-06,7.185182621469722e-05,0.9561888934891632,2.1823207134730183e-05
mp2_r16_d8,2026,train,depablo_low_temp,149,same_source_cyclic_next_latent,False,5,5,4.670977079967997e-06,0.0001026177080347917,0.9561064015124018,3.151278033328708e-05
mp2_r16_d8,2026,train,depablo_low_temp,175,same_source_cyclic_next_latent,False,5,5,6.593743773919414e-06,0.00014230119413692,0.9553542749350086,4.365171989775263e-05
mp2_r16_d8,2026,train,depablo_low_temp,199,same_source_cyclic_next_latent,False,5,5,8.92990879037825e-06,0.00018488138739482,0.953491178014444,5.5995619914015305e-05
mp2_r16_d8,2026,train,lj_noisy,0,same_source_cyclic_next_latent,False,5,5,7.166061593011363e-08,0.0,,7.389217984155039e-08
mp2_r16_d8,2026,train,lj_noisy,5,same_source_cyclic_next_latent,False,5,5,2.9226647768609837e-08,9.486441570061288e-08,0.6873100727467809,3.401282739901035e-08
mp2_r16_d8,2026,train,lj_noisy,10,same_source_cyclic_next_latent,False,5,5,4.314408563743655e-08,3.9631250956517763e-07,0.8921101062062708,5.51903781342844e-08
mp2_r16_d8,2026,train,lj_noisy,25,same_source_cyclic_next_latent,False,5,5,3.0196246427749427e-07,2.6223908207612114e-06,0.8849779994775595,4.2507925854806674e-07
mp2_r16_d8,2026,train,lj_noisy,50,same_source_cyclic_next_latent,False,5,5,1.4854115306661697e-06,1.09006710772519e-05,0.8623621369993091,2.0694323211500886e-06
mp2_r16_d8,2026,train,lj_noisy,75,same_source_cyclic_next_latent,False,5,5,3.773966363951331e-06,2.5082033971557394e-05,0.8473879968044915,5.291791876516072e-06
mp2_r16_d8,2026,train,lj_noisy,100,same_source_cyclic_next_latent,False,5,5,7.296395324374316e-06,4.512062150752172e-05,0.8359812169051516,1.0206665865553078e-05
mp2_r16_d8,2026,train,lj_noisy,125,same_source_cyclic_next_latent,False,5,5,1.1883581555593991e-05,7.115652042557485e-05,0.8308296647640049,1.640598293306539e-05
mp2_r16_d8,2026,train,lj_noisy,149,same_source_cyclic_next_latent,False,5,5,1.7196093904203735e-05,0.000101857472327506,0.8297623109642218,2.301130116393324e-05
mp2_r16_d8,2026,train,lj_noisy,175,same_source_cyclic_next_latent,False,5,5,2.4267452863568907e-05,0.00014140228158788,0.8279849147197405,3.12541080347728e-05
mp2_r16_d8,2026,train,lj_noisy,199,same_source_cyclic_next_latent,False,5,5,3.207527952326927e-05,0.00018346654542252,0.8255394842397381,4.024361660412978e-05
mp2_r16_d8,2026,train,reid,0,same_source_cyclic_next_latent,False,5,5,2.508125618305712e-08,0.0,,2.6418570797659412e-08
mp2_r16_d8,2026,train,reid,5,same_source_cyclic_next_latent,False,5,5,1.0906133551813468e-08,1.0300576320787514e-07,0.8939423907361543,1.5913210393847522e-08
mp2_r16_d8,2026,train,reid,10,same_source_cyclic_next_latent,False,5,5,3.361473890350908e-08,4.223456016916316e-07,0.920942130404234,5.903041291333011e-08
mp2_r16_d8,2026,train,reid,25,same_source_cyclic_next_latent,False,5,5,2.149809176898998e-07,2.7308132757752903e-06,0.9228448651314215,4.5879346117772e-07
mp2_r16_d8,2026,train,reid,50,same_source_cyclic_next_latent,False,5,5,8.939697039522798e-07,1.1211941819055938e-05,0.9226257185157148,2.0451642370744594e-06
mp2_r16_d8,2026,train,reid,75,same_source_cyclic_next_latent,False,5,5,2.2022725573833666e-06,2.5625861235312185e-05,0.9173893470200195,5.014859505081404e-06
mp2_r16_d8,2026,train,reid,100,same_source_cyclic_next_latent,False,5,5,4.197109012693545e-06,4.607020091498271e-05,0.9131820706672515,9.551051675771305e-06
mp2_r16_d8,2026,train,reid,125,same_source_cyclic_next_latent,False,5,5,6.922007605680846e-06,7.261199498316273e-05,0.9097839031987617,1.570167842146475e-05
mp2_r16_d8,2026,train,reid,149,same_source_cyclic_next_latent,False,5,5,1.0276575403622701e-05,0.00010387085058025612,0.9068783060212884,2.3071987584444287e-05
mp2_r16_d8,2026,train,reid,175,same_source_cyclic_next_latent,False,5,5,1.4803229566950904e-05,0.00014417658676388,0.9038135189404845,3.266724474997318e-05
mp2_r16_d8,2026,train,reid,199,same_source_cyclic_next_latent,False,5,5,1.9916218184334868e-05,0.0001873652596259,0.9007403167586039,4.305098386793366e-05
mp2_r16_d8,2026,validation,depablo_low_temp,0,same_source_cyclic_next_latent,False,20,20,7.888219677454344e-08,0.0,,8.564724156556737e-08
mp2_r16_d8,2026,validation,depablo_low_temp,5,same_source_cyclic_next_latent,False,20,20,3.379179429607859e-08,1.0374946519675632e-07,0.6752639065421937,6.067090261296925e-08
mp2_r16_d8,2026,validation,depablo_low_temp,10,same_source_cyclic_next_latent,False,20,20,2.9186538608172442e-08,4.3081104337261424e-07,0.9336061480890271,1.3131503502350485e-07
mp2_r16_d8,2026,validation,depablo_low_temp,25,same_source_cyclic_next_latent,False,20,20,1.2126993480521265e-07,2.7970711698799277e-06,0.9591409473088433,9.182083704928345e-07
mp2_r16_d8,2026,validation,depablo_low_temp,50,same_source_cyclic_next_latent,False,20,20,5.192860164981994e-07,1.1410252727728221e-05,0.9579642803339026,3.8047756788728294e-06
mp2_r16_d8,2026,validation,depablo_low_temp,75,same_source_cyclic_next_latent,False,20,20,1.2490710261658933e-06,2.5913254285114816e-05,0.9557261514558224,8.516988052065244e-06
mp2_r16_d8,2026,validation,depablo_low_temp,100,same_source_cyclic_next_latent,False,20,20,2.2917128589483583e-06,4.636267858586507e-05,0.954690113867547,1.5250758457341362e-05
mp2_r16_d8,2026,validation,depablo_low_temp,125,same_source_cyclic_next_latent,False,20,20,3.669741045086994e-06,7.281413381861057e-05,0.9538762022915863,2.4320260217791655e-05
mp2_r16_d8,2026,validation,depablo_low_temp,149,same_source_cyclic_next_latent,False,20,20,5.359719796160789e-06,0.00010390844217907658,0.9528971817493919,3.5303780225603984e-05
mp2_r16_d8,2026,validation,depablo_low_temp,175,same_source_cyclic_next_latent,False,20,20,7.65400432669594e-06,0.000143952339203645,0.9515810239650249,4.9410052338307736e-05
mp2_r16_d8,2026,validation,depablo_low_temp,199,same_source_cyclic_next_latent,False,20,20,1.0301384293143201e-05,0.000186840589594735,0.9499522096667296,6.405519147845696e-05
mp2_r16_d8,2026,validation,lj_noisy,0,same_source_cyclic_next_latent,False,20,20,8.544311675962035e-08,0.0,,8.646678306689638e-08
mp2_r16_d8,2026,validation,lj_noisy,5,same_source_cyclic_next_latent,False,20,20,3.622978659301168e-08,9.562797735895856e-08,0.6190775544509011,4.124349879397471e-08
mp2_r16_d8,2026,validation,lj_noisy,10,same_source_cyclic_next_latent,False,20,20,3.9192549561306576e-08,4.023101709549337e-07,0.9026216370649631,5.514233256675994e-08
mp2_r16_d8,2026,validation,lj_noisy,25,same_source_cyclic_next_latent,False,20,20,2.736763605071247e-07,2.700515562992223e-06,0.8999345774031748,4.101795006761222e-07
mp2_r16_d8,2026,validation,lj_noisy,50,same_source_cyclic_next_latent,False,20,20,1.458257511899319e-06,1.1352922138030408e-05,0.8740016419066882,2.1194368343913085e-06
mp2_r16_d8,2026,validation,lj_noisy,75,same_source_cyclic_next_latent,False,20,20,3.820813719812577e-06,2.626361301736324e-05,0.8573764580582708,5.448266188068374e-06
mp2_r16_d8,2026,validation,lj_noisy,100,same_source_cyclic_next_latent,False,20,20,7.474236895177455e-06,4.754355759359896e-05,0.8452755669662263,1.0486225278327765e-05
mp2_r16_d8,2026,validation,lj_noisy,125,same_source_cyclic_next_latent,False,20,20,1.2594747317962174e-05,7.536162738688264e-05,0.8356126707424923,1.7289116885876866e-05
mp2_r16_d8,2026,validation,lj_noisy,149,same_source_cyclic_next_latent,False,20,20,1.8960041870741406e-05,0.00010829863385876113,0.82797261136261,2.545614929658768e-05
mp2_r16_d8,2026,validation,lj_noisy,175,same_source_cyclic_next_latent,False,20,20,2.778531024887343e-05,0.00015109891755851,0.8193582557733723,3.6233531045581915e-05
mp2_r16_d8,2026,validation,lj_noisy,199,same_source_cyclic_next_latent,False,20,20,3.778999989663134e-05,0.00019709730695462,0.8115123360444816,4.78448351714178e-05
mp2_r16_d8,2026,validation,reid,0,same_source_cyclic_next_latent,False,20,20,2.803770779991055e-08,0.0,,3.002497475090848e-08
mp2_r16_d8,2026,validation,reid,5,same_source_cyclic_next_latent,False,20,20,1.2549390571159336e-08,1.0172996844914906e-07,0.8773825282210218,1.8550898372993174e-08
mp2_r16_d8,2026,validation,reid,10,same_source_cyclic_next_latent,False,20,20,3.7601888669414055e-08,4.1971166808707494e-07,0.912760471853094,5.765081643183123e-08
mp2_r16_d8,2026,validation,reid,25,same_source_cyclic_next_latent,False,20,20,2.8755159782178906e-07,2.7402936780163147e-06,0.9009313984104917,4.432161649248201e-07
mp2_r16_d8,2026,validation,reid,50,same_source_cyclic_next_latent,False,20,20,1.3091328010972347e-06,1.1289792837487767e-05,0.8926674446712134,2.0332328389827126e-06
mp2_r16_d8,2026,validation,reid,75,same_source_cyclic_next_latent,False,20,20,3.2763095063614855e-06,2.5800835919653765e-05,0.8838860476344413,5.022407933097384e-06
mp2_r16_d8,2026,validation,reid,100,same_source_cyclic_next_latent,False,20,20,6.3801590897583084e-06,4.6367003233172e-05,0.8754942056195434,9.670743878587018e-06
mp2_r16_d8,2026,validation,reid,125,same_source_cyclic_next_latent,False,20,20,1.074841647721314e-05,7.307437172130449e-05,0.8680592965004899,1.616173087768402e-05
mp2_r16_d8,2026,validation,reid,149,same_source_cyclic_next_latent,False,20,20,1.608567037010289e-05,0.00010457381868034193,0.8627916457631472,2.4047567183060892e-05
mp2_r16_d8,2026,validation,reid,175,same_source_cyclic_next_latent,False,20,20,2.291817963282483e-05,0.00014527933526545998,0.8596513360056403,3.4101282915339936e-05
mp2_r16_d8,2026,validation,reid,199,same_source_cyclic_next_latent,False,20,20,3.0137261057916474e-05,0.00018904373064282,0.8581887000946173,4.463228544863007e-05
mp2_r16_d8,3456456,mixed_transfer,depablo_mixed_temp,0,same_source_cyclic_next_latent,True,20,20,1.0261460205995832e-07,0.0,,1.023658187548904e-07
mp2_r16_d8,3456456,mixed_transfer,depablo_mixed_temp,5,same_source_cyclic_next_latent,True,20,20,2.9772720496623333e-05,1.3693910162970723e-05,-0.979628573095716,3.205082637975621e-05
mp2_r16_d8,3456456,mixed_transfer,depablo_mixed_temp,10,same_source_cyclic_next_latent,True,20,20,3.0665324603513196e-05,1.584389799802466e-05,-0.6032223495443517,3.1776251113053855e-05
mp2_r16_d8,3456456,mixed_transfer,depablo_mixed_temp,25,same_source_cyclic_next_latent,True,20,20,2.4842643020406287e-05,1.7265989811221516e-05,-0.047337833537453855,2.5862563262535332e-05
mp2_r16_d8,3456456,mixed_transfer,depablo_mixed_temp,50,same_source_cyclic_next_latent,True,20,20,3.4263183781028936e-05,2.7122223900732934e-05,0.20721844551207935,4.004154851599526e-05
mp2_r16_d8,3456456,mixed_transfer,depablo_mixed_temp,75,same_source_cyclic_next_latent,True,20,20,2.5840431050024786e-05,4.14705596085696e-05,0.546173395073816,3.4267032992826e-05
mp2_r16_d8,3456456,mixed_transfer,depablo_mixed_temp,100,same_source_cyclic_next_latent,True,20,20,2.7706522672583862e-05,6.200029838509884e-05,0.6517204752803212,4.220476671434351e-05
mp2_r16_d8,3456456,mixed_transfer,depablo_mixed_temp,125,same_source_cyclic_next_latent,True,20,20,2.7252025569166057e-05,8.78934384672806e-05,0.7503923465578354,4.999525365290984e-05
mp2_r16_d8,3456456,mixed_transfer,depablo_mixed_temp,149,same_source_cyclic_next_latent,True,20,20,2.9979957116663125e-05,0.00011536433339638725,0.7685983317685914,5.726739149167027e-05
mp2_r16_d8,3456456,mixed_transfer,depablo_mixed_temp,175,same_source_cyclic_next_latent,True,20,20,3.283044641192958e-05,0.00015396435883299,0.8046061329512373,6.745993455296432e-05
mp2_r16_d8,3456456,mixed_transfer,depablo_mixed_temp,199,same_source_cyclic_next_latent,True,20,20,3.2958099461661345e-05,0.00019460193216213,0.8460024235024113,7.748021577070053e-05
mp2_r16_d8,3456456,train,depablo_low_temp,0,same_source_cyclic_next_latent,False,5,5,1.0658035378696696e-07,0.0,,1.2282834340737737e-07
mp2_r16_d8,3456456,train,depablo_low_temp,5,same_source_cyclic_next_latent,False,5,5,5.224077526122528e-08,1.0330704327543572e-07,0.4981965509414136,8.794966710468088e-08
mp2_r16_d8,3456456,train,depablo_low_temp,10,same_source_cyclic_next_latent,False,5,5,3.767079626015857e-08,4.2783193521245266e-07,0.9129618071741967,1.3446318973819872e-07
mp2_r16_d8,3456456,train,depablo_low_temp,25,same_source_cyclic_next_latent,False,5,5,1.2556803170582497e-07,2.7642588065646125e-06,0.9554207278173459,7.281814021098398e-07
mp2_r16_d8,3456456,train,depablo_low_temp,50,same_source_cyclic_next_latent,False,5,5,5.00548169668491e-07,1.1252334661548958e-05,0.9568019481783663,3.08278729335143e-06
mp2_r16_d8,3456456,train,depablo_low_temp,75,same_source_cyclic_next_latent,False,5,5,1.140773755992086e-06,2.554690981924068e-05,0.9567788249248406,7.304531754925847e-06
mp2_r16_d8,3456456,train,depablo_low_temp,100,same_source_cyclic_next_latent,False,5,5,2.049671405757181e-06,4.572098987409845e-05,0.9566807984532388,1.3556230351241539e-05
mp2_r16_d8,3456456,train,depablo_low_temp,125,same_source_cyclic_next_latent,False,5,5,3.2342827410047905e-06,7.185182621469722e-05,0.9565545461741017,2.1890755488129798e-05
mp2_r16_d8,3456456,train,depablo_low_temp,149,same_source_cyclic_next_latent,False,5,5,4.641363625523809e-06,0.0001026177080347917,0.9563882523040622,3.1776997639099135e-05
mp2_r16_d8,3456456,train,depablo_low_temp,175,same_source_cyclic_next_latent,False,5,5,6.501534971903311e-06,0.00014230119413692,0.9559906266018763,4.4339847227092834e-05
mp2_r16_d8,3456456,train,depablo_low_temp,199,same_source_cyclic_next_latent,False,5,5,8.657958301228063e-06,0.00018488138739482,0.9549419584462926,5.735021914005169e-05
mp2_r16_d8,3456456,train,lj_noisy,0,same_source_cyclic_next_latent,False,5,5,1.8540242479048176e-07,0.0,,1.9098202130862774e-07
mp2_r16_d8,3456456,train,lj_noisy,5,same_source_cyclic_next_latent,False,5,5,1.0074138003801636e-07,9.486441570061288e-08,-0.07979199355747822,1.1086370292900938e-07
mp2_r16_d8,3456456,train,lj_noisy,10,same_source_cyclic_next_latent,False,5,5,8.039158458927886e-08,3.9631250956517763e-07,0.7919154640572488,9.923069370643134e-08
mp2_r16_d8,3456456,train,lj_noisy,25,same_source_cyclic_next_latent,False,5,5,3.155299225454655e-07,2.6223908207612114e-06,0.8785701748766426,4.128867487906973e-07
mp2_r16_d8,3456456,train,lj_noisy,50,same_source_cyclic_next_latent,False,5,5,1.522490879324323e-06,1.09006710772519e-05,0.8586539562229483,1.9776369299506767e-06
mp2_r16_d8,3456456,train,lj_noisy,75,same_source_cyclic_next_latent,False,5,5,3.852823238048586e-06,2.5082033971557394e-05,0.8442472179271598,5.076418074168032e-06
mp2_r16_d8,3456456,train,lj_noisy,100,same_source_cyclic_next_latent,False,5,5,7.421960890496848e-06,4.512062150752172e-05,0.8332674768171712,9.842529834713787e-06
mp2_r16_d8,3456456,train,lj_noisy,125,same_source_cyclic_next_latent,False,5,5,1.2127932222938398e-05,7.115652042557485e-05,0.8274315014807498,1.5939007244014648e-05
mp2_r16_d8,3456456,train,lj_noisy,149,same_source_cyclic_next_latent,False,5,5,1.766699006111594e-05,0.000101857472327506,0.8250859496145837,2.259671309730038e-05
mp2_r16_d8,3456456,train,lj_noisy,175,same_source_cyclic_next_latent,False,5,5,2.5125941101578063e-05,0.00014140228158788,0.8217818698643125,3.11226900521433e-05
mp2_r16_d8,3456456,train,lj_noisy,199,same_source_cyclic_next_latent,False,5,5,3.341548654134385e-05,0.00018346654542252,0.8180862545378105,4.045827699883375e-05
mp2_r16_d8,3456456,train,reid,0,same_source_cyclic_next_latent,False,5,5,1.796039388324289e-08,0.0,,1.7438553356896592e-08
mp2_r16_d8,3456456,train,reid,5,same_source_cyclic_next_latent,False,5,5,1.2538543003870473e-08,1.0300576320787514e-07,0.8773358876237853,1.790651218414041e-08
mp2_r16_d8,3456456,train,reid,10,same_source_cyclic_next_latent,False,5,5,3.1539697964433344e-08,4.223456016916316e-07,0.9250043161301029,6.385087658600241e-08
mp2_r16_d8,3456456,train,reid,25,same_source_cyclic_next_latent,False,5,5,1.8145015481252358e-07,2.7308132757752903e-06,0.9343613486643765,4.686268567866136e-07
mp2_r16_d8,3456456,train,reid,50,same_source_cyclic_next_latent,False,5,5,8.834579631411543e-07,1.1211941819055938e-05,0.9232571998865582,2.140609069556376e-06
mp2_r16_d8,3456456,train,reid,75,same_source_cyclic_next_latent,False,5,5,2.1823068379944743e-06,2.5625861235312185e-05,0.9179642495185008,5.08123493432322e-06
mp2_r16_d8,3456456,train,reid,100,same_source_cyclic_next_latent,False,5,5,4.151564809262709e-06,4.607020091498271e-05,0.9139175783867636,9.493598429344275e-06
mp2_r16_d8,3456456,train,reid,125,same_source_cyclic_next_latent,False,5,5,6.827007922538542e-06,7.261199498316273e-05,0.9107873986066604,1.551699751871638e-05
mp2_r16_d8,3456456,train,reid,149,same_source_cyclic_next_latent,False,5,5,1.0095363506934518e-05,0.00010387085058025612,0.9082668194567154,2.286849485244602e-05
mp2_r16_d8,3456456,train,reid,175,same_source_cyclic_next_latent,False,5,5,1.4475727289209317e-05,0.00014417658676388,0.905674542415506,3.2583287838861e-05
mp2_r16_d8,3456456,train,reid,199,same_source_cyclic_next_latent,False,5,5,1.936464332175092e-05,0.0001873652596259,0.9032306744336136,4.313250778976201e-05
mp2_r16_d8,3456456,validation,depablo_low_temp,0,same_source_cyclic_next_latent,False,20,20,1.0934013978669555e-07,0.0,,1.0807042523097721e-07
mp2_r16_d8,3456456,validation,depablo_low_temp,5,same_source_cyclic_next_latent,False,20,20,5.3695927171304446e-08,1.0374946519675632e-07,0.48126544425871887,7.003121451631956e-08
