variant,seed,job_id,run_status,normalizers_path,approx_optimizer_steps_per_epoch,batch_graphs,epochs_completed,history_columns,total_train_frame_samples,train_by_source
r96_d8,123,4672461.zeus-master,completed,/rg/mendels_prj/alexander.z/DL-course-project/notebooks/results/compact_lj_reconstruction/r96_d8_s123_code_v2/normalizers.json,750,32,18,"['epoch', 'train_objective', 'val_objective', 'train_mse_norm', 'train_source_lj_noisy_reconstruction', 'train_source_reid_reconstruction', 'train_source_depablo_low_temp_reconstruction', 'train_macro_source_reconstruction', 'train_max_source_reconstruction', 'val_mse_norm', 'val_source_reid_reconstruction', 'val_source_depablo_low_temp_reconstruction', 'val_source_lj_noisy_reconstruction', 'val_macro_source_reconstruction', 'val_max_source_reconstruction', 'dataset', 'latent_dim', 'target_mode', 'hidden_size']",24000,"{'depablo_low_temp': {'available_frames_min': 200, 'configured_frames_per_trajectory': 200, 'frame_samples_used': 6000, 'trajectories': 30}, 'lj_noisy': {'available_frames_min': 200, 'configured_frames_per_trajectory': 200, 'frame_samples_used': 12000, 'trajectories': 60}, 'reid': {'available_frames_min': 200, 'configured_frames_per_trajectory': 200, 'frame_samples_used': 6000, 'trajectories': 30}}"
r96_d8,456,4672462.zeus-master,completed,/rg/mendels_prj/alexander.z/DL-course-project/notebooks/results/compact_lj_reconstruction/r96_d8_s456_code_v2/normalizers.json,750,32,20,"['epoch', 'train_objective', 'val_objective', 'train_mse_norm', 'train_source_lj_noisy_reconstruction', 'train_source_reid_reconstruction', 'train_source_depablo_low_temp_reconstruction', 'train_macro_source_reconstruction', 'train_max_source_reconstruction', 'val_mse_norm', 'val_source_reid_reconstruction', 'val_source_depablo_low_temp_reconstruction', 'val_source_lj_noisy_reconstruction', 'val_macro_source_reconstruction', 'val_max_source_reconstruction', 'dataset', 'latent_dim', 'target_mode', 'hidden_size']",24000,"{'depablo_low_temp': {'available_frames_min': 200, 'configured_frames_per_trajectory': 200, 'frame_samples_used': 6000, 'trajectories': 30}, 'lj_noisy': {'available_frames_min': 200, 'configured_frames_per_trajectory': 200, 'frame_samples_used': 12000, 'trajectories': 60}, 'reid': {'available_frames_min': 200, 'configured_frames_per_trajectory': 200, 'frame_samples_used': 6000, 'trajectories': 30}}"
r96_d8,786,4672463.zeus-master,completed,/rg/mendels_prj/alexander.z/DL-course-project/notebooks/results/compact_lj_reconstruction/r96_d8_s786_code_v2/normalizers.json,750,32,20,"['epoch', 'train_objective', 'val_objective', 'train_mse_norm', 'train_source_lj_noisy_reconstruction', 'train_source_reid_reconstruction', 'train_source_depablo_low_temp_reconstruction', 'train_macro_source_reconstruction', 'train_max_source_reconstruction', 'val_mse_norm', 'val_source_reid_reconstruction', 'val_source_depablo_low_temp_reconstruction', 'val_source_lj_noisy_reconstruction', 'val_macro_source_reconstruction', 'val_max_source_reconstruction', 'dataset', 'latent_dim', 'target_mode', 'hidden_size']",24000,"{'depablo_low_temp': {'available_frames_min': 200, 'configured_frames_per_trajectory': 200, 'frame_samples_used': 6000, 'trajectories': 30}, 'lj_noisy': {'available_frames_min': 200, 'configured_frames_per_trajectory': 200, 'frame_samples_used': 12000, 'trajectories': 60}, 'reid': {'available_frames_min': 200, 'configured_frames_per_trajectory': 200, 'frame_samples_used': 6000, 'trajectories': 30}}"
r96_d8,2026,4672464.zeus-master,completed,/rg/mendels_prj/alexander.z/DL-course-project/notebooks/results/compact_lj_reconstruction/r96_d8_s2026_code_v2/normalizers.json,750,32,16,"['epoch', 'train_objective', 'val_objective', 'train_mse_norm', 'train_source_lj_noisy_reconstruction', 'train_source_depablo_low_temp_reconstruction', 'train_source_reid_reconstruction', 'train_macro_source_reconstruction', 'train_max_source_reconstruction', 'val_mse_norm', 'val_source_reid_reconstruction', 'val_source_depablo_low_temp_reconstruction', 'val_source_lj_noisy_reconstruction', 'val_macro_source_reconstruction', 'val_max_source_reconstruction', 'dataset', 'latent_dim', 'target_mode', 'hidden_size']",24000,"{'depablo_low_temp': {'available_frames_min': 200, 'configured_frames_per_trajectory': 200, 'frame_samples_used': 6000, 'trajectories': 30}, 'lj_noisy': {'available_frames_min': 200, 'configured_frames_per_trajectory': 200, 'frame_samples_used': 12000, 'trajectories': 60}, 'reid': {'available_frames_min': 200, 'configured_frames_per_trajectory': 200, 'frame_samples_used': 6000, 'trajectories': 30}}"
mp2_r16_d4,3456456,4672466.zeus-master,completed,/rg/mendels_prj/alexander.z/DL-course-project/notebooks/results/compact_lj_reconstruction/mp2_r16_d4_s3456456_code_v2/normalizers.json,750,32,22,"['epoch', 'train_objective', 'val_objective', 'train_mse_norm', 'train_source_lj_noisy_reconstruction', 'train_source_reid_reconstruction', 'train_source_depablo_low_temp_reconstruction', 'train_macro_source_reconstruction', 'train_max_source_reconstruction', 'val_mse_norm', 'val_source_reid_reconstruction', 'val_source_depablo_low_temp_reconstruction', 'val_source_lj_noisy_reconstruction', 'val_macro_source_reconstruction', 'val_max_source_reconstruction', 'dataset', 'latent_dim', 'target_mode', 'hidden_size']",24000,"{'depablo_low_temp': {'available_frames_min': 200, 'configured_frames_per_trajectory': 200, 'frame_samples_used': 6000, 'trajectories': 30}, 'lj_noisy': {'available_frames_min': 200, 'configured_frames_per_trajectory': 200, 'frame_samples_used': 12000, 'trajectories': 60}, 'reid': {'available_frames_min': 200, 'configured_frames_per_trajectory': 200, 'frame_samples_used': 6000, 'trajectories': 30}}"
mp2_r16_d4,123,4672467.zeus-master,completed,/rg/mendels_prj/alexander.z/DL-course-project/notebooks/results/compact_lj_reconstruction/mp2_r16_d4_s123_code_v2/normalizers.json,750,32,21,"['epoch', 'train_objective', 'val_objective', 'train_mse_norm', 'train_source_lj_noisy_reconstruction', 'train_source_reid_reconstruction', 'train_source_depablo_low_temp_reconstruction', 'train_macro_source_reconstruction', 'train_max_source_reconstruction', 'val_mse_norm', 'val_source_reid_reconstruction', 'val_source_depablo_low_temp_reconstruction', 'val_source_lj_noisy_reconstruction', 'val_macro_source_reconstruction', 'val_max_source_reconstruction', 'dataset', 'latent_dim', 'target_mode', 'hidden_size']",24000,"{'depablo_low_temp': {'available_frames_min': 200, 'configured_frames_per_trajectory': 200, 'frame_samples_used': 6000, 'trajectories': 30}, 'lj_noisy': {'available_frames_min': 200, 'configured_frames_per_trajectory': 200, 'frame_samples_used': 12000, 'trajectories': 60}, 'reid': {'available_frames_min': 200, 'configured_frames_per_trajectory': 200, 'frame_samples_used': 6000, 'trajectories': 30}}"
mp2_r16_d4,456,4672468.zeus-master,completed,/rg/mendels_prj/alexander.z/DL-course-project/notebooks/results/compact_lj_reconstruction/mp2_r16_d4_s456_code_v2/normalizers.json,750,32,22,"['epoch', 'train_objective', 'val_objective', 'train_mse_norm', 'train_source_depablo_low_temp_reconstruction', 'train_source_reid_reconstruction', 'train_source_lj_noisy_reconstruction', 'train_macro_source_reconstruction', 'train_max_source_reconstruction', 'val_mse_norm', 'val_source_reid_reconstruction', 'val_source_depablo_low_temp_reconstruction', 'val_source_lj_noisy_reconstruction', 'val_macro_source_reconstruction', 'val_max_source_reconstruction', 'dataset', 'latent_dim', 'target_mode', 'hidden_size']",24000,"{'depablo_low_temp': {'available_frames_min': 200, 'configured_frames_per_trajectory': 200, 'frame_samples_used': 6000, 'trajectories': 30}, 'lj_noisy': {'available_frames_min': 200, 'configured_frames_per_trajectory': 200, 'frame_samples_used': 12000, 'trajectories': 60}, 'reid': {'available_frames_min': 200, 'configured_frames_per_trajectory': 200, 'frame_samples_used': 6000, 'trajectories': 30}}"
mp2_r16_d4,786,4672470.zeus-master,completed,/rg/mendels_prj/alexander.z/DL-course-project/notebooks/results/compact_lj_reconstruction/mp2_r16_d4_s786_code_v2/normalizers.json,750,32,22,"['epoch', 'train_objective', 'val_objective', 'train_mse_norm', 'train_source_reid_reconstruction', 'train_source_lj_noisy_reconstruction', 'train_source_depablo_low_temp_reconstruction', 'train_macro_source_reconstruction', 'train_max_source_reconstruction', 'val_mse_norm', 'val_source_reid_reconstruction', 'val_source_depablo_low_temp_reconstruction', 'val_source_lj_noisy_reconstruction', 'val_macro_source_reconstruction', 'val_max_source_reconstruction', 'dataset', 'latent_dim', 'target_mode', 'hidden_size']",24000,"{'depablo_low_temp': {'available_frames_min': 200, 'configured_frames_per_trajectory': 200, 'frame_samples_used': 6000, 'trajectories': 30}, 'lj_noisy': {'available_frames_min': 200, 'configured_frames_per_trajectory': 200, 'frame_samples_used': 12000, 'trajectories': 60}, 'reid': {'available_frames_min': 200, 'configured_frames_per_trajectory': 200, 'frame_samples_used': 6000, 'trajectories': 30}}"
mp2_r16_d4,2026,4672471.zeus-master,completed,/rg/mendels_prj/alexander.z/DL-course-project/notebooks/results/compact_lj_reconstruction/mp2_r16_d4_s2026_code_v2/normalizers.json,750,32,20,"['epoch', 'train_objective', 'val_objective', 'train_mse_norm', 'train_source_lj_noisy_reconstruction', 'train_source_depablo_low_temp_reconstruction', 'train_source_reid_reconstruction', 'train_macro_source_reconstruction', 'train_max_source_reconstruction', 'val_mse_norm', 'val_source_reid_reconstruction', 'val_source_depablo_low_temp_reconstruction', 'val_source_lj_noisy_reconstruction', 'val_macro_source_reconstruction', 'val_max_source_reconstruction', 'dataset', 'latent_dim', 'target_mode', 'hidden_size']",24000,"{'depablo_low_temp': {'available_frames_min': 200, 'configured_frames_per_trajectory': 200, 'frame_samples_used': 6000, 'trajectories': 30}, 'lj_noisy': {'available_frames_min': 200, 'configured_frames_per_trajectory': 200, 'frame_samples_used': 12000, 'trajectories': 60}, 'reid': {'available_frames_min': 200, 'configured_frames_per_trajectory': 200, 'frame_samples_used': 6000, 'trajectories': 30}}"
mp2_r16_d8,3456456,4672472.zeus-master,completed,/rg/mendels_prj/alexander.z/DL-course-project/notebooks/results/compact_lj_reconstruction/mp2_r16_d8_s3456456_code_v2/normalizers.json,750,32,22,"['epoch', 'train_objective', 'val_objective', 'train_mse_norm', 'train_source_depablo_low_temp_reconstruction', 'train_source_reid_reconstruction', 'train_source_lj_noisy_reconstruction', 'train_macro_source_reconstruction', 'train_max_source_reconstruction', 'val_mse_norm', 'val_source_reid_reconstruction', 'val_source_depablo_low_temp_reconstruction', 'val_source_lj_noisy_reconstruction', 'val_macro_source_reconstruction', 'val_max_source_reconstruction', 'dataset', 'latent_dim', 'target_mode', 'hidden_size']",24000,"{'depablo_low_temp': {'available_frames_min': 200, 'configured_frames_per_trajectory': 200, 'frame_samples_used': 6000, 'trajectories': 30}, 'lj_noisy': {'available_frames_min': 200, 'configured_frames_per_trajectory': 200, 'frame_samples_used': 12000, 'trajectories': 60}, 'reid': {'available_frames_min': 200, 'configured_frames_per_trajectory': 200, 'frame_samples_used': 6000, 'trajectories': 30}}"
mp2_r16_d8,123,4672473.zeus-master,completed,/rg/mendels_prj/alexander.z/DL-course-project/notebooks/results/compact_lj_reconstruction/mp2_r16_d8_s123_code_v2/normalizers.json,750,32,22,"['epoch', 'train_objective', 'val_objective', 'train_mse_norm', 'train_source_reid_reconstruction', 'train_source_lj_noisy_reconstruction', 'train_source_depablo_low_temp_reconstruction', 'train_macro_source_reconstruction', 'train_max_source_reconstruction', 'val_mse_norm', 'val_source_reid_reconstruction', 'val_source_depablo_low_temp_reconstruction', 'val_source_lj_noisy_reconstruction', 'val_macro_source_reconstruction', 'val_max_source_reconstruction', 'dataset', 'latent_dim', 'target_mode', 'hidden_size']",24000,"{'depablo_low_temp': {'available_frames_min': 200, 'configured_frames_per_trajectory': 200, 'frame_samples_used': 6000, 'trajectories': 30}, 'lj_noisy': {'available_frames_min': 200, 'configured_frames_per_trajectory': 200, 'frame_samples_used': 12000, 'trajectories': 60}, 'reid': {'available_frames_min': 200, 'configured_frames_per_trajectory': 200, 'frame_samples_used': 6000, 'trajectories': 30}}"
mp2_r16_d8,456,4672474.zeus-master,completed,/rg/mendels_prj/alexander.z/DL-course-project/notebooks/results/compact_lj_reconstruction/mp2_r16_d8_s456_code_v2/normalizers.json,750,32,25,"['epoch', 'train_objective', 'val_objective', 'train_mse_norm', 'train_source_lj_noisy_reconstruction', 'train_source_reid_reconstruction', 'train_source_depablo_low_temp_reconstruction', 'train_macro_source_reconstruction', 'train_max_source_reconstruction', 'val_mse_norm', 'val_source_reid_reconstruction', 'val_source_depablo_low_temp_reconstruction', 'val_source_lj_noisy_reconstruction', 'val_macro_source_reconstruction', 'val_max_source_reconstruction', 'dataset', 'latent_dim', 'target_mode', 'hidden_size']",24000,"{'depablo_low_temp': {'available_frames_min': 200, 'configured_frames_per_trajectory': 200, 'frame_samples_used': 6000, 'trajectories': 30}, 'lj_noisy': {'available_frames_min': 200, 'configured_frames_per_trajectory': 200, 'frame_samples_used': 12000, 'trajectories': 60}, 'reid': {'available_frames_min': 200, 'configured_frames_per_trajectory': 200, 'frame_samples_used': 6000, 'trajectories': 30}}"
mp2_r16_d8,786,4672475.zeus-master,completed,/rg/mendels_prj/alexander.z/DL-course-project/notebooks/results/compact_lj_reconstruction/mp2_r16_d8_s786_code_v2/normalizers.json,750,32,22,"['epoch', 'train_objective', 'val_objective', 'train_mse_norm', 'train_source_lj_noisy_reconstruction', 'train_source_reid_reconstruction', 'train_source_depablo_low_temp_reconstruction', 'train_macro_source_reconstruction', 'train_max_source_reconstruction', 'val_mse_norm', 'val_source_reid_reconstruction', 'val_source_depablo_low_temp_reconstruction', 'val_source_lj_noisy_reconstruction', 'val_macro_source_reconstruction', 'val_max_source_reconstruction', 'dataset', 'latent_dim', 'target_mode', 'hidden_size']",24000,"{'depablo_low_temp': {'available_frames_min': 200, 'configured_frames_per_trajectory': 200, 'frame_samples_used': 6000, 'trajectories': 30}, 'lj_noisy': {'available_frames_min': 200, 'configured_frames_per_trajectory': 200, 'frame_samples_used': 12000, 'trajectories': 60}, 'reid': {'available_frames_min': 200, 'configured_frames_per_trajectory': 200, 'frame_samples_used': 6000, 'trajectories': 30}}"
mp2_r16_d8,2026,4672476.zeus-master,completed,/rg/mendels_prj/alexander.z/DL-course-project/notebooks/results/compact_lj_reconstruction/mp2_r16_d8_s2026_code_v2/normalizers.json,750,32,23,"['epoch', 'train_objective', 'val_objective', 'train_mse_norm', 'train_source_lj_noisy_reconstruction', 'train_source_reid_reconstruction', 'train_source_depablo_low_temp_reconstruction', 'train_macro_source_reconstruction', 'train_max_source_reconstruction', 'val_mse_norm', 'val_source_reid_reconstruction', 'val_source_depablo_low_temp_reconstruction', 'val_source_lj_noisy_reconstruction', 'val_macro_source_reconstruction', 'val_max_source_reconstruction', 'dataset', 'latent_dim', 'target_mode', 'hidden_size']",24000,"{'depablo_low_temp': {'available_frames_min': 200, 'configured_frames_per_trajectory': 200, 'frame_samples_used': 6000, 'trajectories': 30}, 'lj_noisy': {'available_frames_min': 200, 'configured_frames_per_trajectory': 200, 'frame_samples_used': 12000, 'trajectories': 60}, 'reid': {'available_frames_min': 200, 'configured_frames_per_trajectory': 200, 'frame_samples_used': 6000, 'trajectories': 30}}"
ljonly_r16_d4,3456456,4672477.zeus-master,completed,/rg/mendels_prj/alexander.z/DL-course-project/notebooks/results/compact_lj_reconstruction/ljonly_r16_d4_s3456456_code_v2/normalizers.json,375,32,52,"['epoch', 'train_objective', 'val_objective', 'train_mse_norm', 'train_source_lj_noisy_reconstruction', 'train_macro_source_reconstruction', 'train_max_source_reconstruction', 'val_mse_norm', 'val_source_lj_noisy_reconstruction', 'val_macro_source_reconstruction', 'val_max_source_reconstruction', 'dataset', 'latent_dim', 'target_mode', 'hidden_size']",12000,"{'lj_noisy': {'available_frames_min': 200, 'configured_frames_per_trajectory': 200, 'frame_samples_used': 12000, 'trajectories': 60}}"
ljonly_r16_d4,123,4672478.zeus-master,completed,/rg/mendels_prj/alexander.z/DL-course-project/notebooks/results/compact_lj_reconstruction/ljonly_r16_d4_s123_code_v2/normalizers.json,375,32,58,"['epoch', 'train_objective', 'val_objective', 'train_mse_norm', 'train_source_lj_noisy_reconstruction', 'train_macro_source_reconstruction', 'train_max_source_reconstruction', 'val_mse_norm', 'val_source_lj_noisy_reconstruction', 'val_macro_source_reconstruction', 'val_max_source_reconstruction', 'dataset', 'latent_dim', 'target_mode', 'hidden_size']",12000,"{'lj_noisy': {'available_frames_min': 200, 'configured_frames_per_trajectory': 200, 'frame_samples_used': 12000, 'trajectories': 60}}"
ljonly_r16_d4,456,4672479.zeus-master,completed,/rg/mendels_prj/alexander.z/DL-course-project/notebooks/results/compact_lj_reconstruction/ljonly_r16_d4_s456_code_v2/normalizers.json,375,32,60,"['epoch', 'train_objective', 'val_objective', 'train_mse_norm', 'train_source_lj_noisy_reconstruction', 'train_macro_source_reconstruction', 'train_max_source_reconstruction', 'val_mse_norm', 'val_source_lj_noisy_reconstruction', 'val_macro_source_reconstruction', 'val_max_source_reconstruction', 'dataset', 'latent_dim', 'target_mode', 'hidden_size']",12000,"{'lj_noisy': {'available_frames_min': 200, 'configured_frames_per_trajectory': 200, 'frame_samples_used': 12000, 'trajectories': 60}}"
ljonly_r16_d4,786,4672480.zeus-master,completed,/rg/mendels_prj/alexander.z/DL-course-project/notebooks/results/compact_lj_reconstruction/ljonly_r16_d4_s786_code_v2/normalizers.json,375,32,50,"['epoch', 'train_objective', 'val_objective', 'train_mse_norm', 'train_source_lj_noisy_reconstruction', 'train_macro_source_reconstruction', 'train_max_source_reconstruction', 'val_mse_norm', 'val_source_lj_noisy_reconstruction', 'val_macro_source_reconstruction', 'val_max_source_reconstruction', 'dataset', 'latent_dim', 'target_mode', 'hidden_size']",12000,"{'lj_noisy': {'available_frames_min': 200, 'configured_frames_per_trajectory': 200, 'frame_samples_used': 12000, 'trajectories': 60}}"
ljonly_r16_d4,2026,4672481.zeus-master,completed,/rg/mendels_prj/alexander.z/DL-course-project/notebooks/results/compact_lj_reconstruction/ljonly_r16_d4_s2026_code_v2/normalizers.json,375,32,60,"['epoch', 'train_objective', 'val_objective', 'train_mse_norm', 'train_source_lj_noisy_reconstruction', 'train_macro_source_reconstruction', 'train_max_source_reconstruction', 'val_mse_norm', 'val_source_lj_noisy_reconstruction', 'val_macro_source_reconstruction', 'val_max_source_reconstruction', 'dataset', 'latent_dim', 'target_mode', 'hidden_size']",12000,"{'lj_noisy': {'available_frames_min': 200, 'configured_frames_per_trajectory': 200, 'frame_samples_used': 12000, 'trajectories': 60}}"
ljonly_r16_d8,3456456,4672482.zeus-master,completed,/rg/mendels_prj/alexander.z/DL-course-project/notebooks/results/compact_lj_reconstruction/ljonly_r16_d8_s3456456_code_v2/normalizers.json,375,32,53,"['epoch', 'train_objective', 'val_objective', 'train_mse_norm', 'train_source_lj_noisy_reconstruction', 'train_macro_source_reconstruction', 'train_max_source_reconstruction', 'val_mse_norm', 'val_source_lj_noisy_reconstruction', 'val_macro_source_reconstruction', 'val_max_source_reconstruction', 'dataset', 'latent_dim', 'target_mode', 'hidden_size']",12000,"{'lj_noisy': {'available_frames_min': 200, 'configured_frames_per_trajectory': 200, 'frame_samples_used': 12000, 'trajectories': 60}}"
ljonly_r16_d8,123,4672483.zeus-master,completed,/rg/mendels_prj/alexander.z/DL-course-project/notebooks/results/compact_lj_reconstruction/ljonly_r16_d8_s123_code_v2/normalizers.json,375,32,45,"['epoch', 'train_objective', 'val_objective', 'train_mse_norm', 'train_source_lj_noisy_reconstruction', 'train_macro_source_reconstruction', 'train_max_source_reconstruction', 'val_mse_norm', 'val_source_lj_noisy_reconstruction', 'val_macro_source_reconstruction', 'val_max_source_reconstruction', 'dataset', 'latent_dim', 'target_mode', 'hidden_size']",12000,"{'lj_noisy': {'available_frames_min': 200, 'configured_frames_per_trajectory': 200, 'frame_samples_used': 12000, 'trajectories': 60}}"
ljonly_r16_d8,456,4672484.zeus-master,completed,/rg/mendels_prj/alexander.z/DL-course-project/notebooks/results/compact_lj_reconstruction/ljonly_r16_d8_s456_code_v2/normalizers.json,375,32,60,"['epoch', 'train_objective', 'val_objective', 'train_mse_norm', 'train_source_lj_noisy_reconstruction', 'train_macro_source_reconstruction', 'train_max_source_reconstruction', 'val_mse_norm', 'val_source_lj_noisy_reconstruction', 'val_macro_source_reconstruction', 'val_max_source_reconstruction', 'dataset', 'latent_dim', 'target_mode', 'hidden_size']",12000,"{'lj_noisy': {'available_frames_min': 200, 'configured_frames_per_trajectory': 200, 'frame_samples_used': 12000, 'trajectories': 60}}"
ljonly_r16_d8,786,4672485.zeus-master,completed,/rg/mendels_prj/alexander.z/DL-course-project/notebooks/results/compact_lj_reconstruction/ljonly_r16_d8_s786_code_v2/normalizers.json,375,32,59,"['epoch', 'train_objective', 'val_objective', 'train_mse_norm', 'train_source_lj_noisy_reconstruction', 'train_macro_source_reconstruction', 'train_max_source_reconstruction', 'val_mse_norm', 'val_source_lj_noisy_reconstruction', 'val_macro_source_reconstruction', 'val_max_source_reconstruction', 'dataset', 'latent_dim', 'target_mode', 'hidden_size']",12000,"{'lj_noisy': {'available_frames_min': 200, 'configured_frames_per_trajectory': 200, 'frame_samples_used': 12000, 'trajectories': 60}}"
ljonly_r16_d8,2026,4672486.zeus-master,completed,/rg/mendels_prj/alexander.z/DL-course-project/notebooks/results/compact_lj_reconstruction/ljonly_r16_d8_s2026_code_v2/normalizers.json,375,32,48,"['epoch', 'train_objective', 'val_objective', 'train_mse_norm', 'train_source_lj_noisy_reconstruction', 'train_macro_source_reconstruction', 'train_max_source_reconstruction', 'val_mse_norm', 'val_source_lj_noisy_reconstruction', 'val_macro_source_reconstruction', 'val_max_source_reconstruction', 'dataset', 'latent_dim', 'target_mode', 'hidden_size']",12000,"{'lj_noisy': {'available_frames_min': 200, 'configured_frames_per_trajectory': 200, 'frame_samples_used': 12000, 'trajectories': 60}}"
