variant,split,source,frame,control,transfer_only,seeds,valid_sum,valid_min,total_sum,total_min,coordinate_mse_mean,zero_displacement_mse_mean,explained_displacement_score_mean,shuffled_same_source_coordinate_mse_mean,coordinate_mse_std,zero_displacement_mse_std,explained_displacement_score_std,shuffled_same_source_coordinate_mse_std
ljonly_r16_d4,validation,lj_noisy,149,same_source_cyclic_next_latent,False,5,100,20,100,20,2.008397797908401e-05,0.00010829863385876113,0.8177241265181143,2.380174228164833e-05,2.16407922703264e-07,0.0,0.0023108007482465997,5.954556234121412e-07
ljonly_r16_d4,validation,lj_noisy,175,same_source_cyclic_next_latent,False,5,100,20,100,20,2.9727432920481082e-05,0.00015109891755851,0.8072604824797642,3.489429855108028e-05,3.3523317174600657e-07,0.0,0.002556238330731458,9.491759537679429e-07
ljonly_r16_d4,validation,lj_noisy,199,same_source_cyclic_next_latent,False,5,100,20,100,20,4.080651422555012e-05,0.00019709730695462,0.7972715236734232,4.748505569295919e-05,6.134808340571278e-07,0.0,0.003494113691289075,1.5241919091572956e-06
ljonly_r16_d8,train,lj_noisy,0,same_source_cyclic_next_latent,False,5,25,5,25,5,1.0590881390726282e-06,0.0,,1.16728709031122e-06,4.323142174004327e-07,0.0,,5.012514634571395e-07
ljonly_r16_d8,train,lj_noisy,5,same_source_cyclic_next_latent,False,5,25,5,25,5,8.258269872385426e-07,9.486441570061288e-08,-7.696095000867854,9.513460440757626e-07,3.5949987725833694e-07,0.0,3.716810151107582,4.358932652446256e-07
ljonly_r16_d8,train,lj_noisy,10,same_source_cyclic_next_latent,False,5,25,5,25,5,6.537396677686047e-07,3.9631250956517763e-07,-0.6383700300209403,8.047955836332221e-07,2.960537753248909e-07,0.0,0.7216184469629022,3.8313303471412137e-07
ljonly_r16_d8,train,lj_noisy,25,same_source_cyclic_next_latent,False,5,25,5,25,5,6.138447838566208e-07,2.6223908207612114e-06,0.76823814755539,9.060375236913388e-07,1.7231867102396573e-07,0.0,0.06206460488458164,3.0385772971816053e-07
ljonly_r16_d8,train,lj_noisy,50,same_source_cyclic_next_latent,False,5,25,5,25,5,1.878244943327445e-06,1.09006710772519e-05,0.8265397163537301,2.6123767065655556e-06,1.1914595918992487e-07,0.0,0.010290317592225377,3.6758720352451694e-07
ljonly_r16_d8,train,lj_noisy,75,same_source_cyclic_next_latent,False,5,25,5,25,5,4.560077595670009e-06,2.5082033971557394e-05,0.815475310800618,5.929707931500161e-06,1.4481848929493176e-07,0.0,0.005363649148828012,5.856259229489845e-07
ljonly_r16_d8,train,lj_noisy,100,same_source_cyclic_next_latent,False,5,25,5,25,5,8.56077891512541e-06,4.512062150752172e-05,0.8069217994060344,1.0567712961346842e-05,2.6993900674369185e-07,0.0,0.005667798010869808,7.463739449596933e-07
ljonly_r16_d8,train,lj_noisy,125,same_source_cyclic_next_latent,False,5,25,5,25,5,1.3644200771523174e-05,7.115652042557485e-05,0.805009607296723,1.628437534236582e-05,3.3086018513522184e-07,0.0,0.004618851699090431,6.899086833417646e-07
ljonly_r16_d8,train,lj_noisy,149,same_source_cyclic_next_latent,False,5,25,5,25,5,1.9613306649262084e-05,0.000101857472327506,0.8053031345668131,2.2814822950749656e-05,3.9368421355905704e-07,0.0,0.003938330539725059,8.843907651034075e-07
ljonly_r16_d8,train,lj_noisy,175,same_source_cyclic_next_latent,False,5,25,5,25,5,2.8065360311302356e-05,0.00014140228158788,0.8010094525880602,3.183503235050011e-05,7.653924974036752e-07,0.0,0.005396915361820249,1.3369381438543304e-06
ljonly_r16_d8,train,lj_noisy,199,same_source_cyclic_next_latent,False,5,25,5,25,5,3.824256848020013e-05,0.00018346654542252,0.7923648365597382,4.245495998475235e-05,1.7816305380736415e-06,0.0,0.00962370365488638,1.7340786714564494e-06
ljonly_r16_d8,validation,lj_noisy,0,same_source_cyclic_next_latent,False,5,100,20,100,20,1.0604191916741003e-06,0.0,,1.246618695631696e-06,4.431463180546524e-07,0.0,,5.331368642352316e-07
ljonly_r16_d8,validation,lj_noisy,5,same_source_cyclic_next_latent,False,5,100,20,100,20,8.278059827659944e-07,9.562797735895856e-08,-7.631228944827609,1.0390365436308e-06,3.6681743336956127e-07,0.0,3.808563968188387,4.6922113566323204e-07
ljonly_r16_d8,validation,lj_noisy,10,same_source_cyclic_next_latent,False,5,100,20,100,20,6.54356900255948e-07,4.023101709549337e-07,-0.6141167472098898,8.944744730854382e-07,3.0005078587108453e-07,0.0,0.732980377322886,4.157665429744835e-07
ljonly_r16_d8,validation,lj_noisy,25,same_source_cyclic_next_latent,False,5,100,20,100,20,6.086162588303523e-07,2.700515562992223e-06,0.7778662223381416,9.846728804063788e-07,1.7375453008276962e-07,0.0,0.06157405100709912,3.3633863779460286e-07
ljonly_r16_d8,validation,lj_noisy,50,same_source_cyclic_next_latent,False,5,100,20,100,20,1.8147057437545301e-06,1.1352922138030408e-05,0.8424637462039464,2.6168546582994168e-06,1.2706417809016943e-07,0.0,0.01065441302506233,3.780924546609518e-07
ljonly_r16_d8,validation,lj_noisy,75,same_source_cyclic_next_latent,False,5,100,20,100,20,4.415827813772921e-06,2.626361301736324e-05,0.8339630958204356,5.7490314907226995e-06,1.996653802150035e-07,0.0,0.007557936622501956,4.880115342229881e-07
ljonly_r16_d8,validation,lj_noisy,100,same_source_cyclic_next_latent,False,5,100,20,100,20,8.304239081553532e-06,4.754355759359896e-05,0.8269564492907776,1.011512961667904e-05,2.933650698227963e-07,0.0,0.006401561322936937,4.859679961932611e-07
ljonly_r16_d8,validation,lj_noisy,125,same_source_cyclic_next_latent,False,5,100,20,100,20,1.3650281471200287e-05,7.536162738688264e-05,0.8209980877388823,1.6110248425320605e-05,3.9288463917493666e-07,0.0,0.0054890367221097644,5.380053425434495e-07
ljonly_r16_d8,validation,lj_noisy,149,same_source_cyclic_next_latent,False,5,100,20,100,20,2.0502372208284215e-05,0.00010829863385876113,0.8136992209066989,2.3897640949144262e-05,5.617320418888134e-07,0.0,0.005421751805560604,1.06298405462499e-06
ljonly_r16_d8,validation,lj_noisy,175,same_source_cyclic_next_latent,False,5,100,20,100,20,3.0508344279951417e-05,0.00015109891755851,0.8020041916883931,3.500846842143801e-05,1.0561120507306055e-06,0.0,0.007307878800812353,1.711710821115604e-06
ljonly_r16_d8,validation,lj_noisy,199,same_source_cyclic_next_latent,False,5,100,20,100,20,4.2519491471466406e-05,0.00019709730695462,0.7885658325815167,4.8150843576876563e-05,2.300003067151784e-06,0.0,0.011978121389778504,2.284495273475867e-06
mp2_r16_d4,mixed_transfer,depablo_mixed_temp,0,same_source_cyclic_next_latent,True,5,100,20,100,20,1.1293060651951235e-07,0.0,,1.1484175398202014e-07,2.9771349966987127e-08,0.0,,2.963977427320844e-08
mp2_r16_d4,mixed_transfer,depablo_mixed_temp,5,same_source_cyclic_next_latent,True,5,100,20,100,20,3.222159160500583e-05,1.3693910162970723e-05,-0.7776221922522941,3.316253236305993e-05,2.7674347832806242e-05,0.0,1.0956376895005204,2.7977483911639665e-05
mp2_r16_d4,mixed_transfer,depablo_mixed_temp,10,same_source_cyclic_next_latent,True,5,100,20,100,20,3.522987992624276e-05,1.584389799802466e-05,-0.46523862584847403,3.59924836504838e-05,2.73781060674942e-05,0.0,0.9196678271331086,2.7383950495354036e-05
mp2_r16_d4,mixed_transfer,depablo_mixed_temp,25,same_source_cyclic_next_latent,True,5,100,20,100,20,3.115945937039735e-05,1.7265989811221516e-05,-0.17806465586526768,3.2309675042651034e-05,2.466297339395353e-05,0.0,0.8168564287166682,2.447577334036298e-05
mp2_r16_d4,mixed_transfer,depablo_mixed_temp,50,same_source_cyclic_next_latent,True,5,100,20,100,20,3.0844079744267475e-05,2.7122223900732934e-05,0.2435445890744657,3.464555355662362e-05,1.8154959078896138e-05,0.0,0.4400534591351012,1.848283595832749e-05
mp2_r16_d4,mixed_transfer,depablo_mixed_temp,75,same_source_cyclic_next_latent,True,5,100,20,100,20,2.7571306785600556e-05,4.14705596085696e-05,0.5028819717038738,3.515337830378551e-05,1.6163189269993627e-05,0.0,0.2850086234937237,1.520513351461627e-05
mp2_r16_d4,mixed_transfer,depablo_mixed_temp,100,same_source_cyclic_next_latent,True,5,100,20,100,20,3.069491104440325e-05,6.200029838509884e-05,0.6116407663366343,4.29274043403848e-05,1.3943989279368561e-05,0.0,0.17969768548801185,1.2100069983847547e-05
mp2_r16_d4,mixed_transfer,depablo_mixed_temp,125,same_source_cyclic_next_latent,True,5,100,20,100,20,2.6765695301943366e-05,8.78934384672806e-05,0.7449016710368718,4.674566720040514e-05,9.769822197719787e-06,0.0,0.0942300762925078,7.96817941357653e-06
mp2_r16_d4,mixed_transfer,depablo_mixed_temp,149,same_source_cyclic_next_latent,True,5,100,20,100,20,2.7218334156484173e-05,0.00011536433339638725,0.7894005840117593,5.37991828332395e-05,9.224258641588703e-06,0.0,0.06940600395342168,7.666155098681202e-06
mp2_r16_d4,mixed_transfer,depablo_mixed_temp,175,same_source_cyclic_next_latent,True,5,100,20,100,20,3.0106060083878695e-05,0.00015396435883299,0.8190752425830563,6.287589877273706e-05,7.4153014032620865e-06,0.0,0.043832912197432815,6.065914661603583e-06
mp2_r16_d4,mixed_transfer,depablo_mixed_temp,199,same_source_cyclic_next_latent,True,5,100,20,100,20,3.165283955012953e-05,0.00019460193216213,0.8503569755374023,7.407880014169417e-05,4.2630059522684706e-06,0.0,0.01991223164729988,3.770282429286565e-06
mp2_r16_d4,train,depablo_low_temp,0,same_source_cyclic_next_latent,False,5,25,5,25,5,1.1197825003250728e-07,0.0,,1.2309382562136762e-07,2.6435866854913913e-08,0.0,,2.8218570501049788e-08
mp2_r16_d4,train,depablo_low_temp,5,same_source_cyclic_next_latent,False,5,25,5,25,5,4.859387782829572e-08,1.0330704327543572e-07,0.5296412253839493,7.749157902026126e-08,1.6366884991724627e-08,0.0,0.15845700085822365,2.3532532698121696e-08
mp2_r16_d4,train,depablo_low_temp,10,same_source_cyclic_next_latent,False,5,25,5,25,5,3.910690447028742e-08,4.2783193521245266e-07,0.9088280881800989,1.21913759301151e-07,1.1951991429455447e-08,0.0,0.02811065207847513,2.200855168573902e-08
mp2_r16_d4,train,depablo_low_temp,25,same_source_cyclic_next_latent,False,5,25,5,25,5,1.3915043581391728e-07,2.7642588065646125e-06,0.9504094141174718,7.200880372693064e-07,1.2442077782845197e-08,0.0,0.004600733325232871,4.5073315766633004e-08
mp2_r16_d4,train,depablo_low_temp,50,same_source_cyclic_next_latent,False,5,25,5,25,5,5.349462642811886e-07,1.1252334661548958e-05,0.9536975462930478,3.17860667109926e-06,2.2181751705765662e-08,0.0,0.0019824758910284013,8.038523488033776e-08
mp2_r16_d4,train,depablo_low_temp,75,same_source_cyclic_next_latent,False,5,25,5,25,5,1.2139969544477936e-06,2.554690981924068e-05,0.953915905728943,7.450258626704454e-06,3.1582929421779374e-08,0.0,0.0012212288379234689,1.3701632963002368e-07
mp2_r16_d4,train,depablo_low_temp,100,same_source_cyclic_next_latent,False,5,25,5,25,5,2.1728459978476166e-06,4.572098987409845e-05,0.9540424614990499,1.3629638378915843e-05,4.3509139798979085e-08,0.0,0.000909361511011041,2.8451790408594497e-07
mp2_r16_d4,train,depablo_low_temp,125,same_source_cyclic_next_latent,False,5,25,5,25,5,3.421197359330108e-06,7.185182621469722e-05,0.9540581507300505,2.17352762047085e-05,6.97252450029756e-08,0.0,0.000899933768956031,4.954192462953564e-07
mp2_r16_d4,train,depablo_low_temp,149,same_source_cyclic_next_latent,False,5,25,5,25,5,4.930187737954839e-06,0.0001026177080347917,0.9537157108933456,3.1262031479855066e-05,1.393344514268381e-07,0.0,0.0012591829242263625,6.765945915374683e-07
mp2_r16_d4,train,depablo_low_temp,175,same_source_cyclic_next_latent,False,5,25,5,25,5,6.998453382038861e-06,0.00014230119413692,0.9526622547597166,4.337696031143423e-05,2.888914982697896e-07,0.0,0.0018975750075695566,7.396598145965576e-07
mp2_r16_d4,train,depablo_low_temp,199,same_source_cyclic_next_latent,False,5,25,5,25,5,9.453297438994923e-06,0.00018488138739482,0.950787909216152,5.6088073542911346e-05,5.082002810028128e-07,0.0,0.0025878075276573325,7.4379697593395e-07
mp2_r16_d4,train,lj_noisy,0,same_source_cyclic_next_latent,False,5,25,5,25,5,1.2375270628695036e-07,0.0,,1.287597753218961e-07,4.415605709674887e-08,0.0,,4.69417183763832e-08
mp2_r16_d4,train,lj_noisy,5,same_source_cyclic_next_latent,False,5,25,5,25,5,4.900797936358003e-08,9.486441570061288e-08,0.4801094461684207,5.776650585431753e-08,2.2534011860758576e-08,0.0,0.24086225846622336,2.584740834851258e-08
mp2_r16_d4,train,lj_noisy,10,same_source_cyclic_next_latent,False,5,25,5,25,5,4.532731985307237e-08,3.9631250956517763e-07,0.8855258971870992,6.439932249691083e-08,1.011936630324906e-08,0.0,0.02520540325857021,1.4198052282652596e-08
mp2_r16_d4,train,lj_noisy,25,same_source_cyclic_next_latent,False,5,25,5,25,5,3.0046421898077826e-07,2.6223908207612114e-06,0.8848371437593123,4.3046589098594273e-07,1.3255285811623496e-08,0.0,0.005128374456003424,2.4176262251011386e-08
mp2_r16_d4,train,lj_noisy,50,same_source_cyclic_next_latent,False,5,25,5,25,5,1.5283144148270366e-06,1.09006710772519e-05,0.8578559838095317,2.1297430021149924e-06,3.5384481695447076e-08,0.0,0.0034964245392349355,1.599614585160947e-07
mp2_r16_d4,train,lj_noisy,75,same_source_cyclic_next_latent,False,5,25,5,25,5,3.910367140633752e-06,2.5082033971557394e-05,0.8416014429525855,5.357940917747328e-06,6.600218718798513e-08,0.0,0.0026163115734090256,3.600639209367798e-07
mp2_r16_d4,train,lj_noisy,100,same_source_cyclic_next_latent,False,5,25,5,25,5,7.530934599344618e-06,4.512062150752172e-05,0.8304340309558972,1.0190494995185873e-05,8.386195097929008e-08,0.0,0.0017551273618130418,4.907653689524898e-07
mp2_r16_d4,train,lj_noisy,125,same_source_cyclic_next_latent,False,5,25,5,25,5,1.2263900807738538e-05,7.115652042557485e-05,0.8250468976206928,1.63357199926395e-05,8.133701642103381e-08,0.0,0.0011467059499486259,5.121802995292884e-07
mp2_r16_d4,train,lj_noisy,149,same_source_cyclic_next_latent,False,5,25,5,25,5,1.7769357873476112e-05,0.000101857472327506,0.8235865670526596,2.3009206779533996e-05,1.0155088619692374e-07,0.0,0.0011752249472684292,5.621029006303577e-07
mp2_r16_d4,train,lj_noisy,175,same_source_cyclic_next_latent,False,5,25,5,25,5,2.5106021821557077e-05,0.00014140228158788,0.8214505753486492,3.135902574285865e-05,2.1026085331327895e-07,0.0,0.0016911725402823908,7.232377714749552e-07
mp2_r16_d4,train,lj_noisy,199,same_source_cyclic_next_latent,False,5,25,5,25,5,3.319083421956748e-05,0.00018346654542252,0.8188423049222295,4.019981824967545e-05,4.122468241475013e-07,0.0,0.0023805071911440112,9.009538091820417e-07
mp2_r16_d4,train,reid,0,same_source_cyclic_next_latent,False,5,25,5,25,5,4.9523476661761383e-08,0.0,,5.0323779383631975e-08,2.2286516685747936e-08,0.0,,2.1614391579374926e-08
mp2_r16_d4,train,reid,5,same_source_cyclic_next_latent,False,5,25,5,25,5,1.9839404217236733e-08,1.0300576320787514e-07,0.8061150370349873,2.5980901212641074e-08,7.250483028251407e-09,0.0,0.0714462890870986,9.020489673453107e-09
mp2_r16_d4,train,reid,10,same_source_cyclic_next_latent,False,5,25,5,25,5,4.0638333800302464e-08,4.223456016916316e-07,0.9036106047224294,7.091831268013495e-08,7.59297793766275e-09,0.0,0.018064516330728354,9.4234958994917e-09
mp2_r16_d4,train,reid,25,same_source_cyclic_next_latent,False,5,25,5,25,5,2.2043896926504656e-07,2.7308132757752903e-06,0.9202659231040009,4.7452469459585694e-07,2.0237362503365946e-08,0.0,0.006964594643233355,1.837741812052601e-08
mp2_r16_d4,train,reid,50,same_source_cyclic_next_latent,False,5,25,5,25,5,9.225119248412739e-07,1.1211941819055938e-05,0.9198897729762573,2.0981063357794483e-06,2.210468282910691e-08,0.0,0.0018740950917580208,1.0156539535867494e-07
mp2_r16_d4,train,reid,75,same_source_cyclic_next_latent,False,5,25,5,25,5,2.2496813653560824e-06,2.5625861235312185e-05,0.9154281212949236,5.087494829467687e-06,3.793493000233784e-08,0.0,0.0014969562897503884,2.0422480615161903e-07
mp2_r16_d4,train,reid,100,same_source_cyclic_next_latent,False,5,25,5,25,5,4.26269882041197e-06,4.607020091498271e-05,0.9116469727384784,9.573687818829058e-06,8.263301275342478e-08,0.0,0.0018742716885013604,2.8039497370512716e-07
mp2_r16_d4,train,reid,125,same_source_cyclic_next_latent,False,5,25,5,25,5,7.026325606602768e-06,7.261199498316273e-05,0.9082447802017868,1.561893709549622e-05,1.345526271349293e-07,0.0,0.00198467458324499,3.510677326365703e-07
mp2_r16_d4,train,reid,149,same_source_cyclic_next_latent,False,5,25,5,25,5,1.0452473766235926e-05,0.00010387085058025612,0.9050904743537741,2.2857127751194638e-05,1.8791399518073754e-07,0.0,0.00194234551355292,4.835674422544405e-07
mp2_r16_d4,train,reid,175,same_source_cyclic_next_latent,False,5,25,5,25,5,1.509906318915455e-05,0.00014417658676388,0.9016825569800491,3.2226317889580964e-05,2.837922937434639e-07,0.0,0.0020350643723247093,7.293339675936746e-07
mp2_r16_d4,train,reid,199,same_source_cyclic_next_latent,False,5,25,5,25,5,2.0375529907141754e-05,0.0001873652596259,0.8982508808124627,4.226774565722103e-05,4.2390476088285676e-07,0.0,0.002238136552282094,1.0405998723792416e-06
mp2_r16_d4,validation,depablo_low_temp,0,same_source_cyclic_next_latent,False,5,100,20,100,20,1.216984582619318e-07,0.0,,1.2670570915140902e-07,3.223705881922428e-08,0.0,,3.318509440264214e-08
mp2_r16_d4,validation,depablo_low_temp,5,same_source_cyclic_next_latent,False,5,100,20,100,20,5.298667071329533e-08,1.0374946519675632e-07,0.4885708548089383,8.176084676403405e-08,1.866140191864241e-08,0.0,0.18110651596633823,2.558663677108246e-08
mp2_r16_d4,validation,depablo_low_temp,10,same_source_cyclic_next_latent,False,5,100,20,100,20,4.0258821765171146e-08,4.3081104337261424e-07,0.9072938673977866,1.4513039245045434e-07,1.2433486479985896e-08,0.0,0.028881252064176802,2.1142902191779646e-08
mp2_r16_d4,validation,depablo_low_temp,25,same_source_cyclic_next_latent,False,5,100,20,100,20,1.3549561446168922e-07,2.7970711698799277e-06,0.9531704099182978,9.048352946905425e-07,1.4919030671603102e-08,0.0,0.005399938523932648,3.824694151504141e-08
mp2_r16_d4,validation,depablo_low_temp,50,same_source_cyclic_next_latent,False,5,100,20,100,20,5.275307866980939e-07,1.1410252727728221e-05,0.9564925375489711,3.848343212666805e-06,2.011387052778039e-08,0.0,0.00199932724769726,2.261963818652695e-07
mp2_r16_d4,validation,depablo_low_temp,75,same_source_cyclic_next_latent,False,5,100,20,100,20,1.2284960276076617e-06,2.5913254285114816e-05,0.9558875736036017,8.784812487760974e-06,4.6352379756399716e-08,0.0,0.001896226370722463,4.3756634416171383e-07
mp2_r16_d4,validation,depablo_low_temp,100,same_source_cyclic_next_latent,False,5,100,20,100,20,2.2516489890733737e-06,4.636267858586507e-05,0.955079581659855,1.5877404737238977e-05,7.546559888656673e-08,0.0,0.0016462901169786118,6.755505872368516e-07
mp2_r16_d4,validation,depablo_low_temp,125,same_source_cyclic_next_latent,False,5,100,20,100,20,3.613443795131843e-06,7.281413381861057e-05,0.9542787121341494,2.5199541829579176e-05,1.0162523092048087e-07,0.0,0.0013814603456704139,9.811351532491534e-07
mp2_r16_d4,validation,depablo_low_temp,149,same_source_cyclic_next_latent,False,5,100,20,100,20,5.267403142852345e-06,0.00010390844217907658,0.9534390761088674,3.618806676513486e-05,1.2283924422030476e-07,0.0,0.0011221679315429353,1.320261984710887e-06
mp2_r16_d4,validation,depablo_low_temp,175,same_source_cyclic_next_latent,False,5,100,20,100,20,7.511770757560044e-06,0.000143952339203645,0.9522272966722658,5.018557523498429e-05,1.523014837030002e-07,0.0,0.0009200324743651911,1.7421330552435886e-06
mp2_r16_d4,validation,depablo_low_temp,199,same_source_cyclic_next_latent,False,5,100,20,100,20,1.0135913205431278e-05,0.000186840589594735,0.9505007867889994,6.488400096712782e-05,2.0384369928534907e-07,0.0,0.0008949007579703012,2.207638974185427e-06
mp2_r16_d4,validation,lj_noisy,0,same_source_cyclic_next_latent,False,5,100,20,100,20,1.3593911553755337e-07,0.0,,1.378505449167733e-07,4.669518356565556e-08,0.0,,4.914153468735657e-08
mp2_r16_d4,validation,lj_noisy,5,same_source_cyclic_next_latent,False,5,100,20,100,20,5.656269007836556e-08,9.562797735895856e-08,0.40544847584744315,6.156416879399273e-08,2.458731258902549e-08,0.0,0.2583736089412998,2.8344744042649265e-08
mp2_r16_d4,validation,lj_noisy,10,same_source_cyclic_next_latent,False,5,100,20,100,20,4.722789734401545e-08,4.023101709549337e-07,0.8824732386590315,5.9270038406111786e-08,9.515553871468693e-09,0.0,0.023478362177355782,1.4080587389865275e-08
mp2_r16_d4,validation,lj_noisy,25,same_source_cyclic_next_latent,False,5,100,20,100,20,2.9320642170205246e-07,2.700515562992223e-06,0.8926670390437694,3.8576906277398846e-07,6.898765293163718e-09,0.0,0.00258410614216432,1.5676989769610177e-08
mp2_r16_d4,validation,lj_noisy,50,same_source_cyclic_next_latent,False,5,100,20,100,20,1.4983021674197517e-06,1.1352922138030408e-05,0.8704847247494696,2.009387045518451e-06,2.0179164621804336e-08,0.0,0.0018724025590402791,7.672638016833195e-08
mp2_r16_d4,validation,lj_noisy,75,same_source_cyclic_next_latent,False,5,100,20,100,20,3.905009402842552e-06,2.626361301736324e-05,0.8542789513495481,5.192712710595515e-06,3.617446996672068e-08,0.0,0.001404799199127448,1.8784025986359187e-07
mp2_r16_d4,validation,lj_noisy,100,same_source_cyclic_next_latent,False,5,100,20,100,20,7.607230409121258e-06,4.754355759359896e-05,0.8426468698270337,1.0040035749625532e-05,8.803864051513888e-08,0.0,0.0016551535081678818,2.584683704259481e-07
mp2_r16_d4,validation,lj_noisy,125,same_source_cyclic_next_latent,False,5,100,20,100,20,1.274442906378681e-05,7.536162738688264e-05,0.8337802514544833,1.668296248681145e-05,1.5968973476369172e-07,0.0,0.001832004473071222,2.444133327277707e-07
mp2_r16_d4,validation,lj_noisy,149,same_source_cyclic_next_latent,False,5,100,20,100,20,1.9136221462758838e-05,0.00010829863385876113,0.8265109949804383,2.4801778681649012e-05,1.8693624441295848e-07,0.0,0.0015321936583331446,2.7515983535523653e-07
mp2_r16_d4,validation,lj_noisy,175,same_source_cyclic_next_latent,False,5,100,20,100,20,2.804529736749828e-05,0.00015109891755851,0.8178253297161234,3.571438328435761e-05,2.2862024647889134e-07,0.0,0.0015207755251878275,5.046909677202061e-07
