source,frame,mode,total,valid,true_valid,p_ratio_r2,p_ratio_mae,target_variance,position_mse,strain_x_error,strain_y_error,latent_mse,normalized_latent_mse,variant,seed
depablo_low_temp,50,constant_velocity_recent,20,20,20,0.9768955640018232,0.0454662460591043,0.121923909291221,8.479432167973755e-07,0.0009228459093719,0.0001694969410891,0.0369720749091357,0.0131085966248065,velocity_transfer3,123
depablo_low_temp,50,free_rollout,20,20,20,0.9574831793272356,0.0637427038150473,0.121923909291221,8.454782246758441e-07,0.0007763806032016,0.0004483208220335,0.0701333780772984,0.0285577444825321,velocity_transfer3,123
depablo_low_temp,50,oracle_ae,20,20,20,0.9823999678167132,0.0376946714817736,0.121923909291221,7.934832638056832e-07,0.0007862685713917,0.0001546089231851,0.0,0.0,velocity_transfer3,123
depablo_low_temp,50,teacher_forced,20,20,20,0.9827797966612132,0.037275734922468,0.121923909291221,7.928444127003331e-07,0.0007863998180255,0.0001553985217469,2.256689384694255e-05,1.0166443962589255e-05,velocity_transfer3,123
depablo_low_temp,75,constant_acceleration,20,20,20,0.5774776888126085,0.1789884675717533,0.1271388104990921,8.248390363974067e-06,0.0014533199369907,0.0027573704050155,3.3226360682630918,1.631752727017738,velocity_transfer3,123
depablo_low_temp,75,constant_latent,20,20,20,0.472814191712034,0.2232918160811343,0.1271388104990921,2.0168348328297725e-05,0.0095774077810347,0.0036858381907222,7.105490231513977,3.019649851322174,velocity_transfer3,123
depablo_low_temp,75,constant_velocity,20,20,20,0.9873053735481184,0.0335712908520135,0.1271388104990921,1.7923226437233097e-06,0.0011440033558756,0.0003649303806014,0.2705998413264751,0.1040176899172365,velocity_transfer3,123
depablo_low_temp,75,constant_velocity_recent,20,20,20,0.9547371652812822,0.0641466590902524,0.1271388104990921,1.8508991630028504e-06,0.0011952083557844,0.0003139633103273,0.1932061415165663,0.0656051292084157,velocity_transfer3,123
depablo_low_temp,75,free_rollout,20,20,20,0.980398918954943,0.0430454934900247,0.1271388104990921,1.6912855031137045e-06,0.0006970562972128,0.000565754744457,0.1196035871282219,0.0524027979932725,velocity_transfer3,123
depablo_low_temp,75,oracle_ae,20,20,20,0.9847444677956708,0.0336065197599849,0.1271388104990921,1.6726795053045862e-06,0.000720375124365,0.000221960816998,0.0,0.0,velocity_transfer3,123
depablo_low_temp,75,teacher_forced,20,20,20,0.9848584054238576,0.0335329632072522,0.1271388104990921,1.6715649366005892e-06,0.0007202806416898,0.000220892028301,3.503494642700389e-05,1.4583056298533847e-05,velocity_transfer3,123
depablo_low_temp,100,constant_acceleration,20,20,20,0.5900109402000839,0.1777632578668359,0.1309363081666797,2.0351665713747025e-05,0.0022407745709642,0.0041188484989106,11.648710638284683,5.717796930670739,velocity_transfer3,123
depablo_low_temp,100,constant_latent,20,20,20,0.4590516901948195,0.2283159498761072,0.1309363081666797,3.85191186069278e-05,0.0133400118444114,0.005057637594291,13.456680297851562,5.642951965332031,velocity_transfer3,123
depablo_low_temp,100,constant_velocity,20,20,20,0.9712368050832222,0.0534179407481503,0.1309363081666797,3.4959060627670625e-06,0.0017827983014285,0.0005396989668952,0.7486225917935372,0.2732979040592909,velocity_transfer3,123
depablo_low_temp,100,constant_velocity_recent,20,20,20,0.9146150191782624,0.0902427908641045,0.1309363081666797,3.745360498896844e-06,0.0019252938684076,0.0005544411047594,0.6240506067872047,0.210925680398941,velocity_transfer3,123
depablo_low_temp,100,free_rollout,20,20,20,0.9907355708687768,0.0286972855816348,0.1309363081666797,3.1260852608738787e-06,0.0011093055363744,0.0007681767165195,0.1970275815576315,0.0893512811977416,velocity_transfer3,123
depablo_low_temp,100,oracle_ae,20,20,20,0.9875095730417492,0.0320373144319389,0.1309363081666797,3.122538947764042e-06,0.0009586523752659,0.0003829261258943,0.0,0.0,velocity_transfer3,123
depablo_low_temp,100,teacher_forced,20,20,20,0.9874676716487292,0.032150921247193,0.1309363081666797,3.121505517356126e-06,0.0009643435012549,0.0003814647818217,7.459099151674309e-05,2.9480570719897515e-05,velocity_transfer3,123
depablo_mixed_temp,10,constant_acceleration,20,20,20,-1.1100689443044751,0.4285799259835944,0.1792210970466572,0.0004865887473215,0.0107588058599503,0.0127398766082478,299.4122578807175,144.6720746971667,velocity_transfer3,123
depablo_mixed_temp,10,constant_latent,20,20,20,-0.3514416927024684,0.3736384593601959,0.1792210970466572,1.566260286551824e-05,0.0007652053376659,0.0008462578094622,0.3754453090019524,0.1757374820881523,velocity_transfer3,123
depablo_mixed_temp,10,constant_velocity,20,20,20,-0.0203809182411116,0.325219101097982,0.1792210970466572,2.1011165172524217e-05,0.0014319929730845,0.0020246050684363,4.605514809396118,2.2321537720155904,velocity_transfer3,123
depablo_mixed_temp,10,constant_velocity_recent,20,20,20,-0.0644484996000329,0.3636100260663081,0.1792210970466572,3.211384454573363e-05,0.0027972124604275,0.0033377879204635,12.525482950071456,6.103221967685386,velocity_transfer3,123
depablo_mixed_temp,10,free_rollout,20,20,20,0.0388756670625732,0.3179514000737756,0.1792210970466572,2.1122305460608005e-05,0.0014823186880676,0.0020107248070416,4.818676549452357,2.329534466075711,velocity_transfer3,123
depablo_mixed_temp,10,oracle_ae,20,20,20,0.5104969101403386,0.2101518823737268,0.1792210970466572,1.5428411580842293e-05,0.0007895198476035,0.0004864306256422,0.0,0.0,velocity_transfer3,123
depablo_mixed_temp,10,teacher_forced,20,20,20,0.156953865870735,0.305521573292717,0.1792210970466572,1.627082913415734e-05,0.0008862722665071,0.0010617586893204,0.5051338668388781,0.2468372210987581,velocity_transfer3,123
depablo_mixed_temp,25,constant_acceleration,20,20,20,-0.8673075746405023,0.3878314458245097,0.1814265265332104,0.076450616506554,0.146260939957574,0.1502105903695337,45916.291669750215,22140.342970895766,velocity_transfer3,123
depablo_mixed_temp,25,constant_latent,20,20,20,-1.1401082084321563,0.4582418767754186,0.1814265265332104,1.6488064915165523e-05,0.0021193964988924,0.0011852714756969,0.7902383290231227,0.3651557161239907,velocity_transfer3,123
depablo_mixed_temp,25,constant_velocity,20,20,20,-0.4541213235103041,0.410848876720398,0.1814265265332104,9.17131477251587e-05,0.0033890388323925,0.0058918999304296,55.41490917168558,27.13985190622043,velocity_transfer3,123
depablo_mixed_temp,25,constant_velocity_recent,20,20,20,-1.2705275279796706,0.5173080517078066,0.1814265265332104,0.0002738829753752,0.0083671136642806,0.0107635991007555,184.93930695280432,90.18645536378024,velocity_transfer3,123
depablo_mixed_temp,25,free_rollout,20,20,20,-0.3411438602542584,0.3914409419306719,0.1814265265332104,9.27120997801012e-05,0.0034002269152551,0.0057944205851526,58.729366053175184,28.65359596333001,velocity_transfer3,123
depablo_mixed_temp,25,oracle_ae,20,20,20,0.4056380875465498,0.1787678609936081,0.1814265265332104,1.53256141629754e-05,0.0009902487450744,0.0003855660645058,0.0,0.0,velocity_transfer3,123
depablo_mixed_temp,25,teacher_forced,20,20,20,-0.1695842664355633,0.3124085249240639,0.1814265265332104,1.575150045596274e-05,0.0009747924108523,0.000909964616585,0.2892081475976738,0.1363088938844157,velocity_transfer3,123
depablo_mixed_temp,50,constant_acceleration,20,20,20,-1.1024842356439215,0.386942894306275,0.1290510646927359,1.7674950012995396,0.7072676382958889,0.7281513218767941,1054699.920779419,508398.8530563355,velocity_transfer3,123
depablo_mixed_temp,50,constant_latent,20,20,20,-0.8444963106066856,0.374255134729237,0.1290510646927359,2.4145667293851147e-05,0.0061214844929054,0.0023179015348432,3.0667408645153045,1.349679672718048,velocity_transfer3,123
depablo_mixed_temp,50,constant_velocity,20,20,20,-0.8935902666933364,0.419863513804076,0.1290510646927359,0.0003846551898334,0.0055948923807591,0.0120682614739052,284.0285003017634,139.09275402650238,velocity_transfer3,123
depablo_mixed_temp,50,constant_velocity_recent,20,20,20,-1.797699785000797,0.5077470540382583,0.1290510646927359,0.001305878038363,0.0169921584427356,0.0218220983108039,933.6443563312292,455.4031042344868,velocity_transfer3,123
depablo_mixed_temp,50,free_rollout,20,20,20,-0.5878003376981209,0.3690723980289185,0.1290510646927359,0.0003924104572831,0.0056607963517308,0.0118189817294478,302.8801395675167,147.78564696237444,velocity_transfer3,123
depablo_mixed_temp,50,oracle_ae,20,20,20,0.8645596616309104,0.0890071502442583,0.1290510646927359,1.6923873903351706e-05,0.0011484017595648,0.0006131775284302,0.0,0.0,velocity_transfer3,123
depablo_mixed_temp,50,teacher_forced,20,20,20,0.3637887221595892,0.1936264669679082,0.1290510646927359,1.7485924576021717e-05,0.0013386017642915,0.0013154075175407,0.4297803877096157,0.20630811554729,velocity_transfer3,123
depablo_mixed_temp,75,constant_acceleration,20,20,20,-1.2175864408974153,0.4707514266004801,0.1721180025747532,10.007008650293574,1.6855228843167425,1.7312525791116058,5981363.361303711,2882857.220361328,velocity_transfer3,123
depablo_mixed_temp,75,constant_latent,20,20,20,-0.5941318354527099,0.3962028485918448,0.1721180025747532,3.649182467597711e-05,0.0098007985390722,0.0036884455490508,7.239815902709961,3.1169781029224395,velocity_transfer3,123
depablo_mixed_temp,75,constant_velocity,20,20,20,-0.4914821045608759,0.4483236558192948,0.1721180025747532,0.0009300126160667,0.007860660739243,0.0183747550821863,696.7012616813183,341.22099532559514,velocity_transfer3,123
depablo_mixed_temp,75,constant_velocity_recent,20,20,20,-1.337478806963757,0.5186168873070259,0.1721180025747532,0.0031815428742447,0.0256762522971257,0.0334726998349651,2286.838005018234,1115.2422796279193,velocity_transfer3,123
depablo_mixed_temp,75,free_rollout,20,20,20,-0.0962537980698869,0.3806507147838147,0.1721180025747532,0.0009535719989685,0.0079435900319367,0.0180159769719466,746.8168142009526,364.460711070057,velocity_transfer3,123
depablo_mixed_temp,75,oracle_ae,20,20,20,0.95929820674707,0.0654671977997799,0.1721180025747532,1.777359785819499e-05,0.0014412407763302,0.0007690197933698,0.0,0.0,velocity_transfer3,123
depablo_mixed_temp,75,teacher_forced,20,20,20,0.4054345473687593,0.1564052434591156,0.1721180025747532,1.956392272859375e-05,0.0015466107986867,0.0015887318004388,1.230181227477806,0.6038005446046555,velocity_transfer3,123
depablo_mixed_temp,100,constant_acceleration,20,20,20,-1.6379120714910993,0.4272581733995612,0.1264354805514444,33.40136842904612,3.081213552504778,3.1606134248897435,19978575.284082036,9628647.933691408,velocity_transfer3,123
depablo_mixed_temp,100,constant_latent,20,20,20,-0.8929235023177522,0.3796909665282127,0.1264354805514444,5.529774598471704e-05,0.0134387576021254,0.0044706176791805,12.931476593017578,5.456014311313629,velocity_transfer3,123
depablo_mixed_temp,100,constant_velocity,20,20,20,-0.854954591830619,0.4322754766861864,0.1264354805514444,0.0016743230453926,0.0102531667333096,0.0243948102695867,1273.7543904781342,623.8689737007022,velocity_transfer3,123
depablo_mixed_temp,100,constant_velocity_recent,20,20,20,-1.7680096810066623,0.4549974704896585,0.1264354805514444,0.005811312303922,0.0344918990973383,0.0443921455414965,4198.253503525257,2047.7797578513623,velocity_transfer3,123
depablo_mixed_temp,100,free_rollout,20,20,20,-0.2526176130998157,0.3553668526648074,0.1264354805514444,0.0017247787347741,0.0102939300239086,0.0237523126183077,1372.492323577404,669.8549469284713,velocity_transfer3,123
depablo_mixed_temp,100,oracle_ae,20,20,20,0.9289487980950392,0.0663684104001322,0.1264354805514444,2.169276676795562e-05,0.0017793443985283,0.0007326130784349,0.0,0.0,velocity_transfer3,123
depablo_mixed_temp,100,teacher_forced,20,20,20,0.8422814093790837,0.1057996632612177,0.1264354805514444,2.2256227902062163e-05,0.0016572088468819,0.0012527882849099,0.5869881102931686,0.2880945471930317,velocity_transfer3,123
lj_noisy,10,constant_acceleration,20,20,20,-4.777326683604067,0.0873971826553439,0.0021538442446725,6.520792403819086e-08,0.0003155630722176,8.3448390068952e-05,2.8038517737627443e-05,1.2775538957043864e-05,velocity_transfer3,123
lj_noisy,10,constant_latent,20,20,20,-11.034126723684489,0.1290599089977328,0.0021538442446725,9.10545576715549e-08,0.0004088674962986,0.0001797410121071,0.0435520218685269,0.0206310736015439,velocity_transfer3,123
lj_noisy,10,constant_velocity,20,20,20,-5.242145740961587,0.0917576434119803,0.0021538442446725,6.517532362693147e-08,0.0003094200161285,8.81572617799975e-05,6.822536144568403e-05,3.0570046958189324e-05,velocity_transfer3,123
lj_noisy,10,constant_velocity_recent,20,20,20,-5.065973915152252,0.0900489854242176,0.0021538442446725,6.508104863911512e-08,0.0003111726313363,8.655785059090704e-05,2.086621144030687e-05,9.111972840969428e-06,velocity_transfer3,123
lj_noisy,10,free_rollout,20,20,20,-4.652778425128477,0.0890962899282408,0.0021538442446725,6.895692781228035e-08,0.0003232470422517,8.837686909828335e-05,0.0008000970148714,0.00026057021023,velocity_transfer3,123
lj_noisy,10,oracle_ae,20,20,20,-4.89766737250705,0.0885588392189134,0.0021538442446725,6.526881293211773e-08,0.0003133684338536,8.361059735761955e-05,0.0,0.0,velocity_transfer3,123
lj_noisy,10,teacher_forced,20,20,20,-4.850587100228659,0.088834721984621,0.0021538442446725,6.587593741613774e-08,0.0003150500066112,8.464753191219642e-05,3.119986313322442e-05,1.0314188011761872e-05,velocity_transfer3,123
lj_noisy,25,constant_acceleration,20,20,20,0.1579784529822393,0.0522339284781125,0.0041168599721615,3.372949890945165e-07,0.0005119401495903,0.0001264765509404,0.0074185149842378,0.0033687235199977,velocity_transfer3,123
lj_noisy,25,constant_latent,20,20,20,-6.13167897655546,0.1412815379054677,0.0041168599721615,1.5613191408192506e-06,0.0024588371103163,0.0009851254930254,0.7102249532938003,0.3341559484601021,velocity_transfer3,123
lj_noisy,25,constant_velocity,20,20,20,-0.7157549320397785,0.0699721861701102,0.0041168599721615,3.219582367819385e-07,0.0004033394274301,0.0001650939753744,0.0032235561928246,0.0013499655549821,velocity_transfer3,123
lj_noisy,25,constant_velocity_recent,20,20,20,-0.5462447871011027,0.0671095107168675,0.0041168599721615,3.2199234638596864e-07,0.0004157941439189,0.0001505528052803,0.0020271896501071,0.0008152124435582,velocity_transfer3,123
lj_noisy,25,free_rollout,20,20,20,-0.6698290825180004,0.0713209381029509,0.0041168599721615,3.357358309585834e-07,0.0004536751192063,0.0001623245480004,0.0106591782532632,0.0036447319143917,velocity_transfer3,123
lj_noisy,25,oracle_ae,20,20,20,-0.2480872574892345,0.0613252719333986,0.0041168599721615,3.24894595138403e-07,0.0004530684673227,0.0001151532225776,0.0,0.0,velocity_transfer3,123
lj_noisy,25,teacher_forced,20,20,20,-0.2649624091078864,0.0618005805733442,0.0041168599721615,3.2481613558843493e-07,0.0004511927836574,0.0001181969069875,2.1493912527148492e-05,7.976469908044237e-06,velocity_transfer3,123
lj_noisy,50,constant_acceleration,20,20,20,-0.7375228539249932,0.0804992250078737,0.0047651600463273,1.8174147612626256e-06,0.000980488420464,0.0006257754284888,0.2357176031044218,0.1066890758113004,velocity_transfer3,123
lj_noisy,50,constant_latent,20,20,20,-5.345586389848076,0.1447704461480577,0.0047651600463273,8.82347787865001e-06,0.0059494012035429,0.0023495971108786,3.7056166529655457,1.7220586657524108,velocity_transfer3,123
lj_noisy,50,constant_velocity,20,20,20,-0.178618896411828,0.0564620791954584,0.0047651600463273,1.5797244429904822e-06,0.0005054777255281,0.0003610509796999,0.0401657022070139,0.0151938319439068,velocity_transfer3,123
lj_noisy,50,constant_velocity_recent,20,20,20,0.0148914640785494,0.0523947887690264,0.0047651600463273,1.5744861968869371e-06,0.0005196264712139,0.0003229068475775,0.0335795507300645,0.0122881093528121,velocity_transfer3,123
lj_noisy,50,free_rollout,20,20,20,-0.129013127408605,0.0657851047520239,0.0047651600463273,1.612993264643592e-06,0.0006864198250696,0.0003198393038474,0.0347062944900244,0.0128208908718079,velocity_transfer3,123
lj_noisy,50,oracle_ae,20,20,20,0.4060158990623367,0.0457137869369819,0.0047651600463273,1.5821545503058589e-06,0.0006441027624532,0.0002360512968152,0.0,0.0,velocity_transfer3,123
lj_noisy,50,teacher_forced,20,20,20,0.4000879284686129,0.0459169826877673,0.0047651600463273,1.5816812208413467e-06,0.0006431967020034,0.000236192846205,1.3940247032451226e-05,6.147408984702451e-06,velocity_transfer3,123
lj_noisy,75,constant_acceleration,20,20,20,-11.258272582641997,0.205896960878139,0.0050961142073924,5.997490882236889e-06,0.0017472911393269,0.001844019035343,1.487970063323155,0.671428584260866,velocity_transfer3,123
lj_noisy,75,constant_latent,20,20,20,-5.003765887193759,0.1470585342648697,0.0050961142073924,2.233906388937612e-05,0.0094336030539125,0.0037330996710807,9.199453353881836,4.2208924174308775,velocity_transfer3,123
lj_noisy,75,constant_velocity,20,20,20,-0.3762234237539801,0.0664473571384278,0.0050961142073924,4.130462662033096e-06,0.0005441331304609,0.0006324266549199,0.1953277144581079,0.0711768795736134,velocity_transfer3,123
lj_noisy,75,constant_velocity_recent,20,20,20,-0.1564549862949069,0.0614031135235912,0.0050961142073924,4.110642566956812e-06,0.000554630998522,0.0005987507291138,0.1789384711533785,0.0639397894963622,velocity_transfer3,123
lj_noisy,75,free_rollout,20,20,20,0.1175407838530328,0.0578757318059134,0.0050961142073924,4.09325714372244e-06,0.000687896925956,0.00050425339723,0.0645639358088374,0.0266645980533212,velocity_transfer3,123
lj_noisy,75,oracle_ae,20,20,20,0.512281918935755,0.0398208125758132,0.0050961142073924,4.074541050158587e-06,0.0006854369305074,0.0004069976508617,0.0,0.0,velocity_transfer3,123
lj_noisy,75,teacher_forced,20,20,20,0.5097067751967279,0.0399199629053441,0.0050961142073924,4.07296608955221e-06,0.0006840716581791,0.000407818891108,3.548865349500829e-05,1.540817747240908e-05,velocity_transfer3,123
lj_noisy,100,constant_acceleration,20,20,20,-26.54340714251901,0.3031104416576943,0.0053100823581802,1.6635976066936564e-05,0.0029342706082388,0.0039121399051509,5.198822202906013,2.3384725800715387,velocity_transfer3,123
lj_noisy,100,constant_latent,20,20,20,-4.708370303602157,0.1473940744785419,0.0053100823581802,4.221968847559765e-05,0.0129007468465715,0.0051549739204347,17.35089921951294,7.862084984779358,velocity_transfer3,123
lj_noisy,100,constant_velocity,20,20,20,-0.792025260334136,0.0813905880267752,0.0053100823581802,8.273974731309864e-06,0.0007724603638052,0.0009328551357612,0.6217759847640991,0.225304340571165,velocity_transfer3,123
lj_noisy,100,constant_velocity_recent,20,20,20,-0.5494003633061109,0.0775816875132033,0.0053100823581802,8.226615477724408e-06,0.0007955042179673,0.0008852066239342,0.5889065638184547,0.2105420518666506,velocity_transfer3,123
lj_noisy,100,free_rollout,20,20,20,0.2194493125345477,0.0527295275070322,0.0053100823581802,8.017796312742576e-06,0.0006302592810243,0.0006746273720636,0.1430065341060981,0.0634068893035873,velocity_transfer3,123
lj_noisy,100,oracle_ae,20,20,20,0.410888997942638,0.0470189546151525,0.0053100823581802,8.055548300944793e-06,0.0009150421712547,0.0005387932993471,0.0,0.0,velocity_transfer3,123
lj_noisy,100,teacher_forced,20,20,20,0.4147766075525806,0.0467962623615297,0.0053100823581802,8.050465112319216e-06,0.0009057118091732,0.0005395286949351,8.451677595076035e-05,3.593199385250045e-05,velocity_transfer3,123
reid,10,constant_acceleration,20,20,20,0.7866447018383874,0.0673961348546545,0.0283466184553629,1.2482679352388006e-07,0.0006364358065184,6.153901331344969e-05,1.874843415237137e-05,9.144661679272304e-06,velocity_transfer3,123
reid,10,constant_latent,20,20,20,0.497661377917325,0.1072263599143673,0.0283466184553629,7.094591181200371e-08,0.000330722721992,0.0001646079628699,0.027419508434832,0.0115376342553645,velocity_transfer3,123
reid,10,constant_velocity,20,20,20,0.7355116557589432,0.0750523793630809,0.0283466184553629,1.2514708211952554e-07,0.000635008199606,7.784661420373595e-05,7.73570101500809e-05,3.369792000285088e-05,velocity_transfer3,123
reid,10,constant_velocity_recent,20,20,20,0.7632317299147504,0.0710058646447688,0.0283466184553629,1.2497363615082694e-07,0.0006353594653774,6.961894941923675e-05,1.8448888158673072e-05,7.455838783698709e-06,velocity_transfer3,123
reid,10,free_rollout,20,20,20,0.7204634410243143,0.0778798084910643,0.0283466184553629,1.4240043206825702e-07,0.0007209963572677,7.743070955257281e-05,0.0011149031925015,0.0003707314157509,velocity_transfer3,123
reid,10,oracle_ae,20,20,20,0.7746953261652624,0.0696615539765041,0.0283466184553629,1.2598595304780248e-07,0.0006404645566362,6.608048925045295e-05,0.0,0.0,velocity_transfer3,123
reid,10,teacher_forced,20,20,20,0.763356458790192,0.0714552515823408,0.0283466184553629,1.2893243361844497e-07,0.0006549389683641,6.862660902697825e-05,4.150291515543358e-05,1.3983214876134296e-05,velocity_transfer3,123
reid,25,constant_acceleration,20,20,20,0.926383023982138,0.0414109789442132,0.0340742914742546,3.209661947778386e-07,0.0004804106778465,0.0001398315609549,0.0057967806696979,0.002822571798606,velocity_transfer3,123
reid,25,constant_latent,20,20,20,0.4421828783819884,0.1207310827591564,0.0340742914742546,1.216937783965477e-06,0.0022297968971543,0.0005600756610874,0.4513810247182846,0.1875338569283485,velocity_transfer3,123
reid,25,constant_velocity,20,20,20,0.8651486718438034,0.0533984870381511,0.0340742914742546,3.257852181803856e-07,0.0004811006016097,0.0001780895614501,0.0037265823222696,0.0014392976590897,velocity_transfer3,123
reid,25,constant_velocity_recent,20,20,20,0.9062917438571542,0.0451509221553275,0.0340742914742546,3.225526063133088e-07,0.0004803071264177,0.0001413364348991,0.0022771528601879,0.0008329006319399,velocity_transfer3,123
reid,25,free_rollout,20,20,20,0.8302943246771879,0.0644221354000645,0.0340742914742546,3.713563938134712e-07,0.0006744181038811,0.0001844058067945,0.0130296717863529,0.0045149053912609,velocity_transfer3,123
reid,25,oracle_ae,20,20,20,0.9264548969315848,0.0414693854547865,0.0340742914742546,3.257273364809521e-07,0.0005140911554917,0.0001194095566461,0.0,0.0,velocity_transfer3,123
reid,25,teacher_forced,20,20,20,0.9227363558253976,0.0426368808136414,0.0340742914742546,3.269908535941113e-07,0.0005178289138711,0.0001228124019689,2.2046737694836337e-05,8.277075562546087e-06,velocity_transfer3,123
reid,50,constant_acceleration,20,20,20,0.6195871878644374,0.0839845459450758,0.03674579830514,1.5833497784001338e-06,0.0006724233739078,0.0006993602582952,0.1711557955306489,0.0831999799411278,velocity_transfer3,123
reid,50,constant_latent,20,20,20,0.4140502758444292,0.1264898269420251,0.03674579830514,7.807682595739607e-06,0.0060689738718792,0.001236497402715,2.389325088262558,0.9718634456396102,velocity_transfer3,123
reid,50,constant_velocity,20,20,20,0.9337731371426388,0.0373992318507136,0.03674579830514,1.3921822947793316e-06,0.0004868172109127,0.0002630089053127,0.0566204180009663,0.0202367526013404,velocity_transfer3,123
reid,50,constant_velocity_recent,20,20,20,0.961457253918914,0.0285741428762952,0.03674579830514,1.3818907540041892e-06,0.0004712857306003,0.0001996776241867,0.0465677810832858,0.0163111485540866,velocity_transfer3,123
reid,50,free_rollout,20,20,20,0.8985070143223142,0.0488383964636363,0.03674579830514,1.4511615667345267e-06,0.0006836283253505,0.0003014912523212,0.0385550380684435,0.0148033129051327,velocity_transfer3,123
reid,50,oracle_ae,20,20,20,0.977290270441624,0.022269009533983,0.03674579830514,1.3768229656818675e-06,0.0006005642935633,0.000143129810749,0.0,0.0,velocity_transfer3,123
reid,50,teacher_forced,20,20,20,0.9765826964694668,0.0224118304458961,0.03674579830514,1.376874176628462e-06,0.0005986417178064,0.0001411070421454,1.795459681943612e-05,8.049623045280895e-06,velocity_transfer3,123
reid,75,constant_acceleration,20,20,20,0.159162946277972,0.1342972191834538,0.0381454871288846,4.315311883829054e-06,0.0010673114564269,0.0015546923066722,1.0628274302231149,0.5159717997419648,velocity_transfer3,123
reid,75,constant_latent,20,20,20,0.398824883114426,0.1299830203546618,0.0381454871288846,2.0358618667160044e-05,0.009911231836304,0.0019270195996796,6.032639527320862,2.402174347639084,velocity_transfer3,123
reid,75,constant_velocity,20,20,20,0.949746520453655,0.0325747998260568,0.0381454871288846,3.490543815587444e-06,0.0005475002806633,0.0003779086910071,0.2799401938915252,0.098068793863058,velocity_transfer3,123
