variant,source,frame,mode,seeds,r2_mean,r2_std,mae_mean,valid_min,total_min
delta_transfer3,depablo_mixed_temp,10,constant_velocity,3,-0.0203809182411116,0.0,0.325219101097982,20,20
delta_transfer3,depablo_mixed_temp,10,constant_velocity_recent,3,-0.0644484996000329,0.0,0.36361002606630805,20,20
delta_transfer3,depablo_mixed_temp,10,free_rollout,3,-0.30514686072571684,0.006429974370431563,0.39140442242988516,20,20
delta_transfer3,depablo_mixed_temp,10,oracle_ae,3,0.5104969101403386,0.0,0.2101518823737268,20,20
delta_transfer3,depablo_mixed_temp,10,teacher_forced,3,0.16332721792936297,4.832826061163594e-05,0.2855732394280908,20,20
delta_transfer3,depablo_mixed_temp,25,constant_acceleration,3,-0.8673075746405022,0.0,0.38783144582450974,20,20
delta_transfer3,depablo_mixed_temp,25,constant_latent,3,-1.1401082084321563,0.0,0.4582418767754186,20,20
delta_transfer3,depablo_mixed_temp,25,constant_velocity,3,-0.4541213235103041,0.0,0.410848876720398,20,20
delta_transfer3,depablo_mixed_temp,25,constant_velocity_recent,3,-1.2705275279796706,0.0,0.5173080517078066,20,20
delta_transfer3,depablo_mixed_temp,25,free_rollout,3,-0.41982071583482977,0.02665165591898587,0.40133737806381453,20,20
delta_transfer3,depablo_mixed_temp,25,oracle_ae,3,0.4056380875465498,0.0,0.1787678609936081,20,20
delta_transfer3,depablo_mixed_temp,25,teacher_forced,3,0.0518863156053449,0.0015613180838210275,0.2802407907431245,20,20
delta_transfer3,depablo_mixed_temp,50,constant_acceleration,3,-1.1024842356439215,0.0,0.386942894306275,20,20
delta_transfer3,depablo_mixed_temp,50,constant_latent,3,-0.8444963106066856,0.0,0.37425513472923705,20,20
delta_transfer3,depablo_mixed_temp,50,constant_velocity,3,-0.8935902666933364,0.0,0.419863513804076,20,20
delta_transfer3,depablo_mixed_temp,50,constant_velocity_recent,3,-1.7976997850007972,0.0,0.5077470540382583,20,20
delta_transfer3,depablo_mixed_temp,50,free_rollout,3,-0.05099446480039437,0.031437687045966146,0.3079623502050562,20,20
delta_transfer3,depablo_mixed_temp,50,oracle_ae,3,0.8645596616309104,0.0,0.0890071502442583,20,20
delta_transfer3,depablo_mixed_temp,50,teacher_forced,3,0.5546688629467278,0.001028865523272016,0.1615217133065753,20,20
delta_transfer3,depablo_mixed_temp,75,constant_acceleration,3,-1.2175864408974153,0.0,0.47075142660048,20,20
delta_transfer3,depablo_mixed_temp,75,constant_latent,3,-0.5941318354527099,0.0,0.3962028485918448,20,20
delta_transfer3,depablo_mixed_temp,75,constant_velocity,3,-0.4914821045608759,0.0,0.44832365581929484,20,20
delta_transfer3,depablo_mixed_temp,75,constant_velocity_recent,3,-1.337478806963757,0.0,0.5186168873070259,20,20
delta_transfer3,depablo_mixed_temp,75,free_rollout,3,0.038837075971312335,0.022239813215480745,0.3413835970474263,20,20
delta_transfer3,depablo_mixed_temp,75,oracle_ae,3,0.95929820674707,0.0,0.0654671977997799,20,20
delta_transfer3,depablo_mixed_temp,75,teacher_forced,3,0.6851561337618789,0.0001649975615382517,0.13093290913531683,20,20
delta_transfer3,depablo_mixed_temp,100,constant_acceleration,3,-1.6379120714910993,0.0,0.42725817339956124,20,20
delta_transfer3,depablo_mixed_temp,100,constant_latent,3,-0.8929235023177521,0.0,0.3796909665282127,20,20
delta_transfer3,depablo_mixed_temp,100,constant_velocity,3,-0.854954591830619,0.0,0.43227547668618643,20,20
delta_transfer3,depablo_mixed_temp,100,constant_velocity_recent,3,-1.7680096810066626,0.0,0.4549974704896585,20,20
