scope,source,mean,std
shared3,depablo_low_temp,-0.19381294259865714,0.05984707121281503
shared3,depablo_mixed_temp,-0.12223430491624432,0.07792448519494277
shared3,reid,0.0018287421258457726,0.21741070272432786
shared4,depablo_low_temp,-0.20246060581825906,0.055842025718036904
shared4,depablo_mixed_temp,-0.11121466936384233,0.025483090067754736
shared4,lj_noisy,-15.796928822662352,5.7803925652899295
shared4,reid,0.0261213243685188,0.11840965513989692
