epoch,train_objective,val_objective,train_mse_norm,train_source_depablo_mixed_temp_reconstruction,train_macro_source_reconstruction,train_max_source_reconstruction,val_mse_norm,val_source_depablo_mixed_temp_reconstruction,val_macro_source_reconstruction,val_max_source_reconstruction,dataset,latent_dim,target_mode,hidden_size
1,0.9615045507487497,0.7069547150167637,0.947789588649022,0.9615045507487497,0.9615045507487497,0.9615045507487497,0.7129698352364358,0.7069547150167637,0.7069547150167637,0.7069547150167637,depablo_mixed_temp,2,normalized_delta,128
2,0.8767802967444847,0.7075075145112351,0.8639182582889733,0.8767802967444847,0.8767802967444847,0.8767802967444847,0.7136062209610827,0.7075075145112351,0.7075075145112351,0.7075075145112351,depablo_mixed_temp,2,normalized_delta,128
3,0.8723672072354116,0.7069919188506901,0.859629640375313,0.8723672072354116,0.8723672072354116,0.8723672072354116,0.7131129145273007,0.7069919188506901,0.7069919188506901,0.7069919188506901,depablo_mixed_temp,2,normalized_delta,128
4,0.8678586910429754,0.7047586111584678,0.8551770140073801,0.8678586910429754,0.8678586910429754,0.8678586910429754,0.7109656332759187,0.7047586111584678,0.7047586111584678,0.7047586111584678,depablo_mixed_temp,2,normalized_delta,128
5,0.8591767173456518,0.7011860935017467,0.8464966222643853,0.8591767173456518,0.8591767173456518,0.8591767173456518,0.7078302712761797,0.7011860935017467,0.7011860935017467,0.7011860935017467,depablo_mixed_temp,2,normalized_delta,128
6,0.8471851479458181,0.6728174473391846,0.834370651056892,0.8471851479458181,0.8471851479458181,0.8471851479458181,0.6796733442461118,0.6728174473391846,0.6728174473391846,0.6728174473391846,depablo_mixed_temp,2,normalized_delta,128
7,0.8334168475709464,0.6531728943809867,0.8203582203897991,0.8334168475709464,0.8334168475709464,0.8334168475709464,0.6598584895255044,0.6531728943809867,0.6531728943809867,0.6531728943809867,depablo_mixed_temp,2,normalized_delta,128
8,0.8284030403745802,0.6534358973731287,0.8150686613235034,0.8284030403745802,0.8284030403745802,0.8284030403745802,0.6602429336635396,0.6534358973731287,0.6534358973731287,0.6534358973731287,depablo_mixed_temp,2,normalized_delta,128
9,0.8246090548014955,0.6462298263795674,0.8112500223478204,0.8246090548014955,0.8246090548014955,0.8246090548014955,0.6529137663019355,0.6462298263795674,0.6462298263795674,0.6462298263795674,depablo_mixed_temp,2,normalized_delta,128
10,0.8202148455930384,0.6456052343128249,0.8069792834747779,0.8202148455930384,0.8202148455930384,0.8202148455930384,0.6522985781775787,0.6456052343128249,0.6456052343128249,0.6456052343128249,depablo_mixed_temp,2,normalized_delta,128
11,0.8182659939323601,0.6435774699784815,0.8049955092958714,0.8182659939323601,0.8182659939323601,0.8182659939323601,0.6502074505842756,0.6435774699784815,0.6435774699784815,0.6435774699784815,depablo_mixed_temp,2,normalized_delta,128
12,0.8159690960065314,0.6430293204903137,0.8027146493329813,0.8159690960065314,0.8159690960065314,0.8159690960065314,0.6496555270568933,0.6430293204903137,0.6430293204903137,0.6430293204903137,depablo_mixed_temp,2,normalized_delta,128
13,0.815029538324789,0.6410418197629042,0.801763009691709,0.815029538324789,0.815029538324789,0.815029538324789,0.6475764258939307,0.6410418197629042,0.6410418197629042,0.6410418197629042,depablo_mixed_temp,2,normalized_delta,128
14,0.8130217215340388,0.6402998826815747,0.7997799906095392,0.8130217215340388,0.8130217215340388,0.8130217215340388,0.6468184028344695,0.6402998826815747,0.6402998826815747,0.6402998826815747,depablo_mixed_temp,2,normalized_delta,128
15,0.8118984635527197,0.6391022197785787,0.7986511577312884,0.8118984635527197,0.8118984635527197,0.8118984635527197,0.645571078028297,0.6391022197785787,0.6391022197785787,0.6391022197785787,depablo_mixed_temp,2,normalized_delta,128
16,0.8103255736396501,0.6381042442517355,0.7970833539570633,0.8103255736396501,0.8103255736396501,0.8103255736396501,0.644556239945814,0.6381042442517355,0.6381042442517355,0.6381042442517355,depablo_mixed_temp,2,normalized_delta,128
17,0.8090398633558499,0.6369862479914445,0.7957899763984115,0.8090398633558499,0.8090398633558499,0.8090398633558499,0.6433995458064601,0.6369862479914445,0.6369862479914445,0.6369862479914445,depablo_mixed_temp,2,normalized_delta,128
18,0.8075128499026362,0.6358184198325034,0.7942624540901497,0.8075128499026362,0.8075128499026362,0.8075128499026362,0.6422066915256437,0.6358184198325034,0.6358184198325034,0.6358184198325034,depablo_mixed_temp,2,normalized_delta,128
19,0.8060563328430841,0.6346157396037597,0.7928000022706233,0.8060563328430841,0.8060563328430841,0.8060563328430841,0.640974209876731,0.6346157396037597,0.6346157396037597,0.6346157396037597,depablo_mixed_temp,2,normalized_delta,128
20,0.8044802506307238,0.6332902601279784,0.7912219923381743,0.8044802506307238,0.8044802506307238,0.8044802506307238,0.6396266566589475,0.6332902601279784,0.6332902601279784,0.6332902601279784,depablo_mixed_temp,2,normalized_delta,128
21,0.8029476878282271,0.6319660919252783,0.7896849602656929,0.8029476878282271,0.8029476878282271,0.8029476878282271,0.6382800914288964,0.6319660919252783,0.6319660919252783,0.6319660919252783,depablo_mixed_temp,2,normalized_delta,128
22,0.801369661112365,0.6306000619661063,0.7881069904291316,0.801369661112365,0.801369661112365,0.801369661112365,0.6368957287631929,0.6306000619661063,0.6306000619661063,0.6306000619661063,depablo_mixed_temp,2,normalized_delta,128
23,0.7998156476177667,0.6291800711769611,0.7865519207951269,0.7998156476177667,0.7998156476177667,0.7998156476177667,0.6354621166246943,0.6291800711769611,0.6291800711769611,0.6291800711769611,depablo_mixed_temp,2,normalized_delta,128
24,0.7982987608172392,0.6277391729527153,0.7850319392783077,0.7982987608172392,0.7982987608172392,0.7982987608172392,0.6340100733214058,0.6277391729527153,0.6277391729527153,0.6277391729527153,depablo_mixed_temp,2,normalized_delta,128
25,0.7968045213504842,0.626307199097937,0.7835347779683377,0.7968045213504842,0.7968045213504842,0.7968045213504842,0.6325682469177991,0.626307199097937,0.626307199097937,0.626307199097937,depablo_mixed_temp,2,normalized_delta,128
