epoch,train_objective,val_objective,train_mse_norm,train_source_depablo_low_temp_reconstruction,train_source_depablo_mixed_temp_reconstruction,train_source_lj_noisy_reconstruction,train_source_reid_reconstruction,train_macro_source_reconstruction,train_max_source_reconstruction,val_mse_norm,val_source_lj_noisy_reconstruction,val_source_reid_reconstruction,val_source_depablo_low_temp_reconstruction,val_source_depablo_mixed_temp_reconstruction,val_macro_source_reconstruction,val_max_source_reconstruction,dataset,latent_dim,target_mode,hidden_size
1,0.6858799706033792,0.5306209152630667,0.6835430763799472,0.28762545989025234,1.8886024955080178,0.3308692815907712,0.23642263598838392,0.6858799682443564,1.8886024955080178,0.6144681208336307,0.19492914052054344,0.18605160894306752,0.28119757334175316,1.4603053343154697,0.5306209142802085,1.4603053343154697,shared4,4,normalized_delta,128
2,0.5769215584744879,0.5049391832394091,0.576131855081128,0.193110208044266,1.782737643627504,0.1745276820199628,0.15731069876623185,0.5769215581144911,1.782737643627504,0.5865676851258448,0.17852332079304536,0.16035194382837167,0.2560228583045863,1.4248586134477095,0.5049391840934282,1.4248586134477095,shared4,4,normalized_delta,128
3,0.5610937432516219,0.49362415493477,0.5596368560926266,0.18068288011097972,1.7629327580607976,0.16481435777604736,0.1359449814621723,0.5610937443524993,1.7629327580607976,0.5749262435280759,0.17190289230126402,0.1610577017135123,0.23554292380839234,1.4059931035098352,0.493624155333251,1.4059931035098352,shared4,4,normalized_delta,128
4,0.506498072935283,0.40997650500813965,0.5019079889502563,0.11527470504683208,1.61655426166932,0.16182349534769172,0.13233982652209522,0.5064980721464848,1.61655426166932,0.48296465639304736,0.17065398382545696,0.12813071086413774,0.08585771384534864,1.2552636081404365,0.40997650416884496,1.2552636081404365,shared4,4,normalized_delta,128
5,0.4502831099451689,0.40391708127123566,0.4455118424266498,0.06602652195968854,1.485639723081702,0.1564386952127819,0.09302750164962381,0.45028311047594904,1.485639723081702,0.4802079387156388,0.16666208542220795,0.11935270787860919,0.07526084963644564,1.2543926823869525,0.4039170813310538,1.2543926823869525,shared4,4,normalized_delta,128
6,0.44174070298514456,0.39619469136117474,0.4379095016415956,0.06132209182797997,1.4675537997311212,0.15361268142125223,0.08447423908309053,0.441740703015861,1.4675537997311212,0.46996562748322845,0.16499720890398906,0.11014581114245145,0.07441438866683499,1.2352213558001008,0.3961946911283441,1.2352213558001008,shared4,4,normalized_delta,128
7,0.4379559189552997,0.40122671077845123,0.43443757374242614,0.05928250798331402,1.4589815514855147,0.15246466837213976,0.08109494791634007,0.4379559189393271,1.4589815514855147,0.4775816039311085,0.16644321149031047,0.11232562992618725,0.07023149902891854,1.2559065034855967,0.40122671098275325,1.2559065034855967,shared4,4,normalized_delta,128
8,0.4357092554501619,0.39870296165406,0.43224703933365427,0.05859894240840208,1.4519679621058592,0.1522166297173909,0.08005348773363555,0.43570925549132195,1.4519679621058592,0.4738195430443221,0.16606848278697653,0.10779928524238555,0.07270084824339439,1.2482432311938214,0.39870296186664445,1.2482432311938214,shared4,4,normalized_delta,128
9,0.4326319961088628,0.3982904572849688,0.42944649060436163,0.057821937215005816,1.442199113265191,0.15170888368797175,0.07879804938019187,0.4326319958870901,1.442199113265191,0.4727963557238635,0.16593128231836285,0.10690824431643302,0.07491371144905039,1.24540859313586,0.39829045780492656,1.24540859313586,shared4,4,normalized_delta,128
10,0.42995434091242135,0.39834225389797223,0.4271985561559886,0.05724513014940678,1.4333327052854297,0.15097182474067156,0.07826771179587631,0.4299543429928461,1.4333327052854297,0.47247690993099817,0.16596822122575738,0.1085637075266996,0.07599938911912234,1.242837702450545,0.3983422550805311,1.242837702450545,shared4,4,normalized_delta,128
11,0.4264533034572501,0.3980031800364317,0.4245817964813011,0.05611818670086307,1.4213575990108827,0.1506271028797828,0.07771032364513125,0.42645330305916496,1.4213575990108827,0.47257812168051605,0.16678748808418337,0.10775067230590836,0.07312999500823116,1.2443445705966987,0.39800318149875535,1.2443445705966987,shared4,4,normalized_delta,128
12,0.42387884953563004,0.4028091904791919,0.4226957830480032,0.055583371947910194,1.4126308250946231,0.14997937369079262,0.07732183122786258,0.4238788504902971,1.4126308250946231,0.4792174679252941,0.1655981670181624,0.10661823619819677,0.07240362731894485,1.2666167243431679,0.40280918871961796,1.2666167243431679,shared4,4,normalized_delta,128
13,0.42153502383458585,0.4039622268422319,0.42007174559114474,0.054914095952595755,1.4046593505427203,0.14914186428101994,0.07742477631771391,0.42153502177351243,1.4046593505427203,0.47980657967889734,0.16633748981306556,0.10627809814416726,0.07744790396097267,1.265785410941354,0.4039622257148899,1.265785410941354,shared4,4,normalized_delta,128
14,0.4189912440712345,0.4054187948524716,0.4177619467703208,0.0543001795993592,1.3965488443627836,0.14803854549564127,0.07707740470403339,0.41899124354045436,1.3965488443627836,0.48146537435149017,0.16525393811684,0.1078567518061211,0.0758061412051909,1.272758347538149,0.40541879466657527,1.272758347538149,shared4,4,normalized_delta,128
