epoch,train_objective,val_objective,train_mse_norm,train_source_depablo_mixed_temp_reconstruction,train_macro_source_reconstruction,train_max_source_reconstruction,val_mse_norm,val_source_depablo_mixed_temp_reconstruction,val_macro_source_reconstruction,val_max_source_reconstruction,dataset,latent_dim,target_mode,hidden_size
1,0.9733453701593374,0.7081601077516098,0.9596425570351513,0.9733453701593374,0.9733453701593374,0.9733453701593374,0.7141290028812364,0.7081601077516098,0.7081601077516098,0.7081601077516098,depablo_mixed_temp,2,normalized_delta,128
2,0.8795414686595139,0.70685511874035,0.8666578865757114,0.8795414686595139,0.8795414686595139,0.8795414686595139,0.7128635838162154,0.70685511874035,0.70685511874035,0.70685511874035,depablo_mixed_temp,2,normalized_delta,128
3,0.8742756085568353,0.7061864750576206,0.8614956478539266,0.8742756085568353,0.8742756085568353,0.8742756085568353,0.7122009142185561,0.7061864750576206,0.7061864750576206,0.7061864750576206,depablo_mixed_temp,2,normalized_delta,128
4,0.8690609452755828,0.704461756569799,0.8563210080720877,0.8690609452755828,0.8690609452755828,0.8690609452755828,0.7105233670445159,0.704461756569799,0.704461756569799,0.704461756569799,depablo_mixed_temp,2,normalized_delta,128
5,0.8605327067798689,0.7049658994656056,0.8477919235433403,0.8605327067798689,0.8605327067798689,0.8605327067798689,0.7112931493320502,0.7049658994656056,0.7049658994656056,0.7049658994656056,depablo_mixed_temp,2,normalized_delta,128
6,0.8502835104928205,0.7000371202593669,0.8374434026840486,0.8502835104928205,0.8502835104928205,0.8502835104928205,0.706772887846455,0.7000371202593669,0.7000371202593669,0.7000371202593669,depablo_mixed_temp,2,normalized_delta,128
7,0.836694778541201,0.6744572167517617,0.8236200715366163,0.836694778541201,0.836694778541201,0.836694778541201,0.6813616809668019,0.6744572167517617,0.6744572167517617,0.6744572167517617,depablo_mixed_temp,2,normalized_delta,128
8,0.8187808010138964,0.6473811584874056,0.8055314617133454,0.8187808010138964,0.8187808010138964,0.8187808010138964,0.6540155543480068,0.6473811584874056,0.6473811584874056,0.6473811584874056,depablo_mixed_temp,2,normalized_delta,128
9,0.8122996931601512,0.6466526073927525,0.7991908739467984,0.8122996931601512,0.8122996931601512,0.8122996931601512,0.6534337913617492,0.6466526073927525,0.6466526073927525,0.6466526073927525,depablo_mixed_temp,2,normalized_delta,128
10,0.8057962011545896,0.6408802302321419,0.7926986681199387,0.8057962011545896,0.8057962011545896,0.8057962011545896,0.6475093247427139,0.6408802302321419,0.6408802302321419,0.6408802302321419,depablo_mixed_temp,2,normalized_delta,128
