epoch,train_loss,val_loss,train_dz_mse_norm,train_loss_raw,train_position_loss,train_source_depablo_low_temp_loss_norm,train_source_lj_noisy_loss_norm,train_source_reid_loss_norm,val_dz_mse_norm,val_dz_mse_raw,val_position_loss,val_source_reid_loss_norm,val_source_depablo_low_temp_loss_norm,val_source_lj_noisy_loss_norm,val_rollout_p_ratio_r2,val_rollout_p_ratio_pearson,val_rollout_used,val_rollout_macro_source_p_ratio_r2,val_rollout_min_source_p_ratio_r2,val_rollout_macro_source_endpoint_p_ratio_r2,val_rollout_min_source_endpoint_p_ratio_r2,val_rollout_source_reid_p_ratio_r2,val_rollout_source_depablo_low_temp_p_ratio_r2,val_rollout_source_lj_noisy_p_ratio_r2,val_rollout_source_reid_endpoint_p_ratio_r2,val_rollout_source_depablo_low_temp_endpoint_p_ratio_r2,val_rollout_source_lj_noisy_endpoint_p_ratio_r2,val_rollout_p_ratio_r2_step_100,stage,unroll_steps,stage_epoch,dataset,latent_dim,target_mode,hidden_size,propagator_loss,propagator_objective,propagator_multistep_horizons,propagator_multistep_loss,propagator_step_stride,initial_velocity
1,0.000745123821044088,0.0011504110578608449,0.000745123821044088,5.041348676032238e-07,0.0,0.00020954856918100774,0.001807955547009474,0.00021786734694178209,0.0011504110578608449,6.925292742228825e-07,0.0,0.0002611189991222617,0.00024367711914740205,0.002946437055312871,,,,,,,,,,,,,,,1,1,1,shared4,6,normalized_delta,128,delta,history_one_step,[1],all_steps_plus_optional_decoded_endpoint,1,three_frames
2,0.0006159782902404009,0.0009914961650464677,0.0006159782902404009,4.327056498208121e-07,0.0,0.00018721431274531042,0.001438000595952026,0.00022271996202386632,0.0009914961650464677,6.087817515284163e-07,0.0,0.0002921683105425568,0.0002391477655851304,0.0024431724190117163,0.9486862302377945,0.9807551665490061,60.0,0.6577278195978221,0.19730526344544586,0.6577278195978221,0.19730526344544586,0.8119751730615629,0.9639030222864576,0.19730526344544586,0.8119751730615629,0.9639030222864576,0.19730526344544586,0.9486862302377945,1,1,2,shared4,6,normalized_delta,128,delta,history_one_step,[1],all_steps_plus_optional_decoded_endpoint,1,three_frames
3,0.0005466688983647301,0.0009067106487511434,0.0005466688983647301,3.9791113274933354e-07,0.0,0.00020366044973170854,0.0011829281760618103,0.00025341806930067164,0.0009067106487511434,5.656468786696678e-07,0.0,0.00028141078700251026,0.0002352994986143349,0.0022034216606365855,,,,,,,,,,,,,,,1,1,3,shared4,6,normalized_delta,128,delta,history_one_step,[1],all_steps_plus_optional_decoded_endpoint,1,three_frames
4,0.000510400842175389,0.0008769524383103869,0.000510400842175389,3.747392256895289e-07,0.0,0.0001817188469103433,0.0011329689109423544,0.00021651476867346947,0.0008769524383103869,5.489739483740171e-07,0.0,0.00025339993614768207,0.0002292885054907856,0.0021481688732926927,0.9678785316021705,0.9871536553083289,60.0,0.7169768015651873,0.2567810840907544,0.7169768015651873,0.2567810840907544,0.9175526487234238,0.9765966718813834,0.2567810840907544,0.9175526487234238,0.9765966718813834,0.2567810840907544,0.9678785316021705,1,1,4,shared4,6,normalized_delta,128,delta,history_one_step,[1],all_steps_plus_optional_decoded_endpoint,1,three_frames
5,0.0004974740614987065,0.0008636352275403562,0.0004974740614987065,3.7067129329336563e-07,0.0,0.00016975007681953446,0.001126908532117923,0.00019576357555866196,0.0008636352275403562,5.400035950250034e-07,0.0,0.000247149866485704,0.00022030938473799954,0.002123446431397365,,,,,,,,,,,,,,,1,1,5,shared4,6,normalized_delta,128,delta,history_one_step,[1],all_steps_plus_optional_decoded_endpoint,1,three_frames
6,0.0004917243673905266,0.0008421933506055092,0.0004917243673905266,3.641747191389132e-07,0.0,0.00016187557378922795,0.0011195712996091868,0.00019372622877316496,0.0008421933506055092,5.269323916460659e-07,0.0,0.00024029865229686876,0.0002065369078421946,0.0020797444916774645,0.9721788350292979,0.9872333153610048,60.0,0.7159139087710461,0.2322964273914253,0.7159139087710461,0.2322964273914253,0.9315854111885373,0.9838598877331759,0.2322964273914253,0.9315854111885373,0.9838598877331759,0.2322964273914253,0.9721788350292979,1,1,6,shared4,6,normalized_delta,128,delta,history_one_step,[1],all_steps_plus_optional_decoded_endpoint,1,three_frames
7,0.0004883290495952172,0.0008410855719635566,0.0004883290495952172,3.614260389012463e-07,0.0,0.0001575677681737805,0.0011143137010590216,0.0001931056795528494,0.0008410855719635566,5.267927439452554e-07,0.0,0.00023718351942809596,0.00020517350117520557,0.0020808996952873682,,,,,,,,,,,,,,,1,1,7,shared4,6,normalized_delta,128,delta,history_one_step,[1],all_steps_plus_optional_decoded_endpoint,1,three_frames
8,0.000485539429436181,0.0008298177931080668,0.000485539429436181,3.62991443125793e-07,0.0,0.00015601672260049184,0.0011093582961627228,0.0001912432695453285,0.0008298177931080668,5.192756873384496e-07,0.0,0.00023452495626654612,0.00020256514476019044,0.002052363278297464,0.9724823297090843,0.987008815556654,60.0,0.7254478800996971,0.26046271526616027,0.7254478800996971,0.26046271526616027,0.9327828942201956,0.9830980308127355,0.26046271526616027,0.9327828942201956,0.9830980308127355,0.26046271526616027,0.9724823297090843,1,1,8,shared4,6,normalized_delta,128,delta,history_one_step,[1],all_steps_plus_optional_decoded_endpoint,1,three_frames
9,0.0004829208340600941,0.0008245586069751304,0.0004829208340600941,3.575086880653758e-07,0.0,0.00015502185543373533,0.0011038675108442188,0.0001898731359023281,0.0008245586069751304,5.164837588722548e-07,0.0,0.00023257594876086485,0.0002003989042228601,0.0020407009679416664,,,,,,,,,,,,,,,1,1,9,shared4,6,normalized_delta,128,delta,history_one_step,[1],all_steps_plus_optional_decoded_endpoint,1,three_frames
10,0.00048017154772033046,0.0008137278023517836,0.00048017154772033046,3.571094215631627e-07,0.0,0.00015389448409701339,0.0010981018358523823,0.0001885183232115956,0.0008137278023517836,5.100773421418126e-07,0.0,0.00023120691172834622,0.00019872441313387152,0.002011252082193133,0.9726749159204774,0.9870582100620758,60.0,0.725084140864091,0.2593050271578865,0.725084140864091,0.2593050271578865,0.9321405534878989,0.9838068419464877,0.2593050271578865,0.9321405534878989,0.9838068419464877,0.2593050271578865,0.9726749159204774,1,1,10,shared4,6,normalized_delta,128,delta,history_one_step,[1],all_steps_plus_optional_decoded_endpoint,1,three_frames
11,0.00047718625803978295,0.0008130731253473862,0.00047718625803978295,3.548166222010289e-07,0.0,0.00015283952639536536,0.0010920130768241763,0.00018670617089980705,0.0008130731253473862,5.103713220933059e-07,0.0,0.00023011057081468778,0.00019816556926372187,0.002010943235963749,,,,,,,,,,,,,,,1,1,11,shared4,6,normalized_delta,128,delta,history_one_step,[1],all_steps_plus_optional_decoded_endpoint,1,three_frames
12,0.00047414427582266025,0.0007993841741954867,0.00047414427582266025,3.5263445852251607e-07,0.0,0.00015210770932150215,0.0010849134480619084,0.00018541167008457026,0.0007993841741954867,5.018628452072941e-07,0.0,0.00022862160552413407,0.00019527608940177887,0.001974254827660547,0.9725712476758576,0.9873990454818926,60.0,0.725945035608496,0.2680939363014976,0.725945035608496,0.2680939363014976,0.9241462112237353,0.985594959300255,0.2680939363014976,0.9241462112237353,0.985594959300255,0.2680939363014976,0.9725712476758576,1,1,12,shared4,6,normalized_delta,128,delta,history_one_step,[1],all_steps_plus_optional_decoded_endpoint,1,three_frames
13,0.0004717770164432363,0.0007994660654952632,0.0004717770164432363,3.5208846912503173e-07,0.0,0.00015179813730697875,0.001079997906736968,0.00018353500528576206,0.0007994660654952632,5.022240638178724e-07,0.0,0.00022732418543231416,0.00019487808865009307,0.001976195922403382,,,,,,,,,,,,,,,1,1,13,shared4,6,normalized_delta,128,delta,history_one_step,[1],all_steps_plus_optional_decoded_endpoint,1,three_frames
14,0.0004683565765563409,0.0007985956921204624,0.0004683565765563409,3.498360068560407e-07,0.0,0.00015032472311087044,0.0010725579187754078,0.00018218708778274423,0.0007985956921204624,5.009820801168038e-07,0.0,0.00022661432900875412,0.00019316429451744416,0.001976008452835189,0.9733828495262854,0.9876878661210893,60.0,0.7239055118192962,0.2551222973586602,0.7239055118192962,0.2551222973586602,0.9303584571835516,0.9862357809156767,0.2551222973586602,0.9303584571835516,0.9862357809156767,0.2551222973586602,0.9733828495262854,1,1,14,shared4,6,normalized_delta,128,delta,history_one_step,[1],all_steps_plus_optional_decoded_endpoint,1,three_frames
15,0.00046482797380271497,0.0007841933448159653,0.00046482797380271497,3.46779927440366e-07,0.0,0.0001491982463167823,0.0010641893208147891,0.00018109635427657322,0.0007841933448159653,4.938685359926845e-07,0.0,0.00022555315807409963,0.0001937222822316299,0.0019333045941421663,,,,,,,,,,,,,,,1,1,15,shared4,6,normalized_delta,128,delta,history_one_step,[1],all_steps_plus_optional_decoded_endpoint,1,three_frames
16,0.0004618329828721393,0.0007827531958436371,0.0004618329828721393,3.435974408001344e-07,0.0,0.0001493127410208965,0.0010570042086829534,0.00017918199891256797,0.0007827531958436371,4.922738886155761e-07,0.0,0.00022388942952089808,0.00019178539029043483,0.0019325847677195782,0.9732170744901139,0.9876819125168983,60.0,0.7222396293950334,0.25600496974145015,0.7222396293950334,0.25600496974145015,0.9225877808671686,0.9881261375764812,0.25600496974145015,0.9225877808671686,0.9881261375764812,0.25600496974145015,0.9732170744901139,1,1,16,shared4,6,normalized_delta,128,delta,history_one_step,[1],all_steps_plus_optional_decoded_endpoint,1,three_frames
17,0.00045866075902340923,0.0007800624478474788,0.00045866075902340923,3.431356356700502e-07,0.0,0.00014826313886332374,0.0010493736560594944,0.0001783454821474095,0.0007800624478474788,4.903975702556332e-07,0.0,0.00022412873501944698,0.00019236511077601312,0.0019236934977469762,,,,,,,,,,,,,,,1,1,17,shared4,6,normalized_delta,128,delta,history_one_step,[1],all_steps_plus_optional_decoded_endpoint,1,three_frames
18,0.00045586794933949134,0.0007751040643801027,0.00045586794933949134,3.401198114261206e-07,0.0,0.00014850421956241503,0.0010413960481274263,0.0001777035803286328,0.0007751040643801027,4.881922161340905e-07,0.0,0.00022200802496037024,0.00019199878638362944,0.0019113053817963084,0.9721068944828466,0.987429733372291,60.0,0.7136717898634278,0.23973262979301613,0.7136717898634278,0.23973262979301613,0.9120384585658009,0.9892442812314667,0.23973262979301613,0.9120384585658009,0.9892442812314667,0.23973262979301613,0.9721068944828466,1,1,18,shared4,6,normalized_delta,128,delta,history_one_step,[1],all_steps_plus_optional_decoded_endpoint,1,three_frames
