split,source,frame,transfer_only,networks,valid,total,coordinate_mse,zero_displacement_mse,explained_displacement_score,shuffled_same_source_coordinate_mse
train,lj_noisy,0,False,5,5,5,7.108950171641482e-07,0.0,,8.041081400733674e-07
train,lj_noisy,5,False,5,5,5,4.3498683908183013e-07,9.486441570061288e-08,-3.4923651811070138,5.396367555476899e-07
train,lj_noisy,10,False,5,5,5,2.6822897325473605e-07,3.9631250956517763e-07,0.3492393514308099,3.9452963136454854e-07
train,lj_noisy,25,False,5,5,5,3.302377479030838e-07,2.6223908207612114e-06,0.8754003216289933,5.630815735457873e-07
train,lj_noisy,50,False,5,5,5,1.5637566775694721e-06,1.09006710772519e-05,0.8550049945719419,2.0642788740588003e-06
train,lj_noisy,75,False,5,5,5,4.065567100042244e-06,2.5082033971557394e-05,0.8356629438628576,5.004177273804089e-06
train,lj_noisy,100,False,5,5,5,7.961962273839162e-06,4.512062150752172e-05,0.8211438078624049,9.391238927491941e-06
train,lj_noisy,125,False,5,5,5,1.3049575318291318e-05,7.115652042557485e-05,0.8144912918346952,1.4913891027390491e-05
train,lj_noisy,149,False,5,5,5,1.901238938444294e-05,0.00010185747232753784,0.8122535102418983,2.1143476806173568e-05
train,lj_noisy,175,False,5,5,5,2.7181525365449487e-05,0.00014140228158794345,0.8080711967366779,2.9499788070097566e-05
train,lj_noisy,199,False,5,5,5,3.6472990905167536e-05,0.00018346654542256147,0.8025935590332661,3.8965732528595254e-05
validation,lj_noisy,0,False,20,20,20,7.149650386395478e-07,0.0,,8.246346737905696e-07
validation,lj_noisy,5,False,20,20,20,4.343089266001243e-07,9.562797735895856e-08,-3.532372898473368,5.536397594596565e-07
validation,lj_noisy,10,False,20,20,20,2.6554645771170726e-07,4.023101709549337e-07,0.3446944848188091,3.990840452772204e-07
validation,lj_noisy,25,False,20,20,20,3.452912807233588e-07,2.700515562992223e-06,0.8736147791840357,5.686177487973509e-07
validation,lj_noisy,50,False,20,20,20,1.5971662605807069e-06,1.1352922138030408e-05,0.8617259425669644,2.1325340696876084e-06
validation,lj_noisy,75,False,20,20,20,4.062134712512488e-06,2.626361301736324e-05,0.8479883908194703,5.085052407594048e-06
validation,lj_noisy,100,False,20,20,20,7.856303841435875e-06,4.754355759359896e-05,0.8371290750084949,9.4150713948693e-06
validation,lj_noisy,125,False,20,20,20,1.3129434910297277e-05,7.53616273868829e-05,0.8285990634165747,1.5329765165006393e-05
validation,lj_noisy,149,False,20,20,20,1.9826409697998315e-05,0.00010829863385879435,0.8205057922281982,2.277443531966128e-05
validation,lj_noisy,175,False,20,20,20,2.9326176900212886e-05,0.00015109891755855643,0.81025373526692,3.328409575260593e-05
validation,lj_noisy,199,False,20,20,20,4.027001714348444e-05,0.00019709730695467443,0.8002959512740453,4.506226723606232e-05
