epoch,train_objective,val_objective,train_mse_norm,train_source_depablo_low_temp_reconstruction,train_source_reid_reconstruction,train_macro_source_reconstruction,train_max_source_reconstruction,val_mse_norm,val_source_reid_reconstruction,val_source_depablo_low_temp_reconstruction,val_macro_source_reconstruction,val_max_source_reconstruction,dataset,latent_dim,target_mode,hidden_size
1,0.6741407189965248,0.5651327388733626,0.6871854627132415,0.7243709035515785,0.6239105318188667,0.6741407176852225,0.7243709035515785,0.5617247438579798,0.5575474723279477,0.5727180054187775,0.5651327388733626,0.5727180054187775,Reid + low-T 2D AE,4,normalized_delta,96
2,0.38818683046102526,0.4024941480718553,0.36847640585899355,0.34192674002051354,0.4344469192624092,0.38818682964146134,0.4344469192624092,0.400722836792469,0.42545047383010387,0.3795378223136067,0.4024941480718553,0.42545047383010387,Reid + low-T 2D AE,4,normalized_delta,96
3,0.3176976293921471,0.2946437117550522,0.29311832654476166,0.25745139077305795,0.3779438666701317,0.3176976287215948,0.3779438666701317,0.29421388353407385,0.34618306867033244,0.243104354839772,0.2946437117550522,0.34618306867033244,Reid + low-T 2D AE,4,normalized_delta,96
4,0.21922963321208955,0.2225601828666404,0.1963883636891842,0.14939030058681965,0.28906896710395813,0.2192296338453889,0.28906896710395813,0.2232265619598329,0.2912086237836629,0.15391174194961788,0.2225601828666404,0.2912086237836629,Reid + low-T 2D AE,4,normalized_delta,96
5,0.18419954904913902,0.20969205927290022,0.1634844571352005,0.12166253733634949,0.24673656058311463,0.18419954895973206,0.24673656058311463,0.21034217137191444,0.2763269581478089,0.14305716039799155,0.20969205927290022,0.2763269581478089,Reid + low-T 2D AE,4,normalized_delta,96
6,0.1784046016037464,0.2090117107545957,0.15849330194294453,0.11740154035389423,0.23940766295790672,0.17840460165590047,0.23940766295790672,0.20964071380160748,0.27573580981232226,0.14228761169686913,0.20901171075459568,0.27573580981232226,Reid + low-T 2D AE,4,normalized_delta,96
7,0.17472876697778703,0.20659626015461982,0.1550872058570385,0.11537956180423498,0.23407797260582447,0.17472876720502972,0.23407797260582447,0.20717629021313042,0.272209452951327,0.14098306735791266,0.20659626015461982,0.272209452951327,Reid + low-T 2D AE,4,normalized_delta,96
8,0.17213706967234613,0.2036351013686508,0.1530169439613819,0.11356089176237583,0.2307132469713688,0.17213706936687231,0.2307132469713688,0.2041417464837432,0.2689524139389396,0.138317788798362,0.20363510136865082,0.2689524139389396,Reid + low-T 2D AE,4,normalized_delta,96
9,0.1703052548766136,0.21200580315012485,0.15150358292460442,0.11283991953730584,0.22777059030532837,0.1703052549213171,0.22777059030532837,0.21264574585296214,0.28502533670514824,0.13898626959510146,0.21200580315012485,0.28502533670514824,Reid + low-T 2D AE,4,normalized_delta,96
10,0.16925261509418488,0.2013087607678026,0.15081524550914766,0.11240997205674648,0.22609525741636752,0.169252614736557,0.22609525741636752,0.20185067153722047,0.2678733525313437,0.1347441690042615,0.2013087607678026,0.2678733525313437,Reid + low-T 2D AE,4,normalized_delta,96
11,0.16712345683574675,0.20294629615359008,0.14894009819626808,0.11083901971578598,0.2234078937470913,0.16712345673143864,0.2234078937470913,0.20349012741446496,0.269520920842886,0.1363716714642942,0.20294629615359008,0.269520920842886,Reid + low-T 2D AE,4,normalized_delta,96
12,0.16494799408316613,0.20886949245631695,0.14715133503079414,0.1094743039906025,0.22042168390750885,0.16494799394905568,0.22042168390750885,0.20947879518195986,0.281469460317865,0.13626952459476888,0.20886949245631695,0.281469460317865,Reid + low-T 2D AE,4,normalized_delta,96
13,0.1625681919157505,0.2077522388328798,0.14505827829241752,0.10764769655466079,0.21748868709802627,0.16256819182634352,0.21748868709802627,0.20835535226250068,0.2791038973508403,0.13640058031491936,0.20775223883287983,0.2791038973508403,Reid + low-T 2D AE,4,normalized_delta,96
14,0.16035611724853516,0.20648360423604026,0.14331706437468528,0.10624269834160804,0.21446953591704368,0.16035611712932585,0.21446953591704368,0.20701335847377778,0.2770847843689844,0.13588242410309612,0.20648360423604029,0.2770847843689844,Reid + low-T 2D AE,4,normalized_delta,96
15,0.15896207430958748,0.2072995250960812,0.14207576313614845,0.10541118851304054,0.21251296043395995,0.15896207447350025,0.21251296043395995,0.20774734265636652,0.28052200811728834,0.13407704207487403,0.20729952509608118,0.28052200811728834,Reid + low-T 2D AE,4,normalized_delta,96
16,0.1569516556560993,0.20192512344382704,0.14035213285684586,0.104351397767663,0.20955191373825074,0.1569516557529569,0.20955191373825074,0.20223243228904902,0.2691736795157194,0.13467656737193465,0.20192512344382701,0.2691736795157194,Reid + low-T 2D AE,4,normalized_delta,96
17,0.15522620034217835,0.21396146132051944,0.13895925058424471,0.10340078745037318,0.20705161306262015,0.15522620025649667,0.20705161306262015,0.21441856768541037,0.2893387659788132,0.13858415666222573,0.21396146132051946,0.2893387659788132,Reid + low-T 2D AE,4,normalized_delta,96
18,0.15322207295894621,0.20990968528855591,0.13724814327061177,0.1024672681093216,0.20397687780857085,0.15322207295894621,0.20397687780857085,0.21021939436439424,0.28422954570129516,0.1355898248758167,0.20990968528855591,0.28422954570129516,Reid + low-T 2D AE,4,normalized_delta,96
