epoch,train_objective,val_objective,train_mse_norm,train_source_depablo_low_temp_reconstruction,train_macro_source_reconstruction,train_max_source_reconstruction,val_mse_norm,val_source_depablo_low_temp_reconstruction,val_macro_source_reconstruction,val_max_source_reconstruction,dataset,latent_dim,target_mode,hidden_size
1,0.7810820104260193,0.8321439981227741,0.7822644594076432,0.7810820104260193,0.7810820104260193,0.7810820104260193,0.8325458596809767,0.8321439981227741,0.8321439981227741,0.8321439981227741,depablo_low_temp,8,normalized_delta,128
2,0.5545094226535998,0.7924833332072012,0.5561523144966678,0.5545094226535998,0.5545094226535998,0.5545094226535998,0.7926484015770257,0.7924833332072012,0.7924833332072012,0.7924833332072012,depablo_low_temp,8,normalized_delta,128
3,0.5049464452031411,0.714649634755915,0.5068307930505589,0.5049464452031411,0.5049464452031411,0.5049464452031411,0.7151028590160422,0.714649634755915,0.714649634755915,0.714649634755915,depablo_low_temp,8,normalized_delta,128
4,0.48827977641240544,0.701020787586458,0.49030526809786495,0.48827977641240544,0.48827977641240544,0.48827977641240544,0.7013541701599024,0.701020787586458,0.701020787586458,0.701020787586458,depablo_low_temp,8,normalized_delta,128
5,0.47951711328013946,0.6947576520615257,0.4816563815858803,0.47951711328013946,0.47951711328013946,0.47951711328013946,0.6950342315249145,0.6947576520615257,0.6947576520615257,0.6947576520615257,depablo_low_temp,8,normalized_delta,128
6,0.47567874077511463,0.6917938535043504,0.4778667650528644,0.47567874077511463,0.47567874077511463,0.47567874077511463,0.6920183526817709,0.6917938535043504,0.6917938535043504,0.6917938535043504,depablo_low_temp,8,normalized_delta,128
7,0.47295084048650765,0.6891430364048574,0.47517487269483116,0.47295084048650765,0.47295084048650765,0.47295084048650765,0.6892854567267932,0.6891430364048574,0.6891430364048574,0.6891430364048574,depablo_low_temp,8,normalized_delta,128
8,0.4701155415294986,0.6859160265885293,0.47239227677254303,0.4701155415294986,0.4701155415294986,0.4701155415294986,0.6859343585383613,0.6859160265885293,0.6859160265885293,0.6859160265885293,depablo_low_temp,8,normalized_delta,128
9,0.4664327705573095,0.6789909691433422,0.46878169802458663,0.4664327705573095,0.4664327705573095,0.4664327705573095,0.678807002841495,0.6789909691433422,0.6789909691433422,0.6789909691433422,depablo_low_temp,8,normalized_delta,128
10,0.4592363238334656,0.670933746121591,0.4616463770403674,0.4592363238334656,0.4592363238334656,0.4592363238334656,0.6704313562659081,0.670933746121591,0.670933746121591,0.670933746121591,depablo_low_temp,8,normalized_delta,128
11,0.4463052904527438,0.650994495867053,0.4486640683816452,0.4463052904527438,0.4463052904527438,0.4463052904527438,0.6501406067400239,0.650994495867053,0.650994495867053,0.650994495867053,depablo_low_temp,8,normalized_delta,128
12,0.41769533109311996,0.6135905529954471,0.4196615453417364,0.41769533109311996,0.41769533109311996,0.41769533109311996,0.612448674364714,0.6135905529954471,0.6135905529954471,0.6135905529954471,depablo_low_temp,8,normalized_delta,128
13,0.37509713384665944,0.5877940453356132,0.37655110294489486,0.37509713384665944,0.37509713384665944,0.37509713384665944,0.5866979853308294,0.5877940453356132,0.5877940453356132,0.5877940453356132,depablo_low_temp,8,normalized_delta,128
14,0.34041956656269334,0.5522892726876307,0.34115656733905014,0.34041956656269334,0.34041956656269334,0.34041956656269334,0.5511758219217882,0.5522892726876307,0.5522892726876307,0.5522892726876307,depablo_low_temp,8,normalized_delta,128
15,0.30947748829463595,0.4736223069485277,0.3093451581307148,0.30947748829463595,0.30947748829463595,0.30947748829463595,0.4725363501056563,0.4736223069485277,0.4736223069485277,0.4736223069485277,depablo_low_temp,8,normalized_delta,128
16,0.2541157008197747,0.30992593317932915,0.25278008776275734,0.2541157008197747,0.2541157008197747,0.2541157008197747,0.30915820320660714,0.30992593317932915,0.30992593317932915,0.30992593317932915,depablo_low_temp,8,normalized_delta,128
17,0.1829210673998061,0.2620233553170692,0.18122622157005888,0.1829210673998061,0.1829210673998061,0.1829210673998061,0.26233325034263544,0.2620233553170692,0.2620233553170692,0.2620233553170692,depablo_low_temp,8,normalized_delta,128
18,0.15457572901719493,0.20565584507130552,0.1535712922776216,0.15457572901719493,0.15457572901719493,0.15457572901719493,0.2059552302234806,0.20565584507130552,0.20565584507130552,0.20565584507130552,depablo_low_temp,8,normalized_delta,128
19,0.13988424204289912,0.19135802010714542,0.13880080354252927,0.13988424204289912,0.13988424204289912,0.13988424204289912,0.1918161060748389,0.19135802010714542,0.19135802010714542,0.19135802010714542,depablo_low_temp,8,normalized_delta,128
20,0.13049086428884613,0.19310578661679756,0.12952909488721112,0.13049086428884613,0.13049086428884613,0.13049086428884613,0.19357502719503827,0.19310578661679756,0.19310578661679756,0.19310578661679756,depablo_low_temp,8,normalized_delta,128
21,0.12300431827867501,0.19611362514842767,0.12214373055061227,0.12300431827867501,0.12300431827867501,0.12300431827867501,0.19657944710343145,0.19611362514842767,0.19611362514842767,0.19611362514842767,depablo_low_temp,8,normalized_delta,128
22,0.11734808728491006,0.19588870304869488,0.11670131954413496,0.11734808728491006,0.11734808728491006,0.11734808728491006,0.19625502009876072,0.19588870304869488,0.19588870304869488,0.19588870304869488,depablo_low_temp,8,normalized_delta,128
23,0.11367891342134068,0.18840024439850822,0.11315279120677396,0.11367891342134068,0.11367891342134068,0.11367891342134068,0.18878537743876223,0.18840024439850822,0.18840024439850822,0.18840024439850822,depablo_low_temp,8,normalized_delta,128
24,0.11061417300156072,0.18337792254169472,0.11013242348440383,0.11061417300156072,0.11061417300156072,0.11061417300156072,0.1837982824217761,0.18337792254169472,0.18337792254169472,0.18337792254169472,depablo_low_temp,8,normalized_delta,128
25,0.10872014731560883,0.18391650354897138,0.10830014180882197,0.10872014731560883,0.10872014731560883,0.10872014731560883,0.18434309704753105,0.18391650354897138,0.18391650354897138,0.18391650354897138,depablo_low_temp,8,normalized_delta,128
26,0.1076964204591748,0.1846039847296197,0.10733949866537985,0.1076964204591748,0.1076964204591748,0.1076964204591748,0.18504267638491,0.1846039847296197,0.1846039847296197,0.1846039847296197,depablo_low_temp,8,normalized_delta,128
27,0.106776999098886,0.17854496960353572,0.10648162126737205,0.106776999098886,0.106776999098886,0.106776999098886,0.1790111217269441,0.17854496960353572,0.17854496960353572,0.17854496960353572,depablo_low_temp,8,normalized_delta,128
