source,rollout_steps,used,total,p_ratio_r2,p_ratio_mae,target_variance,scope,horizon,seed
lj_noisy,100,20,20,0.3740597406706176,0.0472105164278632,0.0053100823581802,transfer3,8,786
reid,10,20,20,-9.575346037571355,0.5366910719797475,0.0283466184553629,all4,1,123
reid,25,20,20,-23.72824024047365,0.9038686503336884,0.0340742914742546,all4,1,123
reid,50,20,20,-9.1800717430313,0.580999718582506,0.03674579830514,all4,1,123
reid,75,20,20,-2.763626745759035,0.3196210925825706,0.0381454871288846,all4,1,123
reid,100,20,20,-1.075658120911243,0.2229243013283877,0.0392619338029476,all4,1,123
depablo_low_temp,10,20,20,-4.473541380998363,0.5911826660308755,0.0890919672458267,all4,1,123
depablo_low_temp,25,20,20,-5.065694259314949,0.7421139092133178,0.1113451632350467,all4,1,123
depablo_low_temp,50,20,20,-2.4017522546848857,0.5425121093147475,0.121923909291221,all4,1,123
depablo_low_temp,75,20,20,-0.2391712676220072,0.32010413176588,0.1271388104990921,all4,1,123
depablo_low_temp,100,20,20,0.1201034931410743,0.3064390800693093,0.1309363081666797,all4,1,123
depablo_mixed_temp,10,20,20,-0.9140536341914768,0.5032623490085844,0.1792210970466572,all4,1,123
depablo_mixed_temp,25,20,20,-1.2603419671378615,0.5575437656770023,0.1814265265332104,all4,1,123
depablo_mixed_temp,50,20,20,-1.4608874585461629,0.5101669145677472,0.1290510646927359,all4,1,123
depablo_mixed_temp,75,20,20,-1.4828142305475276,0.5498525491174536,0.1721180025747532,all4,1,123
depablo_mixed_temp,100,20,20,-0.9234615054329502,0.4122003690137033,0.1264354805514444,all4,1,123
lj_noisy,10,20,20,-6.891299459852236,0.1102780162565205,0.0021538442446725,all4,1,123
lj_noisy,25,20,20,-4.75539342044082,0.1125818840571531,0.0041168599721615,all4,1,123
lj_noisy,50,20,20,-5.514977539517848,0.1236161655331241,0.0047651600463273,all4,1,123
lj_noisy,75,20,20,-3.254205340318351,0.1080859704384799,0.0050961142073924,all4,1,123
lj_noisy,100,20,20,-3.175630479114502,0.1158177093229808,0.0053100823581802,all4,1,123
reid,10,20,20,-0.1128576141282668,0.1483569263554199,0.0283466184553629,all4,1,456
reid,25,20,20,-1.496467725266919,0.2228895899288954,0.0340742914742546,all4,1,456
reid,50,20,20,-0.546133785503288,0.2005065221509489,0.03674579830514,all4,1,456
reid,75,20,20,-0.3658230177703876,0.1972019479484259,0.0381454871288846,all4,1,456
reid,100,20,20,-0.2707806243094064,0.1999621534957942,0.0392619338029476,all4,1,456
depablo_low_temp,10,20,20,0.2031101922065827,0.2257821156485254,0.0890919672458267,all4,1,456
depablo_low_temp,25,20,20,-0.7488811234825636,0.3591270454269782,0.1113451632350467,all4,1,456
depablo_low_temp,50,20,20,-0.4614617650352328,0.3439765346529425,0.121923909291221,all4,1,456
depablo_low_temp,75,20,20,-0.5911800451050659,0.3726078403509127,0.1271388104990921,all4,1,456
depablo_low_temp,100,20,20,-0.902716135578996,0.4044166325874057,0.1309363081666797,all4,1,456
depablo_mixed_temp,10,20,20,-0.037878949376582,0.3545998082484339,0.1792210970466572,all4,1,456
depablo_mixed_temp,25,20,20,-1.6670368694355804,0.5003677435277163,0.1814265265332104,all4,1,456
depablo_mixed_temp,50,20,20,-1.673572966881156,0.454296826638047,0.1290510646927359,all4,1,456
depablo_mixed_temp,75,20,20,-1.619868277541074,0.5369189257880842,0.1721180025747532,all4,1,456
depablo_mixed_temp,100,20,20,-2.281522423346021,0.4951558633249268,0.1264354805514444,all4,1,456
lj_noisy,10,20,20,-5.557777175493117,0.0920004515755739,0.0021538442446725,all4,1,456
lj_noisy,25,20,20,-1.1127728978223068,0.0766992368765343,0.0041168599721615,all4,1,456
lj_noisy,50,20,20,-0.8148393968320213,0.07559158573605,0.0047651600463273,all4,1,456
lj_noisy,75,20,20,-0.6058631860624359,0.074647372151022,0.0050961142073924,all4,1,456
lj_noisy,100,20,20,-0.4169919510598827,0.0722358703839179,0.0053100823581802,all4,1,456
reid,10,20,20,-0.7487107622230107,0.2100201371608538,0.0283466184553629,all4,1,786
reid,25,20,20,0.6118798271531498,0.0848649749658089,0.0340742914742546,all4,1,786
reid,50,20,20,-0.5048125526328853,0.1882694090384707,0.03674579830514,all4,1,786
reid,75,20,20,-0.6544648276853946,0.1996834102859024,0.0381454871288846,all4,1,786
reid,100,20,20,-0.4987487597590443,0.1985118466410692,0.0392619338029476,all4,1,786
depablo_low_temp,10,20,20,-2.54238835942336,0.4961521939284402,0.0890919672458267,all4,1,786
depablo_low_temp,25,20,20,-0.5055219752610289,0.330121212093179,0.1113451632350467,all4,1,786
depablo_low_temp,50,20,20,-0.0849595512212457,0.3043564002253776,0.121923909291221,all4,1,786
depablo_low_temp,75,20,20,0.1230743818282964,0.3070461281300177,0.1271388104990921,all4,1,786
depablo_low_temp,100,20,20,0.1405598772487934,0.3110880972616088,0.1309363081666797,all4,1,786
depablo_mixed_temp,10,20,20,-1.2830318721212568,0.5012184532925724,0.1792210970466572,all4,1,786
depablo_mixed_temp,25,20,20,-1.204264557768707,0.5434215945331631,0.1814265265332104,all4,1,786
depablo_mixed_temp,50,20,20,-0.7720150232834302,0.3839601518667085,0.1290510646927359,all4,1,786
depablo_mixed_temp,75,20,20,-0.4814758396965128,0.4326439441950117,0.1721180025747532,all4,1,786
depablo_mixed_temp,100,20,20,-0.6634598260179243,0.4045143417767224,0.1264354805514444,all4,1,786
lj_noisy,10,20,20,-6.95888651084672,0.1076425179855607,0.0021538442446725,all4,1,786
lj_noisy,25,20,20,-2.032845627907845,0.0915001062600355,0.0041168599721615,all4,1,786
lj_noisy,50,20,20,-1.3878355228734964,0.0885225803092182,0.0047651600463273,all4,1,786
lj_noisy,75,20,20,-1.2652852457622443,0.0866175736580484,0.0050961142073924,all4,1,786
lj_noisy,100,20,20,-1.725896182973246,0.0957160700393523,0.0053100823581802,all4,1,786
reid,10,20,20,0.6464312564383392,0.0892279307536381,0.0283466184553629,all4,8,123
reid,25,20,20,0.6848790988271591,0.0936840889024641,0.0340742914742546,all4,8,123
reid,50,20,20,0.7285763784852559,0.0893431827507756,0.03674579830514,all4,8,123
reid,75,20,20,0.7153097231507134,0.091943351101347,0.0381454871288846,all4,8,123
reid,100,20,20,0.6494025402146886,0.1030869594022542,0.0392619338029476,all4,8,123
depablo_low_temp,10,20,20,0.7810924029807218,0.1228555777447766,0.0890919672458267,all4,8,123
depablo_low_temp,25,20,20,0.8534296557667701,0.1133926304751124,0.1113451632350467,all4,8,123
depablo_low_temp,50,20,20,0.897742026754858,0.0963650993789831,0.121923909291221,all4,8,123
depablo_low_temp,75,20,20,0.9369399401743662,0.0784235610198817,0.1271388104990921,all4,8,123
depablo_low_temp,100,20,20,0.953918487816011,0.0627587521347551,0.1309363081666797,all4,8,123
depablo_mixed_temp,10,20,20,0.2461675915094521,0.3076275270660642,0.1792210970466572,all4,8,123
depablo_mixed_temp,25,20,20,-1.0051390437591317,0.418721598232295,0.1814265265332104,all4,8,123
depablo_mixed_temp,50,20,20,-0.6940301957669259,0.3658288655533186,0.1290510646927359,all4,8,123
depablo_mixed_temp,75,20,20,-0.6729548379386872,0.396006550574325,0.1721180025747532,all4,8,123
depablo_mixed_temp,100,20,20,-0.526994224705994,0.3622586809621778,0.1264354805514444,all4,8,123
lj_noisy,10,20,20,-5.298529398464353,0.0926862580613497,0.0021538442446725,all4,8,123
lj_noisy,25,20,20,-0.8662698264593289,0.0760997918133744,0.0041168599721615,all4,8,123
lj_noisy,50,20,20,-0.3568112480920158,0.0686773643205188,0.0047651600463273,all4,8,123
lj_noisy,75,20,20,-0.3551900700587633,0.0650422246410167,0.0050961142073924,all4,8,123
lj_noisy,100,20,20,-0.6519837459473021,0.0694728938734716,0.0053100823581802,all4,8,123
reid,10,20,20,0.7404487710006762,0.0749041930678056,0.0283466184553629,all4,8,456
reid,25,20,20,0.8298373765343929,0.0650730535430978,0.0340742914742546,all4,8,456
reid,50,20,20,0.8479603838627648,0.0610716298010713,0.03674579830514,all4,8,456
reid,75,20,20,0.841518053718779,0.0624221704384355,0.0381454871288846,all4,8,456
reid,100,20,20,0.81171623630565,0.0684591924067391,0.0392619338029476,all4,8,456
depablo_low_temp,10,20,20,0.8464729522394857,0.1023254460604235,0.0890919672458267,all4,8,456
depablo_low_temp,25,20,20,0.9149809994080716,0.0829421172677972,0.1113451632350467,all4,8,456
depablo_low_temp,50,20,20,0.912686576600914,0.0884668405004179,0.121923909291221,all4,8,456
depablo_low_temp,75,20,20,0.9307066259811582,0.0801383168188573,0.1271388104990921,all4,8,456
depablo_low_temp,100,20,20,0.9469287690692364,0.065892303677293,0.1309363081666797,all4,8,456
depablo_mixed_temp,10,20,20,0.0101049581964156,0.3508496805632076,0.1792210970466572,all4,8,456
depablo_mixed_temp,25,20,20,-1.1539320825153483,0.4720921553540463,0.1814265265332104,all4,8,456
depablo_mixed_temp,50,20,20,-1.4671585123842523,0.4806921515984996,0.1290510646927359,all4,8,456
depablo_mixed_temp,75,20,20,-1.3049019250199194,0.4868445706268226,0.1721180025747532,all4,8,456
depablo_mixed_temp,100,20,20,-1.4415616896050878,0.4507868725143081,0.1264354805514444,all4,8,456
lj_noisy,10,20,20,-5.039242377628903,0.0901955841610513,0.0021538442446725,all4,8,456
lj_noisy,25,20,20,-0.5446689027982963,0.0698665563768036,0.0041168599721615,all4,8,456
lj_noisy,50,20,20,0.0454805332883098,0.0604111241353699,0.0047651600463273,all4,8,456
lj_noisy,75,20,20,0.1012025296128372,0.05295872323881,0.0050961142073924,all4,8,456
lj_noisy,100,20,20,-0.1245814341225381,0.0597095353659133,0.0053100823581802,all4,8,456
reid,10,20,20,0.6299303184485361,0.0911213177375127,0.0283466184553629,all4,8,786
reid,25,20,20,0.6537668208179781,0.097193728963924,0.0340742914742546,all4,8,786
reid,50,20,20,0.6991731637799505,0.0919045398857951,0.03674579830514,all4,8,786
reid,75,20,20,0.6928090138150311,0.0895712190373312,0.0381454871288846,all4,8,786
reid,100,20,20,0.6390543812319598,0.096120638369552,0.0392619338029476,all4,8,786
depablo_low_temp,10,20,20,0.7443874074572108,0.1303700526152579,0.0890919672458267,all4,8,786
depablo_low_temp,25,20,20,0.730829964688577,0.1425337906194955,0.1113451632350467,all4,8,786
depablo_low_temp,50,20,20,-0.1511223800590564,0.2532817923008227,0.121923909291221,all4,8,786
depablo_low_temp,75,20,20,0.7760384299312225,0.1206129129682018,0.1271388104990921,all4,8,786
depablo_low_temp,100,20,20,0.7890264661160387,0.0995597974932365,0.1309363081666797,all4,8,786
depablo_mixed_temp,10,20,20,0.1054660369625098,0.338152612956322,0.1792210970466572,all4,8,786
depablo_mixed_temp,25,20,20,-1.121566789836438,0.4412884311490707,0.1814265265332104,all4,8,786
depablo_mixed_temp,50,20,20,-0.4637229651925112,0.3906716144699352,0.1290510646927359,all4,8,786
depablo_mixed_temp,75,20,20,-0.5219616831300509,0.4053284063830037,0.1721180025747532,all4,8,786
depablo_mixed_temp,100,20,20,-0.4951181234315245,0.3609232141036297,0.1264354805514444,all4,8,786
lj_noisy,10,20,20,-5.291159629572794,0.0933440995053765,0.0021538442446725,all4,8,786
lj_noisy,25,20,20,-0.9220571791598976,0.076518652316124,0.0041168599721615,all4,8,786
lj_noisy,50,20,20,-0.2953149623712472,0.0674490902248113,0.0047651600463273,all4,8,786
lj_noisy,75,20,20,-0.1050049834944519,0.0588318704813961,0.0050961142073924,all4,8,786
lj_noisy,100,20,20,-0.4071908794892505,0.0657411984975555,0.0053100823581802,all4,8,786
