source,frame,control,total,position_mse,x_mse,y_mse,valid,true_valid,p_ratio_r2,p_ratio_mae,target_variance,legacy_valid,legacy_true_valid,legacy_p_ratio_r2,legacy_p_ratio_mae,legacy_target_variance,strain_x_mae,strain_y_mae,experiment,scope,seed
depablo_mixed_temp,10,ae,20,1.8345461148783217e-05,1.9400550411319272e-05,1.729037183224591e-05,20,20,-0.1522442404930235,0.9909707977902144,3.0043239701009563,20,20,-0.000751663778306,0.3704082005496484,0.1792210970466572,0.0031934748,0.0009666045,latent_low_data,shared3,786
depablo_mixed_temp,50,ae,20,1.9386001643795225e-05,1.76687915697471e-05,2.1103211311412905e-05,20,20,-0.0540742232445548,0.322719882169622,0.1274876421800012,20,20,-0.0552577194232735,0.3243547031021308,0.1290510646927359,0.0013818998,0.002417614,latent_low_data,shared3,786
depablo_mixed_temp,100,ae,20,2.9431540849600423e-05,2.6653246038677025e-05,3.2209835814001055e-05,20,20,-0.0939824402632534,0.3317633752187248,0.1249158133632106,20,20,-0.0948815897611148,0.3333750066625686,0.1264354805514444,0.0033524246,0.004930825,latent_low_data,shared3,786
reid,0,ae,20,1.0581611491033982e-06,2.0348243651824303e-06,8.14979298269236e-08,0,0,,,,0,0,,,,0.0024508873,0.0001237697,latent_low_data,shared3,786
reid,10,ae,20,3.087034038173897e-07,5.070230230330708e-07,1.1038377252248213e-07,20,20,-0.0106968236333184,0.1449919056205544,0.0283570467788776,20,20,-0.0105753555168826,0.1449619589513618,0.0283466184553629,0.0011046113,0.00023399011,latent_low_data,shared3,786
reid,50,ae,20,3.1257885268587414e-06,4.93206222245135e-06,1.3195147957389962e-06,20,20,0.1776876223017383,0.1522704858565703,0.0367468043569681,20,20,0.1776072356037211,0.1523005802203245,0.03674579830514,0.0023355584,0.0011914958,latent_low_data,shared3,786
reid,100,ae,20,1.2983086799067678e-05,1.949693873939396e-05,6.469235160011522e-06,20,20,0.1296001809122707,0.1596196940750815,0.0392620598956476,20,20,0.1295722372231046,0.1596593573266263,0.0392619338029476,0.0038046949,0.0022462201,latent_low_data,shared3,786
depablo_low_temp,0,ae,20,7.868196121307847e-06,1.5560191650365594e-05,1.762007844519076e-07,0,0,,,,0,0,,,,0.0067046275,0.00054011587,latent_low_data,shared4,123
depablo_low_temp,10,ae,20,5.209091307278868e-06,1.012879472455097e-05,2.8938790812560456e-07,20,20,-0.1814279033289287,0.2937637770082801,0.0884626710061093,20,20,-0.1815364244638462,0.2948884354670708,0.0890919672458267,0.005356541,0.0006096031,latent_low_data,shared4,123
depablo_low_temp,50,ae,20,2.404696550684093e-06,1.1728848505754286e-06,3.636508166948716e-06,20,20,-0.2548253909229399,0.3508350411430001,0.1210184505747164,20,20,-0.2550082233687021,0.3522030136820607,0.121923909291221,0.00089937466,0.002656316,latent_low_data,shared4,123
depablo_low_temp,100,ae,20,1.6459776588817476e-05,1.8141860209652805e-05,1.4777693507994629e-05,20,20,-0.2661506287848294,0.3695288372575305,0.1299516855584822,20,20,-0.2662726790424481,0.370946487012333,0.1309363081666797,0.006618186,0.005419201,latent_low_data,shared4,123
depablo_mixed_temp,0,ae,20,8.320290226038196e-06,1.6458163190691267e-05,1.824174223230557e-07,0,0,,,,0,0,,,,0.006886775,0.0005483455,latent_low_data,shared4,123
depablo_mixed_temp,10,ae,20,2.247979164167191e-05,2.776591659312544e-05,1.7193666248260798e-05,20,20,-0.1521412728765747,0.9961245383135976,3.0043239701009563,20,20,-0.0290679799959436,0.3755538598799827,0.1792210970466572,0.005854773,0.0010175284,latent_low_data,shared4,123
depablo_mixed_temp,50,ae,20,1.900834780315108e-05,1.6877837097695192e-05,2.1138858312497177e-05,20,20,-0.1028922968855707,0.3231279500061646,0.1274876421800012,20,20,-0.1041626199854375,0.3247756849851114,0.1290510646927359,0.0011731113,0.002417522,latent_low_data,shared4,123
depablo_mixed_temp,100,ae,20,3.265220645971567e-05,3.2849439321580576e-05,3.245497351826998e-05,20,20,-0.1393547158242194,0.3331760512781329,0.1249158133632106,20,20,-0.1404879968894856,0.334835454316523,0.1264354805514444,0.005806566,0.004907443,latent_low_data,shared4,123
lj_noisy,0,ae,20,3.772165177906573e-06,7.087230483193707e-06,4.570996196662236e-07,0,0,,,,0,0,,,,0.0045500835,0.0010777498,latent_low_data,shared4,123
lj_noisy,10,ae,20,1.934060054509245e-06,3.687760670345597e-06,1.8035955804407421e-07,20,20,-9.817249728244812,0.1456877999007702,0.0021694602859201,20,20,-9.879980403655743,0.1456046356857458,0.0021538442446725,0.0032612316,0.00055198057,latent_low_data,shared4,123
lj_noisy,50,ae,20,2.8581486503753693e-06,3.4152823786826048e-06,2.3010149448055017e-06,20,20,-6.769190437569955,0.1809955582022667,0.004814757143848,20,20,-6.835242308285754,0.1808880964172535,0.0047651600463273,0.0018996543,0.0016465044,latent_low_data,shared4,123
lj_noisy,100,ae,20,2.3889511430752465e-05,3.369323940205504e-05,1.4085783618611458e-05,20,20,-9.143190463269274,0.2231262400746345,0.0053832740143763,20,20,-9.263617540123994,0.2229944194591965,0.0053100823581802,0.008145655,0.004502645,latent_low_data,shared4,123
reid,0,ae,20,6.2655347846884976e-06,1.2425141630956204e-05,1.0592809296383621e-07,0,0,,,,0,0,,,,0.006031676,0.00035657056,latent_low_data,shared4,123
