epoch,train_objective,val_objective,train_mse_norm,train_source_depablo_low_temp_reconstruction,train_source_depablo_mixed_temp_reconstruction,train_source_reid_reconstruction,train_macro_source_reconstruction,train_max_source_reconstruction,val_mse_norm,val_source_depablo_mixed_temp_reconstruction,val_source_depablo_low_temp_reconstruction,val_source_reid_reconstruction,val_macro_source_reconstruction,val_max_source_reconstruction,dataset,latent_dim,target_mode,hidden_size
1,0.7498488847623792,0.5818917781114579,0.7276342899130102,0.2747039343951873,1.7296260252333524,0.24031515435168618,0.7482150379934086,1.7296260252333524,0.6708822742888801,1.3322172462940216,0.24279019589486875,0.17066789277290043,0.5818917783205969,1.3322172462940216,shared3,6,normalized_delta,128
2,0.6386042712550414,0.534631746536807,0.6131730662103285,0.16125148035008724,1.6039514472610072,0.1484215736781296,0.6378748337630747,1.6039514472610072,0.61809111457122,1.262446014190975,0.1807725178175851,0.16067671787581947,0.5346317499614599,1.262446014190975,shared3,6,normalized_delta,128
3,0.6022353330725118,0.5072258262257827,0.5762572758030473,0.13246304708414933,1.5394153863714453,0.13287464795928253,0.6015843604716257,1.5394153863714453,0.5886649155303052,1.2308670919192464,0.1396564479329084,0.15115394288379896,0.5072258275786512,1.2308670919192464,shared3,6,normalized_delta,128
4,0.5608595158447299,0.48424650156184246,0.5401651407020134,0.10593175895931856,1.4434315847723107,0.1300964036008768,0.559819915777502,1.4434315847723107,0.5644494564909684,1.1919628609167903,0.10509769719486174,0.15567894387794168,0.4842465006631979,1.1919628609167903,shared3,6,normalized_delta,128
5,0.515787487803844,0.45823799834439627,0.4959709955934893,0.07326346787322364,1.3475974299144327,0.12651839964418557,0.5157930991439473,1.3475974299144327,0.5372068209083457,1.1593074324883912,0.07394505324528405,0.14146151276011215,0.45823799949792915,1.1593074324883912,shared3,6,normalized_delta,128
6,0.4943238980937422,0.43845186021767163,0.4780895141133091,0.059484946489019294,1.3154288930851117,0.1013439057966727,0.4920859151236012,1.3154288930851117,0.5186163934829988,1.1435082711671527,0.06350934972594444,0.10833795786296066,0.4384518595853526,1.1435082711671527,shared3,6,normalized_delta,128
7,0.47179029573474013,0.4361057408546147,0.45684933508174463,0.05501333131900871,1.2810607522726059,0.07909918630724413,0.47172442329961956,1.2810607522726059,0.5160487534184205,1.142479985795523,0.06161992350397141,0.10421731157326385,0.4361057402909194,1.142479985795523,shared3,6,normalized_delta,128
8,0.46665464867102474,0.4360167195138178,0.45262110910394737,0.05340936570100381,1.270895956718085,0.07546442736005574,0.4665899165930482,1.270895956718085,0.5172028403925268,1.148550839486875,0.05897620353651674,0.1005231191061045,0.43601672070983205,1.148550839486875,shared3,6,normalized_delta,128
9,0.46450682411852634,0.43215591805545905,0.4499591886605087,0.05263475992415153,1.2674888418954715,0.07340352464663355,0.4645090421554188,1.2674888418954715,0.5116162124040879,1.1348622616968658,0.0635386890633718,0.098066804812927,0.43215591852438817,1.1348622616968658,shared3,6,normalized_delta,128
10,0.465420937067584,0.4371591368788167,0.45197093518156756,0.05201731342822313,1.2679782087342781,0.07302923202678038,0.46434158472976056,1.2679782087342781,0.5184677398910648,1.1429155912838485,0.06250180093277442,0.10606001996876378,0.4371591373951289,1.1429155912838485,shared3,6,normalized_delta,128
11,0.4606380053779535,0.43384439223691035,0.4461913637686194,0.052206466758203965,1.2568750575969094,0.07276294144164575,0.46061482193225306,1.2568750575969094,0.515511820112404,1.1458469985347046,0.057267885356161154,0.09841830212818949,0.4338443953396851,1.1458469985347046,shared3,6,normalized_delta,128
12,0.4579737713462428,0.4380850104909194,0.4441664499018276,0.05168415962810248,1.250025911014854,0.07226892730972746,0.4579929993175613,1.250025911014854,0.5198654659092427,1.152329955602947,0.058738632431547894,0.1031864443597825,0.4380850107980925,1.152329955602947,shared3,6,normalized_delta,128
13,0.4578045789087028,0.4436670726067142,0.44504732609840864,0.05116262723049018,1.2476817237703424,0.07197551115563042,0.4569399540521543,1.2476817237703424,0.5279201215427173,1.1722615514930925,0.05856781330841936,0.10017185568025237,0.4436670734939214,1.1722615514930925,shared3,6,normalized_delta,128
14,0.45325104060925936,0.4341689113723604,0.44003289258270933,0.051087854879344224,1.235508296155093,0.07198752741933914,0.4528612261512588,1.235508296155093,0.5141292619077783,1.1379853803860513,0.060313040527858235,0.10420831322277847,0.434168911378896,1.1379853803860513,shared3,6,normalized_delta,128
15,0.4526732940422861,0.43605892250412387,0.44024857779343923,0.04970557792243403,1.2327398038747017,0.07066096330486368,0.4510354483673331,1.2327398038747017,0.5183120428731567,1.1511609819374586,0.05895592222774499,0.09805986212664529,0.436058922097283,1.1511609819374586,shared3,6,normalized_delta,128
16,0.4476771486955777,0.44775430615011014,0.4369956938843978,0.04828985545023436,1.2189022052706333,0.07060420561516494,0.44593208877867757,1.2189022052706333,0.5325043008123573,1.1739068701079016,0.06130120866980992,0.10805484497625577,0.4477543079179891,1.1739068701079016,shared3,6,normalized_delta,128
17,0.44289851831762417,0.4423796416113251,0.4311991490815815,0.047489505415310114,1.2086239491638384,0.06997697340291843,0.442030142660689,1.2086239491638384,0.5274518669435853,1.1690247769418516,0.05606556862200561,0.10204858089748182,0.4423796421537796,1.1690247769418516,shared3,6,normalized_delta,128
