source,split,index,original_index,target,z0_0,z0_1,z1_0,z1_1,z5_0,z5_1
reid,calibration,1,45,-0.232251246533386,1.6438241004943848,0.32441312074661255,1.6616952419281006,0.29107868671417236,1.8001430034637451,0.16100454330444336
reid,calibration,2,43,0.34530588309025634,1.6979767084121704,0.4520800709724426,1.704386830329895,0.41874176263809204,1.7267249822616577,0.2865334749221802
reid,calibration,3,73,0.3546914498807752,1.8153237104415894,0.5380120873451233,1.8201518058776855,0.5064546465873718,1.837217926979065,0.38163402676582336
reid,calibration,4,85,-0.04034466635495291,1.527624249458313,0.15105140209197998,1.544663906097412,0.11729516834020615,1.6407232284545898,-0.013657058589160442
reid,calibration,5,22,-0.41202700293673356,1.9600343704223633,0.08520326018333435,1.976576805114746,0.053877755999565125,2.1079001426696777,-0.07605452090501785
reid,calibration,6,47,-0.2000712201151801,1.5899722576141357,0.07170119881629944,1.6082631349563599,0.03754011169075966,1.7242255210876465,-0.09863834083080292
reid,calibration,7,27,-0.16419202194022636,1.8676245212554932,0.11467202007770538,1.8844807147979736,0.0824618935585022,1.9935564994812012,-0.04947676509618759
reid,calibration,8,87,0.27845350203017877,1.664333462715149,0.43758147954940796,1.6736888885498047,0.4042288362979889,1.7084214687347412,0.2719305753707886
reid,calibration,9,67,0.2827574554363437,1.7671130895614624,0.4456150531768799,1.7757067680358887,0.4135565757751465,1.8074369430541992,0.2855575382709503
reid,calibration,10,71,0.3225968972047046,1.7101777791976929,0.32613855600357056,1.716531753540039,0.29219168424606323,1.7422335147857666,0.1558588594198227
reid,calibration,11,36,-0.19027884597049458,1.4864157438278198,0.262469083070755,1.504282832145691,0.22843405604362488,1.631084680557251,0.0940248966217041
reid,calibration,12,65,0.38860791826309066,1.6912126541137695,0.36457642912864685,1.6959993839263916,0.33216509222984314,1.710503101348877,0.20357900857925415
reid,calibration,13,9,-0.058598285749740735,1.8899891376495361,-0.034109972417354584,1.9063555002212524,-0.06584366410970688,2.0037970542907715,-0.19439014792442322
reid,calibration,14,81,-0.10988731840817481,1.7099273204803467,0.12617850303649902,1.7255308628082275,0.09385892003774643,1.82205331325531,-0.02730908989906311
reid,calibration,15,90,0.0028081485416824783,1.81093168258667,0.4310104250907898,1.8254005908966064,0.39922773838043213,1.9079755544662476,0.2747226357460022
reid,calibration,16,68,0.21534159724725252,1.6486703157424927,0.20735390484333038,1.6616275310516357,0.17380456626415253,1.711877465248108,0.041496213525533676
reid,calibration,17,21,-0.14768180964121552,1.6863479614257812,0.18509450554847717,1.7040598392486572,0.1515214741230011,1.8198411464691162,0.02440338023006916
reid,calibration,18,24,-0.1309780478243826,1.7656376361846924,0.2851603627204895,1.7824198007583618,0.2534037232398987,1.880289077758789,0.13031913340091705
reid,calibration,19,48,-0.17123836165231263,1.975151538848877,0.1310550421476364,1.9893436431884766,0.10050737112760544,2.0864946842193604,-0.017780262976884842
reid,calibration,20,1,0.3378457170934105,1.835376501083374,0.41969823837280273,1.8404507637023926,0.3881072998046875,1.857839822769165,0.26282891631126404
reid,calibration,21,76,0.18335712828880277,1.7171186208724976,0.3723657727241516,1.7291940450668335,0.34023070335388184,1.781089186668396,0.21375906467437744
reid,calibration,22,78,0.1293664497277195,1.5263879299163818,0.40509033203125,1.5409671068191528,0.37143272161483765,1.605833888053894,0.240287184715271
reid,calibration,23,72,-0.037977481086243575,1.7274984121322632,0.13538195192813873,1.7430856227874756,0.1029149517416954,1.8307958841323853,-0.022631216794252396
reid,calibration,24,55,0.27125756726885086,1.6156337261199951,-0.05185146629810333,1.627510905265808,-0.08646491914987564,1.6737322807312012,-0.22357851266860962
reid,calibration,25,82,-0.07218477062664293,1.4703474044799805,0.32118189334869385,1.4883124828338623,0.28680017590522766,1.590708613395691,0.15407311916351318
reid,calibration,26,34,0.2423286065533074,1.509996771812439,0.5101208686828613,1.5212631225585938,0.47563350200653076,1.5660451650619507,0.33710479736328125
reid,calibration,27,23,-0.31124485724577994,1.758111834526062,0.16348636150360107,1.7753039598464966,0.13108350336551666,1.9057953357696533,0.0071527911350131035
reid,calibration,28,94,0.16401048126396411,1.436905860900879,0.7393991351127625,1.4504350423812866,0.7040214538574219,1.5115399360656738,0.5632197856903076
reid,calibration,29,75,0.1204822732587641,1.5735269784927368,0.14614443480968475,1.588437557220459,0.11284579336643219,1.6565881967544556,-0.016877133399248123
depablo_low_temp,calibration,1,145,-0.4569532518665687,1.837842345237732,-0.042828962206840515,1.847543716430664,-0.07408749312162399,1.9524786472320557,-0.137711301445961
depablo_low_temp,calibration,2,7,-0.09727260084400499,1.9682681560516357,-0.2020503580570221,1.9786335229873657,-0.2318556159734726,2.052550792694092,-0.3141268789768219
depablo_low_temp,calibration,3,133,0.3439682334342666,1.4138882160186768,0.4781404137611389,1.417614221572876,0.44277381896972656,1.4291538000106812,0.30121955275535583
depablo_low_temp,calibration,4,198,-0.3206296495113327,1.9120681285858154,-0.004536009393632412,1.9210706949234009,-0.03517404571175575,2.0218803882598877,-0.10838186740875244
depablo_low_temp,calibration,5,13,0.3636117579426061,1.8263267278671265,-0.2259129285812378,1.8319569826126099,-0.2565707266330719,1.853149175643921,-0.3779262900352478
depablo_low_temp,calibration,6,21,-0.11422681948022362,1.6320420503616333,0.27472344040870667,1.6419157981872559,0.24188555777072906,1.726797342300415,0.14344845712184906
depablo_low_temp,calibration,7,107,-0.4553419205041738,1.9183709621429443,0.4351738691329956,1.9247292280197144,0.4037785530090332,2.045797109603882,0.3434801399707794
depablo_low_temp,calibration,8,14,-0.020264705234645113,1.4337797164916992,0.4968349039554596,1.4436447620391846,0.46330153942108154,1.5117251873016357,0.35314324498176575
