epoch,train_loss,val_loss,train_dz_mse_norm,train_loss_raw,train_position_loss,val_dz_mse_norm,val_dz_mse_raw,val_position_loss,val_rollout_p_ratio_r2,val_rollout_p_ratio_pearson,val_rollout_used,val_rollout_macro_source_p_ratio_r2,val_rollout_min_source_p_ratio_r2,val_rollout_macro_source_endpoint_p_ratio_r2,val_rollout_min_source_endpoint_p_ratio_r2,val_rollout_source_reid_p_ratio_r2,val_rollout_source_depablo_low_temp_p_ratio_r2,val_rollout_source_lj_noisy_p_ratio_r2,val_rollout_source_reid_endpoint_p_ratio_r2,val_rollout_source_depablo_low_temp_endpoint_p_ratio_r2,val_rollout_source_lj_noisy_endpoint_p_ratio_r2,val_rollout_p_ratio_r2_step_100,stage,unroll_steps,stage_epoch,dataset,latent_dim,target_mode,hidden_size,propagator_loss,propagator_objective,propagator_multistep_horizons,propagator_multistep_loss,propagator_step_stride,initial_velocity
1,0.7366872570093941,0.6224813262621561,0.7366872570093941,0.0013441828367135981,0.0,0.6224813262621561,0.0011661839913964893,0.0,,,,,,,,,,,,,,,1,1,1,shared4,2,normalized_delta,128,delta,fixed_history_one_step,[1],all_steps_plus_optional_decoded_endpoint,1,zero
2,0.7202995629871592,0.612579216559728,0.7202995629871592,0.001315503682502929,0.0,0.612579216559728,0.0011471226462163031,0.0,0.9561920631704243,0.9877709457867326,60.0,0.5597461738848198,-0.21222947733895436,0.5597461738848198,-0.21222947733895436,0.927226567279505,0.9642414317139089,-0.21222947733895436,0.927226567279505,0.9642414317139089,-0.21222947733895436,0.9561920631704243,1,1,2,shared4,2,normalized_delta,128,delta,fixed_history_one_step,[1],all_steps_plus_optional_decoded_endpoint,1,zero
3,0.7037895216661341,0.5934509709477425,0.7037895216661341,0.0012842170442180598,0.0,0.5934509709477425,0.001110003101833475,0.0,,,,,,,,,,,,,,,1,1,3,shared4,2,normalized_delta,128,delta,fixed_history_one_step,[1],all_steps_plus_optional_decoded_endpoint,1,zero
4,0.6747079614330741,0.5514487574497858,0.6747079614330741,0.0012282785849974437,0.0,0.5514487574497858,0.0010280925877547513,0.0,0.953260923379098,0.9870309916716635,60.0,0.5657649637588819,-0.1821823737081152,0.5657649637588819,-0.1821823737081152,0.9220416135891316,0.9574356513956294,-0.1821823737081152,0.9220416135891316,0.9574356513956294,-0.1821823737081152,0.953260923379098,1,1,4,shared4,2,normalized_delta,128,delta,fixed_history_one_step,[1],all_steps_plus_optional_decoded_endpoint,1,zero
5,0.6147935250226189,0.46608491986989975,0.6147935250226189,0.0011132413603584556,0.0,0.46608491986989975,0.000862424664470988,0.0,,,,,,,,,,,,,,,1,1,5,shared4,2,normalized_delta,128,delta,fixed_history_one_step,[1],all_steps_plus_optional_decoded_endpoint,1,zero
6,0.5004469594534706,0.3649536321560542,0.5004469594534706,0.0008976559312192394,0.0,0.3649536321560542,0.0006739895567685986,0.0,0.9376560226813614,0.9827191294405853,60.0,0.47880707246290033,-0.40160288990956605,0.47880707246290033,-0.40160288990956605,0.9044323140652699,0.9335917932329971,-0.40160288990956605,0.9044323140652699,0.9335917932329971,-0.40160288990956605,0.9376560226813614,1,1,6,shared4,2,normalized_delta,128,delta,fixed_history_one_step,[1],all_steps_plus_optional_decoded_endpoint,1,zero
7,0.42229712885968823,0.3431736280520757,0.42229712885968823,0.0007667163359549115,0.0,0.3431736280520757,0.0006434938695747405,0.0,,,,,,,,,,,,,,,1,1,7,shared4,2,normalized_delta,128,delta,fixed_history_one_step,[1],all_steps_plus_optional_decoded_endpoint,1,zero
8,0.39610229520236745,0.3159441004196803,0.39610229520236745,0.0007215769180808874,0.0,0.3159441004196803,0.0005952014859455327,0.0,0.947252549114612,0.9840450816319216,60.0,0.6679266722237361,0.15133156930473857,0.6679266722237361,0.15133156930473857,0.9236650494536898,0.9287833979127802,0.15133156930473857,0.9236650494536898,0.9287833979127802,0.15133156930473857,0.947252549114612,1,1,8,shared4,2,normalized_delta,128,delta,fixed_history_one_step,[1],all_steps_plus_optional_decoded_endpoint,1,zero
9,0.3728003484361312,0.2941805471976598,0.3728003484361312,0.0006818941551233258,0.0,0.2941805471976598,0.0005588303659654533,0.0,,,,,,,,,,,,,,,1,1,9,shared4,2,normalized_delta,128,delta,fixed_history_one_step,[1],all_steps_plus_optional_decoded_endpoint,1,zero
10,0.34425971876172456,0.2644003766278426,0.34425971876172456,0.0006343987667659188,0.0,0.2644003766278426,0.0005099551271996461,0.0,0.9481848083900356,0.9839615270333183,60.0,0.6816283014707425,0.18589943782232965,0.6816283014707425,0.18589943782232965,0.9317596349072075,0.9272258316826902,0.18589943782232965,0.9317596349072075,0.9272258316826902,0.18589943782232965,0.9481848083900356,1,1,10,shared4,2,normalized_delta,128,delta,fixed_history_one_step,[1],all_steps_plus_optional_decoded_endpoint,1,zero
