split,source,sim_idx,frame,z0,z1,z2,z3,z4,z5
train,reid,0,0,-1.376718521118164,-0.6745750308036804,0.23523171246051788,0.13188058137893677,-0.8497852087020874,-1.2933484315872192
train,reid,0,10,-0.9177170991897583,-1.1905603408813477,-0.09606639295816422,-0.37630796432495117,-0.049395374953746796,-0.9303591251373291
train,reid,0,20,-0.31157028675079346,-1.9470324516296387,-0.5514206290245056,-1.0847852230072021,1.059014916419983,-0.4632187485694885
train,reid,0,30,0.49059149622917175,-2.9708521366119385,-1.1614367961883545,-2.038604259490967,2.539915084838867,0.1560579389333725
train,reid,0,40,1.4974195957183838,-4.210914134979248,-1.9159592390060425,-3.2101268768310547,4.368626117706299,0.9451550841331482
train,reid,0,50,2.6221466064453125,-5.529373645782471,-2.7417235374450684,-4.480016231536865,6.366377830505371,1.8413567543029785
train,reid,0,60,3.7054567337036133,-6.73824405670166,-3.5222504138946533,-5.67032527923584,8.247349739074707,2.718465805053711
train,reid,0,70,4.664329528808594,-7.780642509460449,-4.207190036773682,-6.7113847732543945,9.890609741210938,3.502319574356079
train,reid,0,80,5.593474864959717,-8.795575141906738,-4.8719587326049805,-7.72244930267334,11.485482215881348,4.261600017547607
train,reid,0,90,6.598873615264893,-9.906604766845703,-5.593099117279053,-8.819624900817871,13.221635818481445,5.079972743988037
train,reid,0,100,7.710147857666016,-11.141009330749512,-6.390322208404541,-10.031740188598633,15.146929740905762,5.982559680938721
train,reid,1,0,-0.9722143411636353,-0.49320536851882935,0.13033486902713776,0.12322293967008591,-0.5498049259185791,-0.8597181439399719
train,reid,1,10,-0.5708723068237305,-0.8888074159622192,-0.13879109919071198,-0.27364659309387207,0.1208481416106224,-0.5412595272064209
train,reid,1,20,-0.04505092278122902,-1.5347535610198975,-0.5258564352989197,-0.8704259991645813,1.0809979438781738,-0.14202481508255005
train,reid,1,30,0.8399235606193542,-2.5452041625976562,-1.1634175777435303,-1.8442953824996948,2.6412079334259033,0.5573936700820923
train,reid,1,40,2.196394205093384,-3.865699529647827,-2.0867042541503906,-3.216413736343384,4.8787946701049805,1.6816426515579224
train,reid,1,50,3.0395119190216064,-4.806046009063721,-2.7052156925201416,-4.17787504196167,6.3339152336120605,2.3711814880371094
train,reid,1,60,3.5031538009643555,-5.532760143280029,-3.103745460510254,-4.84048318862915,7.2644243240356445,2.7161054611206055
train,reid,1,70,4.548239707946777,-6.6220293045043945,-3.8351593017578125,-5.942458629608154,9.030155181884766,3.5736451148986816
train,reid,1,80,5.823204517364502,-7.870317459106445,-4.703653335571289,-7.23112678527832,11.134955406188965,4.63264274597168
train,reid,1,90,7.361573219299316,-9.308085441589355,-5.731565475463867,-8.739286422729492,13.632718086242676,5.92146110534668
train,reid,1,100,9.323238372802734,-11.007637023925781,-7.004739761352539,-10.575872421264648,16.734317779541016,7.586970329284668
train,reid,2,0,-1.0401180982589722,-0.7312130928039551,0.08228275179862976,-0.03624247759580612,-0.47981297969818115,-0.9415048360824585
train,reid,2,10,-0.6602514982223511,-1.2906148433685303,-0.25048142671585083,-0.6054129600524902,0.24908705055713654,-0.6398043036460876
