epoch,train_objective,val_objective,train_mse_norm,train_source_depablo_low_temp_reconstruction,train_macro_source_reconstruction,train_max_source_reconstruction,val_mse_norm,val_source_depablo_low_temp_reconstruction,val_macro_source_reconstruction,val_max_source_reconstruction,dataset,latent_dim,target_mode,hidden_size
1,0.790809865864484,0.8242060251068324,0.791974610815707,0.790809865864484,0.790809865864484,0.790809865864484,0.8252473780885339,0.8242060251068324,0.8242060251068324,0.8242060251068324,depablo_low_temp,8,normalized_delta,128
2,0.5548625726840998,0.7857452946482226,0.5565142763680533,0.5548625726840998,0.5548625726840998,0.5548625726840998,0.7853722661966458,0.7857452946482226,0.7857452946482226,0.7857452946482226,depablo_low_temp,8,normalized_delta,128
3,0.501323969701403,0.6992249982140493,0.5032545501072155,0.501323969701403,0.501323969701403,0.501323969701403,0.7007890791282989,0.6992249982140493,0.6992249982140493,0.6992249982140493,depablo_low_temp,8,normalized_delta,128
4,0.47995348360977674,0.6786810853809584,0.4818408019448582,0.47995348360977674,0.47995348360977674,0.47995348360977674,0.6805826835334301,0.6786810853809584,0.6786810853809584,0.6786810853809584,depablo_low_temp,8,normalized_delta,128
5,0.4698852760031035,0.6636584193329327,0.47177094777947975,0.4698852760031035,0.4698852760031035,0.4698852760031035,0.665957625140436,0.6636584193329327,0.6636584193329327,0.6636584193329327,depablo_low_temp,8,normalized_delta,128
6,0.4616429529103794,0.6448577673290856,0.46334812674475345,0.4616429529103794,0.4616429529103794,0.4616429529103794,0.6475604241713881,0.6448577673290856,0.6448577673290856,0.6448577673290856,depablo_low_temp,8,normalized_delta,128
7,0.4518069911159967,0.6232316777459346,0.45324913888777557,0.4518069911159967,0.4518069911159967,0.4518069911159967,0.6261595535033848,0.6232316777459346,0.6232316777459346,0.6232316777459346,depablo_low_temp,8,normalized_delta,128
8,0.44038909283515654,0.6008724500134122,0.44153794573717997,0.44038909283515654,0.44038909283515654,0.44038909283515654,0.6038525219773874,0.6008724500134122,0.6008724500134122,0.6008724500134122,depablo_low_temp,8,normalized_delta,128
9,0.42803056345958457,0.5794725514715537,0.4289413277844065,0.42803056345958457,0.42803056345958457,0.42803056345958457,0.5823930671904236,0.5794725514715537,0.5794725514715537,0.5794725514715537,depablo_low_temp,8,normalized_delta,128
10,0.41557778637660175,0.560107237106422,0.41630499125703385,0.41557778637660175,0.41557778637660175,0.41557778637660175,0.5629258219269104,0.560107237106422,0.560107237106422,0.560107237106422,depablo_low_temp,8,normalized_delta,128
11,0.40322890656166954,0.5423924245405942,0.4037974261335636,0.40322890656166954,0.40322890656166954,0.40322890656166954,0.5450559711898677,0.5423924245405942,0.5423924245405942,0.5423924245405942,depablo_low_temp,8,normalized_delta,128
12,0.390739647514726,0.5241319724882487,0.39116283484587544,0.390739647514726,0.390739647514726,0.390739647514726,0.5265895529009867,0.5241319724882487,0.5241319724882487,0.5241319724882487,depablo_low_temp,8,normalized_delta,128
13,0.37762708060051264,0.5048440328682773,0.37793276566816003,0.37762708060051264,0.37762708060051264,0.37762708060051264,0.5070787433651276,0.5048440328682773,0.5048440328682773,0.5048440328682773,depablo_low_temp,8,normalized_delta,128
14,0.36409821986759966,0.48545503860805184,0.36430965279670136,0.36409821986759966,0.36409821986759966,0.36409821986759966,0.4874714633624535,0.48545503860805184,0.48545503860805184,0.48545503860805184,depablo_low_temp,8,normalized_delta,128
15,0.35064092111822803,0.4666551811096724,0.350777034108576,0.35064092111822803,0.35064092111822803,0.35064092111822803,0.46850482214358635,0.4666551811096724,0.4666551811096724,0.4666551811096724,depablo_low_temp,8,normalized_delta,128
16,0.3379482779847948,0.4485080804734025,0.338052434925186,0.3379482779847948,0.3379482779847948,0.3379482779847948,0.4502695342816878,0.4485080804734025,0.4485080804734025,0.4485080804734025,depablo_low_temp,8,normalized_delta,128
17,0.3261525912308379,0.4309570405748673,0.32626610674748296,0.3261525912308379,0.3261525912308379,0.3261525912308379,0.4326700873498339,0.4309570405748673,0.4309570405748673,0.4309570405748673,depablo_low_temp,8,normalized_delta,128
18,0.3145852171864949,0.4118579326895997,0.31471445530064796,0.3145852171864949,0.3145852171864949,0.3145852171864949,0.41349050772259943,0.4118579326895997,0.4118579326895997,0.4118579326895997,depablo_low_temp,8,normalized_delta,128
19,0.300550893164779,0.3840214400261175,0.30067160818725824,0.300550893164779,0.300550893164779,0.300550893164779,0.3854558853490744,0.3840214400261175,0.3840214400261175,0.3840214400261175,depablo_low_temp,8,normalized_delta,128
20,0.2700395654396791,0.3012360172579065,0.2701372957249221,0.2700395654396791,0.2700395654396791,0.2700395654396791,0.30163352546514943,0.3012360172579065,0.3012360172579065,0.3012360172579065,depablo_low_temp,8,normalized_delta,128
21,0.18829568728412452,0.2034476426197216,0.1886194782233552,0.18829568728412452,0.18829568728412452,0.18829568728412452,0.2031144640786806,0.2034476426197216,0.2034476426197216,0.2034476426197216,depablo_low_temp,8,normalized_delta,128
22,0.145391531318034,0.1791681154863909,0.1449069958180189,0.145391531318034,0.145391531318034,0.145391531318034,0.17915119239478372,0.1791681154863909,0.1791681154863909,0.1791681154863909,depablo_low_temp,8,normalized_delta,128
23,0.1301418228663112,0.1684155584371183,0.12950570438743422,0.1301418228663112,0.1301418228663112,0.1301418228663112,0.16837307550304104,0.1684155584371183,0.1684155584371183,0.1684155584371183,depablo_low_temp,8,normalized_delta,128
24,0.11975556995327535,0.1569771517533809,0.1190788804651483,0.11975556995327535,0.11975556995327535,0.11975556995327535,0.1568427089805482,0.1569771517533809,0.1569771517533809,0.1569771517533809,depablo_low_temp,8,normalized_delta,128
25,0.11848610157245083,0.15728267695521936,0.11779626914251008,0.11848610157245083,0.11848610157245083,0.11848610157245083,0.15700038176873932,0.15728267695521936,0.15728267695521936,0.15728267695521936,depablo_low_temp,8,normalized_delta,128
26,0.11565201169272002,0.1550887969788164,0.11495665774043454,0.11565201169272002,0.11565201169272002,0.11565201169272002,0.1549247406583163,0.1550887969788164,0.1550887969788164,0.1550887969788164,depablo_low_temp,8,normalized_delta,128
27,0.1116021465216028,0.15662267877632985,0.11095109409407565,0.1116021465216028,0.1116021465216028,0.1116021465216028,0.15639254104462452,0.15662267877632985,0.15662267877632985,0.15662267877632985,depablo_low_temp,8,normalized_delta,128
28,0.11058325587134613,0.15562248800415546,0.10998176523043136,0.11058325587134613,0.11058325587134613,0.11058325587134613,0.1554340168077033,0.15562248800415546,0.15562248800415546,0.15562248800415546,depablo_low_temp,8,normalized_delta,128
29,0.10852321306439607,0.15547276019060519,0.10795480257978565,0.10852321306439607,0.10852321306439607,0.10852321306439607,0.1552849633662845,0.15547276019060519,0.15547276019060519,0.15547276019060519,depablo_low_temp,8,normalized_delta,128
30,0.1079014690641902,0.1527096781937871,0.10735001741467338,0.1079014690641902,0.1079014690641902,0.1079014690641902,0.15262159094709205,0.1527096781937871,0.1527096781937871,0.1527096781937871,depablo_low_temp,8,normalized_delta,128
31,0.1066815718469259,0.1518595161032863,0.10616720028613744,0.1066815718469259,0.1066815718469259,0.1066815718469259,0.151821788160305,0.1518595161032863,0.1518595161032863,0.1518595161032863,depablo_low_temp,8,normalized_delta,128
