split,source,sim_idx,frame,z0,z1
train,depablo_mixed_temp,0,0,-0.5892283320426941,0.08869688212871552
train,depablo_mixed_temp,0,10,-0.6631773710250854,0.09309785813093185
train,depablo_mixed_temp,0,20,-1.3238942623138428,0.035738296806812286
train,depablo_mixed_temp,0,30,-1.514577865600586,0.027214890345931053
train,depablo_mixed_temp,0,40,-2.3224964141845703,-0.023987526074051857
train,depablo_mixed_temp,0,50,-2.8298232555389404,-0.10478466749191284
train,depablo_mixed_temp,0,60,-2.913370370864868,-0.09179147332906723
train,depablo_mixed_temp,0,70,-3.6675808429718018,-0.14300572872161865
train,depablo_mixed_temp,0,80,-3.8264753818511963,-0.14860637485980988
train,depablo_mixed_temp,0,90,-4.1755828857421875,-0.1761227250099182
train,depablo_mixed_temp,0,100,-4.766424655914307,-0.20987331867218018
train,depablo_mixed_temp,1,0,0.0235064085572958,0.45596638321876526
train,depablo_mixed_temp,1,10,-1.0341435670852661,0.5507725477218628
train,depablo_mixed_temp,1,20,-0.3394351005554199,0.5469895005226135
train,depablo_mixed_temp,1,30,-1.6329907178878784,0.44483840465545654
train,depablo_mixed_temp,1,40,-1.2068828344345093,0.4650891125202179
train,depablo_mixed_temp,1,50,-2.907884359359741,0.29186302423477173
train,depablo_mixed_temp,1,60,-2.872476577758789,0.33065852522850037
train,depablo_mixed_temp,1,70,-3.258488178253174,0.33186906576156616
train,depablo_mixed_temp,1,80,-3.41630482673645,0.28866347670555115
train,depablo_mixed_temp,1,90,-3.941714286804199,0.23050066828727722
train,depablo_mixed_temp,1,100,-4.232900142669678,0.2571744918823242
train,depablo_mixed_temp,2,0,-0.5827562808990479,0.6350021958351135
train,depablo_mixed_temp,2,10,-0.9185387492179871,0.6133421063423157
train,depablo_mixed_temp,2,20,-1.354886531829834,0.6059896349906921
train,depablo_mixed_temp,2,30,-1.7299331426620483,0.6313037872314453
train,depablo_mixed_temp,2,40,-2.4897632598876953,0.5310887098312378
train,depablo_mixed_temp,2,50,-2.9131317138671875,0.511823832988739
train,depablo_mixed_temp,2,60,-3.7230279445648193,0.49341028928756714
train,depablo_mixed_temp,2,70,-3.85439133644104,0.46837300062179565
train,depablo_mixed_temp,2,80,-4.070570945739746,0.45274877548217773
train,depablo_mixed_temp,2,90,-3.981105327606201,0.42690813541412354
train,depablo_mixed_temp,2,100,-4.612466335296631,0.4355083703994751
train,depablo_mixed_temp,3,0,-1.0941457748413086,0.36400195956230164
train,depablo_mixed_temp,3,10,-3.258218288421631,0.5995257496833801
